"","id","adj.P.Val.XBirA.over.No_BirA","AveExpr.XBirA.over.No_BirA","Log.P.Value.XBirA.over.No_BirA","logFC.XBirA.over.No_BirA","P.Value.XBirA.over.No_BirA","t.XBirA.over.No_BirA","Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian","Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian","Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian","Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian","Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian","Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian","id.query","id.mapped","id.concat","id.1","geneSymbol","numColumnsProteinObserved","numSpectraProteinObserved","numPepsUnique","numPepsUniqueSubgroupSpecificCI","accession_numbers","species","protein_mw","percentCoverage","groupNum","subgroupNum","scoreUnique","scoreUniqueSubgroupSpecificCI","orfCategory","sequenceLength","entry_name","cellular_component","biological_process","molecular_function","Proteome.unique_peptides","Proteome.numSpectra","Proteome.totalIntensity","Proteome.pct_cov"
"954","E9QQ30",8.39467e-06,-0.196666667,63.22109779,1.845666667,4.76311e-07,19.11032781,-1.0685,-1.017,-1.273,0.742,0.592,0.8445,"E9QQ30","Eif2ak3","E9QQ30_Eif2ak3","E9QQ30","Eif2ak3",1,28,15,15,"E9QQ30|Q9Z2B5|A0A0R4J1Y1","MOUSE",125809.1,16.8,774,774.1,168.97,168.97,NA,1114,"Eukaryotic translation initiation factor 2-alpha kinase 3","cytoplasm|endoplasmic reticulum|endoplasmic reticulum membrane|membrane|","skeletal system development|ossification|angiogenesis|chondrocyte development|translation|protein phosphorylation|activation of cysteine-type endopeptidase activity involved in apoptotic process|ER overload response|endoplasmic reticulum organization|lactation|positive regulation of signal transduction|positive regulation of vascular endothelial growth factor production|positive regulation of gene expression|negative regulation of gene expression|regulation of translational initiation by eIF2 alpha phosphorylation|negative regulation of translation|regulation of fatty acid metabolic process|calcium-mediated signaling|bone mineralization|endoplasmic reticulum unfolded protein response|pancreas development|endocrine pancreas development|negative regulation of myelination|negative regulation of translation in response to stress|positive regulation of protein binding|SREBP signaling pathway|response to endoplasmic reticulum stress|cellular response to glucose starvation|negative regulation of apoptotic process|fat cell differentiation|positive regulation of transcription from RNA polymerase I promoter|protein autophosphorylation|insulin-like growth factor receptor signaling pathway|protein homooligomerization|intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress|regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway|positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway|","protein kinase activity|protein serine/threonine kinase activity|eukaryotic translation initiation factor 2alpha kinase activity|protein binding|ATP binding|enzyme binding|protein phosphatase binding|identical protein binding|Hsp90 protein binding|",15,28,4.11e+09,"16.8%"
"1239","P15116",6.02967e-06,-0.23,65.89227773,1.845666667,2.57497e-07,20.9953585,-1.1235,-1.159,-1.176,0.859,0.681,0.5385,"P15116","Cdh2","P15116_Cdh2","P15116","Cdh2",1,31,12,12,"P15116|D3YYT0|P39038","MOUSE",100251,19.7,1018,1018.1,131.98,131.98,NA,906,"Cadherin-2","cell-cell junction|adherens junction|cell-cell adherens junction|fascia adherens|focal adhesion|intercalated disc|membrane|integral component of membrane|basolateral plasma membrane|apical plasma membrane|catenin complex|lamellipodium|plasma membrane raft|synapse|extracellular exosome|cortical actin cytoskeleton|","cell adhesion|homophilic cell adhesion via plasma membrane adhesion molecules|heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules|glial cell differentiation|calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules|cell migration|regulation of myelination|regulation of Rho protein signal transduction|positive regulation of MAPK cascade|cell-cell adhesion mediated by cadherin|blood vessel morphogenesis|regulation of axonogenesis|striated muscle cell differentiation|protein heterooligomerization|establishment of protein localization to plasma membrane|negative regulation of canonical Wnt signaling pathway|neuroligin clustering involved in postsynaptic membrane assembly|neuronal stem cell maintenance|regulation of postsynaptic density protein 95 clustering|positive regulation of synaptic vesicle clustering|","calcium ion binding|protein binding|beta-catenin binding|enzyme binding|protein kinase binding|protein phosphatase binding|protein complex binding|alpha-catenin binding|gamma-catenin binding|nitric-oxide synthase binding|",12,31,4.87e+09,"19.7%"
"514","O54782",2.36007e-06,-0.205666667,76.21885616,1.844333333,2.38844e-08,29.56030269,-1.1555,-1.046,-1.182,0.769,0.683,0.6975,"O54782","Man2b2","O54782_Man2b2","O54782","Man2b2",1,53,18,18,"O54782","MOUSE",115835.7,24.5,387,387.1,274.89,274.89,NA,1018,"Epididymis-specific alpha-mannosidase","extracellular exosome|","mannose metabolic process|","alpha-mannosidase activity|zinc ion binding|carbohydrate binding|",18,53,3.72e+10,"24.5%"
"2536","Q8BLY1",2.76336e-05,-0.229666667,55.10311027,1.844333333,3.08808e-06,14.32993693,-1.0155,-1.082,-1.358,0.914,0.608,0.5555,"Q8BLY1","Smoc1","Q8BLY1_Smoc1","Q8BLY1","Smoc1",1,6,4,4,"A0A0R4J1E4|Q8BLY1|E9QKW2|Q8BLY1-2|D3Z3A3","MOUSE",52330.4,9,2265,2265.1,36.65,36.65,NA,463,"SPARC-related modular calcium-binding protein 1","basement membrane|","eye development|signal transduction|positive regulation of cell-substrate adhesion|cell differentiation|extracellular matrix organization|regulation of osteoblast differentiation|limb development|","calcium ion binding|extracellular matrix binding|",4,6,3.94e+08,"9.0%"
"1577","Q8BHT6",1.5034e-05,-0.190833333,58.96637812,1.84,1.26871e-06,16.44111503,-1.2115,-0.899,-1.222,0.828,0.583,0.7765,"Q8BHT6","B3glct","Q8BHT6_B3glct","Q8BHT6","B3glct",1,15,9,9,"Q8BHT6|Q8BHT6-2","MOUSE",55984,21.2,1334,1334.1,95.69,95.69,NA,489,"Beta-1,3-glucosyltransferase","endoplasmic reticulum membrane|integral component of membrane|","fucose metabolic process|protein glycosylation|","transferase activity, transferring glycosyl groups|",9,15,4.38e+09,"21.2%"
"2941","Q8BWP8",5.38654e-06,-0.256833333,67.1584816,1.839333333,1.92376e-07,21.88805766,-1.3145,-1.102,-1.113,0.768,0.586,0.6345,"Q8BWP8","B4gat1","Q8BWP8_B4gat1","Q8BWP8","B4gat1",1,3,2,2,"Q8BWP8|Q8BWP8-2","MOUSE",47839.9,6,2671,2671.1,24.93,24.93,NA,415,"Beta-1,4-glucuronyltransferase 1","Golgi membrane|Golgi apparatus|integral component of membrane|extracellular exosome|","protein glycosylation|axon guidance|protein O-linked mannosylation|poly-N-acetyllactosamine biosynthetic process|","glucuronosyltransferase activity|metal ion binding|N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity|",2,3,3.78e+08,"6.0%"
"1848","Q8CI59-2",1.25468e-05,-0.217166667,60.44105854,1.835333333,9.03429e-07,17.32280788,-0.9705,-1.098,-1.336,0.733,0.591,0.7775,"Q8CI59","Steap3","Q8CI59-2_Steap3","Q8CI59-2","Steap3",1,12,5,5,"Q8CI59-2|E9QN92|Q8CI59|A0A0R4J1G9","MOUSE",59099.6,11,1591,1591.1,73.28,73.28,NA,488,"Isoform 2 of Metalloreductase STEAP3","endosome|multivesicular body|plasma membrane|integral component of plasma membrane|endosome membrane|","iron ion transport|apoptotic process|cell cycle|protein secretion|copper ion import|iron ion homeostasis|oxidation-reduction process|ferric iron import into cell|positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator|exosomal secretion|","ferric-chelate reductase activity|cupric reductase activity|metal ion binding|ferric-chelate reductase (NADPH) activity|",5,12,1.12e+09,"11.0%"
"388","P15208",8.33011e-06,-0.2435,63.3140497,1.834666667,4.66224e-07,19.17307314,-1.0205,-1.098,-1.364,0.649,0.66,0.7125,"P15208","Insr","P15208_Insr","P15208","Insr",1,30,22,17,"P15208","MOUSE",158288.9,16,294,294.2,269.19,203.84,NA,1372,"Insulin receptor","plasma membrane|integral component of plasma membrane|insulin receptor complex|caveola|membrane|intracellular membrane-bounded organelle|receptor complex|extracellular exosome|","activation of MAPK activity|positive regulation of protein phosphorylation|heart morphogenesis|regulation of transcription, DNA-templated|G-protein coupled receptor signaling pathway|positive regulation of cell proliferation|insulin receptor signaling pathway|epidermis development|male gonad development|organ morphogenesis|peptidyl-tyrosine phosphorylation|transformation of host cell by virus|signal transduction by protein phosphorylation|male sex determination|adrenal gland development|positive regulation of cell migration|exocrine pancreas development|activation of protein kinase activity|activation of protein kinase B activity|cellular response to insulin stimulus|peptidyl-tyrosine autophosphorylation|glucose homeostasis|positive regulation of MAPK cascade|positive regulation of nitric oxide biosynthetic process|positive regulation of glycogen biosynthetic process|positive regulation of DNA replication|positive regulation of glycolytic process|positive regulation of mitotic nuclear division|positive regulation of transcription, DNA-templated|regulation of embryonic development|positive regulation of glucose import|protein autophosphorylation|positive regulation of developmental growth|protein heterotetramerization|positive regulation of meiotic cell cycle|positive regulation of protein kinase B signaling|positive regulation of respiratory burst|cellular response to growth factor stimulus|regulation of female gonad development|","protein tyrosine kinase activity|receptor signaling protein tyrosine kinase activity|insulin-activated receptor activity|insulin-like growth factor receptor binding|protein binding|ATP binding|GTP binding|insulin-like growth factor I binding|insulin-like growth factor II binding|phosphatidylinositol 3-kinase binding|insulin binding|insulin receptor substrate binding|PTB domain binding|",17,30,5.91e+09,"13.3%"
"1503","Q8C4C9",0.000455107,-0.146666667,40.59644644,1.833,8.71677e-05,8.444536676,-0.7665,-0.914,-1.509,0.831,0.484,0.9945,"Q8C4C9","NotFound","Q8C4C9_NotFound","Q8C4C9","Dnajb12",1,18,8,8,"Q8C4C9|Q9QYI4|D6RHR9","MOUSE",42659.8,19.3,1268,1268.1,102.22,102.22,NA,378,"DnaJ (Hsp40) homolog, subfamily B, member 12, isoform CRA_d","membrane|","","",8,18,1.53e+09,"19.3%"
"1093","Q9Z222",5.5435e-06,-0.244666667,66.96425012,1.831,2.01175e-07,21.73942493,-1.0805,-1.103,-1.297,0.617,0.614,0.7815,"Q9Z222","B3gnt2","Q9Z222_B3gnt2","Q9Z222","B3GNT2",1,23,12,12,"Q9Z222|G3UWI7","MOUSE",46281.5,31.2,897,897.1,149.44,149.44,NA,397,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2","Golgi membrane|integral component of membrane|extracellular exosome|","protein glycosylation|axon guidance|sensory perception of smell|poly-N-acetyllactosamine biosynthetic process|","galactosyltransferase activity|N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity|",12,23,3.75e+09,"31.2%"
"862","F8VQL0",1.5034e-05,-0.235666667,58.97365013,1.830333333,1.26659e-06,16.44535535,-1.0895,-0.985,-1.378,0.591,0.675,0.7725,"F8VQL0","Met","F8VQL0_Met","F8VQL0","Met",1,22,14,14,"F8VQL0|P16056","MOUSE",155882,14.3,689,689.1,188.55,188.55,NA,1379,"Hepatocyte growth factor receptor","basal plasma membrane|cell surface|membrane|integral component of membrane|","activation of MAPK activity|endothelial cell morphogenesis|liver development|placenta development|brain development|muscle organ development|skeletal muscle tissue development|positive regulation of glucose transport|muscle cell migration|myotube differentiation|peptidyl-tyrosine phosphorylation|adult behavior|glucose homeostasis|positive regulation of transcription from RNA polymerase II promoter|protein autophosphorylation|hepatocyte growth factor receptor signaling pathway|branching morphogenesis of an epithelial tube|positive chemotaxis|myoblast proliferation|regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling|semaphorin-plexin signaling pathway|negative regulation of hydrogen peroxide-mediated programmed cell death|positive regulation of endothelial cell chemotaxis|","protein kinase activity|hepatocyte growth factor-activated receptor activity|ATP binding|protein phosphatase binding|",14,22,1.68e+09,"14.3%"
"2117","Q8BU25",0.000107163,-0.072666667,48.01264063,1.829,1.58029e-05,11.10183231,-0.7905,-1.033,-1.138,0.952,0.5,1.0735,"Q8BU25","Pamr1","Q8BU25_Pamr1","Q8BU25","Pamr1",1,9,6,6,"Q8BU25","MOUSE",82714.5,9,1850,1850.1,57,57,NA,720,"Inactive serine protease PAMR1","extracellular region|","","",6,9,1.07e+09,"9.0%"
"3158","P49183",8.41293e-05,-0.3065,49.35766984,1.828,1.1594e-05,11.65695571,-1.3505,-0.886,-1.425,0.543,0.788,0.4915,"P49183","Dnase1","P49183_Dnase1","P49183","Dnase1",1,5,2,2,"P49183|H3BKL7","MOUSE",32255,5.6,2898,2898.1,20.13,20.13,NA,284,"Deoxyribonuclease-1","nucleus|nuclear envelope|extracellular exosome|","DNA catabolic process, endonucleolytic|apoptotic process|","actin binding|endodeoxyribonuclease activity|deoxyribonuclease I activity|",2,5,1.44e+09,"5.6%"
"2546","Q9QYI6",9.21931e-05,0.1105,48.86572555,1.824,1.29846e-05,11.45104148,-0.7905,-0.887,-0.727,1.098,0.663,1.3065,"Q9QYI6","Dnajb9","Q9QYI6_Dnajb9","Q9QYI6","Dnajb9",1,8,3,3,"Q9QYI6","MOUSE",25787.1,19.8,2275,2275.1,36.33,36.33,NA,222,"DnaJ homolog subfamily B member 9","nucleolus|endoplasmic reticulum|endoplasmic reticulum lumen|extracellular exosome|","ER-associated ubiquitin-dependent protein catabolic process|","protein binding|misfolded protein binding|",3,8,5.38e+08,"19.8%"
"244","Q8BFZ9",1.25894e-05,-0.244333333,60.28955835,1.821,9.35501e-07,17.23017623,-1.3035,-0.93,-1.231,0.736,0.604,0.6585,"Q8BFZ9","Erlin2","Q8BFZ9_Erlin2","Q8BFZ9","Erlin2",1,183,29,23,"Q8BFZ9","MOUSE",38100.1,58.8,175,175.1,439.53,361.01,NA,340,"Erlin-2","cytoplasm|endoplasmic reticulum|endoplasmic reticulum membrane|plasma membrane|integral component of membrane|protein complex|membrane raft|extracellular exosome|","cholesterol metabolic process|ER-associated ubiquitin-dependent protein catabolic process|SREBP signaling pathway|negative regulation of cholesterol biosynthetic process|negative regulation of fatty acid biosynthetic process|","protein binding|ubiquitin protein ligase binding|",29,183,1.62e+12,"58.8%"
"1391","O08832",1.49738e-05,-0.249,59.01354416,1.819,1.25501e-06,16.46863625,-0.9325,-1.207,-1.336,0.596,0.749,0.6365,"O08832","Galnt4","O08832_Galnt4","O08832","Galnt4",1,2,3,2,"O08832","MOUSE",67409.5,5,1161,1161.2,24.26,9.6,NA,578,"Polypeptide N-acetylgalactosaminyltransferase 4","Golgi membrane|integral component of membrane|perinuclear region of cytoplasm|extracellular exosome|Golgi apparatus|","protein glycosylation|","polypeptide N-acetylgalactosaminyltransferase activity|carbohydrate binding|metal ion binding|",2,2,3.12e+08,"3.2%"
"2688","Q8K2B0",1.33786e-05,-0.1945,59.92565429,1.818666667,1.01727e-06,17.00961595,-0.9965,-1.041,-1.274,0.542,0.819,0.7835,"Q8K2B0","P3h4","Q8K2B0_P3h4","Q8K2B0","P3h4",1,5,3,3,"Q8K2B0","MOUSE",51587.4,5.1,2417,2417.1,31.85,31.85,NA,443,"Endoplasmic reticulum protein SC65","synaptonemal complex|nucleolus|","","",3,5,1.52e+08,"5.1%"
"240","P19324",1.25894e-05,-0.144,60.36429488,1.818333333,9.1954e-07,17.27581265,-1.0175,-1.001,-1.141,0.787,0.562,0.9465,"P19324","Serpinh1","P19324_Serpinh1","P19324","Serpinh1",1,154,26,26,"P19324","MOUSE",46646.9,59.9,172,172.1,442.04,442.04,NA,417,"Serpin H1","cytoplasm|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum-Golgi intermediate compartment|membrane raft|extracellular exosome|extracellular space|","chondrocyte development involved in endochondral bone morphogenesis|negative regulation of endopeptidase activity|collagen fibril organization|collagen biosynthetic process|protein maturation|","serine-type endopeptidase inhibitor activity|protein binding|collagen binding|poly(A) RNA binding|unfolded protein binding|",26,154,5.22e+11,"59.9%"
"1236","Q8BYB9",6.30768e-06,-0.174333333,65.28867634,1.812333333,2.95891e-07,20.55421191,-1.0145,-1.04,-1.187,0.8,0.577,0.8185,"Q8BYB9","Poglut1","Q8BYB9_Poglut1","Q8BYB9","Poglut1",1,19,11,11,"Q8BYB9","MOUSE",46892.1,23.4,1015,1015.1,132.55,132.55,NA,392,"Protein O-glucosyltransferase 1","endoplasmic reticulum lumen|extracellular exosome|","protein O-linked glycosylation|regulation of Notch signaling pathway|cardiovascular system development|","protein xylosyltransferase activity|UDP-glucosyltransferase activity|UDP-xylosyltransferase activity|glucosyltransferase activity|",11,19,5.89e+09,"23.4%"
"1187","Q6ZWQ0-3",5.09583e-05,-0.2535,51.90900648,1.81,6.44317e-06,12.78070981,-0.9155,-1.414,-1.146,0.516,0.828,0.6105,"Q6ZWQ0","Syne2","Q6ZWQ0-3_Syne2","Q6ZWQ0-3","Syne2",1,3,8,2,"Q6ZWQ0-3","MOUSE",217652.4,5.1,976,976.2,110.67,28.06,NA,6874,"Isoform 3 of Nesprin-2","nucleus|nuclear envelope|nuclear outer membrane|nucleoplasm|cytoplasm|mitochondrion|focal adhesion|integral component of membrane|aggresome|sarcoplasmic reticulum|Z disc|lamellipodium membrane|filopodium membrane|nuclear membrane|nuclear lumen|sarcoplasmic reticulum membrane|LINC complex|intermediate filament cytoskeleton|extracellular exosome|myofibril|Z disc|","nuclear envelope organization|nuclear migration|establishment or maintenance of cell polarity|fibroblast migration|positive regulation of cell migration|nuclear migration along microfilament|protein localization to nucleus|centrosome localization|cytoskeletal anchoring at nuclear membrane|","actin binding|actin filament binding|",2,3,1.43e+08,"1.7%"
"1736","O54998",7.82872e-05,-0.054166667,49.71539915,1.807333333,1.06773e-05,11.80881918,-0.8795,-0.866,-1.128,1.114,0.543,0.8915,"O54998","Fkbp7","O54998_Fkbp7","O54998","Fkbp7",1,13,7,7,"O54998|H3BJI5","MOUSE",25198,35.7,1488,1488.1,82.15,82.15,NA,218,"Peptidyl-prolyl cis-trans isomerase FKBP7","cytoplasm|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|","protein peptidyl-prolyl isomerization|chaperone-mediated protein folding|","peptidyl-prolyl cis-trans isomerase activity|calcium ion binding|protein binding|FK506 binding|",7,13,1.93e+09,"35.7%"
"2141","Q4FZC9-2",1.25894e-05,-0.281166667,60.29957883,1.807333333,9.33345e-07,17.23628831,-0.9835,-1.176,-1.395,0.61,0.613,0.6445,"Q4FZC9","Syne3","Q4FZC9-2_Syne3","Q4FZC9-2","Syne3",1,10,6,6,"Q4FZC9-2|Q4FZC9","MOUSE",102708.6,7.9,1872,1872.1,56.09,56.09,NA,975,"Isoform 2 of Nesprin-3","nuclear envelope|nuclear outer membrane|rough endoplasmic reticulum|membrane|integral component of membrane|LINC complex|","cytoskeleton organization|regulation of cell shape|establishment of protein localization to membrane|cytoskeletal anchoring at nuclear membrane|","protein binding|actin filament binding|",6,10,7.38e+08,"7.9%"
"2050","Q9CZT5",2.58006e-05,-0.163166667,55.49778491,1.806666667,2.81982e-06,14.53318672,-0.9035,-1.04,-1.256,0.91,0.547,0.7635,"Q9CZT5","Vasn","Q9CZT5_Vasn","Q9CZT5","Vasn",1,6,4,4,"Q9CZT5","MOUSE",73401,6.5,1784,1784.1,60.58,60.58,NA,673,"Vasorin","extracellular space|mitochondrion|lysosomal membrane|plasma membrane|cell surface|integral component of membrane|extracellular exosome|","negative regulation of epithelial to mesenchymal transition|negative regulation of transforming growth factor beta receptor signaling pathway|cellular response to hypoxia|cellular response to redox state|","protein binding|transforming growth factor beta binding|",4,6,1.01e+09,"6.5%"
"1827","Q9DCT5",1.01464e-05,-0.2535,61.85962501,1.805333333,6.51685e-07,18.21374775,-1.2235,-0.972,-1.273,0.732,0.532,0.6835,"Q9DCT5","Sdf2","Q9DCT5_Sdf2","Q9DCT5","Sdf2",1,19,6,6,"A0A0R4IZW9|Q9DCT5","MOUSE",23386.8,44.5,1570,1570.1,74.8,74.8,NA,211,"Stromal cell-derived factor 2","extracellular region|membrane|","","",6,19,3.04e+09,"44.5%"
