R128126,R128127,R128131,R129126,R129127,R129131,R130126,R130127,R130131,id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome.unique_peptides,Proteome.numSpectra,Proteome.totalIntensity,Proteome.pct_cov,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,PCorNC,ES_score,signalP,TM  
1.372,1.65,1.701,1.221,1.5145,1.5655,1.529,1.803,1.8585,Q9QY73,Q9QY73,Tmem59,1,3,3,3,Q9QY73|D3YVM2|D6RI96,MOUSE,36997.5,11.4,2153,2153.1,40.59,40.59,NA,323,Transmembrane protein 59,Golgi cis cisterna|Golgi trans cisterna|Golgi membrane|lysosome|lysosomal membrane|late endosome|Golgi medial cisterna|plasma membrane|integral component of membrane|late endosome membrane|extracellular exosome|,proteolysis|autophagy|positive regulation of autophagy|negative regulation of protein processing|negative regulation of establishment of protein localization to plasma membrane|negative regulation of protein glycosylation in Golgi|,endopeptidase activity|,3,3,1.48E+10,0.114,2.12E-05,-0.23,56.63615929,1.553666667,2.17E-06,15.13483388,-0.8195,-1.004,-1.197,0.522,0.493,0.6255,undefined,9,TRUE,TRUE
0.326,0.703,0.402,0.216,0.4475,0.3935,0.445,0.705,0.5795,Q922E4,Q922E4,Pcyt2,1,9,4,4,Q922E4|A2ABY3,MOUSE,45690.6,11.6,2155,2155.1,40.48,40.48,NA,404,Ethanolamine-phosphate cytidylyltransferase,NA,phosphatidylethanolamine biosynthetic process|,ethanolamine-phosphate cytidylyltransferase activity|,4,9,1.10E+09,0.116,0.004209477,0.003166667,29.51620632,0.507333333,0.001117839,5.471830775,-0.1155,-0.36,-0.276,0.267,0.128,0.3755,undefined,6,NA,NA
0.989,1.189,1.801,1.151,1.6905,1.8355,1.073,1.251,1.8855,E9Q512,E9Q512,Trip11,1,5,4,4,E9Q512,MOUSE,227022.1,1.6,2173,2173.1,39.72,39.72,NA,1976,Thyroid hormone receptor interactor 11,inner acrosomal membrane|acrosomal membrane|outer acrosomal membrane|nucleus|Golgi apparatus|cis-Golgi network|,protein targeting to Golgi|ventricular septum development|,protein binding|,4,5,1.36E+09,0.016,0.001573782,-0.235666667,34.39460805,1.507,0.000363529,6.658369914,-0.5965,-0.86,-1.511,0.39,0.677,0.4865,undefined,9,NA,NA
1.49,1.428,1.297,1.338,1.3645,1.2295,1.422,1.338,1.3435,O88668,O88668,Creg1,1,8,5,5,O88668|K4DI63|J3QP41,MOUSE,24565.5,20.9,2185,2185.1,39.29,39.29,NA,220,Protein CREG1,transcription factor complex|extracellular exosome|,"regulation of transcription, DNA-templated|regulation of growth|oxidation-reduction process|",transcription factor binding|FMN binding|oxidoreductase activity|,5,8,1.48E+08,0.209,2.52E-06,-0.162166667,74.37979312,1.402,3.65E-08,27.73666272,-0.8515,-0.849,-0.889,0.529,0.539,0.5485,PC,9,TRUE,NA
0.738,0.797,0.629,0.524,0.5315,0.4695,0.805,0.793,0.7305,Q9CWE0,Q9CWE0,Mtfr1l,1,4,4,4,Q9CWE0|D6RCX5,MOUSE,32182,14.8,2187,2187.1,39.28,39.28,NA,289,Mitochondrial fission regulator 1-like,mitochondrion|,mitochondrial fission|aerobic respiration|,NA,4,4,7.09E+08,0.148,0.000507908,-0.025833333,40.01010144,0.66,9.98E-05,8.216039786,-0.3905,-0.371,-0.306,0.325,0.16,0.4275,NC,9,NA,NA
0.653,0.646,0.844,0.472,0.4725,0.6425,0.617,0.714,0.9295,O35465-2,O35465,Fkbp8,1,10,3,3,O35465-2|O35465,MOUSE,44071.6,10.1,2190,2190.1,39.12,39.12,NA,402,Isoform 2 of Peptidyl-prolyl cis-trans isomerase FKBP8,cytoplasm|mitochondrion|mitochondrial envelope|endoplasmic reticulum membrane|membrane|integral component of endoplasmic reticulum membrane|mitochondrial membrane|,protein peptidyl-prolyl isomerization|cell fate specification|apoptotic process|smoothened signaling pathway|dorsal/ventral pattern formation|regulation of gene expression|dorsal/ventral neural tube patterning|neural tube development|regulation of BMP signaling pathway|positive regulation of BMP signaling pathway|multicellular organism growth|camera-type eye development|negative regulation of apoptotic process|chaperone-mediated protein folding|,peptidyl-prolyl cis-trans isomerase activity|FK506 binding|identical protein binding|,3,10,5.29E+08,0.101,0.001390471,-0.048166667,35.00891515,0.73,0.000315579,6.820378993,-0.3425,-0.318,-0.579,0.332,0.154,0.4645,undefined,9,NA,TRUE
0.559,0.876,0.726,0.648,0.9865,0.8075,0.852,1.068,0.9615,Q8BG19,Q8BG19,Tmtc4,1,6,4,4,Q8BG19|Q8BG19-3|Q8BG19-2,MOUSE,83816.9,4.1,2191,2191.1,39.11,39.11,NA,741,Transmembrane and TPR repeat-containing protein 4,integral component of membrane|,NA,NA,4,6,1.73E+08,0.041,0.000677953,-0.106333333,38.54467219,0.881,0.000139808,7.814849671,-0.3565,-0.689,-0.595,0.217,0.285,0.5005,undefined,9,NA,TRUE
2.959,2.999,3.031,2.644,2.7385,2.8195,2.853,2.881,2.9165,Q9D1M7,Q9D1M7,Fkbp11,1,11,2,2,Q9D1M7,MOUSE,22307.9,17.9,2194,2194.1,39.08,39.08,NA,201,Peptidyl-prolyl cis-trans isomerase FKBP11,cytoplasm|endoplasmic reticulum membrane|membrane|integral component of membrane|,protein peptidyl-prolyl isomerization|chaperone-mediated protein folding|,peptidyl-prolyl cis-trans isomerase activity|FK506 binding|,2,11,4.81E+09,0.179,5.61E-06,-0.616166667,66.84321376,2.958666667,2.07E-07,21.7091286,-1.9215,-1.962,-2.403,0.966,0.777,0.8465,undefined,9,TRUE,TRUE
0.772,0.461,0.047,0.859,0.6435,0.1015,1.041,0.719,0.3415,Q8BTI8,Q8BTI8,Srrm2,1,5,3,3,Q8BTI8|Q8BTI8-3|Q8BTI8-2,MOUSE,295691.1,1.6,2199,2199.1,38.93,38.93,NA,2703,Serine/arginine repetitive matrix protein 2,Cajal body|nuclear speck|catalytic step 2 spliceosome|,RNA splicing|,poly(A) RNA binding|protein N-terminus binding|C2H2 zinc finger domain binding|,3,5,41900000,0.016,0.045737785,-0.138666667,16.76999667,0.550333333,0.021037801,3.007676377,-0.7835,-0.402,-0.056,0,0.114,0.2955,undefined,6,NA,NA
0.446,0.292,0.505,0.362,0.2235,0.4705,0.431,0.288,0.4345,A2AJ88,A2AJ88,Pnpla7,1,8,3,3,A2AJ88|A2AJ88-2|A2AJ88-3,MOUSE,151860.9,2.5,2210,2210.1,38.57,38.57,NA,1352,Patatin-like phospholipase domain-containing protein 7,lysosomal membrane|endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|nuclear membrane|mitochondrial membrane|,lipid metabolic process|developmental process|,lysophospholipase activity|lysophospholipase activity|,3,8,7.55E+08,0.025,0.009466321,-0.004166667,25.27424811,0.356,0.002968761,4.551925249,-0.2075,-0.042,-0.297,0.214,0.177,0.1305,undefined,5,NA,TRUE
0.583,0.938,0.572,0.379,0.6025,0.4345,0.368,0.719,0.3575,Q7TMR0,Q7TMR0,Prcp,1,4,3,3,Q7TMR0|A0A140LHY2,MOUSE,55653.6,9.1,2212,2212.1,38.36,38.36,NA,491,Lysosomal Pro-X carboxypeptidase,lysosome|basal part of cell|extracellular exosome|,regulation of thyroid hormone mediated signaling pathway|plasma kallikrein-kinin cascade|negative regulation of systemic arterial blood pressure|proteolysis|glucose homeostasis|regulation of blood vessel endothelial cell migration|angiogenesis involved in wound healing|energy homeostasis|regulation of reactive oxygen species metabolic process|,carboxypeptidase activity|serine-type peptidase activity|,3,4,8.06E+08,0.091,0.002138417,-0.047,32.87243374,0.498333333,0.000516127,6.243616948,-0.2265,-0.408,-0.254,0.313,0.178,0.1155,undefined,6,TRUE,NA
0.514,0.516,0.783,0.576,0.5445,0.7785,0.65,0.601,0.8815,O70572,O70572,Smpd2,1,7,3,3,O70572,MOUSE,48435.6,9.7,2214,2214.1,38.16,38.16,NA,419,Sphingomyelin phosphodiesterase 2,intracellular|caveola|integral component of membrane|,response to mechanical stimulus|intracellular signal transduction|positive regulation of apoptotic process|ceramide biosynthetic process|,sphingomyelin phosphodiesterase activity|metal ion binding|,3,7,1.69E+08,0.097,0.001167323,-0.032166667,35.83526891,0.666,0.000260899,7.04315753,-0.2625,-0.271,-0.562,0.256,0.279,0.3675,undefined,9,NA,TRUE
1.03,0.959,1.01,1.063,1.0735,1.2305,1.058,1.17,1.2145,Q91YT2-2,Q91YT2,Rnf185,1,8,5,5,Q91YT2-2|Q91YT2,MOUSE,25534.5,14.4,2215,2215.1,38.11,38.11,NA,192,Isoform 2 of E3 ubiquitin-protein ligase RNF185,mitochondrial outer membrane|endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|,autophagy|ER-associated ubiquitin-dependent protein catabolic process|ERAD pathway|protein autoubiquitination|,zinc ion binding|ligase activity|ubiquitin-like protein conjugating enzyme binding|ubiquitin protein ligase activity|,5,8,1.60E+09,0.144,4.45E-05,-0.067666667,52.59932462,1.108333333,5.50E-06,13.07421847,-0.6285,-0.513,-0.724,0.37,0.495,0.5945,undefined,9,NA,TRUE
1.226,1.363,1.185,1.053,0.9555,0.7775,1.121,1.118,0.9445,Q62086,Q62086,Pon2,1,3,3,3,Q62086,MOUSE,39787.8,11.2,2221,2221.1,37.89,37.89,NA,354,Serum paraoxonase/arylesterase 2,extracellular region|nucleus|mitochondrion|lysosome|plasma membrane|,response to oxidative stress|aromatic compound catabolic process|,arylesterase activity|identical protein binding|metal ion binding|,3,3,1.09E+09,0.112,4.68E-05,-0.067333333,52.30452283,1.040333333,5.88E-06,12.86486162,-0.6605,-0.617,-0.485,0.553,0.334,0.4715,NC,9,TRUE,NA
2.046,1.971,2.28,1.713,1.6535,1.9625,1.883,1.804,2.1175,Q9JKF6,Q9JKF6,Nectin1,1,3,3,3,Q9JKF6,MOUSE,57376.4,8.5,2234,2234.1,37.65,37.65,NA,515,Nectin-1,cell-cell adherens junction|integral component of membrane|catenin complex|axon|growth cone membrane|presynaptic membrane|intracellular membrane-bounded organelle|,lens morphogenesis in camera-type eye|desmosome organization|iron ion transport|homophilic cell adhesion via plasma membrane adhesion molecules|heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules|axon guidance|single organismal cell-cell adhesion|viral entry into host cell|camera-type eye morphogenesis|regulation of synapse assembly|retina development in camera-type eye|enamel mineralization|,receptor activity|protein binding|carbohydrate binding|protein homodimerization activity|virion binding|protein heterodimerization activity|cell adhesion molecule binding|,3,3,1.83E+08,0.085,2.71E-05,-0.237833333,55.24429674,1.973333333,2.99E-06,14.40233449,-1.1425,-1.024,-1.507,0.883,0.614,0.7495,undefined,9,TRUE,TRUE
1.36,1.001,1.025,0.947,0.7045,0.7775,1.263,0.89,0.9685,Q9QZS7,Q9QZS7,Nphs1,1,5,5,5,Q9QZS7|Q9QZS7-2,MOUSE,137531.9,4.6,2235,2235.1,37.64,37.64,NA,1256,Nephrin,intracellular|plasma membrane|integral component of plasma membrane|integral component of membrane|slit diaphragm|cell projection|extracellular exosome|,MAPK cascade|cell adhesion|JNK cascade|skeletal muscle tissue development|myoblast fusion|positive regulation of actin filament polymerization|glomerular basement membrane development|regulation of excretion|glomerular visceral epithelial cell development|,protein binding|myosin binding|,5,5,34200000,0.046,0.000146419,-0.067,46.42589659,0.925666667,2.28E-05,10.47791967,-0.6775,-0.407,-0.505,0.489,0.309,0.3895,undefined,9,TRUE,TRUE
1.555,1.874,2.223,1.308,1.7355,1.9655,1.566,1.918,2.1815,Q8K4T1,Q8K4T1,St8sia6,1,6,5,5,Q8K4T1,MOUSE,45998,16.3,2238,2238.1,37.37,37.37,NA,398,"Alpha-2,8-sialyltransferase 8F",integral component of Golgi membrane|,ganglioside biosynthetic process|protein O-linked glycosylation|glycoprotein metabolic process|glycolipid biosynthetic process|oligosaccharide metabolic process|carbohydrate biosynthetic process|sialylation|,sialyltransferase activity|,5,6,4.42E+08,0.163,0.000111796,-0.224333333,47.78661494,1.899666667,1.66E-05,11.01094988,-0.8405,-1.154,-1.528,0.804,0.572,0.8005,undefined,9,TRUE,TRUE
1.318,1.304,1.367,1.061,1.1445,1.3355,1.191,1.404,1.5675,Q64191,Q64191,Aga,1,7,3,3,Q64191|B7ZNK6,MOUSE,37534.8,8.9,2243,2243.1,37.3,37.3,NA,346,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase,lysosome|endoplasmic reticulum|extracellular exosome|,proteolysis|protein deglycosylation|protein maturation|,N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity|peptidase activity|protein self-association|,3,7,1.81E+08,0.089,2.03E-05,-0.042,56.8591421,1.475666667,2.06E-06,15.25541988,-0.7215,-0.703,-0.915,0.641,0.587,0.8595,undefined,9,TRUE,NA
1.235,1.133,1.598,1.4,1.3135,1.6555,1.344,1.238,1.7075,Q9CYD3,Q9CYD3,Crtap,1,4,3,3,Q9CYD3,MOUSE,46796,6.2,2245,2245.1,37.27,37.27,NA,400,Cartilage-associated protein,proteinaceous extracellular matrix|extracellular space|endoplasmic reticulum|macromolecular complex|,spermatogenesis|peptidyl-proline hydroxylation to 3-hydroxy-L-proline|protein stabilization|chaperone-mediated protein folding|negative regulation of post-translational protein modification|,protein complex binding|,3,4,2.16E+08,0.062,0.00021881,-0.124,44.43875895,1.411666667,3.60E-05,9.741092533,-0.7235,-0.606,-1.16,0.483,0.634,0.6285,PC,9,TRUE,NA
0.851,1.186,1.036,0.484,0.7755,0.6205,0.613,0.756,0.6295,Q61595,Q61595,Ktn1,1,3,3,3,Q61595|F8VQC7|Q61595-11|A0A087WPX0|Q61595-7|A0A087WP14|Q61595-10|A0A087WP85|Q61595-5|A0A087WQQ5|Q61595-15|A0A087WRS1|A0A087WQ25|Q61595-13|A0A087WS23|Q61595-8|A0A087WPW5|Q61595-9|A0A087WQI3|Q61595-4|A0A087WQD0|Q61595-6|A0A087WNW3|Q61595-14|A0A087WQG4|Q61595-3|A0A087WS29|Q61595-16|A0A087WS04|Q61595-12|A0A087WP48|Q61595-2|A0A087WQF8,MOUSE,153160.2,2.6,2253,2253.1,37,37,NA,1327,Kinectin,endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|,microtubule-based movement|,kinesin binding|,3,3,7.60E+07,0.026,0.001513268,-0.019,34.58742988,0.773666667,0.000347742,6.708896848,-0.2725,-0.515,-0.43,0.594,0.228,0.2815,undefined,9,NA,TRUE
1.404,1.404,1.582,1.31,1.3245,1.5035,1.349,1.397,1.5825,Q6T5E4,Q6T5E4,Gcnt2,1,4,3,3,Q6T5E4|Q7TPQ8|Q9D2A8,MOUSE,46854.9,8.2,2261,2261.1,36.86,36.86,NA,401,"Glucosaminyl (N-acetyl) transferase 2, I-branching enzyme",membrane|,protein glycosylation|transforming growth factor beta receptor signaling pathway|posttranscriptional regulation of gene expression|positive regulation of epithelial to mesenchymal transition|negative regulation of cell-substrate adhesion|positive regulation of cell migration|positive regulation of heterotypic cell-cell adhesion|maintenance of lens transparency|positive regulation of protein kinase B signaling|positive regulation of ERK1 and ERK2 cascade|,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity|acetylglucosaminyltransferase activity|",3,4,3.90E+08,0.082,1.58E-05,-0.185166667,58.63907485,1.493333333,1.37E-06,16.25134416,-0.8225,-0.844,-1.129,0.592,0.556,0.5365,PC,9,NA,NA
0.775,0.79,0.843,0.645,0.6665,0.7455,0.721,0.68,0.8875,Q5SUH6,Q5SUH6,Clint1,1,6,5,5,Q5SUH6|Q5SUH7|Q99KN9|Q99KN9-2,MOUSE,69815.1,7.3,2268,2268.1,36.46,36.46,NA,641,Clathrin interactor 1,nucleoplasm|Golgi apparatus|membrane|intracellular membrane-bounded organelle|,vesicle-mediated transport|,clathrin binding|,5,6,4.51E+08,0.073,5.31E-05,-0.049666667,51.67261496,0.741,6.80E-06,12.52195662,-0.3895,-0.37,-0.501,0.331,0.299,0.3325,undefined,9,NA,NA
0.687,0.681,0.699,0.649,0.6585,0.6765,0.531,0.805,0.7025,Q9ER38,Q9ER38,Tor3a,1,6,3,3,Q9ER38|M0QWH2|A0A087WQB9|A0A087WRX4,MOUSE,44440.3,10.3,2273,2273.1,36.36,36.36,NA,385,Torsin-3A,endoplasmic reticulum|endoplasmic reticulum lumen|extracellular exosome|,metabolic process|,3-dehydroquinate dehydratase activity|protein binding|ATP binding|ATPase activity|,3,6,7.62E+08,0.103,2.29E-05,0.0155,56.18529083,0.767333333,2.41E-06,14.69655023,-0.4055,-0.369,-0.33,0.395,0.397,0.4055,undefined,9,TRUE,NA
1.479,1.328,1.355,1.209,1.1565,1.1005,1.628,1.474,1.5045,Q9QYI6,Q9QYI6,Dnajb9,1,8,3,3,Q9QYI6,MOUSE,25787.1,19.8,2275,2275.1,36.33,36.33,NA,222,DnaJ homolog subfamily B member 9,nucleolus|endoplasmic reticulum|endoplasmic reticulum lumen|extracellular exosome|,ER-associated ubiquitin-dependent protein catabolic process|,protein binding|misfolded protein binding|,3,8,5.38E+08,0.198,9.22E-05,0.1105,48.86572555,1.824,1.30E-05,11.45104148,-0.7905,-0.887,-0.727,1.098,0.663,1.3065,undefined,9,TRUE,NA
0.88,0.635,0.411,0.851,0.8015,0.6285,0.534,0.594,0.5135,P14483,P14483,H2-Ab1,1,8,3,3,P14483|P01921|P06342|P06344|P06343,MOUSE,30413,16.9,2276,2276.1,36.31,36.31,NA,265,"H-2 class II histocompatibility antigen, A beta chain",intracellular|early endosome|multivesicular body|Golgi apparatus|plasma membrane|external side of plasma membrane|membrane|integral component of membrane|MHC class II protein complex|,B cell affinity maturation|immunoglobulin production involved in immunoglobulin mediated immune response|humoral immune response mediated by circulating immunoglobulin|positive regulation of antigen processing and presentation|positive regulation of T-helper 1 type immune response|immune response|response to parasitic fungus|antigen processing and presentation|antigen processing and presentation of exogenous peptide antigen via MHC class II|negative regulation of T cell proliferation|positive regulation of alpha-beta T cell activation|antigen processing and presentation of peptide antigen|cellular response to morphine|cellular response to interferon-gamma|cellular response to dexamethasone stimulus|,protein binding|transcription factor binding|toxic substance binding|ubiquitin protein ligase binding|peptide antigen binding|protein heterodimerization activity|repressing transcription factor binding|,3,8,1.91E+08,0.169,0.000907896,-0.020833333,37.08641851,0.731333333,0.000195595,7.391433456,-0.5625,-0.369,-0.228,0.276,0.45,0.3085,NC,8,TRUE,TRUE
1.103,0.969,0.928,1.099,1.0475,0.8155,1.054,0.917,0.8865,P97370,P97370,Atp1b3,1,4,4,4,P97370,MOUSE,32117.4,20.1,2277,2277.1,36.31,36.31,NA,278,Sodium/potassium-transporting ATPase subunit beta-3,cytoplasm|plasma membrane|sodium:potassium-exchanging ATPase complex|caveola|melanosome|extracellular exosome|,cellular sodium ion homeostasis|potassium ion import|cellular potassium ion homeostasis|positive regulation of ATPase activity|sodium ion export from cell|protein stabilization|protein localization to plasma membrane|membrane repolarization|positive regulation of potassium ion transmembrane transporter activity|positive regulation of sodium ion export from cell|positive regulation of potassium ion import|,ATPase activator activity|sodium:potassium-exchanging ATPase activity|protein binding|ATPase binding|sodium:potassium-exchanging ATPase activity|,4,4,2.02E+08,0.201,1.36E-05,-0.116833333,59.76782813,1.018666667,1.05E-06,16.67226631,-0.6965,-0.615,-0.567,0.379,0.445,0.3535,undefined,9,NA,TRUE
0.488,0.35,0.843,0.282,0.1415,0.7115,0.576,0.419,1.1035,Q9DC60,Q9DC60,Ubiad1,1,7,3,3,Q9DC60,MOUSE,37025.7,9.2,2278,2278.1,36.25,36.25,NA,336,UbiA prenyltransferase domain-containing protein 1,nucleus|cytoplasm|mitochondrion|endoplasmic reticulum|endoplasmic reticulum membrane|membrane|integral component of Golgi membrane|,endothelial cell development|ubiquinone biosynthetic process|menaquinone biosynthetic process|vitamin K biosynthetic process|cardiovascular system development|,prenyltransferase activity|antioxidant activity|,3,7,2.39E+09,0.092,0.02544712,0.020833333,20.00763968,0.56,0.009982424,3.567660735,-0.1795,-0.006,-0.592,0.333,0.146,0.4235,undefined,5,NA,TRUE
2.359,2.93,2.127,2.868,3.4535,2.6515,2.71,3.276,2.4775,Q9JJY4,Q9JJY4,Ddx20,1,8,4,4,Q9JJY4|A0A0G2JE88,MOUSE,92621.5,5.3,2289,2289.1,35.75,35.75,NA,825,Probable ATP-dependent RNA helicase DDX20,nucleus|cytoplasm|cytosol|membrane|transcriptional repressor complex|SMN complex|SMN-Sm protein complex|RNA polymerase II transcription repressor complex|Gemini of coiled bodies|,negative regulation of transcription from RNA polymerase II promoter|spliceosomal snRNP assembly|RNA secondary structure unwinding|positive regulation of apoptotic process|oogenesis|regulation of steroid biosynthetic process|,"DNA binding|ATP-dependent RNA helicase activity|protein binding|ATP binding|protein domain specific binding|protein binding, bridging|histone deacetylase binding|repressing transcription factor binding|",4,8,4.36E+09,0.053,1.84E-05,-0.429,57.69456039,2.799,1.70E-06,15.71538376,-1.7005,-2.115,-1.67,0.663,1.239,1.0095,NC,9,NA,NA
