id,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,id.query,id.mapped,id.concat,id.1,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome.unique_peptides,Proteome.numSpectra,Proteome.totalIntensity,Proteome.pct_cov
Q9Z2W1,0.615193801,0.007833333,2.712425402,0.048,0.535497515,0.653124011,-0.1505,0.068,0.034,0.048,-0.006,0.0535,Q9Z2W1,Stk25,Q9Z2W1_Stk25,Q9Z2W1,Stk25,1,4,5,2,Q9Z2W1,MOUSE,48385.1,11.7,1233,1233.2,66.24,27.7,,426,Serine/threonine-protein kinase 25,Golgi membrane|cytoplasm|extracellular exosome|Golgi apparatus|,protein phosphorylation|establishment or maintenance of cell polarity|regulation of mitotic cell cycle|signal transduction by protein phosphorylation|stress-activated protein kinase signaling cascade|activation of protein kinase activity|positive regulation of stress-activated MAPK cascade|intrinsic apoptotic signaling pathway in response to hydrogen peroxide|response to hydrogen peroxide|regulation of apoptotic process|protein autophosphorylation|positive regulation of axonogenesis|Golgi localization|establishment of Golgi localization|Golgi reassembly|,protein serine/threonine kinase activity|protein binding|ATP binding|protein homodimerization activity|metal ion binding|,2,4,1680000000,3.9%
F8VQD7,6.44011E-06,-0.124,65.0637713,1.393666667,3.11618E-07,20.06624835,-0.8985,-0.795,-0.769,0.524,0.523,0.6715,F8VQD7,Ptprg,F8VQD7_Ptprg,F8VQD7,Ptprg,1,12,8,8,F8VQD7|Q05909|E9Q6E7|D6RD11,MOUSE,162430.7,8.5,1234,1234.1,105.63,105.63,,1442,Receptor-type tyrosine-protein phosphatase gamma,extracellular exosome|,negative regulation of epithelial cell migration|peptidyl-tyrosine dephosphorylation|toxin transport|,protein tyrosine phosphatase activity|identical protein binding|,8,12,1040000000,8.5%
Q91YP3,0.012561347,-0.0055,23.73357657,-0.279333333,0.004232942,-4.242042333,0.1085,0.21,0.084,-0.063,-0.182,-0.1905,Q91YP3,Dera,Q91YP3_Dera,Q91YP3,Dera,1,16,10,10,Q91YP3|A0A0N4SV34|A0A0N4SVW1,MOUSE,35317.1,38,1235,1235.1,105.57,105.57,,318,Deoxyribose-phosphate aldolase,nucleus|cytoplasm|extracellular exosome|,deoxyribonucleotide catabolic process|carbohydrate catabolic process|deoxyribonucleoside catabolic process|deoxyribose phosphate catabolic process|,deoxyribose-phosphate aldolase activity|,10,16,1260000000,38.0%
Q8R0F3,1.62306E-05,-0.0895,58.3469952,1.702,1.46319E-06,16.08376713,-1.1125,-0.8,-0.909,0.838,0.604,0.8425,Q8R0F3,Sumf1,Q8R0F3_Sumf1,Q8R0F3,Sumf1,1,25,8,8,Q8R0F3|E9Q265|E9Q0Z7,MOUSE,41286.3,26.6,1236,1236.1,105.42,105.42,,372,Sulfatase-modifying factor 1,endoplasmic reticulum|endoplasmic reticulum lumen|,oxidation-reduction process|,protein binding|oxidoreductase activity|protein homodimerization activity|metal ion binding|,8,25,7910000000,26.6%
Q8R2U6,0.024875786,0.029333333,20.12863617,-0.207666667,0.009708148,-3.576657402,0.1295,0.076,0.194,-0.092,-0.097,-0.0345,Q8R2U6,Nudt4,Q8R2U6_Nudt4,Q8R2U6,Nudt4,1,28,8,5,Q8R2U6,MOUSE,20383.7,50.2,1237,1237.1,105.39,58.44,,179,Diphosphoinositol polyphosphate phosphohydrolase 2,cytoplasm|,metabolic process|,"diphosphoinositol-polyphosphate diphosphatase activity|snoRNA binding|metal ion binding|inositol diphosphate tetrakisphosphate diphosphatase activity|inositol-1-diphosphate-2,3,4,5,6-pentakisphosphate diphosphatase activity|inositol-3-diphosphate-1,2,4,5,6-pentakisphosphate diphosphatase activity|inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity|inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 1-diphosphatase activity|inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity|inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity|m7G(5')pppN diphosphatase activity|",8,28,49100000000,50.2%
Q9DBE8,0.093678172,0.012666667,12.89046329,-0.137,0.051398882,-2.367237554,0.1325,0.084,0.027,-0.007,-0.077,-0.0835,Q9DBE8,Alg2,Q9DBE8_Alg2,Q9DBE8,Alg2,1,14,8,8,Q9DBE8,MOUSE,48031.7,22.4,1238,1238.1,105.34,105.34,,415,"Alpha-1,3/1,6-mannosyltransferase ALG2",nucleus|cytoplasm|endoplasmic reticulum|membrane|integral component of membrane|perinuclear region of cytoplasm|,dolichol-linked oligosaccharide biosynthetic process|protein glycosylation in endoplasmic reticulum|response to calcium ion|mannosylation|,"alpha-1,3-mannosyltransferase activity|GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity|glycolipid 6-alpha-mannosyltransferase activity|protein heterodimerization activity|protein N-terminus binding|calcium-dependent protein binding|",8,14,16900000000,22.4%
Q3UW53,0.218736946,0.036833333,8.294049433,-0.189333333,0.148113641,-1.636479545,0.0345,0.187,0.173,-0.113,-0.243,0.1825,Q3UW53,Fam129a,Q3UW53_Fam129a,Q3UW53,Fam129a,1,17,9,9,Q3UW53|E9PYV4|D3Z233,MOUSE,103503,10.4,1239,1239.1,105.21,105.21,,926,Protein Niban,cytoplasm|plasma membrane|membrane|extracellular exosome|,negative regulation of protein phosphorylation|positive regulation of protein phosphorylation|response to endoplasmic reticulum stress|positive regulation of translation|,,9,17,2070000000,10.4%
Q9ERG0,0.161132004,0.0175,9.971383574,0.136,0.100661093,1.902948247,-0.0635,-0.15,0.062,0.065,0.054,0.1375,Q9ERG0,Lima1,Q9ERG0_Lima1,Q9ERG0,Lima1,1,21,11,11,Q9ERG0|Q9ERG0-2,MOUSE,84685.9,16,1240,1240.1,105.17,105.17,,753,LIM domain and actin-binding protein 1,stress fiber|cytoplasm|plasma membrane|brush border|focal adhesion|actin cytoskeleton|cleavage furrow|,negative regulation of actin filament depolymerization|ruffle organization|actin filament bundle assembly|,actin monomer binding|protein binding|zinc ion binding|actin filament binding|,11,21,1720000000,16.0%
P31786,1.59044E-05,-0.1695,58.54763621,-1.874,1.39713E-06,-16.19870366,0.9355,0.758,0.609,-1.087,-0.95,-1.2825,P31786,Dbi,P31786_Dbi,P31786,Dbi,1,24,8,8,P31786|Q4VWZ5|M0QWU8|D3Z563,MOUSE,10000.3,71.2,1241,1241.1,105.12,105.12,,87,Acyl-CoA-binding protein,extracellular space|mitochondrion|Golgi apparatus|synaptic vesicle|extracellular exosome|perinuclear endoplasmic reticulum|,"behavioral fear response|hair follicle development|triglyceride metabolic process|transport|learning or memory|lateral ventricle development|regulation of synaptic transmission, GABAergic|phosphatidylcholine acyl-chain remodeling|skin development|long-term synaptic potentiation|",lipid binding|long-chain fatty acyl-CoA binding|protein dimerization activity|,8,24,43900000000,71.2%
P63242,0.050195675,0.0425,16.21377916,0.259333333,0.02391234,2.914592452,0.0145,-0.053,-0.223,0.126,0.091,0.2995,P63242,Eif5a,P63242_Eif5a,P63242,Eif5a,1,17,7,7,P63242|Q8BGY2|J3QPS8,MOUSE,17060.2,55.8,1242,1242.1,105.11,105.11,,154,Eukaryotic translation initiation factor 5A-1,nucleus|annulate lamellae|nuclear pore|cytoplasm|endoplasmic reticulum membrane|membrane|dendrite|neuronal cell body|extracellular exosome|,mRNA export from nucleus|translational frameshifting|protein export from nucleus|apoptotic process|aging|positive regulation of cell proliferation|positive regulation of apoptotic process|negative regulation of apoptotic process|positive regulation of translational elongation|positive regulation of translational termination|positive regulation of muscle cell differentiation|,RNA binding|translation elongation factor activity|U6 snRNA binding|ribosome binding|poly(A) RNA binding|protein N-terminus binding|,7,17,15600000000,55.8%
Q8C165,0.009323594,0.138166667,25.36367902,1.050666667,0.002908252,4.583487383,-0.3745,-0.357,-0.43,0.943,0.959,0.0885,Q8C165,Pm20d1,Q8C165_Pm20d1,Q8C165,Pm20d1,1,12,7,7,Q8C165,MOUSE,55776.1,20.6,1243,1243.1,105.01,105.01,,503,N-fatty-acyl-amino acid synthase/hydrolase PM20D1,extracellular exosome|,proteolysis|regulation of defense response to virus by host|regulation of viral process|negative regulation of neuron death|,peptidase activity|metal ion binding|,7,12,784000000,20.6%
Q8CFI7,0.129063802,0.000166667,11.15697272,-0.120666667,0.076613046,-2.091319151,0.0555,0.026,0.1,-0.068,-0.001,-0.1115,Q8CFI7,Polr2b,Q8CFI7_Polr2b,Q8CFI7,Polr2b,1,12,10,10,Q8CFI7,MOUSE,135334.6,10.8,1244,1244.1,104.93,104.93,,1174,DNA-directed RNA polymerase II subunit RPB2,"nucleus|nucleoplasm|DNA-directed RNA polymerase II, core complex|membrane|",transcription from RNA polymerase II promoter|,DNA binding|chromatin binding|ribonucleoside binding|poly(A) RNA binding|metal ion binding|RNA polymerase II activity|,10,12,1600000000,10.8%
Q8K0Q5,0.615193801,-0.021666667,2.710608699,-0.041,0.535721567,-0.652662338,-0.0765,0.051,0.022,-0.014,-0.006,-0.1065,Q8K0Q5,Arhgap18,Q8K0Q5_Arhgap18,Q8K0Q5,Arhgap18,1,17,10,10,Q8K0Q5,MOUSE,75157.1,18.2,1246,1246.1,104.37,104.37,,663,Rho GTPase-activating protein 18,,signal transduction|positive regulation of GTPase activity|,GTPase activator activity|,10,17,18600000000,18.2%
Q3U5Q7,0.007076596,0.021833333,26.83434383,-0.448,0.002072839,-4.886767689,0.0865,0.302,0.349,-0.091,-0.226,-0.2895,Q3U5Q7,Cmpk2,Q3U5Q7_Cmpk2,Q3U5Q7,Cmpk2,1,18,9,9,Q3U5Q7,MOUSE,50834.1,34.4,1247,1247.1,104.21,104.21,,447,"UMP-CMP kinase 2, mitochondrial",nucleoplasm|cytoplasm|mitochondrion|cytosol|,nucleoside diphosphate phosphorylation|dUDP biosynthetic process|dTDP biosynthetic process|dTTP biosynthetic process|nucleoside triphosphate biosynthetic process|nucleotide phosphorylation|cellular response to lipopolysaccharide|,cytidylate kinase activity|nucleoside diphosphate kinase activity|thymidylate kinase activity|ATP binding|uridylate kinase activity|UMP kinase activity|,9,18,1700000000,34.4%
D3Z3Y1,0.00021024,-0.033833333,44.61988643,0.842,3.45153E-05,9.80106159,-0.4445,-0.453,-0.467,0.549,0.377,0.2355,D3Z3Y1,Pigg,D3Z3Y1_Pigg,D3Z3Y1,Pigg,1,21,8,8,D3Z3Y1|D3Z4I0|D3YTQ6,MOUSE,109708.9,12.1,1248,1248.1,103.98,103.98,,983,"Phosphatidylinositol glycan anchor biosynthesis, class G",endoplasmic reticulum|membrane|integral component of endoplasmic reticulum membrane|,GPI anchor biosynthetic process|,CP2 mannose-ethanolamine phosphotransferase activity|,8,21,3280000000,12.1%
Q8BH01,2.92081E-05,-0.304833333,54.78321157,2.045333333,3.32414E-06,14.16716911,-1.1195,-1.2,-1.663,0.747,0.632,0.7745,Q8BH01,Tmco3,Q8BH01_Tmco3,Q8BH01,Tmco3,1,14,9,9,Q8BH01|Q8BH01-2|Q8BH01-3,MOUSE,76415.4,15.6,1249,1249.1,103.66,103.66,,678,Transmembrane and coiled-coil domain-containing protein 3,integral component of membrane|,hydrogen ion transmembrane transport|,solute:proton antiporter activity|,9,14,5000000000,15.6%
Q80XI3-3,0.305940208,-0.000833333,6.477222653,0.078666667,0.225049335,1.336328959,0.0165,-0.079,-0.058,0.09,-0.013,0.0385,Q80XI3,Eif4g3,Q80XI3-3_Eif4g3,Q80XI3-3,Eif4g3,1,11,9,8,A0A0N4SVL0|Q80XI3-3|Q80XI3|A2AMI2|Q80XI3-4|A0A0R4J112|Z4YKC4|Q80XI3-2,MOUSE,177369.5,6.2,1250,1250.1,103.43,90.6,,1579,Isoform 3 of Eukaryotic translation initiation factor 4 gamma 3,,positive regulation of protein phosphorylation|translational initiation|spermatogenesis|positive regulation of translation|positive regulation of meiosis I|,translation initiation factor activity|protein binding|poly(A) RNA binding|,9,11,2760000000,6.2%
Q6NZJ6,0.008296197,-0.017333333,25.96804709,0.502333333,0.002530436,4.706703393,-0.0835,-0.325,-0.397,0.231,0.102,0.3685,Q6NZJ6,Eif4g1,Q6NZJ6_Eif4g1,Q6NZJ6,Eif4g1,1,5,4,3,Q6NZJ6|E9PVC5|E9Q9E1|Q6NZJ6-2|E9PVC6|A0A0J9YUS5,MOUSE,176929.5,2.1,1250,1250.2,47.55,34.72,,1600,Eukaryotic translation initiation factor 4 gamma 1,cytoplasm|membrane|,behavioral fear response|translational initiation|regulation of translational initiation|positive regulation of neuron differentiation|,translation initiation factor activity|protein binding|eukaryotic initiation factor 4E binding|poly(A) RNA binding|,3,5,261000000,1.5%
Q99JW2,0.869032918,-0.0325,0.821092945,0.044,0.82773383,0.226364316,0.2645,0.088,-0.516,-0.065,0.096,-0.0625,Q99JW2,Acy1,Q99JW2_Acy1,Q99JW2,Acy1,1,21,11,11,Q99JW2|A0A0R4J050|A0A1L1SS90|A0A1L1SRW7|A0A1L1SRC1,MOUSE,46008.3,25,1251,1251.1,103.36,103.36,,408,Aminoacylase-1,cytoplasm|extracellular exosome|,proteolysis|cellular amino acid metabolic process|,aminoacylase activity|metallopeptidase activity|metal ion binding|,11,21,3870000000,25.0%
Q8R420,0.293801253,0.026666667,6.692339283,0.156333333,0.214173667,1.373629241,-0.1985,-0.062,0.106,0.198,0.209,-0.0925,Q8R420,Abca3,Q8R420_Abca3,Q8R420,Abca3,1,13,9,9,Q8R420|Q6AXE3|E9PX95,MOUSE,193450.8,6.8,1252,1252.1,103.21,103.21,,1704,ATP-binding cassette sub-family A member 3,extracellular space|plasma membrane|integral component of membrane|intracellular membrane-bounded organelle|alveolar lamellar body|alveolar lamellar body membrane|,transport|lipid transport|metabolic process|transmembrane transport|,"ATP binding|ATPase activity, coupled to transmembrane movement of substances|",9,13,302000000,6.8%
P11862,0.003865523,-0.023666667,29.96722922,0.520333333,0.001007574,5.574597646,-0.3465,-0.376,-0.129,0.367,0.192,0.1505,P11862,Gas2,P11862_Gas2,P11862,Gas2,1,12,8,8,P11862,MOUSE,35527.5,35.6,1253,1253.1,103.17,103.17,,314,Growth arrest-specific protein 2,cytoplasm|cytoskeleton|membrane|,apoptotic process|cell cycle arrest|regulation of cell shape|,,8,12,8850000000,35.6%
P97366,0.988596618,0.038,0.078674016,-0.001666667,0.982047735,-0.023354753,0.1245,-0.038,0.03,-0.056,0.097,0.0705,P97366,NotFound,P97366_NotFound,P97366,Evi5,1,18,8,8,P97366|F8VPT6,MOUSE,93682.9,11,1254,1254.1,103.11,103.11,,809,Ecotropic viral integration site 5 protein,nucleus|Golgi apparatus|microtubule organizing center|spindle|cytosol|intracellular membrane-bounded organelle|,"cell cycle|retrograde transport, endosome to Golgi|positive regulation of GTPase activity|cell division|",GTPase activator activity|Rab GTPase binding|,8,18,6500000000,11.0%
P84104,0.938841416,0.033333333,0.386854791,0.017666667,0.914775492,0.111162587,-0.2355,-0.067,0.376,-0.03,-0.022,0.1785,P84104,Srsf3,P84104_Srsf3,P84104,Srsf3,1,27,9,8,P84104|P84104-2|A2A4X6,MOUSE,19557.5,41.4,1255,1255.1,103.06,92.03,,164,Serine/arginine-rich splicing factor 3,cytoplasm|nuclear speck|,mRNA processing|insulin receptor signaling pathway|RNA splicing|mRNA transport|,nucleotide binding|RNA binding|phospholipase binding|poly(A) RNA binding|,9,27,19200000000,41.4%
Q8BL97-2,0.467124431,0.043833333,4.210520592,-0.188,0.379269519,-0.941897702,-0.1475,-0.047,0.608,-0.125,-0.13,0.1045,Q8BL97,Srsf7,Q8BL97-2_Srsf7,Q8BL97-2,Srsf7,1,12,7,6,Q8BL97-2|Q8BL97-4|Q8BL97-3|Q8BL97,MOUSE,27605.3,24.7,1255,1255.2,69.93,58.9,,267,Isoform 2 of Serine/arginine-rich splicing factor 7,nucleoplasm|cytoplasm|extracellular exosome|,"mRNA processing|RNA splicing|negative regulation of mRNA splicing, via spliceosome|mRNA transport|",nucleotide binding|protein binding|zinc ion binding|poly(A) RNA binding|,6,12,3330000000,24.7%
Q9CXA2,0.339501497,-0.018833333,5.916025239,0.078666667,0.256092863,1.241609256,0.0255,-0.091,-0.109,-0.036,0.063,0.0345,Q9CXA2,L3hypdh,Q9CXA2_L3hypdh,Q9CXA2,L3hypdh,1,17,8,8,Q9CXA2,MOUSE,38374,27.4,1256,1256.1,103.02,103.02,,354,Trans-L-3-hydroxyproline dehydratase,,metabolic process|,hydro-lyase activity|trans-L-3-hydroxyproline dehydratase activity|proline racemase activity|,8,17,2890000000,27.4%
P12815,0.026364494,0.0055,19.81889733,-0.241333333,0.010425821,-3.521871132,0.1105,0.142,0.126,-0.233,-0.03,-0.0825,P12815,Pdcd6,P12815_Pdcd6,P12815,Pdcd6,1,22,8,8,P12815|P12815-2,MOUSE,21924.1,52.3,1257,1257.1,102.92,102.92,,191,Programmed cell death protein 6,nucleus|cytoplasm|endosome|endoplasmic reticulum|endoplasmic reticulum membrane|cytoplasmic vesicle|nuclear membrane|extracellular exosome|endoplasmic reticulum exit site|,angiogenesis|positive regulation of endothelial cell proliferation|intracellular protein transport|apoptotic process|activation of cysteine-type endopeptidase activity involved in apoptotic process|positive regulation of endothelial cell migration|negative regulation of vascular endothelial growth factor receptor signaling pathway|negative regulation of TOR signaling|cellular response to heat|vascular endothelial growth factor receptor-2 signaling pathway|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process|positive regulation of angiogenesis|response to calcium ion|negative regulation of protein kinase B signaling|,"calcium-dependent cysteine-type endopeptidase activity|calcium ion binding|protein binding|identical protein binding|protein homodimerization activity|protein anchor|protein dimerization activity|calcium-dependent protein binding|binding, bridging|",8,22,5400000000,52.3%
Q8BMD6,9.84783E-06,-0.216166667,62.08770516,1.656666667,6.18343E-07,18.36105759,-0.8885,-1.026,-1.219,0.58,0.643,0.6135,Q8BMD6,Tmem260,Q8BMD6_Tmem260,Q8BMD6,Tmem260,1,18,9,9,Q8BMD6|Q8BMD6-2,MOUSE,79629.7,16.5,1258,1258.1,102.9,102.9,,703,Transmembrane protein 260,integral component of membrane|,,,9,18,3930000000,16.5%
Q91YR1,0.005198938,0.025666667,28.43753117,-0.323,0.001433002,-5.202752388,0.1215,0.2,0.24,-0.068,-0.176,-0.1635,Q91YR1,Twf1,Q91YR1_Twf1,Q91YR1,Twf1,1,21,8,8,Q91YR1,MOUSE,40306.9,28.2,1259,1259.1,102.83,102.83,,350,Twinfilin-1,cytoplasm|cell-cell junction|focal adhesion|actin cytoskeleton|myofibril|filopodium|perinuclear region of cytoplasm|ruffle membrane|,peptidyl-tyrosine phosphorylation|negative regulation of actin filament polymerization|sequestering of actin monomers|regulation of actin phosphorylation|barbed-end actin filament capping|,"actin monomer binding|protein tyrosine kinase activity|ATP binding|phosphatidylinositol-4,5-bisphosphate binding|protein complex binding|",8,21,20100000000,28.2%
Q64444,1.38496E-05,-0.5375,59.59122412,2.964666667,1.0987E-06,16.80931275,-1.8645,-1.814,-2.381,0.905,0.757,1.1725,Q64444,Car4,Q64444_Car4,Q64444,Ca4,1,28,9,9,Q64444,MOUSE,34693.2,23.2,1260,1260.1,102.67,102.67,,305,Carbonic anhydrase 4,rough endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|trans-Golgi network|plasma membrane|cell surface|membrane|apical plasma membrane|sarcoplasmic reticulum|transport vesicle membrane|secretory granule membrane|anchored component of external side of plasma membrane|brush border membrane|sarcolemma|anchored component of plasma membrane|perinuclear region of cytoplasm|extracellular exosome|,one-carbon metabolic process|regulation of pH|carbon dioxide transport|bicarbonate transport|response to drug|organ development|response to steroid hormone|,carbonate dehydratase activity|protein binding|zinc ion binding|,9,28,9350000000,23.2%
Q8BG32,0.00522544,0.023166667,28.41091334,-0.376,0.001441812,-5.198050732,0.2945,0.206,0.133,-0.198,-0.23,-0.0665,Q8BG32,Psmd11,Q8BG32_Psmd11,Q8BG32,Psmd11,1,13,8,8,Q8BG32|G3UYL3|G3UYI4,MOUSE,47721.2,21,1261,1261.1,102.58,102.58,,422,26S proteasome non-ATPase regulatory subunit 11,proteasome complex|nucleus|proteasome regulatory particle|membrane|proteasome accessory complex|extracellular exosome|,ubiquitin-dependent protein catabolic process|proteasome assembly|stem cell differentiation|,protein binding|,8,13,2430000000,21.0%
P60867,0.769012725,0.011333333,1.492248627,-0.023,0.709210468,-0.389190967,0.0145,0.058,-0.004,0.054,-0.073,0.0185,P60867,Rps20,P60867_Rps20,P60867,Rps20,1,34,8,8,P60867,MOUSE,13486.6,36.9,1262,1262.1,102.52,102.52,,119,40S ribosomal protein S20,cytoplasm|membrane|cytosolic small ribosomal subunit|extracellular exosome|,translation|,structural constituent of ribosome|poly(A) RNA binding|,8,34,61800000000,36.9%
Q9CZN7,0.424302701,0.017833333,4.748364701,-0.082,0.335091591,-1.03872678,0.0735,0.109,-0.006,-0.06,0.116,-0.1255,Q9CZN7,Shmt2,Q9CZN7_Shmt2,Q9CZN7,Shmt2,1,15,10,10,Q9CZN7|Q3TFD0,MOUSE,56271.2,22.8,1263,1263.1,102.48,102.48,,504,Serine hydroxymethyltransferase,mitochondrion|mitochondrial inner membrane|mitochondrial intermembrane space|mitochondrial matrix|microtubule cytoskeleton|mitochondrial nucleoid|extracellular exosome|,L-serine biosynthetic process|one-carbon metabolic process|positive regulation of cell proliferation|glycine biosynthetic process from serine|tetrahydrofolate interconversion|protein homotetramerization|,chromatin binding|glycine hydroxymethyltransferase activity|L-allo-threonine aldolase activity|amino acid binding|pyridoxal phosphate binding|identical protein binding|,10,15,7430000000,22.8%
Q5SWY8,0.142387318,-0.0355,10.62414492,0.312666667,0.086613484,2.010008707,-0.0145,-0.006,-0.555,0.024,0.219,0.1195,Q5SWY8,Slc5a10,Q5SWY8_Slc5a10,Q5SWY8,Slc5a10,1,31,6,6,Q5SWY8,MOUSE,65389.6,14,1264,1264.1,102.45,102.45,,596,Sodium/glucose cotransporter 5,plasma membrane|integral component of membrane|extracellular exosome|,sodium ion transport|transmembrane transport|,transporter activity|,6,31,89300000000,14.0%
O88968,0.000112192,-0.1055,47.7628973,1.712,1.67383E-05,11.00145259,-0.9235,-0.887,-1.074,1.107,0.514,0.6305,O88968,Tcn2,O88968_Tcn2,O88968,Tcn2,1,24,9,9,O88968,MOUSE,48041.3,24.6,1265,1265.1,102.45,102.45,,430,Transcobalamin-2,extracellular space|extracellular exosome|,cobalt ion transport|cobalamin transport|,cobalamin binding|metal ion binding|,9,24,3890000000,24.6%
G3UXW9,0.652374613,0.010333333,2.396521853,-0.040333333,0.575900976,-0.587857001,0.0895,0.064,-0.062,-0.06,-0.039,0.0695,G3UXW9,Gps1,G3UXW9_Gps1,G3UXW9,Gps1,1,15,9,9,G3UXW9|Q3MIA8|A0A140LJB7|Q99LD4|B1ATU4|Q99LD4-2,MOUSE,59487.6,20.1,1266,1266.1,102.31,102.31,,526,COP9 signalosome complex subunit 1,nucleus|cytoplasm|COP9 signalosome|,cullin deneddylation|,protein binding|,9,15,2600000000,20.1%
Q9DCE9,0.149668507,0.054166667,10.35441588,-0.346666667,0.092163384,-1.966995045,0.1685,-0.082,0.596,0.057,-0.165,-0.2495,Q9DCE9,Igtp,Q9DCE9_Igtp,Q9DCE9,Igtp,1,13,7,6,Q9DCE9,MOUSE,48778,21.2,1267,1267.1,102.23,80.96,,423,Interferon gamma-induced GTPase,cytosol|membrane|,cellular response to interferon-beta|,GTPase activity|GTP binding|,7,13,1430000000,21.2%
