R128126,R128127,R128131,R129126,R129127,R129131,R130126,R130127,R130131,id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome unique_peptides,Proteome numSpectra,Proteome totalIntensity,Proteome pct_cov,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,PCorNC,ES_score,signalP,TM,(Note: signalP and TM are for ES>=5) 
-0.124,-0.226,0.028,-0.212,-0.3135,-0.0365,-0.15,-0.185,0.0505,Q922Q8,Q922Q8,Lrrc59,1,10,6,6,Q922Q8,MOUSE,35333.2,22.1,1707,1707.1,65.26,65.26,NA,307,Leucine-rich repeat-containing protein 59,endoplasmic reticulum|endoplasmic reticulum membrane|membrane|integral component of membrane|mitochondrial nucleoid|,NA,poly(A) RNA binding|,6,10,2.42E+09,0.221,0.195818293,-0.001833333,8.879437655,-0.134,0.129436343,-1.729468128,0.0965,0.17,-0.071,-0.051,-0.127,-0.0285,undefined,0,,,
1.194,1.358,1.826,1.006,1.0405,1.6525,1.123,1.401,1.9785,Q99JB7,Q99JB7,Amn,1,15,6,6,Q99JB7,MOUSE,49494.4,14.8,1708,1708.1,65.1,65.1,NA,458,Protein amnionless,extracellular space|integral component of membrane|apical plasma membrane|endocytic vesicle|apical part of cell|extracellular exosome|,receptor-mediated endocytosis|multicellular organismal development|excretion|protein localization|cobalamin transport|Golgi to plasma membrane protein transport|,NA,6,15,1.34E+10,0.148,0.000382582,-0.102166667,41.52354052,1.54,7.04E-05,8.742840336,-0.7145,-0.711,-1.191,0.826,0.371,0.8065,undefined,9,TRUE,TRUE,
1.999,2.021,2.405,1.95,2.1895,2.2225,2.021,1.912,2.4325,Q9R069,Q9R069,Bcam,1,10,6,6,Q9R069,MOUSE,68467.7,10.6,1709,1709.1,65.09,65.09,NA,622,Basal cell adhesion molecule,plasma membrane|integral component of plasma membrane|cell surface|extracellular exosome|,cell adhesion|cell-matrix adhesion|,laminin receptor activity|protein C-terminus binding|laminin binding|,6,10,4.69E+08,0.106,2.99E-05,-0.385833333,54.60553897,2.151333333,3.46E-06,14.07752269,-1.2705,-1.293,-1.821,0.666,0.784,0.6195,undefined,9,TRUE,TRUE,
1.678,1.255,1.519,1.556,1.2565,1.5745,1.45,1.14,1.4035,P70428,P70428,Ext2,1,9,5,5,P70428|V9GX32|E9Q1M5,MOUSE,82804.6,10.7,1710,1710.1,65.08,65.08,NA,718,Exostosin-2,Golgi membrane|endoplasmic reticulum|endoplasmic reticulum membrane|Golgi apparatus|membrane|integral component of membrane|UDP-N-acetylglucosamine transferase complex|extracellular exosome|,"ossification|mesoderm formation|glycosaminoglycan biosynthetic process|protein glycosylation|heparan sulfate proteoglycan biosynthetic process|heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process|cell differentiation|cellular polysaccharide biosynthetic process|","acetylglucosaminyltransferase activity|glucuronosyltransferase activity|transferase activity, transferring glycosyl groups|heparan sulfate N-acetylglucosaminyltransferase activity|protein homodimerization activity|metal ion binding|protein heterodimerization activity|glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity|N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity|acetylglucosaminyltransferase activity|",5,9,1.37E+10,0.107,3.66E-05,-0.1875,53.62142149,1.438,4.34E-06,13.59057341,-1.0765,-0.73,-0.913,0.619,0.577,0.3985,undefined,9,,TRUE,
-0.051,-0.033,-0.031,0.014,-0.0345,0.0775,-0.097,-0.212,-0.1335,Q9DB25,Q9DB25,Alg5,1,17,5,5,Q9DB25|D6RCG2,MOUSE,37189.6,20.6,1711,1711.1,65.07,65.07,NA,324,Dolichyl-phosphate beta-glucosyltransferase,endoplasmic reticulum membrane|membrane|integral component of membrane|,protein glycosylation|determination of left/right symmetry|,dolichyl-phosphate beta-glucosyltransferase activity|,5,17,1.01E+09,0.206,0.885720297,0.004666667,0.71752778,-0.013666667,0.847709835,-0.199609468,-0.0075,0.029,0.013,-0.019,0.11,-0.0975,undefined,0,,,
0.988,1.225,1.135,1.042,0.8895,0.7555,1.168,1.146,1.0615,Q64729,Q64729,Tgfbr1,1,9,6,4,Q64729|Q64729-2|E9Q418|Q9D5H8|Q8K348|A2AJR5|Q3V348|A2AJR6,MOUSE,57261.9,13.7,1712,1712.1,65,41.04,NA,503,TGF-beta receptor type-1,intracellular|cell|endosome|plasma membrane|caveola|bicellular tight junction|membrane|integral component of membrane|receptor complex|membrane raft|,"activation of MAPKK activity|skeletal system development|angiogenesis|in utero embryonic development|kidney development|blastocyst development|epithelial to mesenchymal transition|negative regulation of endothelial cell proliferation|positive regulation of endothelial cell proliferation|lens development in camera-type eye|regulation of transcription, DNA-templated|protein phosphorylation|apoptotic process|signal transduction|transforming growth factor beta receptor signaling pathway|heart development|positive regulation of cell proliferation|germ cell migration|male gonad development|post-embryonic development|anterior/posterior pattern specification|regulation of gene expression|positive regulation of gene expression|regulation of epithelial to mesenchymal transition|positive regulation of pathway-restricted SMAD protein phosphorylation|peptidyl-serine phosphorylation|peptidyl-threonine phosphorylation|signal transduction by protein phosphorylation|collagen fibril organization|positive regulation of cell growth|regulation of protein ubiquitination|negative regulation of chondrocyte differentiation|activin receptor signaling pathway|intracellular signal transduction|endothelial cell activation|negative regulation of apoptotic process|regulation of protein binding|endothelial cell migration|positive regulation of transcription, DNA-templated|thymus development|neuron fate commitment|embryonic cranial skeleton morphogenesis|skeletal system morphogenesis|mesenchymal cell differentiation|artery morphogenesis|cell motility|positive regulation of cellular component movement|positive regulation of filopodium assembly|positive regulation of protein kinase B signaling|parathyroid gland development|palate development|pharyngeal system development|cardiac epithelial to mesenchymal transition|pathway-restricted SMAD protein phosphorylation|positive regulation of SMAD protein import into nucleus|response to cholesterol|cellular response to transforming growth factor beta stimulus|positive regulation of apoptotic signaling pathway|negative regulation of extrinsic apoptotic signaling pathway|","protein kinase activity|protein serine/threonine kinase activity|receptor signaling protein serine/threonine kinase activity|transforming growth factor beta-activated receptor activity|transforming growth factor beta receptor activity, type I|receptor signaling protein activity|type II transforming growth factor beta receptor binding|protein binding|ATP binding|SMAD binding|metal ion binding|transforming growth factor beta binding|I-SMAD binding|transforming growth factor beta-activated receptor activity|growth factor binding|transforming growth factor beta binding|",6,9,3.15E+08,0.137,5.46E-05,-0.098166667,51.53071773,1.091333333,7.03E-06,12.60798541,-0.7615,-0.622,-0.548,0.463,0.324,0.5555,undefined,9,TRUE,TRUE,
2.174,2.74,2.36,2.45,2.6415,2.4125,2.753,3.038,2.7885,Q91WR8,Q91WR8,Gpx6,1,10,4,4,Q91WR8,MOUSE,25188.2,25.3,1713,1713.1,64.92,64.92,NA,221,Glutathione peroxidase 6,extracellular region|,response to oxidative stress|oxidation-reduction process|,glutathione peroxidase activity|,4,10,9.31E+09,0.253,1.26E-05,-0.409333333,60.32991211,2.635666667,9.27E-07,17.25480306,-1.4995,-1.852,-1.83,0.718,0.809,1.1985,PC,9,TRUE,,
0.512,0.294,-0.055,0.07,-0.0985,-0.4705,0.139,-0.086,-0.3035,P12658,P12658,Calb1,1,10,5,4,P12658,MOUSE,30221.7,23.3,1714,1714.1,64.86,47.08,NA,261,Calbindin,intracellular|nucleus|cytoplasm|cytosol|axon|dendrite|neuron projection|neuronal cell body|terminal bouton|cell body|synapse|extracellular exosome|,short-term memory|long-term memory|locomotory behavior|retina layer formation|metanephric part of ureteric bud development|regulation of synaptic plasticity|cytosolic calcium ion homeostasis|retina development in camera-type eye|cellular response to organic substance|metanephric collecting duct development|metanephric distal convoluted tubule development|metanephric connecting tubule development|,calcium ion binding|zinc ion binding|,5,10,4.63E+08,0.233,0.899334059,0.039333333,0.636930801,0.028333333,0.863588638,0.178592557,-0.2005,-0.025,0.301,0.303,-0.114,-0.0285,undefined,1,,,
-0.454,-0.852,-0.569,-0.264,-0.5355,-0.3745,-0.468,-0.86,-0.5855,Q91W86,Q91W86,Vps11,1,7,6,6,Q91W86|A0A1L1SRH3,MOUSE,109028.9,7.3,1715,1715.1,64.85,64.85,NA,941,Vacuolar protein sorting-associated protein 11 homolog,lysosome|lysosomal membrane|endosome|early endosome|late endosome|actin filament|endocytic vesicle|HOPS complex|late endosome membrane|lysosome|early endosome|late endosome|,intracellular protein transport|vesicle docking involved in exocytosis|endosome organization|lysosome organization|regulation of protein stability|endosomal vesicle fusion|regulation of SNARE complex assembly|toxin transport|regulation of organelle assembly|positive regulation of cellular protein catabolic process|positive regulation of protein targeting to mitochondrion|positive regulation of early endosome to late endosome transport|,"nucleotide binding|protein binding|zinc ion binding|protein domain specific binding|syntaxin binding|protein binding, bridging|",6,7,1.31E+09,0.073,0.00404535,0.038333333,29.72202538,-0.519,0.001066099,-5.518563925,0.1435,0.444,0.306,-0.24,-0.116,-0.3075,undefined,0,,,
0.455,0.491,0.524,0.362,0.3765,0.4465,0.401,0.396,0.4535,B9EJI9,B9EJI9,Tmem229a,1,5,4,4,B9EJI9,MOUSE,41924.5,12.3,1716,1716.1,64.82,64.82,NA,371,Transmembrane protein 229A,integral component of membrane|,NA,NA,4,5,3.30E+08,0.123,0.001014769,-0.003333333,36.49417136,0.441666667,0.000224173,7.170388147,-0.1945,-0.211,-0.267,0.298,0.2,0.1545,undefined,5,,TRUE,
0.024,0.141,0.419,-0.194,0.0175,0.2175,0.19,0.326,0.7275,Q6ZPS6,Q6ZPS6,Ankib1,1,9,8,8,Q6ZPS6,MOUSE,123984.4,9.4,1717,1717.1,64.77,64.77,NA,1085,Ankyrin repeat and IBR domain-containing protein 1,NA,protein ubiquitination|,ubiquitin-protein transferase activity|zinc ion binding|,8,9,2.06E+08,0.094,0.326517031,0.021,6.120347316,0.194333333,0.244323515,1.277469518,0.1455,-0.032,-0.342,0.141,-0.098,0.3115,undefined,1,,,
-0.064,-0.134,-0.122,-0.093,-0.1325,-0.0795,-0.123,-0.201,-0.2605,Q8K3H0,Q8K3H0,Appl1,1,18,7,7,Q8K3H0,MOUSE,80011.4,11,1718,1718.1,64.77,64.77,NA,707,DCC-interacting protein 13-alpha,nucleus|cytosol|endosome membrane|vesicle membrane|early endosome membrane|extracellular exosome|NuRD complex|,cell cycle|cell proliferation|regulation of glucose import|regulation of establishment of protein localization to plasma membrane|,identical protein binding|protein kinase B binding|,7,18,1.27E+10,0.11,0.180266477,0.007333333,9.351929466,-0.097666667,0.116093272,-1.804211174,0.0245,0.058,0.086,-0.023,-0.015,-0.0865,undefined,0,,,
-0.148,-0.004,-0.075,-0.132,0.0895,-0.0195,0.049,0.225,-0.0195,Q9JL26,Q9JL26,Fmnl1,1,9,6,6,A0A1W2P6X3|Q9JL26|A2AB60|Q9JL26-2,MOUSE,122799.1,5.7,1719,1719.1,64.65,64.65,NA,1094,Formin-like protein 1,cytosol|plasma membrane|phagocytic vesicle|extracellular exosome|,substrate-dependent cell migration|regulation of cell shape|cellular process|cortical actin cytoskeleton organization|actin filament severing|,profilin binding|GTPase activating protein binding|Rac GTPase binding|actin filament binding|,6,9,3.10E+09,0.057,0.687386038,-0.008166667,2.115972341,0.033333333,0.614331474,0.528304206,0.0205,-0.08,-0.015,-0.055,-0.006,0.0865,NC,0,,,
-0.078,0.087,0.057,-0.022,0.2305,0.1685,-0.043,0.085,5.00E-04,G5E870,G5E870,Trip12,1,7,7,7,G5E870|A0A087WNZ7,MOUSE,226235,4,1720,1720.1,64.57,64.57,NA,2025,E3 ubiquitin-protein ligase TRIP12,nucleus|nucleoplasm|cytoplasm|,DNA repair|cellular response to DNA damage stimulus|embryo development|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|negative regulation of histone H2A K63-linked ubiquitination|negative regulation of double-strand break repair|,ubiquitin-protein transferase activity|ligase activity|thyroid hormone receptor binding|,7,7,2.92E+08,0.04,0.93238418,-0.0165,0.433264433,0.007333333,0.905052051,0.123871198,0.0455,-0.055,-0.051,-0.028,0.039,-0.0495,undefined,0,,,
0.21,0.16,-0.011,-0.061,-0.2075,-0.2385,-0.095,-0.175,-0.1455,Q8R4C2,Q8R4C2,Rufy2,1,9,8,8,Q8R4C2|Q8BR30|D3Z4D2|D6RET4,MOUSE,70890.7,11.5,1721,1721.1,64.53,64.53,NA,606,RUN and FYVE domain-containing protein 2,nucleus|,NA,metal ion binding|,8,9,8.75E+09,0.115,0.388670122,0.007,5.225397862,-0.098333333,0.300234236,-1.123494812,-0.0345,0.075,0.128,0.118,-0.13,-0.1145,undefined,0,,,
1.289,1.382,1.484,1.38,1.4595,1.5905,1.521,1.584,1.7165,Q69ZQ1,Q69ZQ1,Myorg,1,11,7,7,Q69ZQ1,MOUSE,81759.4,10.3,1722,1722.1,64.52,64.52,NA,716,Myogenesis-regulating glycosidase,integral component of membrane|nuclear membrane|,carbohydrate metabolic process|positive regulation of insulin-like growth factor receptor signaling pathway|skeletal muscle fiber development|positive regulation of protein kinase B signaling|,"hydrolase activity, hydrolyzing O-glycosyl compounds|protein binding|",7,11,1.70E+11,0.103,1.38E-05,-0.182,59.56661202,1.477666667,1.10E-06,16.79466139,-0.8105,-0.863,-1.089,0.479,0.607,0.5845,undefined,9,,TRUE,
0.498,0.514,0.639,0.431,0.4705,0.7635,0.664,0.709,0.7415,D3YTS1,D3YTS1,Sec11a,1,14,6,6,D3YTS1|D3Z569|Q9R0P6|D3YWT0,MOUSE,28044.9,21.4,1723,1723.1,64.37,64.37,NA,247,Signal peptidase complex catalytic subunit SEC11,endoplasmic reticulum membrane|integral component of membrane|extracellular exosome|,signal peptide processing|,serine-type peptidase activity|,6,14,1.09E+09,0.214,0.000619495,-0.040333333,39.02204727,0.629,0.000125255,7.916382272,-0.3305,-0.265,-0.469,0.209,0.233,0.3805,PC,9,,TRUE,
-0.015,-0.07,-0.104,0.04,-0.0375,-0.1485,0.163,0.114,-0.0065,Q8C2Q3,Q8C2Q3,Rbm14,1,20,6,3,Q8C2Q3|Q8C2Q3-2|E9QL13|J3QN51|J3QPT3,MOUSE,69618.6,9.5,1724,1724.1,64.37,23.75,NA,669,RNA-binding protein 14,nucleoplasm|transcription factor complex|nucleolus|,"transcription, DNA-templated|histone deacetylation|positive regulation of transcription from RNA polymerase II promoter|negative regulation of centriole replication|SMAD protein signal transduction|",nucleotide binding|ligand-dependent nuclear receptor transcription coactivator activity|poly(A) RNA binding|,6,20,3.16E+09,0.095,0.98279046,0.0145,0.114363617,-0.002666667,0.974010499,-0.033819055,-0.0885,0.048,0.088,-0.019,-0.069,0.1275,undefined,0,,,
0.389,0.546,0.716,0.145,0.3115,0.2835,0.481,0.633,0.7065,Q61792,Q61792,Lasp1,1,13,7,7,Q61792|Q9DC07,MOUSE,30393.3,25,1725,1725.1,64.27,64.27,NA,263,LIM and SH3 domain protein 1,cytoplasm|focal adhesion|cortical actin cytoskeleton|extracellular exosome|,ion transport|ion transmembrane transport|,protein binding|zinc ion binding|ion transmembrane transporter activity|actin filament binding|,7,13,1.53E+09,0.25,0.01034557,0.077333333,24.8128553,0.498333333,0.003301524,4.472849058,-0.0705,-0.209,-0.236,0.426,0.091,0.4625,NC,5,,,
-0.128,-0.159,-0.229,0.048,-0.0105,-0.0875,-0.021,-0.052,-0.0835,Q9QZ88-2,Q9QZ88,Vps29,1,11,4,4,Q9QZ88-2|Q9QZ88|D3Z645|D3YW98,MOUSE,21087.9,25.8,1726,1726.1,64.27,64.27,NA,182,Isoform 2 of Vacuolar protein sorting-associated protein 29,cytoplasm|endosome|endosome membrane|retromer complex|intracellular membrane-bounded organelle|extracellular exosome|,"intracellular protein transport|Golgi to vacuole transport|retrograde transport, endosome to Golgi|retrograde transport, endosome to plasma membrane|",protein binding|zinc ion binding|protein transporter activity|,4,11,3.94E+09,0.258,0.588473507,0.001666667,2.964908249,-0.045,0.505253319,-0.703843933,-0.0145,0.019,0.068,-0.104,0.058,-0.0165,undefined,0,,,
-0.039,-0.139,-0.146,0.076,-0.0985,-0.0395,-0.098,-0.33,-0.3205,Q9Z0V7,Q9Z0V7,Timm17b,1,21,5,5,Q9Z0V7,MOUSE,18522.9,37.7,1727,1727.1,64.26,64.26,NA,172,Mitochondrial import inner membrane translocase subunit Tim17-B,mitochondrion|mitochondrial inner membrane|mitochondrial inner membrane presequence translocase complex|integral component of mitochondrial inner membrane|,intracellular protein transport|protein transmembrane transport|,P-P-bond-hydrolysis-driven protein transmembrane transporter activity|,5,21,1.24E+10,0.377,0.239200716,0.025666667,7.828745421,-0.113,0.164863858,-1.559189587,0.0055,0.141,0.1,-0.022,0.061,-0.1315,NC,0,,,
0.054,-0.147,-0.16,0.305,0.0445,0.0685,0.071,-0.179,-0.2335,Q8R0G9,Q8R0G9,Nup133,1,8,5,5,Q8R0G9,MOUSE,129815.9,5.1,1728,1728.1,64.26,64.26,NA,1155,Nuclear pore complex protein Nup133,nuclear pore|membrane|nuclear pore outer ring|nuclear membrane|condensed chromosome kinetochore|condensed chromosome outer kinetochore|,mRNA export from nucleus|nuclear pore organization|protein transport|paraxial mesoderm development|,nucleocytoplasmic transporter activity|,5,8,7.25E+10,0.051,0.994160674,0.015666667,0.039215372,-0.001,0.991010972,-0.011696716,-0.1045,0.05,0.103,-0.021,0.142,-0.0755,undefined,0,,,
0.286,0.396,0.104,0.173,0.3465,0.0805,0.377,0.506,0.2805,G5E8S8,G5E8S8,Mpp7,1,7,6,6,G5E8S8|Q8BVD5|Q8BVD5-2|Q8BVD5-3|Q8BVD5-4|Q8BVD5-5,MOUSE,65825.1,14.9,1729,1729.1,64.24,64.24,NA,576,MAGUK p55 subfamily member 7,mitochondrion|adherens junction|bicellular tight junction|cell junction|MPP7-DLG1-LIN7 complex|,positive regulation of protein complex assembly|bicellular tight junction assembly|protein localization to adherens junction|,protein domain specific binding|protein complex scaffold|protein heterodimerization activity|,6,7,1.53E+09,0.149,0.027621698,-0.025666667,19.58193251,0.279,0.011010493,3.484570802,-0.1715,-0.282,-0.042,0.099,0.048,0.1945,undefined,1,,,
0.675,0.803,0.937,0.315,0.5435,0.5655,0.435,0.659,0.6945,Q91Z53,Q91Z53,Grhpr,1,10,5,5,Q91Z53|D6REG4,MOUSE,35727.6,23.1,1730,1730.1,64.18,64.18,NA,328,Glyoxylate reductase/hydroxypyruvate reductase,cytoplasm|cytosol|extracellular exosome|,excretion|dicarboxylic acid metabolic process|protein oligomerization|oxidation-reduction process|,glycerate dehydrogenase activity|hydroxypyruvate reductase activity|glyoxylate reductase (NADP) activity|carboxylic acid binding|protein homodimerization activity|NAD binding|NADPH binding|,5,10,1.40E+09,0.231,0.002578659,-0.016666667,31.9317502,0.637,0.000640951,6.038097848,-0.1885,-0.359,-0.458,0.476,0.169,0.2605,NC,8,,,
-0.049,0.061,-0.027,-0.133,-0.1315,-0.1975,0.033,0.048,-0.0105,Q62219-3,Q62219,Tgfb1i1,1,9,6,6,Q62219-3|Q62219|Q62219-2|E9Q1D5|Q62219-4|Q62219-5|Q62219-9|Q62219-10|Q62219-7,MOUSE,53641.4,16.5,1731,1731.1,63.99,63.99,NA,461,Isoform 3 of Transforming growth factor beta-1-induced transcript 1 protein,intracellular|cytoplasm|cytoskeleton|focal adhesion|nuclear matrix|extracellular matrix|,"response to heat|positive regulation of epithelial to mesenchymal transition|Wnt signaling pathway|morphogenesis of embryonic epithelium|positive regulation of transforming growth factor beta receptor signaling pathway|negative regulation of transforming growth factor beta receptor signaling pathway|ubiquitin-dependent SMAD protein catabolic process|epithelial cell differentiation|cell fate commitment|negative regulation of fat cell differentiation|positive regulation of transcription, DNA-templated|",transcription coactivator activity|protein binding|zinc ion binding|Roundabout binding|androgen receptor binding|I-SMAD binding|,6,9,1.37E+09,0.165,0.857534515,-0.032166667,0.888141677,-0.015333333,0.815052966,-0.243302954,0.0175,-0.081,-0.01,-0.021,-0.119,0.0205,undefined,0,,,
