Brain_Searched, 126:127, XBirA_2:No_BirA_6	Brain_Searched, 126:128, XBirA_2:No_BirA_5	Brain_Searched, 126:129, XBirA_2:XBirA_3	Brain_Searched, 126:130, XBirA_2:XBirA_1	Brain_Searched, 126:131, XBirA_2:No_BirA_4	Brain_Searched, 127:126, No_BirA_6:XBirA_2	Brain_Searched, 127:128, No_BirA_6:No_BirA_5	Brain_Searched, 127:129, No_BirA_6:XBirA_3	Brain_Searched, 127:130, No_BirA_6:XBirA_1	Brain_Searched, 127:131, No_BirA_6:No_BirA_4	Brain_Searched, 128:126, No_BirA_5:XBirA_2	Brain_Searched, 128:127, No_BirA_5:No_BirA_6	Brain_Searched, 128:129, No_BirA_5:XBirA_3	Brain_Searched, 128:130, No_BirA_5:XBirA_1	Brain_Searched, 128:131, No_BirA_5:No_BirA_4	Brain_Searched, 129:126, XBirA_3:XBirA_2	Brain_Searched, 129:127, XBirA_3:No_BirA_6	Brain_Searched, 129:128, XBirA_3:No_BirA_5	Brain_Searched, 129:130, XBirA_3:XBirA_1	Brain_Searched, 129:131, XBirA_3:No_BirA_4	Brain_Searched, 130:126, XBirA_1:XBirA_2	Brain_Searched, 130:127, XBirA_1:No_BirA_6	Brain_Searched, 130:128, XBirA_1:No_BirA_5	Brain_Searched, 130:129, XBirA_1:XBirA_3	Brain_Searched, 130:131, XBirA_1:No_BirA_4	Brain_Searched, 131:126, No_BirA_4:XBirA_2	Brain_Searched, 131:127, No_BirA_4:No_BirA_6	Brain_Searched, 131:128, No_BirA_4:No_BirA_5	Brain_Searched, 131:129, No_BirA_4:XBirA_3	Brain_Searched, 131:130, No_BirA_4:XBirA_1	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Brain_Searched unique_peptides	Brain_Searched numSpectra	Brain_Searched totalIntensity	Brain_Searched pct_cov
1.23	0.818	0.164	0.27	-0.108	-1.23	-0.411	-1.034	-1	-1.278	-0.818	0.411	-0.669	-0.556	-0.926	-0.164	1.034	0.669	0.042	-0.255	-0.27	1	0.556	-0.042	-0.423	0.108	1.278	0.926	0.255	0.423	O55042	O55042	Snca	1	35	9	6	O55042|O55042-2	MOUSE	14485	57.8	878	878.1	144.23	107.85		140	Alpha-synuclein	extracellular space|nucleus|nuclear outer membrane|cytoplasm|mitochondrion|rough endoplasmic reticulum|Golgi apparatus|cytosol|ribosome|cytoskeleton|plasma membrane|cell cortex|synaptic vesicle|actin cytoskeleton|membrane|inclusion body|cell junction|axon|growth cone|terminal bouton|fibril|synapse|perinuclear region of cytoplasm|platelet alpha granule membrane|	microglial cell activation|positive regulation of receptor recycling|negative regulation of protein phosphorylation|positive regulation of neurotransmitter secretion|synaptic transmission, dopaminergic|fatty acid metabolic process|neutral lipid metabolic process|phospholipid metabolic process|activation of cysteine-type endopeptidase activity involved in apoptotic process|mitochondrial membrane organization|synaptic transmission|aging|adult locomotory behavior|response to iron(II) ion|regulation of phospholipase activity|negative regulation of platelet-derived growth factor receptor signaling pathway|regulation of glutamate secretion|regulation of dopamine secretion|negative regulation of microtubule polymerization|receptor internalization|protein destabilization|response to magnesium ion|negative regulation of transporter activity|response to lipopolysaccharide|negative regulation of monooxygenase activity|positive regulation of peptidyl-serine phosphorylation|response to interferon-gamma|cellular response to oxidative stress|negative regulation of histone acetylation|regulation of locomotion|dopamine biosynthetic process|dopamine metabolic process|response to drug|mitochondrial ATP synthesis coupled electron transport|regulation of macrophage activation|negative regulation of apoptotic process|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|negative regulation of neuron apoptotic process|cellular response to fibroblast growth factor stimulus|positive regulation of endocytosis|negative regulation of exocytosis|negative regulation of dopamine metabolic process|regulation of neurotransmitter secretion|behavioral response to cocaine|regulation of neuronal synaptic plasticity|regulation of long-term neuronal synaptic plasticity|synaptic vesicle endocytosis|synaptic vesicle transport|positive regulation of synaptic transmission|synapse organization|regulation of acyl-CoA biosynthetic process|positive regulation of release of sequestered calcium ion into cytosol|negative regulation of dopamine uptake involved in synaptic transmission|negative regulation of serotonin uptake|negative regulation of norepinephrine uptake|oxidation-reduction process|regulation of excitatory postsynaptic membrane potential|long-term synaptic potentiation|positive regulation of inositol phosphate biosynthetic process|membrane organization|negative regulation of thrombin receptor signaling pathway|response to interleukin-1|cellular response to copper ion|positive regulation of protein serine/threonine kinase activity|positive regulation of glutathione peroxidase activity|positive regulation of hydrogen peroxide catabolic process|regulation of reactive oxygen species metabolic process|	magnesium ion binding|copper ion binding|calcium ion binding|protein binding|phospholipid binding|microtubule binding|ferrous iron binding|zinc ion binding|oxidoreductase activity|kinesin binding|protein domain specific binding|Hsp70 protein binding|histone binding|identical protein binding|alpha-tubulin binding|cysteine-type endopeptidase inhibitor activity involved in apoptotic process|phospholipase binding|dynein binding|protein N-terminus binding|tau protein binding|beta-tubulin binding|arachidonic acid binding|phosphoprotein binding|	9	35	1.27e+10	57.8%
1.152	1.219	0.303	0.27	0.112	-1.152	0.052	-0.894	-0.914	-1.034	-1.219	-0.052	-0.886	-0.796	-1.058	-0.303	0.894	0.886	-0.021	-0.145	-0.27	0.914	0.796	0.021	-0.138	-0.112	1.034	1.058	0.145	0.138	Q91ZZ3	Q91ZZ3	Sncb	1	14	5	3	Q91ZZ3	MOUSE	14051.4	41.3	878	878.2	79.77	51.46		133	Beta-synuclein	nucleoplasm|cytoplasm|mitochondrion|Golgi apparatus|inclusion body|synapse|	synaptic transmission|dopamine metabolic process|negative regulation of neuron apoptotic process|synapse organization|	calcium ion binding|	3	14	3.38e+09	33.0%
1.032	0.852	0.417	0.354	0.34	-1.032	-0.126	-0.623	-0.67	-0.697	-0.852	0.126	-0.458	-0.519	-0.553	-0.417	0.623	0.458	-0.068	-0.099	-0.354	0.67	0.519	0.068	-0.013	-0.34	0.697	0.553	0.099	0.013	Q3THE2	Q3THE2	Myl12b	1	27	11	5	Q3THE2|Q6ZWQ9	MOUSE	19835.9	60.4	879	879.1	143.92	76.98		172	Myosin regulatory light chain 12B	stress fiber|brush border|myosin II complex|Z disc|apical part of cell|extracellular exosome|	regulation of cell shape|platelet aggregation|	calcium ion binding|myosin heavy chain binding|	11	27	1.46e+10	60.4%
1.444	1.295	0.496	0.756	1.032	-1.444	-0.149	-0.948	-0.687	-0.411	-1.295	0.149	-0.799	-0.538	-0.262	-0.496	0.948	0.799	0.26	0.536	-0.756	0.687	0.538	-0.26	0.276	-1.032	0.411	0.262	-0.536	-0.276	Q9CQ19	Q9CQ19	Myl9	1	2	7	2	Q9CQ19	MOUSE	19910.9	42.4	879	879.2	76.29	19.91		172	Myosin regulatory light polypeptide 9	stress fiber|myosin II complex|Z disc|	platelet aggregation|	calcium ion binding|myosin heavy chain binding|	2	2	6.99e+08	16.2%
1.071	0.808	0.059	0.214	0.122	-1.071	-0.255	-0.928	-0.847	-0.915	-0.808	0.255	-0.818	-0.528	-0.677	-0.059	0.928	0.818	0.178	-0.016	-0.214	0.847	0.528	-0.178	-0.151	-0.122	0.915	0.677	0.016	0.151	Q6RHR9	Q6RHR9	Magi1	1	27	14	14	Q6RHR9|A0A0N4SUZ0|Q6RHR9-3|E9PZ12|A0A0N4SWH0|Q6RHR9-2|A0A0R4J0S6|A0A0N4SUP9	MOUSE	162884.2	11.6	880	880.1	143.61	143.61		1471	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1	nucleoplasm|cytoplasm|plasma membrane|bicellular tight junction|cell junction|cell projection|	neuron death|	protein binding|ATP binding|protein complex scaffold|alpha-actinin binding|	14	27	3.98e+09	11.6%
-0.117	0.284	-0.028	-0.2	0.227	0.117	0.404	0.034	-0.048	0.397	-0.284	-0.404	-0.39	-0.429	-0.016	0.028	-0.034	0.39	-0.158	0.267	0.2	0.048	0.429	0.158	0.437	-0.227	-0.397	0.016	-0.267	-0.437	P17742	P17742	Ppia	1	34	12	12	P17742|A0A1L1SST0|F8VPN3|V9GX31|V9GXC1	MOUSE	18142.2	67.6	881	881.1	143.5	143.5		164	Peptidyl-prolyl cis-trans isomerase A	extracellular space|nucleus|cytosol|focal adhesion|membrane|myelin sheath|extracellular exosome|	protein peptidyl-prolyl isomerization|protein folding|neuron differentiation|lipid particle organization|regulation of viral genome replication|positive regulation of viral genome replication|positive regulation of protein secretion|	peptidyl-prolyl cis-trans isomerase activity|peptide binding|poly(A) RNA binding|	12	34	1.07e+10	67.6%
1.289	0.981	0.07	0.282	0.464	-1.289	-0.177	-1.037	-0.864	-0.812	-0.981	0.177	-0.874	-0.713	-0.527	-0.07	1.037	0.874	0.229	0.31	-0.282	0.864	0.713	-0.229	0.039	-0.464	0.812	0.527	-0.31	-0.039	Q5U3K5	Q5U3K5	Rabl6	1	24	11	11	Q5U3K5	MOUSE	80114.9	16.6	882	882.1	143.4	143.4		725	Rab-like protein 6	nucleus|nucleolus|cytoplasm|centrosome|	small GTPase mediated signal transduction|	GTP binding|	11	24	2.34e+09	16.6%
1.158	0.928	0.006	-0.02	0.585	-1.158	-0.339	-1.234	-1.264	-0.685	-0.928	0.339	-0.875	-1.005	-0.419	-0.006	1.234	0.875	-0.046	0.522	0.02	1.264	1.005	0.046	0.589	-0.585	0.685	0.419	-0.522	-0.589	Q9CQF3	Q9CQF3	Nudt21	1	21	12	12	Q9CQF3|A0A1D5RM23	MOUSE	26296.8	44	883	883.1	143.25	143.25		227	Cleavage and polyadenylation specificity factor subunit 5	nucleus|centrosome|mRNA cleavage factor complex|paraspeckles|	mRNA polyadenylation|mRNA cleavage|mRNA processing|protein tetramerization|	mRNA binding|hydrolase activity|AU-rich element binding|protein homodimerization activity|histone deacetylase binding|poly(A) RNA binding|RNA binding|	12	21	4.17e+09	44.0%
1.176	1.029	-0.042	0.081	0.621	-1.176	-0.173	-1.208	-1.141	-0.588	-1.029	0.173	-1.046	-0.936	-0.374	0.042	1.208	1.046	0.068	0.575	-0.081	1.141	0.936	-0.068	0.468	-0.621	0.588	0.374	-0.575	-0.468	Q8BVQ9	Q8BVQ9	Psmc2	1	21	13	13	Q8BVQ9|P46471	MOUSE	53322.1	32.6	884	884.1	143.21	143.21		475	26S proteasome regulatory subunit 7	proteasome complex|nucleus|cytoplasm|proteasome regulatory particle, base subcomplex|membrane|nuclear proteasome complex|cytosolic proteasome complex|	osteoblast differentiation|ubiquitin-dependent protein catabolic process|ER-associated ubiquitin-dependent protein catabolic process|positive regulation of RNA polymerase II transcriptional preinitiation complex assembly|positive regulation of proteasomal protein catabolic process|	protein binding|ATP binding|ATPase activity|TBP-class protein binding|proteasome-activating ATPase activity|	13	21	9.33e+08	32.6%
2.451	2.065	0.121	-0.11	1.301	-2.451	-0.469	-2.401	-2.762	-1.203	-2.065	0.469	-2.007	-2.158	-0.754	-0.121	2.401	2.007	-0.227	1.092	0.11	2.762	2.158	0.227	1.461	-1.301	1.203	0.754	-1.092	-1.461	Q60841	Q60841	Reln	1	15	14	14	Q60841|Q60841-2|Q60841-3	MOUSE	394505.8	5.5	885	885.1	143.12	143.12		3461	Reelin	proteinaceous extracellular matrix|extracellular space|cytoplasm|dendrite|	cell morphogenesis involved in differentiation|neuron migration|proteolysis|cell adhesion|axon guidance|central nervous system development|brain development|learning|long-term memory|associative learning|glial cell differentiation|regulation of gene expression|positive regulation of neuron projection development|positive regulation of phosphatidylinositol 3-kinase signaling|dendrite development|cell migration|peptidyl-tyrosine phosphorylation|spinal cord patterning|ventral spinal cord development|hippocampus development|cerebral cortex tangential migration|layer formation in cerebral cortex|cerebral cortex development|forebrain development|positive regulation of TOR signaling|positive regulation of CREB transcription factor activity|protein localization to synapse|reelin-mediated signaling pathway|positive regulation of protein kinase activity|response to pain|positive regulation of peptidyl-tyrosine phosphorylation|regulation of behavior|regulation of synaptic transmission|positive regulation of small GTPase mediated signal transduction|positive regulation of synaptic transmission, glutamatergic|long-term synaptic potentiation|positive regulation of dendritic spine morphogenesis|positive regulation of protein tyrosine kinase activity|positive regulation of synapse maturation|postsynaptic density assembly|N-methyl-D-aspartate receptor clustering|postsynaptic density protein 95 clustering|receptor localization to synapse|lateral motor column neuron migration|positive regulation of long-term synaptic potentiation|positive regulation of lateral motor column neuron migration|regulation of N-methyl-D-aspartate selective glutamate receptor activity|positive regulation of excitatory postsynaptic membrane potential|positive regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity|	protein binding|serine-type peptidase activity|metal ion binding|lipoprotein particle receptor binding|very-low-density lipoprotein particle receptor binding|	14	15	3.47e+08	5.5%
1.089	0.804	-0.038	0.18	0.007	-1.089	-0.344	-1.147	-0.853	-1.117	-0.804	0.344	-0.802	-0.624	-0.797	0.038	1.147	0.802	0.242	0.04	-0.18	0.853	0.624	-0.242	-0.203	-0.007	1.117	0.797	-0.04	0.203	P70290	P70290	Mpp1	1	19	9	9	P70290|B7ZCL8|A2AN84|D6RFD5	MOUSE	52511.5	27.2	886	886.1	142.71	142.71		466	55 kDa erythrocyte membrane protein	intracellular|membrane|cortical cytoskeleton|stereocilium|	regulation of neutrophil chemotaxis|	protein binding|	9	19	1.09e+09	27.2%
3.206	2.924	0.958	0.097	2.201	-3.206	-0.883	-2.368	-3.192	-1.448	-2.924	0.883	-1.648	-2.537	-0.581	-0.958	2.368	1.648	-0.791	1.112	-0.097	3.192	2.537	0.791	1.969	-2.201	1.448	0.581	-1.112	-1.969	Q9D0F3	Q9D0F3	Lman1	1	34	11	11	Q9D0F3	MOUSE	58073	27	887	887.1	142.52	142.52		517	Protein ERGIC-53	Golgi membrane|endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|membrane|integral component of membrane|sarcomere|ER to Golgi transport vesicle|endoplasmic reticulum-Golgi intermediate compartment membrane|host cell perinuclear region of cytoplasm|extracellular exosome|	ER to Golgi vesicle-mediated transport|endoplasmic reticulum organization|Golgi organization|positive regulation of organelle organization|protein transport|	carbohydrate binding|metal ion binding|	11	34	7.94e+09	27.0%
1.322	0.944	0.205	0.021	0.093	-1.322	-0.418	-1.101	-1.278	-1.187	-0.944	0.418	-0.687	-0.862	-0.754	-0.205	1.101	0.687	-0.123	-0.083	-0.021	1.278	0.862	0.123	0.031	-0.093	1.187	0.754	0.083	-0.031	Q9JMK2	Q9JMK2	Csnk1e	1	20	11	4	Q9JMK2|Q3TYE1	MOUSE	47606.5	27.8	888	888.1	142.18	54.19		416	Casein kinase I isoform epsilon	nucleus|nucleoplasm|cytoplasm|cytosol|ribonucleoprotein complex|	protein phosphorylation|endocytosis|circadian rhythm|regulation of cell shape|Wnt signaling pathway|peptidyl-serine phosphorylation|negative regulation of Wnt signaling pathway|positive regulation of proteasomal ubiquitin-dependent protein catabolic process|circadian regulation of gene expression|cellular protein localization|regulation of circadian rhythm|positive regulation of canonical Wnt signaling pathway|	protein kinase activity|protein serine/threonine kinase activity|protein binding|ATP binding|poly(A) RNA binding|	11	20	2.13e+09	27.8%
1.149	0.961	0.09	0.169	0.149	-1.149	-0.284	-1.099	-1.062	-1.103	-0.961	0.284	-0.861	-0.781	-0.696	-0.09	1.099	0.861	0.075	0.013	-0.169	1.062	0.781	-0.075	-0.045	-0.149	1.103	0.696	-0.013	0.045	Q9DC28	Q9DC28	Csnk1d	1	6	10	3	Q9DC28|Q9DC28-2	MOUSE	47600.5	23.6	888	888.2	125.1	37.11		415	Casein kinase I isoform delta	nucleus|nucleoplasm|cytoplasm|Golgi apparatus|centrosome|spindle|cytosol|spindle microtubule|plasma membrane|perinuclear region of cytoplasm|	positive regulation of protein phosphorylation|protein phosphorylation|endocytosis|microtubule nucleation|Golgi organization|circadian rhythm|regulation of cell shape|Wnt signaling pathway|peptidyl-serine phosphorylation|positive regulation of proteasomal ubiquitin-dependent protein catabolic process|circadian regulation of gene expression|protein localization to Golgi apparatus|nonmotile primary cilium assembly|regulation of circadian rhythm|spindle assembly|protein localization to cilium|protein localization to centrosome|positive regulation of canonical Wnt signaling pathway|	glycoprotein binding|protein kinase activity|protein serine/threonine kinase activity|protein binding|ATP binding|peptide binding|tau-protein kinase activity|phosphoprotein binding|	3	6	5.83e+08	8.9%
1.1	0.832	0.171	0.145	-0.002	-1.1	-0.364	-1.022	-0.967	-1.016	-0.832	0.364	-0.658	-0.635	-0.732	-0.171	1.022	0.658	0.081	-0.082	-0.145	0.967	0.635	-0.081	-0.092	0.002	1.016	0.732	0.082	0.092	P81122	P81122	Irs2	1	16	12	12	P81122	MOUSE	137958.9	13.1	889	889.1	142.14	142.14		1321	Insulin receptor substrate 2	cytosol|plasma membrane|	positive regulation of mesenchymal cell proliferation|negative regulation of B cell apoptotic process|brain development|cell proliferation|positive regulation of cell proliferation|insulin receptor signaling pathway|response to glucose|negative regulation of plasma membrane long-chain fatty acid transport|positive regulation of glucose metabolic process|regulation of lipid metabolic process|positive regulation of cell migration|mammary gland development|positive regulation of B cell proliferation|positive regulation of fatty acid beta-oxidation|positive regulation of insulin secretion|cellular response to insulin stimulus|negative regulation of kinase activity|positive regulation of glycogen biosynthetic process|positive regulation of glucose import|cellular response to glucose stimulus|	signal transducer activity|insulin receptor binding|protein binding|protein kinase binding|protein phosphatase binding|protein domain specific binding|phosphatidylinositol 3-kinase binding|14-3-3 protein binding|	12	16	1.74e+09	13.1%
1.899	1.193	0.681	0.158	0.072	-1.899	-0.868	-1.296	-1.817	-1.916	-1.193	0.868	-0.555	-1.012	-1.149	-0.681	1.296	0.555	-0.511	-0.631	-0.158	1.817	1.012	0.511	-0.099	-0.072	1.916	1.149	0.631	0.099	Q9QWW1	Q9QWW1	Homer2	1	24	12	12	Q9QWW1|Q9QWW1-2|E9Q4F9|A0A140LJ06	MOUSE	40797.7	37.2	890	890.1	141.99	141.99		354	Homer protein homolog 2	nucleus|nucleoplasm|nucleolus|cytoplasm|plasma membrane|cell junction|dendrite|neuronal cell body|apical part of cell|postsynaptic membrane|neuronal postsynaptic density|	G-protein coupled glutamate receptor signaling pathway|regulation of G-protein coupled receptor protein signaling pathway|calcium-mediated signaling using intracellular calcium source|behavioral response to cocaine|chemical homeostasis within a tissue|regulation of store-operated calcium entry|	actin binding|protein binding|protein domain specific binding|GKAP/Homer scaffold activity|G-protein coupled glutamate receptor binding|protein homodimerization activity|protein heterodimerization activity|	12	24	5.53e+09	37.2%
1.213	0.787	0.068	-0.101	0.273	-1.213	-0.415	-1.138	-1.314	-0.929	-0.787	0.415	-0.717	-0.887	-0.557	-0.068	1.138	0.717	-0.106	0.171	0.101	1.314	0.887	0.106	0.323	-0.273	0.929	0.557	-0.171	-0.323	Q9D5V5	Q9D5V5	Cul5	1	22	15	15	Q9D5V5|G3X914|E9PV12|E9Q6Z0	MOUSE	91543.2	22.6	891	891.1	141.99	141.99		780	Cullin-5	Cul5-RING ubiquitin ligase complex|	protein ubiquitination|cerebral cortex radially oriented cell migration|radial glia guided migration of Purkinje cell|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|	protein binding|ubiquitin protein ligase binding|protein heterodimerization activity|ubiquitin protein ligase activity|	15	22	1.26e+09	22.6%
1.251	0.841	0.336	0.145	0.022	-1.251	-0.306	-1.002	-1.139	-1.225	-0.841	0.306	-0.635	-0.763	-0.889	-0.336	1.002	0.635	-0.177	-0.287	-0.145	1.139	0.763	0.177	-0.14	-0.022	1.225	0.889	0.287	0.14	A2ALK6	A2ALK6	Epb41l4b	1	26	12	11	A2ALK6|Q9JMC8|Q8BGS1-3	MOUSE	100579.7	15.3	892	892.1	141.84	131.34		899	Band 4.1-like protein 4B	cytoplasm|cytoskeleton|extrinsic component of membrane|apical part of cell|	actomyosin structure organization|	protein binding|cytoskeletal protein binding|	12	26	1.4e+09	15.3%
0.971	1.085	0.218	0.094	0.34	-0.971	0.169	-0.786	-0.871	-0.637	-1.085	-0.169	-0.841	-0.972	-0.817	-0.218	0.786	0.841	-0.132	0.12	-0.094	0.871	0.972	0.132	0.168	-0.34	0.637	0.817	-0.12	-0.168	Q6ZQ82	Q6ZQ82	Arhgap26	1	28	13	13	Q6ZQ82|E9QAQ3	MOUSE	92810.6	21	893	893.1	141.83	141.83		814	Rho GTPase-activating protein 26	cytoplasm|cytoskeleton|focal adhesion|	plasma membrane organization|signal transduction|actin cytoskeleton organization|positive regulation of GTPase activity|regulation of small GTPase mediated signal transduction|	GTPase activator activity|protein binding|phospholipid binding|	13	28	4.27e+09	21.0%
1.066	0.745	0.057	0.212	0.271	-1.066	-0.342	-1.076	-0.84	-0.735	-0.745	0.342	-0.681	-0.499	-0.48	-0.057	1.076	0.681	0.164	0.2	-0.212	0.84	0.499	-0.164	0.106	-0.271	0.735	0.48	-0.2	-0.106	Q62425	Q62425	Ndufa4	1	49	10	10	Q62425|A0A0N4SVQ1	MOUSE	9326.6	65.8	894	894.1	141.78	141.78		82	Cytochrome c oxidase subunit NDUFA4	mitochondrion|mitochondrial inner membrane|mitochondrial respiratory chain complex IV|extracellular exosome|mitochondrial respiratory chain complex I|	oxidation-reduction process|hydrogen ion transmembrane transport|	protein complex binding|cytochrome-c oxidase activity|	10	49	8.34e+10	65.8%
1.408	0.963	0.316	0.219	0.142	-1.408	-0.451	-1.063	-1.261	-1.318	-0.963	0.451	-0.592	-0.713	-0.733	-0.316	1.063	0.592	-0.163	-0.214	-0.219	1.261	0.713	0.163	-0.077	-0.142	1.318	0.733	0.214	0.077	F8WHQ1	F8WHQ1	Tpd52	1	24	11	1	F8WHQ1|Q62393|D3Z637	MOUSE	26983.6	48.5	895	895.1	141.64	12.43		247	Tumor protein D52	cytoplasm|endoplasmic reticulum|perinuclear region of cytoplasm|	positive regulation of cell proliferation|	calcium ion binding|protein homodimerization activity|protein heterodimerization activity|	11	24	3.92e+09	48.5%
1.219	1.118	0.073	0.093	0.61	-1.219	-0.036	-1.079	-1.034	-0.516	-1.118	0.036	-1.084	-1.005	-0.539	-0.073	1.079	1.084	-0.023	0.529	-0.093	1.034	1.005	0.023	0.543	-0.61	0.516	0.539	-0.529	-0.543	Q9CW03	Q9CW03	Smc3	1	21	13	13	Q9CW03	MOUSE	141952.6	12.6	896	896.1	141.34	141.34		1217	Structural maintenance of chromosomes protein 3	chromosome, centromeric region|chromatin|lateral element|spindle pole|basement membrane|nucleus|nucleoplasm|cytoplasm|cohesin core heterodimer|nuclear matrix|meiotic cohesin complex|nuclear meiotic cohesin complex|	regulation of DNA replication|DNA repair|mitotic spindle organization|sister chromatid cohesion|mitotic sister chromatid cohesion|meiotic nuclear division|signal transduction|stem cell maintenance|negative regulation of DNA endoreduplication|cell division|	chromatin binding|protein binding|ATP binding|mediator complex binding|dynein binding|protein heterodimerization activity|	13	21	1.4e+09	12.6%
0.605	1.311	-0.493	-0.112	0.687	-0.605	0.742	-0.945	-0.644	-0.125	-1.311	-0.742	-1.727	-1.488	-0.77	0.493	0.945	1.727	0.405	0.953	0.112	0.644	1.488	-0.405	0.761	-0.687	0.125	0.77	-0.953	-0.761	Q8K0E8	Q8K0E8	Fgb	1	24	14	14	Q8K0E8|F1MAV0|P02676	MOUSE	55436.4	32.2	897	897.1	141.28	141.28		481	Fibrinogen beta chain	fibrinogen complex|extracellular space|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|	cell-matrix adhesion|signal transduction|plasminogen activation|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|cellular protein complex assembly|cellular response to leptin stimulus|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-1|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|negative regulation of endothelial cell apoptotic process|	structural molecule activity|protein binding, bridging|chaperone binding|receptor binding|cell adhesion molecule binding|	14	24	1.54e+09	32.2%
