id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Brain_Searched..127.126.127.128.129.130.131..No_BirA_6.multimedian,Brain_Searched..128.126.127.128.129.130.131..No_BirA_5.multimedian,Brain_Searched..131.126.127.128.129.130.131..No_BirA_4.multimedian,Brain_Searched..126.126.127.128.129.130.131..XBirA_2.multimedian,Brain_Searched..129.126.127.128.129.130.131..XBirA_3.multimedian,Brain_Searched..130.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Brain_Searched.unique_peptides,Brain_Searched.numSpectra,Brain_Searched.totalIntensity,Brain_Searched.pct_cov
E9PV24,0.00077593,-0.1145,41.55525771,1.182333333,6.98995E-05,3.977850081,-0.316,-1.227,-0.574,0.222,0.833,0.375,E9PV24,Fga,E9PV24_Fga,E9PV24,Fga,1,31,14,14,E9PV24|E9PV24-2,MOUSE,88169.4,16,904,904.1,140.55,140.55,,789,Fibrinogen alpha chain,fibrinogen complex|extracellular space|rough endoplasmic reticulum|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|,"protein complex assembly|acute-phase response|cell-matrix adhesion|signal transduction|blood coagulation|plasminogen activation|response to estradiol|response to genistein|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|response to morphine|cellular protein complex assembly|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|response to cycloheximide|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-6|cellular response to organic cyclic compound|blood coagulation, common pathway|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|liver regeneration|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|cellular response to granulocyte colony-stimulating factor|negative regulation of endothelial cell apoptotic process|","structural molecule activity|protein binding, bridging|receptor binding|cell adhesion molecule binding|",14,31,3210000000,16.0%
Q9DB20,0.056078129,-0.11,16.69743852,0.684,0.021392234,2.301254121,-0.732,-0.552,-0.072,0.287,0.056,0.353,Q9DB20,Atp5o,Q9DB20_Atp5o,Q9DB20,Atp5o,1,28,9,9,Q9DB20,MOUSE,23420.2,50.7,905,905.1,140.55,140.55,,213,"ATP synthase subunit O, mitochondrial","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)|nucleus|mitochondrion|mitochondrial proton-transporting ATP synthase complex|plasma membrane|myelin sheath|extracellular exosome|",mitochondrial ATP synthesis coupled proton transport|,"steroid binding|drug binding|protein complex binding|proton-transporting ATP synthase activity, rotational mechanism|ATPase activity|",9,28,22300000000,50.7%
Q6PAR5,0.076794655,-0.204666667,13.5410188,0.598,0.044248456,2.011915152,-0.921,-0.662,0.072,0.099,-0.007,0.191,Q6PAR5,Gapvd1,Q6PAR5_Gapvd1,Q6PAR5,Gapvd1,1,24,14,14,Q6PAR5|Q6PAR5-6|Q6PAR5-4|Q6PAR5-2|Q6PAR5-5|Q6PAR5-3,MOUSE,163882.6,14.1,906,906.1,140.31,140.31,,1458,GTPase-activating protein and VPS9 domain-containing protein 1,endosome|cytosol|membrane|,endocytosis|signal transduction|positive regulation of GTPase activity|regulation of protein transport|,guanyl-nucleotide exchange factor activity|GTPase activator activity|protein binding|GTPase activating protein binding|,14,24,1310000000,14.1%
Q9R111,0.082646481,-0.196166667,12.86463949,0.578333333,0.051705418,1.945748489,-1.084,-0.523,0.151,0.088,-0.036,0.227,Q9R111,Gda,Q9R111_Gda,Q9R111,Gda,1,24,12,12,Q9R111|D3YU09,MOUSE,51525.6,33.7,907,907.1,139.94,139.94,,454,Guanine deaminase,extracellular exosome|,guanine catabolic process|,protein binding|zinc ion binding|guanine deaminase activity|,12,24,4130000000,33.7%
Q9D7B6,0.062577956,-0.058833333,15.52218963,0.653,0.028040195,2.196957516,-0.469,-0.574,-0.113,0.361,0.105,0.337,Q9D7B6,Acad8,Q9D7B6_Acad8,Q9D7B6,Acad8,1,22,12,12,A0A0R4J0P1|Q9D7B6|D3YTT4,MOUSE,45817.8,37,908,908.1,139.91,139.91,,413,"Isobutyryl-CoA dehydrogenase, mitochondrial",mitochondrion|,valine catabolic process|oxidation-reduction process|,acyl-CoA dehydrogenase activity|flavin adenine dinucleotide binding|,12,22,9130000000,37.0%
Q80TM6,0.069255307,-0.275666667,14.50904614,0.625333333,0.03540751,2.1038756,-1.253,-0.719,0.207,0.045,0.028,0.038,Q80TM6,R3hdm2,Q80TM6_R3hdm2,Q80TM6,R3hdm2,1,17,10,10,Q80TM6|Q80TM6-3|Q80TM6-2|Q148X5|Q80TM6-4|E9Q9D6|E9Q0F6,MOUSE,115094.7,14.3,909,909.1,139.73,139.73,,1044,R3H domain-containing protein 2,nucleus|,,poly(A) RNA binding|,10,17,5320000000,14.3%
P80313,0.068239687,-0.084666667,14.65344791,0.629333333,0.034249577,2.117333226,-0.591,-0.467,-0.14,0.191,0.191,0.308,P80313,Cct7,P80313_Cct7,P80313,Cct7,1,27,12,12,P80313|A0A0N4SV00|A0A0N4SV22,MOUSE,60164.6,25.9,910,910.1,139.63,139.63,,544,T-complex protein 1 subunit eta,zona pellucida receptor complex|mitochondrion|chaperonin-containing T-complex|microtubule|cell body|extracellular exosome|,protein folding|binding of sperm to zona pellucida|toxin transport|,protein binding|ATP binding|identical protein binding|unfolded protein binding|,12,27,1380000000,25.9%
Q91YU6,0.177533098,-0.1125,8.031771418,0.420333333,0.157334099,1.414172245,-0.678,-0.407,0.117,0.235,0.006,0.052,Q91YU6,Lzts2,Q91YU6_Lzts2,Q91YU6,Lzts2,1,21,12,12,Q91YU6,MOUSE,73204.3,20.7,911,911.1,139.59,139.59,,671,Leucine zipper putative tumor suppressor 2,cytoplasm|centrosome|microtubule|midbody|,cytokinesis|kidney development|mitotic nuclear division|negative regulation of cell proliferation|positive regulation of cell death|Wnt signaling pathway|negative regulation of Wnt signaling pathway|microtubule severing|nuclear export|spindle midzone assembly|renal system development|negative regulation of canonical Wnt signaling pathway|negative regulation of protein localization to nucleus|,,12,21,4120000000,20.7%
Q8K341,0.111706483,-0.182166667,10.63395047,0.509666667,0.086418148,1.714725902,-1.04,-0.457,0.186,0.15,-0.05,0.118,Q8K341,Atat1,Q8K341_Atat1,Q8K341,Atat1,1,22,11,11,Q8K341|Q8K341-3|Q8K341-4|Q8K341-2|Q8K341-5,MOUSE,47333.9,30.4,912,912.1,139.43,139.43,,421,Alpha-tubulin N-acetyltransferase 1,cytoplasm|microtubule|coated pit|focal adhesion|axon|mitotic spindle|microtubule bundle|,spermatogenesis|dentate gyrus development|regulation of fat cell differentiation|neuron development|regulation of microtubule cytoskeleton organization|alpha-tubulin acetylation|positive regulation of NLRP3 inflammasome complex assembly|,tubulin N-acetyltransferase activity|coenzyme binding|,11,22,2310000000,30.4%
P63168,0.101760164,-0.193666667,11.27340236,0.53,0.07458642,1.783135503,-1.156,-0.511,0.291,0.095,-0.059,0.178,P63168,Dynll1,P63168_Dynll1,P63168,Dynll1,1,37,9,7,P63168|Q80ZS7,MOUSE,10536.9,61.7,913,913.1,139.39,113.59,,89,"Dynein light chain 1, cytoplasmic",kinetochore|nucleus|cytoplasm|mitochondrion|centrosome|cytosol|cytoskeleton|cytoplasmic dynein complex|microtubule|cilium|membrane|extracellular exosome|mitotic spindle|COP9 signalosome|,"transcription, DNA-templated|regulation of transcription, DNA-templated|apoptotic process|microtubule-based movement|substantia nigra development|intraciliary retrograde transport|negative regulation of phosphorylation|negative regulation of catalytic activity|negative regulation of nitric oxide biosynthetic process|cilium morphogenesis|",motor activity|enzyme inhibitor activity|protein binding|protein C-terminus binding|protein domain specific binding|,9,37,44200000000,61.7%
Q9D0M5,0.172613357,0.022333333,8.186912746,0.426,0.151812917,1.433237216,-0.438,-0.166,0.032,0.33,-0.046,0.422,Q9D0M5,Dynll2,Q9D0M5_Dynll2,Q9D0M5,Dynll2,1,25,7,5,Q9D0M5|D6RIN4,MOUSE,10463.8,57.3,913,913.2,102.8,77,,89,"Dynein light chain 2, cytoplasmic",nucleus|cytoplasm|centrosome|microtubule|membrane|myosin complex|dynein complex|,microtubule-based process|synaptic target recognition|metabolic process|intracellular transport|,motor activity|protein binding|cytoskeletal protein binding|,5,25,19800000000,39.3%
Q9Z1G3,0.05217643,-0.025166667,17.54409714,0.705666667,0.017603146,2.374149597,-0.55,-0.493,-0.091,0.17,0.121,0.692,Q9Z1G3,Atp6v1c1,Q9Z1G3_Atp6v1c1,Q9Z1G3,Atp6v1c1,1,34,12,12,Q9Z1G3,MOUSE,44057.9,30.6,914,914.1,139.12,139.12,,382,V-type proton ATPase subunit C 1,"lysosomal membrane|plasma membrane|cytoplasmic vesicle|proton-transporting V-type ATPase, V1 domain|apical part of cell|extracellular exosome|",ATP hydrolysis coupled proton transport|,"hydrogen-exporting ATPase activity, phosphorylative mechanism|",12,34,5500000000,30.6%
Q9JLZ3,0.05085205,0.012166667,17.86197949,0.713666667,0.016360706,2.40106485,-0.246,-0.685,-0.103,0.453,0.647,0.007,Q9JLZ3,Auh,Q9JLZ3_Auh,Q9JLZ3,Auh,1,28,11,11,Q9JLZ3|A0A0R4J023|Q9JLZ3-3|A0A0R4J1L8,MOUSE,33679.7,29.2,915,915.1,139.09,139.09,,314,"Methylglutaconyl-CoA hydratase, mitochondrial",mitochondrion|,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay|leucine catabolic process|",RNA binding|mRNA 3'-UTR binding|enoyl-CoA hydratase activity|methylglutaconyl-CoA hydratase activity|,11,28,7030000000,29.2%
Q8VH51,0.002987618,-0.091833333,34.97472722,1.070333333,0.000318073,3.601036541,-0.775,-0.698,-0.408,0.469,0.501,0.36,Q8VH51,Rbm39,Q8VH51_Rbm39,Q8VH51,Rbm39,1,26,12,12,Q8VH51|Q8VH51-2|E9Q8F0|Q8VH51-3,MOUSE,59690.8,30.3,916,916.1,138.98,138.98,,530,RNA-binding protein 39,nucleus|nucleoplasm|microtubule organizing center|microtubule cytoskeleton|,"transcription, DNA-templated|regulation of transcription, DNA-templated|mRNA processing|RNA splicing|",nucleotide binding|transcription coactivator activity|protein binding|poly(A) RNA binding|,12,26,5270000000,30.3%
P31750,0.06899176,-0.143,14.53306444,0.626,0.035212232,2.106118537,-0.862,-0.586,0.08,0.32,-0.026,0.216,P31750,Akt1,P31750_Akt1,P31750,Akt1,1,15,13,9,P31750|D3Z783,MOUSE,56105.7,30.8,917,917.1,138.97,87.83,,480,RAC-alpha serine/threonine-protein kinase,nucleus|nucleoplasm|cytoplasm|mitochondrion|spindle|cytosol|plasma membrane|cell-cell junction|microtubule cytoskeleton|ciliary basal body|protein complex|,"protein import into nucleus, translocation|osteoblast differentiation|maternal placenta development|positive regulation of protein phosphorylation|positive regulation of endothelial cell proliferation|glycogen metabolic process|glycogen biosynthetic process|regulation of glycogen biosynthetic process|glucose metabolic process|translation|regulation of translation|protein phosphorylation|negative regulation of protein kinase activity|activation-induced cell death of T cells|inflammatory response|response to oxidative stress|cytoskeleton organization|germ cell development|aging|insulin receptor signaling pathway|apoptotic mitochondrial changes|response to hormone|negative regulation of autophagy|negative regulation of gene expression|negative regulation of plasma membrane long-chain fatty acid transport|positive regulation of fibroblast migration|positive regulation of sodium ion transport|positive regulation of glucose metabolic process|negative regulation of endopeptidase activity|regulation of neuron projection development|glucose transport|phosphorylation|protein ubiquitination|peptidyl-serine phosphorylation|cell projection organization|protein catabolic process|hyaluronan metabolic process|positive regulation of cell growth|regulation of cell migration|endocrine pancreas development|regulation of myelination|positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle|lipopolysaccharide-mediated signaling pathway|negative regulation of fatty acid beta-oxidation|response to food|peripheral nervous system myelin maintenance|positive regulation of proteasomal ubiquitin-dependent protein catabolic process|cellular response to insulin stimulus|regulation of protein localization|positive regulation of peptidyl-serine phosphorylation|response to fluid shear stress|intracellular signal transduction|cellular response to vascular endothelial growth factor stimulus|cellular response to decreased oxygen levels|glucose homeostasis|positive regulation of apoptotic process|negative regulation of apoptotic process|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|protein kinase B signaling|positive regulation of blood vessel endothelial cell migration|positive regulation of nitric oxide biosynthetic process|positive regulation of fat cell differentiation|positive regulation of glycogen biosynthetic process|negative regulation of cell size|negative regulation of proteolysis|positive regulation of vasoconstriction|positive regulation of transcription from RNA polymerase II promoter|positive regulation of glucose import|negative regulation of JNK cascade|positive regulation of lipid biosynthetic process|insulin-like growth factor receptor signaling pathway|positive regulation of nitric-oxide synthase activity|positive regulation of sequence-specific DNA binding transcription factor activity|striated muscle cell differentiation|response to growth hormone|glycogen cell differentiation involved in embryonic placenta development|labyrinthine layer blood vessel development|response to UV-A|cellular response to mechanical stimulus|cellular response to growth factor stimulus|cellular response to epidermal growth factor stimulus|cellular response to prostaglandin E stimulus|cellular response to organic cyclic compound|cellular response to hypoxia|positive regulation of establishment of protein localization to plasma membrane|negative regulation of release of cytochrome c from mitochondria|cellular response to granulocyte macrophage colony-stimulating factor stimulus|execution phase of apoptosis|cellular response to peptide|response to insulin-like growth factor stimulus|","protein kinase activity|protein serine/threonine kinase activity|protein serine/threonine/tyrosine kinase activity|protein kinase C binding|protein binding|ATP binding|phosphatidylinositol-3,4,5-trisphosphate binding|kinase activity|protein kinase binding|nitric-oxide synthase regulator activity|identical protein binding|phosphatidylinositol-3,4-bisphosphate binding|protein phosphatase 2A binding|14-3-3 protein binding|",13,15,652000000,30.8%
Q9WUA6,0.066182809,-0.037333333,14.92000581,0.636666667,0.032210645,2.142005541,-0.76,-0.271,-0.036,0.259,0.097,0.487,Q9WUA6,Akt3,Q9WUA6_Akt3,Q9WUA6,Akt3,1,3,7,3,Q9WUA6|Q9WUA6-2,MOUSE,56112.8,16,917,917.2,77.86,26.72,,479,RAC-gamma serine/threonine-protein kinase,nucleoplasm|cytoplasm|Golgi apparatus|plasma membrane|,mitochondrial genome maintenance|signal transduction|positive regulation of sodium ion transport|peptidyl-serine phosphorylation|peptidyl-threonine phosphorylation|cellular response to insulin stimulus|,protein kinase activity|protein serine/threonine kinase activity|protein binding|ATP binding|,3,3,72100000,6.6%
Q60823,0.134587082,-0.1625,9.544926386,0.473666667,0.111047136,1.593607264,-0.795,-0.414,0.011,0.198,0.036,-0.011,Q60823,Akt2,Q60823_Akt2,Q60823,Akt2,1,3,6,2,Q60823|F8WHG5,MOUSE,56140.1,12.4,917,917.3,67.21,16.07,,481,RAC-beta serine/threonine-protein kinase,nucleus|cytosol|plasma membrane|cell cortex|ruffle membrane|insulin-responsive compartment|,positive regulation of protein phosphorylation|glycogen biosynthetic process|glucose metabolic process|regulation of translation|protein phosphorylation|response to osmotic stress|insulin receptor signaling pathway|carbohydrate transport|positive regulation of signal transduction|negative regulation of plasma membrane long-chain fatty acid transport|positive regulation of sodium ion transport|positive regulation of glucose metabolic process|response to muscle activity|positive regulation of cell migration|positive regulation of vesicle fusion|response to nutrient levels|positive regulation of fatty acid beta-oxidation|peripheral nervous system myelin maintenance|cellular response to insulin stimulus|negative regulation of RNA splicing|positive regulation of peptidyl-serine phosphorylation|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|protein kinase B signaling|positive regulation of nitric oxide biosynthetic process|positive regulation of glycogen biosynthetic process|positive regulation of transcription from RNA polymerase II promoter|positive regulation of glucose import|positive regulation of positive chemotaxis|intracellular protein transmembrane transport|cellular response to organic cyclic compound|protein localization to plasma membrane|positive regulation of protein targeting to membrane|activation of GTPase activity|positive regulation of cell motility|positive regulation of glucose import in response to insulin stimulus|,protein kinase activity|protein serine/threonine kinase activity|protein kinase C binding|protein binding|ATP binding|,2,3,120000000,3.7%
P06837,0.079629787,0.004166667,13.2064619,0.588333333,0.047791846,1.979392555,-0.551,-0.256,-0.063,0.511,0.096,0.288,P06837,Gap43,P06837_Gap43,P06837,Gap43,1,18,12,12,P06837,MOUSE,23746.1,57.2,918,918.1,138.4,138.4,,227,Neuromodulin,cytoplasm|plasma membrane|postsynaptic density|cell junction|axon|filopodium membrane|growth cone membrane|cell periphery|neuronal postsynaptic density|,axon guidance|glial cell differentiation|axon choice point recognition|regulation of growth|tissue regeneration|cell fate commitment|regulation of filopodium assembly|,phosphatidylserine binding|calmodulin binding|lysophosphatidic acid binding|phosphatidylinositol phosphate binding|,12,18,1810000000,57.2%
E9QPU1,0.016509045,-0.078666667,25.78984499,0.894,0.002636425,3.007779509,-0.699,-0.718,-0.16,0.388,0.288,0.429,E9QPU1,Vwf,E9QPU1_Vwf,E9QPU1,Vwf,1,18,15,15,E9QPU1|Q8CIZ8,MOUSE,322558.9,7.7,919,919.1,138.11,138.11,,2813,von Willebrand factor,extracellular region|proteinaceous extracellular matrix|endoplasmic reticulum|external side of plasma membrane|extracellular matrix|Weibel-Palade body|extracellular exosome|,liver development|placenta development|cell adhesion|blood coagulation|hemostasis|platelet activation|cell-substrate adhesion|protein homooligomerization|platelet activation|,glycoprotein binding|protease binding|integrin binding|protein binding|collagen binding|immunoglobulin binding|identical protein binding|protein homodimerization activity|protein N-terminus binding|chaperone binding|,15,18,1380000000,7.7%
B1AVH5,0.071291405,-0.1815,14.23423362,0.617666667,0.03772043,2.078081816,-0.826,-0.602,-0.043,0.165,0.08,0.137,B1AVH5,Coro2a,B1AVH5_Coro2a,B1AVH5,Coro2a,1,23,13,13,B1AVH5|Q8C0P5,MOUSE,62278.2,16.5,920,920.1,138.1,138.1,,543,Coronin,actin cytoskeleton|transcriptional repressor complex|,actin cytoskeleton organization|,actin binding|actin filament binding|,13,23,2820000000,16.5%
