"","id","adj.P.Val.xBirACre.over.NoBirA","AveExpr.xBirACre.over.NoBirA","Log.P.Value.xBirACre.over.NoBirA","logFC.xBirACre.over.NoBirA","P.Value.xBirACre.over.NoBirA","t.xBirACre.over.NoBirA","PlexesSearchedTogether_correct..126.126.127.128.129.130.131..NoBirA_6Combo.multimedian","PlexesSearchedTogether_correct..128.126.127.128.129.130.131..NoBirA_4Combo.multimedian","PlexesSearchedTogether_correct..129.126.127.128.129.130.131..NoBirA_5Combo.multimedian","PlexesSearchedTogether_correct..127.126.127.128.129.130.131..BirA.Cre_3Combo.multimedian","PlexesSearchedTogether_correct..130.126.127.128.129.130.131..BirA.Cre_2Combo.multimedian","PlexesSearchedTogether_correct..131.126.127.128.129.130.131..BirA.Cre_1Combo.multimedian","id.query","id.mapped","id.concat","accession_number","geneSymbol","numColumnsProteinObserved","numSpectraProteinObserved","numPepsUnique","numPepsUniqueSubgroupSpecificCI","accession_numbers","species","protein_mw","percentCoverage","groupNum","subgroupNum","scoreUnique","scoreUniqueSubgroupSpecificCI","orfCategory","sequenceLength","entry_name","cellular_component","biological_process","molecular_function","PlexesSearchedTogether_correct.unique_peptides","PlexesSearchedTogether_correct.numSpectra","PlexesSearchedTogether_correct.totalIntensity","PlexesSearchedTogether_correct.pct_cov"
"281","Q9Z0M6",0.00010426,-0.946833333,47.29587624,4.171666667,1.86386e-05,9.582258867,-3.694,-2.516,-2.888,1.117,1.418,0.882,"Q9Z0M6","Adgre5","Q9Z0M6_Adgre5","Q9Z0M6","Cd97",1,27,7,7,"E9QJS7|Q9Z0M6|Q9Z0M6-3|E9QMJ5|Q9Z0M6-2|A0A0D9SEG8|Q9DC42","MOUSE",92922.2,10,252,252.1,103.98,103.98,NA,818,"CD97 antigen","plasma membrane|focal adhesion|membrane|integral component of membrane|extracellular exosome|","cell adhesion|G-protein coupled receptor signaling pathway|positive regulation of synapse assembly|","transmembrane signaling receptor activity|G-protein coupled receptor activity|calcium ion binding|",7,27,4.43e+08,"10.0%"
"282","P47878",0.000110858,-1.0825,45.54423284,4.212333333,2.78982e-05,9.040646511,-3.058,-2.506,-4.002,0.944,1.173,0.954,"P47878","Igfbp3","P47878_Igfbp3","P47878","Igfbp3",1,33,8,8,"P47878","MOUSE",32713.3,29.1,253,253.1,103.17,103.17,NA,292,"Insulin-like growth factor-binding protein 3","extracellular space|nucleus|insulin-like growth factor ternary complex|extracellular exosome|","regulation of cell growth|osteoblast differentiation|negative regulation of protein phosphorylation|protein phosphorylation|negative regulation of cell proliferation|regulation of glucose metabolic process|negative regulation of smooth muscle cell migration|regulation of growth|positive regulation of apoptotic process|positive regulation of catalytic activity|positive regulation of MAPK cascade|positive regulation of insulin-like growth factor receptor signaling pathway|type B pancreatic cell proliferation|positive regulation of myoblast differentiation|negative regulation of smooth muscle cell proliferation|","fibronectin binding|insulin-like growth factor binding|protein tyrosine phosphatase activator activity|insulin-like growth factor I binding|insulin-like growth factor II binding|",8,33,1.48e+10,"29.1%"
"283","Q01705",0.000128279,-0.676833333,43.88086299,3.380333333,4.09179e-05,8.550677112,-2.351,-1.895,-2.855,0.975,1.163,0.902,"Q01705","Notch1","Q01705_Notch1","Q01705","Notch1",1,19,9,9,"Q01705|Q01705-3|Q01705-4|Q01705-2","MOUSE",284808.6,4.3,254,254.1,101.34,101.34,NA,2531,"Neurogenic locus notch homolog protein 1","Golgi membrane|acrosomal vesicle|ruffle|MAML1-RBP-Jkappa- ICN1 complex|extracellular region|nucleus|nucleoplasm|cytoplasm|endoplasmic reticulum|endoplasmic reticulum membrane|cytosol|cytoskeleton|plasma membrane|integral component of plasma membrane|cell surface|lamellipodium|cytoplasmic vesicle|receptor complex|cell periphery|","negative regulation of transcription from RNA polymerase II promoter|in utero embryonic development|cell fate specification|epithelial to mesenchymal transition|liver development|heart looping|sprouting angiogenesis|osteoblast fate commitment|positive regulation of neuroblast proliferation|inflammatory response to antigenic stimulus|endocardium development|endocardium morphogenesis|atrioventricular node development|coronary vein morphogenesis|aortic valve morphogenesis|atrioventricular valve morphogenesis|pulmonary valve morphogenesis|mitral valve formation|epithelial to mesenchymal transition involved in endocardial cushion formation|endocardial cushion morphogenesis|cardiac chamber formation|cardiac ventricle morphogenesis|cardiac atrium morphogenesis|cardiac right atrium morphogenesis|cardiac left ventricle morphogenesis|cardiac right ventricle formation|ventricular trabecula myocardium morphogenesis|growth involved in heart morphogenesis|regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation|Notch signaling pathway involved in regulation of secondary heart field cardioblast proliferation|cell migration involved in endocardial cushion formation|pericardium morphogenesis|regulation of transcription from RNA polymerase II promoter|transcription from RNA polymerase II promoter|humoral immune response|Notch signaling pathway|positive regulation of transcription of Notch receptor target|spermatogenesis|determination of left/right symmetry|compartment pattern specification|axonogenesis|foregut morphogenesis|endoderm development|heart development|positive regulation of cell proliferation|negative regulation of cell proliferation|epidermis development|regulation of Notch signaling pathway|auditory receptor cell fate commitment|glial cell differentiation|regulation of gene expression|positive regulation of epithelial to mesenchymal transition|negative regulation of cell-substrate adhesion|negative regulation of myotube differentiation|mesenchymal cell development|regulation of somitogenesis|cell differentiation in spinal cord|neural tube development|cell differentiation|neuron differentiation|keratinocyte differentiation|negative regulation of ossification|lung development|embryonic limb morphogenesis|regulation of cell migration|positive regulation of cell migration|positive regulation of BMP signaling pathway|negative regulation of BMP signaling pathway|forebrain development|hair follicle morphogenesis|organ regeneration|response to corticosteroid|response to muramyl dipeptide|response to lipopolysaccharide|embryonic hindlimb morphogenesis|tube formation|skeletal muscle cell differentiation|cellular response to vascular endothelial growth factor stimulus|regulation of cell proliferation|tissue regeneration|positive regulation of apoptotic process|negative regulation of catalytic activity|cell fate commitment|negative regulation of cell differentiation|positive regulation of endothelial cell differentiation|regulation of auditory receptor cell differentiation|negative regulation of auditory receptor cell differentiation|positive regulation of keratinocyte differentiation|negative regulation of myoblast differentiation|negative regulation of neuron differentiation|negative regulation of osteoblast differentiation|positive regulation of Notch signaling pathway|negative regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|negative regulation of calcium ion-dependent exocytosis|positive regulation of JAK-STAT cascade|negative regulation of photoreceptor cell differentiation|somatic stem cell division|neuron fate commitment|astrocyte differentiation|oligodendrocyte differentiation|positive regulation of astrocyte differentiation|negative regulation of oligodendrocyte differentiation|branching morphogenesis of an epithelial tube|regulation of epithelial cell proliferation|positive regulation of epithelial cell proliferation|regulation of neurogenesis|negative regulation of neurogenesis|cardiac muscle tissue morphogenesis|cardiac muscle cell proliferation|positive regulation of cardiac muscle cell proliferation|negative regulation of glial cell proliferation|cilium morphogenesis|cardiac epithelial to mesenchymal transition|cardiac septum morphogenesis|ventricular septum morphogenesis|secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development|negative regulation of cell death|prostate gland epithelium morphogenesis|regulation of epithelial cell proliferation involved in prostate gland development|arterial endothelial cell differentiation|venous endothelial cell differentiation|cardiac vascular smooth muscle cell development|endocardial cell differentiation|vasculogenesis involved in coronary vascular morphogenesis|coronary artery morphogenesis|Notch signaling involved in heart development|regulation of cell adhesion involved in heart morphogenesis|heart trabecula morphogenesis|positive regulation of transcription from RNA polymerase II promoter in response to hypoxia|left/right axis specification|cellular response to follicle-stimulating hormone stimulus|distal tubule development|collecting duct development|glomerular mesangial cell development|interleukin-4 secretion|negative regulation of cell migration involved in sprouting angiogenesis|negative regulation of canonical Wnt signaling pathway|neuronal stem cell maintenance|positive regulation of ephrin receptor signaling pathway|regulation of extracellular matrix assembly|apoptotic process involved in embryonic digit morphogenesis|negative regulation of stem cell differentiation|negative regulation of anoikis|negative regulation of pro-B cell differentiation|negative regulation of endothelial cell chemotaxis|","core promoter binding|RNA polymerase II transcription factor binding transcription activator activity|chromatin binding|sequence-specific DNA binding transcription factor activity|enzyme inhibitor activity|receptor activity|Notch binding|calcium ion binding|protein binding|enzyme binding|chromatin DNA binding|sequence-specific DNA binding|protein heterodimerization activity|",9,19,4.67e+08,"4.3%"
"284","Q8VC49",0.00010426,-0.981833333,52.36190838,4.193666667,5.80509e-06,11.31165461,-3.207,-2.719,-3.31,1.299,1.158,0.888,"Q8VC49","Ifi27l2b","Q8VC49_Ifi27l2b","Q8VC49","Ifi27l2b",1,19,6,6,"Q8VC49","MOUSE",27886.1,26.1,255,255.1,98.33,98.33,NA,283,"Interferon alpha-inducible protein 27-like protein 2B","integral component of membrane|","","",6,19,1.27e+10,"26.1%"
"285","O35664-3",0.000241524,-1.4475,39.0267212,5.163,0.00012512,7.357828443,-3.975,-2.636,-5.476,1.447,1.072,0.883,"O35664","Ifnar2","O35664-3_Ifnar2","O35664-3","Ifnar2",1,48,7,7,"O35664-3|O35664|O35664-2|F6XX07","MOUSE",28268.1,19.3,256,256.1,98.25,98.25,NA,513,"Isoform 3 of Interferon alpha/beta receptor 2","extracellular space|plasma membrane|integral component of plasma membrane|integral component of membrane|","regulation of transcription from RNA polymerase II promoter|cell proliferation|cytokine-mediated signaling pathway|response to interferon-alpha|type I interferon signaling pathway|","type I interferon receptor activity|protein kinase binding|type I interferon binding|",7,48,1.58e+10,"19.3%"
"286","Q9ET66",0.000201782,-1.268166667,40.33614018,4.488333333,9.2552e-05,7.579619062,-3.545,-2.348,-4.644,1.129,0.917,0.882,"Q9ET66","Pi16","Q9ET66_Pi16","Q9ET66","Pi16",1,29,6,6,"E9QNE5|Q9ET66|D3Z6T6|Q9ET66-2","MOUSE",53234.3,15.1,257,257.1,97.65,97.65,NA,489,"Peptidase inhibitor 16","extracellular space|integral component of membrane|extracellular exosome|","negative regulation of peptidase activity|negative regulation of cell growth involved in cardiac muscle cell development|","peptidase inhibitor activity|",6,29,1.82e+09,"15.1%"
"287","Q8R357",0.046536386,-3.771166667,13.7299376,9.631666667,0.042364905,2.482791491,-3.94,-3.069,-18.752,1.213,0.995,0.926,"Q8R357","Olfm1","Q8R357_Olfm1","Q8R357","Olfm1",1,16,7,7,"Q8R357|O88998|G3X9Q7|O88998-3|A3KGE4|O88998-2|O88998-4","MOUSE",55769.1,15.8,259,259.1,96.97,96.97,NA,485,"Noelin","extracellular space|alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex|synaptic membrane|","atrioventricular valve formation|positive regulation of gene expression|negative regulation of gene expression|positive regulation of epithelial to mesenchymal transition|protein oligomerization|cardiac epithelial to mesenchymal transition|regulation of beta-amyloid formation|negative regulation of beta-amyloid formation|negative regulation of neuron migration|","beta-amyloid binding|protein binding|",7,16,5.93e+08,"15.8%"
"288","Q8R0Z6",0.000338676,-0.423166667,37.01778533,3.194333333,0.000198711,6.752175671,-2.583,-2.288,-1.19,1.116,1.495,0.911,"Q8R0Z6","Angptl6","Q8R0Z6_Angptl6","Q8R0Z6","Angptl6",1,18,8,8,"Q8R0Z6","MOUSE",51493.9,20.5,262,262.1,94.92,94.92,NA,457,"Angiopoietin-related protein 6","secretory granule|extracellular exosome|","angiogenesis|cell differentiation|","",8,18,6.28e+08,"20.5%"
"289","A0A075B5S2",0.000234792,-1.341833333,39.27826441,5.128333333,0.000118079,7.400515268,-3.799,-2.596,-5.323,1.038,1.697,0.932,"A0A075B5S2","NotFound","A0A075B5S2_NotFound","A0A075B5S2","Ighv7-1",1,33,7,7,"A0A075B5S2|P01791|P01794|P01788|P01787|P01790|P01793|P01792|P01789","MOUSE",13815.5,56.1,263,263.1,93.92,93.92,NA,121,"Immunoglobulin heavy variable 7-1 (Fragment)","","","",8,33,4.34e+09,"56.1%"
"290","P01843",0.003427988,-2.189,25.67084057,6.621333333,0.002709667,4.547851919,-4.121,-3.184,-9.194,0.951,1.318,1.096,"P01843","NotFound","P01843_NotFound","P01843","",1,35,5,5,"A0A0G2JE99|P01843","MOUSE",11745.8,69.5,265,265.1,93.01,93.01,NA,105,"Ig lambda-1 chain C region","plasma membrane|","","antigen binding|",5,35,1.64e+10,"69.5%"
"291","P62827",0.000559984,-0.5165,34.33001009,3.124333333,0.000368977,6.133441465,-3.014,-1.829,-1.393,1.442,0.778,0.917,"P62827","Ran","P62827_Ran","P62827","Ran",1,11,8,8,"P62827|Q14AA6|Q61820","MOUSE",24593.8,33.3,266,266.1,91.77,91.77,NA,216,"GTP-binding nuclear protein Ran","nucleus|nuclear envelope|nucleoplasm|nucleolus|cytoplasm|centriole|membrane|midbody|melanosome|RNA nuclear export complex|recycling endosome|extracellular exosome|chromatin|","ribosomal subunit export from nucleus|ribosomal large subunit export from nucleus|ribosomal small subunit export from nucleus|protein import into nucleus, translocation|protein import into nucleus|protein export from nucleus|mitotic nuclear division|small GTPase mediated signal transduction|metabolic process|actin cytoskeleton organization|positive regulation of protein binding|cellular protein localization|cellular protein complex localization|cell division|protein localization to nucleolus|","GTPase activity|protein binding|GTP binding|GDP binding|poly(A) RNA binding|pre-miRNA binding|",8,11,4.65e+09,"33.3%"
"292","Q9CZT5",0.00020518,-0.513166667,40.20634875,3.080333333,9.53598e-05,7.545837167,-2.541,-2.059,-1.56,1.314,0.818,0.949,"Q9CZT5","Vasn","Q9CZT5_Vasn","Q9CZT5","Vasn",1,15,7,7,"Q9CZT5","MOUSE",73401,12.3,267,267.1,90.74,90.74,NA,673,"Vasorin","extracellular space|mitochondrion|lysosomal membrane|plasma membrane|cell surface|integral component of membrane|extracellular exosome|","negative regulation of epithelial to mesenchymal transition|negative regulation of transforming growth factor beta receptor signaling pathway|cellular response to hypoxia|cellular response to redox state|","protein binding|transforming growth factor beta binding|",7,15,3.04e+08,"12.3%"
"293","Q61646",0.043205203,-1.581333333,14.06919656,3.89,0.039181436,2.536462037,-0.01,-3.772,-6.797,0.749,0.329,0.013,"Q61646","Hp","Q61646_Hp","Q61646","Hp",1,13,7,7,"Q61646","MOUSE",39265.1,21.6,268,268.1,90.15,90.15,NA,347,"Haptoglobin","extracellular space|endoplasmic reticulum|Golgi apparatus|haptoglobin-hemoglobin complex|extracellular exosome|blood microparticle|","response to hypoxia|liver development|immune system process|acute-phase response|Notch signaling pathway|spermatogenesis|response to heat|response to X-ray|response to lead ion|positive regulation of cell death|organ regeneration|response to magnesium ion|response to lipopolysaccharide|response to cobalamin|response to L-ascorbic acid|response to drug|response to hydrogen peroxide|defense response to bacterium|negative regulation of oxidoreductase activity|response to glucocorticoid|response to electrical stimulus|response to growth hormone|negative regulation of hydrogen peroxide catabolic process|","antioxidant activity|hemoglobin binding|protein homodimerization activity|",7,13,4.19e+08,"21.6%"
"294","E9QPU1",0.000570588,-0.861,34.20274368,4.028,0.000379949,6.105200433,-2.262,-1.975,-4.388,0.842,1.325,1.292,"E9QPU1","Vwf","E9QPU1_Vwf","E9QPU1","Vwf",1,22,8,8,"E9QPU1|Q8CIZ8|Q3TPE1|Q3TD35|Q8CIZ8-2","MOUSE",322558.9,2.8,269,269.1,90.12,90.12,NA,2813,"von Willebrand factor","extracellular region|proteinaceous extracellular matrix|endoplasmic reticulum|external side of plasma membrane|extracellular matrix|Weibel-Palade body|extracellular exosome|","liver development|placenta development|cell adhesion|blood coagulation|hemostasis|platelet activation|cell-substrate adhesion|protein homooligomerization|platelet activation|","glycoprotein binding|protease binding|integrin binding|protein binding|collagen binding|immunoglobulin binding|identical protein binding|protein homodimerization activity|protein N-terminus binding|chaperone binding|",9,22,1.3e+09,"2.8%"
"295","Q9QUM0",0.000211828,-0.957333333,39.8579597,4.435333333,0.000103325,7.455749563,-2.71,-2.383,-4.432,1.617,0.864,1.3,"Q9QUM0","Itga2b","Q9QUM0_Itga2b","Q9QUM0","Itga2b",1,14,8,8,"Q9QUM0","MOUSE",113760,10.1,270,270.1,90.02,90.02,NA,1033,"Integrin alpha-IIb","focal adhesion|integrin complex|external side of plasma membrane|cell surface|extracellular exosome|blood microparticle|","positive regulation of leukocyte migration|cell-matrix adhesion|integrin-mediated signaling pathway|platelet aggregation|","identical protein binding|metal ion binding|extracellular matrix binding|fibrinogen binding|",8,14,2.93e+08,"10.1%"
"296","P01845",0.000143093,-0.9105,42.82829411,3.977,5.21399e-05,8.252271392,-3.825,-2.439,-2.433,0.963,0.991,1.28,"P01845","NotFound","P01845_NotFound","P01845","Iglc3",1,25,5,2,"P01845","MOUSE",11541.6,65.3,271,271.1,89.73,41.91,NA,104,"Ig lambda-3 chain C region","plasma membrane|","","antigen binding|",5,25,1.07e+10,"65.3%"
"297","P01844",0.00010426,-1.200166667,50.57915922,4.685,8.75153e-06,10.67388699,-3.835,-2.814,-3.979,0.901,1.335,1.191,"P01844","NotFound","P01844_NotFound","P01844","Iglc2",1,17,5,3,"P01844","MOUSE",11425.5,65.3,271,271.2,89.36,45.84,NA,104,"Ig lambda-2 chain C region","plasma membrane|","","",3,17,3.54e+09,"57.6%"
"298","Q9JHI0",0.00010426,-0.775166667,47.44434599,3.837,1.80121e-05,9.6294248,-3.111,-2.734,-2.236,1.421,1.115,0.894,"Q9JHI0","Mmp19","Q9JHI0_Mmp19","Q9JHI0","Mmp19",1,9,7,7,"Q9JHI0|Q3UW97","MOUSE",59349.2,18.4,273,273.1,88.72,88.72,NA,527,"Matrix metalloproteinase-19","extracellular region|proteinaceous extracellular matrix|plasma membrane|anchored component of membrane|","angiogenesis|ovarian follicle development|ovulation from ovarian follicle|luteolysis|proteolysis|response to hormone|cell differentiation|collagen catabolic process|response to cAMP|","metalloendopeptidase activity|calcium ion binding|zinc ion binding|",7,9,6.6e+07,"18.4%"
"299","E9QKW2",0.001105008,-0.531666667,30.98937251,3.057333333,0.000796274,5.421348846,-3.109,-2.086,-0.986,1.182,0.937,0.872,"E9QKW2","Smoc1","E9QKW2_Smoc1","E9QKW2","Smoc1",1,23,7,7,"A0A0R4J1E4|E9QKW2|D3Z3A3|Q8BLY1|Q8BLY1-2","MOUSE",51031.9,18.1,274,274.1,87.71,87.71,NA,452,"SPARC-related modular calcium-binding protein 1","basement membrane|","eye development|signal transduction|positive regulation of cell-substrate adhesion|extracellular matrix organization|regulation of osteoblast differentiation|limb development|","calcium ion binding|extracellular matrix binding|",7,23,5.6e+09,"18.1%"
"300","Q9R100",0.00010426,-0.9285,50.35476002,4.011,9.21561e-06,10.59593152,-2.952,-2.545,-3.305,0.997,0.954,1.28,"Q9R100","Cdh17","Q9R100_Cdh17","Q9R100","Cdh17",1,12,7,7,"Q9R100|A2AKS7","MOUSE",92100.1,10.6,275,275.1,86.59,86.59,NA,827,"Cadherin-17","plasma membrane|integral component of plasma membrane|basolateral plasma membrane|","oligopeptide transport|homophilic cell adhesion via plasma membrane adhesion molecules|calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules|oligopeptide transmembrane transport|","proton-dependent oligopeptide secondary active transmembrane transporter activity|calcium ion binding|protein binding|",7,12,3.13e+08,"10.6%"
