id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Ilia_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Ilia_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Ilia_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Ilia_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Ilia_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Ilia_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Ilia_newDatabase.unique_peptides,Ilia_newDatabase.numSpectra,Ilia_newDatabase.totalIntensity,Ilia_newDatabase.pct_cov
P16858,0.000538253,-0.820666667,34.22134913,3.896666667,0.000378325,5.820362535,-2.588,-1.55,-4.169,1.64,0.83,0.913,P16858,Gapdh,P16858_Gapdh,P16858,Gapdh,1,18,9,9,A0A0A0MQF6|P16858|A0A1D5RLD8|S4R1W1|P10096|V9GXA7|Q64467|S4R2G5|A0A0R4J0X7|V9GX06,MOUSE,36094.6,34.5,215,215.1,106.3,106.3,,333,Glyceraldehyde-3-phosphate dehydrogenase,nucleus|cytoplasm|cytosol|microtubule cytoskeleton|myelin sheath|GAIT complex|,microtubule cytoskeleton organization|glucose metabolic process|glycolytic process|negative regulation of translation|peptidyl-cysteine S-trans-nitrosylation|protein stabilization|neuron apoptotic process|oxidation-reduction process|,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity|protein binding|microtubule binding|enzyme binding|peptidyl-cysteine S-nitrosylase activity|NADP binding|NAD binding|,9,18,686000000,34.5%
Q922D8,7.14977E-05,-0.853,50.94889561,3.633333333,8.0373E-06,9.958199662,-2.799,-2.513,-2.697,1.023,0.963,0.905,Q922D8,Mthfd1,Q922D8_Mthfd1,Q922D8,Mthfd1,1,14,10,10,Q922D8|A0A1W2P733,MOUSE,101882.4,11.1,216,216.1,105.97,105.97,,935,"C-1-tetrahydrofolate synthase, cytoplasmic",mitochondrion|cytosol|membrane|extracellular exosome|,histidine biosynthetic process|neutrophil homeostasis|neural tube closure|purine nucleotide biosynthetic process|methionine metabolic process|one-carbon metabolic process|heart development|serine family amino acid metabolic process|serine family amino acid biosynthetic process|methionine biosynthetic process|10-formyltetrahydrofolate biosynthetic process|transsulfuration|tetrahydrofolate interconversion|oxidation-reduction process|somite development|,formate-tetrahydrofolate ligase activity|methenyltetrahydrofolate cyclohydrolase activity|methylenetetrahydrofolate dehydrogenase (NAD+) activity|methylenetetrahydrofolate dehydrogenase (NADP+) activity|ATP binding|,10,14,758000000,11.1%
P05213,0.00153574,-1.364666667,29.13900267,5.048666667,0.00121927,5.122280395,-2.827,-2.488,-6.352,1.462,0.865,1.152,P05213,Tuba1b,P05213_Tuba1b,P05213,Tuba1b,1,9,9,9,P05213|P68369|P68373|P68368|P05214|Q9JJZ2|Q3UX10,MOUSE,50835.4,24.1,217,217.1,105.91,105.91,,451,Tubulin alpha-1B chain,cytosol|microtubule|cytoplasmic microtubule|myelin sheath|extracellular exosome|,microtubule cytoskeleton organization|protein folding|protein polymerization|cellular response to interleukin-4|,double-stranded RNA binding|GTPase activity|structural constituent of cytoskeleton|protein binding|GTP binding|ubiquitin protein ligase binding|,9,9,511000000,24.1%
Q8R1U2,7.14977E-05,-0.870833333,51.36660242,3.923666667,7.30028E-06,10.08583687,-2.668,-2.666,-3.164,1.027,1.346,0.9,Q8R1U2,Cgref1,Q8R1U2_Cgref1,Q8R1U2,Cgref1,1,16,7,7,E9QPK1|Q8R1U2,MOUSE,30846.9,28.4,218,218.1,103.77,103.77,,281,Cell growth regulator with EF hand domain protein 1,extracellular region|,cell cycle arrest|cell adhesion|,calcium ion binding|,7,16,5080000000,28.4%
Q9Z0M6,0.000150557,-0.928666667,41.23363565,4.086,7.52725E-05,7.348404295,-4.138,-2.411,-2.366,1.052,1.41,0.881,Q9Z0M6,Adgre5,Q9Z0M6_Adgre5,Q9Z0M6,Cd97,1,15,7,7,E9QJS7|Q9Z0M6|Q9Z0M6-3|E9QMJ5|Q9Z0M6-2|A0A0D9SEG8|Q9DC42,MOUSE,92922.2,10,219,219.1,103.04,103.04,,818,CD97 antigen,plasma membrane|focal adhesion|membrane|integral component of membrane|extracellular exosome|,cell adhesion|G-protein coupled receptor signaling pathway|positive regulation of synapse assembly|,transmembrane signaling receptor activity|G-protein coupled receptor activity|calcium ion binding|,7,15,274000000,10.0%
Q91VB8,0.001904248,-0.775333333,28.10987155,3.478666667,0.0015453,4.700430449,-4.267,-2.025,-1.252,1.213,0.698,0.981,Q91VB8,Hba-a1,Q91VB8_Hba-a1,Q91VB8,Hba-a1,1,29,6,6,Q91VB8|P01942|P01966,MOUSE,15169,63.3,220,220.1,102.22,102.22,,142,Alpha globin 1,hemoglobin complex|,oxygen transport|,oxygen transporter activity|iron ion binding|oxygen binding|heme binding|,6,29,64300000000,63.3%
Q91XL1,0.000110443,-0.886,43.61409046,3.67,4.35102E-05,7.929302492,-3.508,-2.552,-2.103,0.928,0.918,1.001,Q91XL1,Lrg1,Q91XL1_Lrg1,Q91XL1,Lrg1,1,29,8,8,Q91XL1,MOUSE,37829.6,23.9,221,221.1,102.04,102.04,,342,Leucine-rich HEV glycoprotein,extracellular space|extracellular exosome|,positive regulation of endothelial cell proliferation|positive regulation of transforming growth factor beta receptor signaling pathway|positive regulation of angiogenesis|brown fat cell differentiation|,transforming growth factor beta receptor binding|,8,29,9450000000,23.9%
P01592,8.95046E-05,-0.816,45.3086188,3.830666667,2.94536E-05,8.364561369,-3.434,-2.687,-2.073,0.931,1.246,1.121,P01592,Jchain,P01592_Jchain,P01592,Jchain,1,34,7,7,P01592,MOUSE,18469.7,40.2,222,222.1,100.39,100.39,,159,Immunoglobulin J chain,extracellular space|extracellular exosome|monomeric IgA immunoglobulin complex|dimeric IgA immunoglobulin complex|secretory IgA immunoglobulin complex|secretory dimeric IgA immunoglobulin complex|pentameric IgM immunoglobulin complex|blood microparticle|,adaptive immune response|glomerular filtration|humoral immune response|antibacterial humoral response|positive regulation of protein oligomerization|innate immune response|positive regulation of respiratory burst|,antigen binding|IgA binding|protein homodimerization activity|single-stranded DNA binding|phosphatidylcholine binding|immunoglobulin receptor binding|peptidoglycan binding|,7,34,42600000000,40.2%
P47878,7.78579E-05,-1.048833333,46.4190109,4.161666667,2.28086E-05,8.660157637,-3.058,-2.401,-3.93,0.944,1.232,0.92,P47878,Igfbp3,P47878_Igfbp3,P47878,Igfbp3,1,21,8,8,P47878,MOUSE,32713.3,29.1,223,223.1,98.85,98.85,,292,Insulin-like growth factor-binding protein 3,extracellular space|nucleus|insulin-like growth factor ternary complex|extracellular exosome|,regulation of cell growth|osteoblast differentiation|negative regulation of protein phosphorylation|protein phosphorylation|negative regulation of cell proliferation|regulation of glucose metabolic process|negative regulation of smooth muscle cell migration|regulation of growth|positive regulation of apoptotic process|positive regulation of catalytic activity|positive regulation of MAPK cascade|positive regulation of insulin-like growth factor receptor signaling pathway|type B pancreatic cell proliferation|positive regulation of myoblast differentiation|negative regulation of smooth muscle cell proliferation|,fibronectin binding|insulin-like growth factor binding|protein tyrosine phosphatase activator activity|insulin-like growth factor I binding|insulin-like growth factor II binding|,8,21,13300000000,29.1%
A0A0B4J1H7,0.00081391,-1.096833333,32.20895344,5.475,0.000601319,5.765320945,-2.937,-2.481,-6.085,0.879,1.976,2.067,A0A0B4J1H7,NotFound,A0A0B4J1H7_NotFound,A0A0B4J1H7,Igkv1-135,1,20,9,9,A0A0B4J1H7,MOUSE,13419.1,45.8,224,224.1,96.5,96.5,,120,Immunoglobulin kappa variable 1-135 (Fragment),,,,9,20,3910000000,45.8%
A0A0B4J1H9,0.000134428,-0.4545,42.09978844,3.789,6.16625E-05,7.555784765,-2.482,-2.39,-2.175,1.026,0.879,2.415,A0A0B4J1H9,NotFound,A0A0B4J1H9_NotFound,A0A0B4J1H9,Igkv1-132,1,4,3,3,A0A0B4J1H9,MOUSE,13548.3,33.3,224,224.2,29.1,29.1,,120,Immunoglobulin kappa variable 1-132 (Fragment),,,,3,4,51800000,33.3%
O35664-3,0.000134428,-1.445666667,42.08221946,5.16,6.19125E-05,7.551533751,-3.932,-2.669,-5.476,1.427,1.092,0.884,O35664,Ifnar2,O35664-3_Ifnar2,O35664-3,Ifnar2,1,25,7,7,O35664-3|O35664|O35664-2|F6XX07,MOUSE,28268.1,19.3,225,225.1,96.24,96.24,,513,Isoform 3 of Interferon alpha/beta receptor 2,extracellular space|plasma membrane|integral component of plasma membrane|integral component of membrane|,regulation of transcription from RNA polymerase II promoter|cell proliferation|cytokine-mediated signaling pathway|response to interferon-alpha|type I interferon signaling pathway|,type I interferon receptor activity|protein kinase binding|type I interferon binding|,7,25,8130000000,19.3%
Q04857,7.14977E-05,-1.107666667,50.22229353,4.394,9.50103E-06,9.739497407,-3.921,-2.617,-3.376,0.932,1.236,1.1,Q04857,Col6a1,Q04857_Col6a1,Q04857,Col6a1,1,10,8,8,Q04857,MOUSE,109628.6,8.8,226,226.1,95.72,95.72,,1025,Collagen alpha-1(VI) chain,extracellular region|proteinaceous extracellular matrix|collagen trimer|lysosomal membrane|membrane|extracellular matrix|sarcolemma|protein complex|extracellular exosome|extracellular matrix|,osteoblast differentiation|cell adhesion|endodermal cell differentiation|protein heterotrimerization|cellular response to amino acid stimulus|,platelet-derived growth factor binding|,8,10,569000000,8.8%
Q8C7G5,0.000240525,-1.1545,38.41382091,4.314333333,0.000144085,6.703043137,-2.851,-2.302,-4.782,1.21,0.952,0.846,Q8C7G5,Apoa5,Q8C7G5_Apoa5,Q8C7G5,Apoa5,1,9,6,6,Q8C7G5|A0A1L1SQP3,MOUSE,41318.5,17.6,227,227.1,92.14,92.14,,368,Apolipoprotein A-V,extracellular region|extracellular space|very-low-density lipoprotein particle|high-density lipoprotein particle|chylomicron|blood microparticle|,triglyceride metabolic process|cholesterol biosynthetic process|lipid transport|response to hormone|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|positive regulation of very-low-density lipoprotein particle remodeling|triglyceride catabolic process|regulation of intestinal cholesterol absorption|organ regeneration|neuron projection regeneration|cholesterol efflux|phospholipid efflux|triglyceride-rich lipoprotein particle remodeling|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|lipoprotein metabolic process|tissue regeneration|cholesterol homeostasis|reverse cholesterol transport|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|positive regulation of lipid catabolic process|positive regulation of lipoprotein lipase activity|acylglycerol homeostasis|triglyceride homeostasis|,phospholipid binding|enzyme activator activity|heparin binding|lipid binding|cholesterol binding|cholesterol transporter activity|enzyme binding|phosphatidylcholine binding|lipase binding|low-density lipoprotein particle receptor binding|phosphatidylcholine-sterol O-acyltransferase activator activity|lipase activator activity|lipoprotein lipase activator activity|lipoprotein particle receptor binding|,6,9,148000000,17.6%
P01843,0.002525077,-2.191166667,26.78296427,6.644333333,0.002097508,4.660563682,-4.162,-3.184,-9.194,0.921,1.358,1.114,P01843,NotFound,P01843_NotFound,P01843,,1,19,5,5,A0A0G2JE99|P01843,MOUSE,11745.8,69.5,228,228.1,91.87,91.87,,105,Ig lambda-1 chain C region,plasma membrane|,,antigen binding|,5,19,9520000000,69.5%
Q71KU9,8.65314E-05,-0.6345,45.54049372,3.347666667,2.79223E-05,8.425595475,-2.514,-1.884,-2.527,0.873,1.26,0.985,Q71KU9,Fgl1,Q71KU9_Fgl1,Q71KU9,Fgl1,1,18,7,7,Q71KU9|A0A0R4J0E1|Q3SZZ7,MOUSE,36724.1,24.2,229,229.1,90.96,90.96,,314,Fibrinogen-like protein 1,extracellular exosome|,cholesterol metabolic process|regulation of glucose metabolic process|response to stilbenoid|adipose tissue development|,,7,18,645000000,24.2%
Q8VCS0,0.000153069,-0.4414,41.05752127,4.0835,7.83877E-05,8.095492992,-3.332,-2.451,,1.524,1.177,0.875,Q8VCS0,Pglyrp2,Q8VCS0_Pglyrp2,Q8VCS0,Pglyrp2,1,14,6,6,Q8VCS0|Q8VCS0-2|Q8VCS0-3,MOUSE,58219.2,15,230,230.1,90.57,90.57,,530,N-acetylmuramoyl-L-alanine amidase,membrane|extracellular exosome|,pattern recognition receptor signaling pathway|peptidoglycan catabolic process|detection of bacterium|negative regulation of interferon-gamma production|negative regulation of natural killer cell differentiation involved in immune response|growth of symbiont in host|regulation of inflammatory response|defense response to Gram-positive bacterium|,zinc ion binding|N-acetylmuramoyl-L-alanine amidase activity|peptidoglycan receptor activity|peptidoglycan binding|,6,14,730000000,15.0%
Q99K41,0.00769753,-0.484666667,21.65929942,3.460666667,0.006824488,3.736428477,-0.768,-1.599,-4.278,1.903,1.517,0.317,Q99K41,Emilin1,Q99K41_Emilin1,Q99K41,Emilin1,1,8,8,8,Q99K41,MOUSE,108895,10.1,231,231.1,89.88,89.88,,1017,EMILIN-1,extracellular region|proteinaceous extracellular matrix|collagen trimer|extracellular matrix|extracellular exosome|extracellular matrix|,cell adhesion|positive regulation of cell-substrate adhesion|extracellular matrix organization|,protein binding|extracellular matrix constituent conferring elasticity|identical protein binding|,8,8,101000000,10.1%
O54782,7.14977E-05,-1.112,48.81355325,4.594,1.31415E-05,9.327184771,-3.496,-2.579,-4.152,1.211,1.426,0.918,O54782,Man2b2,O54782_Man2b2,O54782,Man2b2,1,14,9,9,O54782,MOUSE,115835.7,9.6,232,232.1,88.38,88.38,,1018,Epididymis-specific alpha-mannosidase,extracellular exosome|,mannose metabolic process|,alpha-mannosidase activity|zinc ion binding|carbohydrate binding|,9,14,4460000000,9.6%
P43025,0.000161608,-1.295833333,40.70306556,4.669666667,8.50537E-05,7.223550364,-3.359,-2.473,-5.06,0.905,1.215,0.997,P43025,NotFound,P43025_NotFound,P43025,Clec3b,1,12,7,7,P43025|Q8CFZ6,MOUSE,22656.5,37.6,233,233.1,88.26,88.26,,202,Tetranectin,granular component|proteinaceous extracellular matrix|extracellular space|cytoplasm|extracellular exosome|,skeletal system development|ossification|positive regulation of plasminogen activation|bone mineralization|,calcium ion binding|protein binding|heparin binding|carbohydrate binding|kringle domain binding|,7,12,466000000,37.6%
P27656,9.0904E-05,-1.136,45.13708913,4.431333333,3.06402E-05,8.319643521,-3.939,-2.248,-3.868,1.106,1.22,0.913,P27656,Lipc,P27656_Lipc,P27656,Lipc,1,17,7,7,P27656|Q3TYU0,MOUSE,58072.5,14.9,234,234.1,87.43,87.43,,510,Hepatic triacylglycerol lipase,extracellular space|high-density lipoprotein particle|,fatty acid biosynthetic process|cholesterol metabolic process|triglyceride catabolic process|cholesterol transport|very-low-density lipoprotein particle remodeling|low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|cholesterol homeostasis|triglyceride homeostasis|,triglyceride lipase activity|protein binding|heparin binding|lipase activity|,7,17,1770000000,14.9%
P55284,7.14977E-05,-1.220833333,51.85440657,4.603,6.52468E-06,10.23668885,-4.004,-2.79,-3.773,1.143,1.209,0.89,P55284,Cdh5,P55284_Cdh5,P55284,Cdh5,1,12,8,8,P55284,MOUSE,88186.6,11.4,235,235.1,86.98,86.98,,784,Cadherin-5,plasma membrane|cell-cell junction|adherens junction|bicellular tight junction|integral component of membrane|cell junction|cell periphery|,blood vessel maturation|homophilic cell adhesion via plasma membrane adhesion molecules|negative regulation of cell proliferation|single organismal cell-cell adhesion|regulation of establishment of cell polarity|,receptor binding|calcium ion binding|protein binding|beta-catenin binding|protein phosphatase binding|ion channel binding|,8,12,12900000000,11.4%
O88200,7.35494E-05,-0.876666667,47.37542879,3.696,1.83003E-05,8.921624109,-3.025,-2.14,-3.009,0.968,1.016,0.93,O88200,Clec11a,O88200_Clec11a,O88200,Clec11a,1,12,9,9,O88200,MOUSE,36793.1,34.4,236,236.1,86.48,86.48,,328,C-type lectin domain family 11 member A,extracellular region|extracellular space|cytoplasm|,positive regulation of cell proliferation|,growth factor activity|carbohydrate binding|,9,12,640000000,34.4%
Q02788,7.14977E-05,-1.126666667,49.14270201,4.147333333,1.21823E-05,9.422163382,-3.685,-2.495,-3.421,0.921,0.92,1,Q02788,Col6a2,Q02788_Col6a2,Q02788,Col6a2,1,11,9,9,Q02788|D3Z7D5,MOUSE,111473.4,7.8,237,237.1,85.85,85.85,,1034,Collagen alpha-2(VI) chain,extracellular region|proteinaceous extracellular matrix|collagen trimer|extracellular space|extracellular matrix|sarcolemma|protein complex|extracellular exosome|extracellular vesicle|extracellular matrix|,cell adhesion|response to glucose|protein heterotrimerization|,,9,11,370000000,7.8%
E9QKW2,0.001265582,-0.522,30.03202631,3.018,0.000992653,5.018122472,-3.179,-2.086,-0.828,1.17,0.954,0.837,E9QKW2,Smoc1,E9QKW2_Smoc1,E9QKW2,Smoc1,1,12,7,7,A0A0R4J1E4|E9QKW2|D3Z3A3|Q8BLY1|Q8BLY1-2,MOUSE,51031.9,18.1,238,238.1,84.98,84.98,,452,SPARC-related modular calcium-binding protein 1,basement membrane|,eye development|signal transduction|positive regulation of cell-substrate adhesion|extracellular matrix organization|regulation of osteoblast differentiation|limb development|,calcium ion binding|extracellular matrix binding|,7,12,3040000000,18.1%
A0A075B5S2,0.000717089,-1.584166667,32.8298959,5.898333333,0.000521207,5.901617276,-3.887,-2.837,-6.876,1.038,2.116,0.941,A0A075B5S2,NotFound,A0A075B5S2_NotFound,A0A075B5S2,Ighv7-1,1,16,7,7,A0A075B5S2|P01791|P01794|P01788|P01787|P01790|P01793|P01792|P01789,MOUSE,13815.5,56.1,239,239.1,84.83,84.83,,121,Immunoglobulin heavy variable 7-1 (Fragment),,,,8,16,3080000000,56.1%
