"Amanda_newDatabase, 126:127, NoBirA_6:BirA/Cre_3","Amanda_newDatabase, 126:128, NoBirA_6:NoBirA_4","Amanda_newDatabase, 126:129, NoBirA_6:NoBirA_5","Amanda_newDatabase, 126:130, NoBirA_6:BirA/Cre_2","Amanda_newDatabase, 126:131, NoBirA_6:BirA/Cre_1","Amanda_newDatabase, 127:126, BirA/Cre_3:NoBirA_6","Amanda_newDatabase, 127:128, BirA/Cre_3:NoBirA_4","Amanda_newDatabase, 127:129, BirA/Cre_3:NoBirA_5","Amanda_newDatabase, 127:130, BirA/Cre_3:BirA/Cre_2","Amanda_newDatabase, 127:131, BirA/Cre_3:BirA/Cre_1","Amanda_newDatabase, 128:126, NoBirA_4:NoBirA_6","Amanda_newDatabase, 128:127, NoBirA_4:BirA/Cre_3","Amanda_newDatabase, 128:129, NoBirA_4:NoBirA_5","Amanda_newDatabase, 128:130, NoBirA_4:BirA/Cre_2","Amanda_newDatabase, 128:131, NoBirA_4:BirA/Cre_1","Amanda_newDatabase, 129:126, NoBirA_5:NoBirA_6","Amanda_newDatabase, 129:127, NoBirA_5:BirA/Cre_3","Amanda_newDatabase, 129:128, NoBirA_5:NoBirA_4","Amanda_newDatabase, 129:130, NoBirA_5:BirA/Cre_2","Amanda_newDatabase, 129:131, NoBirA_5:BirA/Cre_1","Amanda_newDatabase, 130:126, BirA/Cre_2:NoBirA_6","Amanda_newDatabase, 130:127, BirA/Cre_2:BirA/Cre_3","Amanda_newDatabase, 130:128, BirA/Cre_2:NoBirA_4","Amanda_newDatabase, 130:129, BirA/Cre_2:NoBirA_5","Amanda_newDatabase, 130:131, BirA/Cre_2:BirA/Cre_1","Amanda_newDatabase, 131:126, BirA/Cre_1:NoBirA_6","Amanda_newDatabase, 131:127, BirA/Cre_1:BirA/Cre_3","Amanda_newDatabase, 131:128, BirA/Cre_1:NoBirA_4","Amanda_newDatabase, 131:129, BirA/Cre_1:NoBirA_5","Amanda_newDatabase, 131:130, BirA/Cre_1:BirA/Cre_2",id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase unique_peptides,Amanda_newDatabase numSpectra,Amanda_newDatabase totalIntensity,Amanda_newDatabase pct_cov
-5.104,,1.522,-5.117,-4.474,5.104,,6.861,-0.012,0.63,,,,,,-1.522,-6.861,,-6.867,-6.165,5.117,0.012,,6.867,0.643,4.474,-0.63,,6.165,-0.643,A0A140T8N7,A0A140T8N7,Igkv6-25,1,3,3,1,A0A140T8N7,MOUSE,12853.2,33.9,283,283.4,53.65,16.82,,115,Immunoglobulin kappa chain variable 6-25 (Fragment),,,,1,3,1.40E+08,7.80%
-3.705,-0.477,-1.987,-2.752,-3.253,3.705,3.553,2.216,0.105,0.343,0.477,-3.553,-1.226,-3.175,-3.368,1.987,-2.216,1.226,-1.262,-1.764,2.752,-0.105,3.175,1.262,0.133,3.253,-0.343,3.368,1.764,-0.133,Q769J6,Q769J6,Adamts13,1,8,6,6,Q769J6|A2ALB3,MOUSE,160032.5,6.3,284,284.1,63.23,63.23,,1426,A disintegrin and metalloproteinase with thrombospondin motifs 13,proteinaceous extracellular matrix|extracellular space|,proteolysis|blood coagulation|response to toxic substance|response to interferon-gamma|response to tumor necrosis factor|peptide catabolic process|response to interleukin-4|,endopeptidase activity|metalloendopeptidase activity|zinc ion binding|,6,8,66100000,6.30%
-4.954,-2.174,2.89,-4.445,-4.717,4.954,5.053,5.838,0.515,0.182,2.174,-5.053,-0.532,-4.606,-4.898,-2.89,-5.838,0.532,-5.318,-5.634,4.445,-0.515,4.606,5.318,-0.294,4.717,-0.182,4.898,5.634,0.294,Q02596,Q02596,Glycam1,1,4,4,4,Q02596,MOUSE,16208.6,29.1,285,285.1,62.95,62.95,,151,Glycosylation-dependent cell adhesion molecule 1,extracellular region|plasma membrane|,cell adhesion|,sulfate binding|cell adhesion molecule binding|,4,4,3.08E+08,29.10%
-5.224,,0.128,-4.253,-4.033,5.224,5.7,4.474,0.642,0.927,,-5.7,,-5.232,-4.503,-0.128,-4.474,,-3.475,-3.274,4.253,-0.642,5.232,3.475,0.59,4.033,-0.927,4.503,3.274,-0.59,P09813,P09813,Apoa2,1,18,4,4,P09813,MOUSE,11366,43.1,286,286.1,62.35,62.35,,102,Apolipoprotein A-II,extracellular region|extracellular space|cytosol|very-low-density lipoprotein particle|high-density lipoprotein particle|spherical high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|,acute inflammatory response|negative regulation of cytokine secretion involved in immune response|protein folding|fatty acid metabolic process|phosphatidylcholine biosynthetic process|lipid transport|cholesterol metabolic process|phospholipid catabolic process|response to glucose|positive regulation of cholesterol esterification|negative regulation of very-low-density lipoprotein particle remodeling|beta-glucoside transport|protein oxidation|peptidyl-methionine modification|regulation of intestinal cholesterol absorption|organ regeneration|regulation of protein stability|negative regulation of cholesterol transport|cholesterol efflux|phospholipid efflux|triglyceride-rich lipoprotein particle remodeling|low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|high-density lipoprotein particle clearance|lipoprotein metabolic process|response to drug|cholesterol homeostasis|positive regulation of catalytic activity|response to estrogen|reverse cholesterol transport|positive regulation of interleukin-8 biosynthetic process|diacylglycerol catabolic process|negative regulation of lipid catabolic process|positive regulation of lipid catabolic process|response to glucocorticoid|negative regulation of lipase activity|negative regulation of cholesterol import|negative regulation of cholesterol transporter activity|,lipid transporter activity|phospholipid binding|high-density lipoprotein particle binding|lipid binding|cholesterol binding|phosphatidylcholine binding|apolipoprotein receptor binding|protein homodimerization activity|protein heterodimerization activity|lipase inhibitor activity|phosphatidylcholine-sterol O-acyltransferase activator activity|high-density lipoprotein particle receptor binding|cholesterol transporter activity|,4,18,4.23E+10,43.10%
-4.438,1.202,0.937,-3.932,-4.387,4.438,5.878,5.477,0.439,0.05,-1.202,-5.878,-1.85,-5.53,-5.996,-0.937,-5.477,1.85,-5.026,-5.36,3.932,-0.439,5.53,5.026,-0.419,4.387,-0.05,5.996,5.36,0.419,Q9R100,Q9R100,Cdh17,1,7,5,5,Q9R100|A2AKS7,MOUSE,92100.1,8.3,287,287.1,62.33,62.33,,827,Cadherin-17,plasma membrane|integral component of plasma membrane|basolateral plasma membrane|,oligopeptide transport|homophilic cell adhesion via plasma membrane adhesion molecules|calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules|oligopeptide transmembrane transport|,proton-dependent oligopeptide secondary active transmembrane transporter activity|calcium ion binding|protein binding|,5,7,2.61E+08,8.30%
-4.55,0.177,1.418,-4.001,-4.219,4.55,3.002,5.038,0.511,0.33,-0.177,-3.002,0.785,-2.354,-2.818,-1.418,-5.038,-0.785,-4.692,-4.572,4.001,-0.511,2.354,4.692,-0.092,4.219,-0.33,2.818,4.572,0.092,Q8BLY1,Q8BLY1,Smoc1,1,11,5,5,A0A0R4J1E4|Q8BLY1|E9QKW2|Q8BLY1-2|D3Z3A3,MOUSE,52330.4,12.5,288,288.1,60.53,60.53,,463,SPARC-related modular calcium-binding protein 1,basement membrane|,eye development|signal transduction|positive regulation of cell-substrate adhesion|cell differentiation|extracellular matrix organization|regulation of osteoblast differentiation|limb development|,calcium ion binding|extracellular matrix binding|,5,11,2.55E+09,12.50%
-5.96,-1.772,2.005,-5.837,-5.431,5.96,4.568,6.401,0.098,0.404,1.772,-4.568,-0.703,-4.311,-3.969,-2.005,-6.401,0.703,-6.303,-6.08,5.837,-0.098,4.311,6.303,0.308,5.431,-0.404,3.969,6.08,-0.308,P01887,P01887,B2m,1,23,4,4,P01887,MOUSE,13892.8,22.6,289,289.1,59.98,59.98,,119,Beta-2-microglobulin,extracellular space|cytoplasm|Golgi apparatus|plasma membrane|focal adhesion|external side of plasma membrane|membrane|phagocytic vesicle membrane|MHC class I protein complex|extracellular exosome|,"positive regulation of T cell mediated cytotoxicity|response to molecule of bacterial origin|antigen processing and presentation of peptide antigen via MHC class I|antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent|cellular defense response|T cell differentiation in thymus|protein refolding|response to drug|response to cadmium ion|iron ion homeostasis|negative regulation of receptor binding|",glycoprotein binding|protein binding|identical protein binding|,4,23,2.99E+10,22.60%
-5.389,-0.29,,-5.468,-5.221,5.389,5.216,,-0.046,0.144,0.29,-5.216,,-5.327,-5.073,,,,,,5.468,0.046,5.327,,0.222,5.221,-0.144,5.073,,-0.222,O35887,O35887,Calu,1,5,5,5,O35887|Q6XLQ8|G3V004|G3UWR0|G3UWV3,MOUSE,37177.2,17.4,290,290.1,59.97,59.97,,315,Calumenin,extracellular region|endoplasmic reticulum|endoplasmic reticulum lumen|membrane|sarcoplasmic reticulum lumen|melanosome|,peripheral nervous system axon regeneration|response to organic cyclic compound|negative regulation of catalytic activity|,enzyme inhibitor activity|calcium ion binding|enzyme binding|,5,5,4.25E+08,17.40%
-4.346,-0.072,0.968,-3.937,-4.083,4.346,4.269,5.314,0.433,0.198,0.072,-4.269,0.213,-3.721,-3.928,-0.968,-5.314,-0.213,-4.881,-5.011,3.937,-0.433,3.721,4.881,-0.147,4.083,-0.198,3.928,5.011,0.147,Q3U367,Q3U367,Aldh9a1,1,6,5,5,Q3U367|Q9JLJ2,MOUSE,56856.5,9.8,291,291.1,59.43,59.43,,518,4-trimethylaminobutyraldehyde dehydrogenase,mitochondrion|cytosol|extracellular exosome|,cellular aldehyde metabolic process|carnitine metabolic process|neurotransmitter biosynthetic process|oxidation-reduction process|,"aldehyde dehydrogenase (NAD) activity|oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor|aminobutyraldehyde dehydrogenase activity|4-trimethylammoniobutyraldehyde dehydrogenase activity|",5,6,5.71E+08,9.80%
-4.349,1.103,0.487,-5.523,-4.027,4.349,4.328,4.516,-1.913,0.322,-1.103,-4.328,0.062,-6.22,-4.66,-0.487,-4.516,-0.062,-5.398,-4.153,5.523,1.913,6.22,5.398,2.272,4.027,-0.322,4.66,4.153,-2.272,A0A075B5M7,A0A075B5M7,Igkv5-39,1,18,4,4,A0A075B5M7|A0A0B4J1J1|A0A0B4J1J2,MOUSE,10459.3,52.6,292,292.1,59.41,59.41,,95,Immunoglobulin kappa variable 5-39,,,,4,18,5.22E+09,52.60%
-4.217,0.43,0.924,-4.103,-3.945,4.217,5.134,5.14,0.041,0.393,-0.43,-5.134,0.494,-4.997,-4.752,-0.924,-5.14,-0.494,-5.027,-4.868,4.103,-0.041,4.997,5.027,0.462,3.945,-0.393,4.752,4.868,-0.462,A0A075B5K0,A0A075B5K0,Igkv14-126,1,18,4,2,A0A075B5K0|P01637,MOUSE,13228.7,41.8,293,293.1,59.14,35.94,,117,Immunoglobulin kappa variable 14-126 (Fragment),,,,5,18,9.94E+09,41.80%
-4.779,4.708,,-6.76,-5.069,4.779,9.486,,-1.511,-0.15,-4.708,-9.486,,-11.468,-9.776,,,,,,6.76,1.511,11.468,,1.36,5.069,0.15,9.776,,-1.36,A0A140T8P9,A0A140T8P9,Igkv14-111,1,3,4,1,A0A140T8P9,MOUSE,13403.1,40.1,293,293.2,54.26,21.51,,117,Immunoglobulin kappa variable 14-111 (Fragment),,,,1,3,1.11E+08,15.30%
-4.021,3.758,-0.103,-3.978,-4.052,4.021,8.081,4.22,-0.596,-0.289,-3.758,-8.081,-3.861,-7.643,-7.81,0.103,-4.22,3.861,-3.782,-3.949,3.978,0.596,7.643,3.782,0.131,4.052,0.289,7.81,3.949,-0.131,Q9Z1T2,Q9Z1T2,Thbs4,1,4,4,3,Q9Z1T2,MOUSE,109046.1,6,294,294.1,57.77,42.08,,963,Thrombospondin-4,basement membrane|extracellular space|endoplasmic reticulum|sarcoplasmic reticulum|extracellular matrix|extracellular exosome|,positive regulation of endothelial cell proliferation|response to unfolded protein|negative regulation of angiogenesis|regulation of tissue remodeling|response to endoplasmic reticulum stress|behavioral response to pain|tissue remodeling|positive regulation of peptidyl-tyrosine phosphorylation|myoblast migration|positive regulation of cell division|endothelial cell-cell adhesion|positive regulation of neutrophil chemotaxis|,integrin binding|calcium ion binding|protein binding|growth factor activity|heparin binding|,4,4,8.55E+08,6.00%
-4.934,1.639,,-4.646,-4.591,4.934,7.052,,0.171,0.329,-1.639,-7.052,,-6.881,-6.723,,,,,,4.646,-0.171,6.881,,0.15,4.591,-0.329,6.723,,-0.15,Q9R0G6,Q9R0G6,Comp,1,3,4,3,Q9R0G6,MOUSE,84965.2,6.3,294,294.2,52.71,37.02,,755,Cartilage oligomeric matrix protein,proteinaceous extracellular matrix|extracellular space|extracellular exosome|extracellular matrix|,growth plate cartilage development|apoptotic process|cell adhesion|extracellular matrix organization|negative regulation of apoptotic process|limb development|,protease binding|extracellular matrix structural constituent|calcium ion binding|protein binding|collagen binding|heparin binding|heparan sulfate proteoglycan binding|,3,3,20700000,5.00%
-3.409,0.269,-0.099,-3.027,-3.186,3.409,3.471,4.239,0.162,0.13,-0.269,-3.471,-0.119,-2.408,-3.43,0.099,-4.239,0.119,-3.176,-3.751,3.027,-0.162,2.408,3.176,-0.022,3.186,-0.13,3.43,3.751,0.022,Q61982,Q61982,Notch3,1,8,5,5,Q61982,MOUSE,257423.3,2.4,295,295.1,57.74,57.74,,2318,Neurogenic locus notch homolog protein 3,nucleoplasm|cytoplasm|plasma membrane|integral component of plasma membrane|actin cytoskeleton|receptor complex|,"negative regulation of transcription from RNA polymerase II promoter|transcription, DNA-templated|Notch signaling pathway|forebrain development|negative regulation of cell differentiation|negative regulation of neuron differentiation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of smooth muscle cell proliferation|neuron fate commitment|artery morphogenesis|glomerular capillary formation|",calcium ion binding|protein binding|enzyme binding|,5,8,89200000,2.40%
-4.312,-0.962,0.092,-3.897,-3.893,4.312,3.567,4.739,0.073,0.179,0.962,-3.567,0.564,-3.545,-3.413,-0.092,-4.739,-0.564,-4.691,-4.563,3.897,-0.073,3.545,4.691,0.124,3.893,-0.179,3.413,4.563,-0.124,O88325,O88325,Naglu,1,5,5,5,O88325,MOUSE,83165.4,9.7,296,296.1,57.18,57.18,,739,Alpha-N-acetylglucosaminidase,extracellular exosome|,lysosome organization|cerebellar Purkinje cell layer development|middle ear morphogenesis|locomotor rhythm|retinal rod cell development|inner ear receptor cell development|,,5,5,2.30E+07,9.70%
-2.94,1.757,1.242,-2.594,-2.234,2.94,3.723,4.17,0.31,0.696,-1.757,-3.723,0.483,-3.492,-3.169,-1.242,-4.17,-0.483,-3.903,-3.436,2.594,-0.31,3.492,3.903,0.409,2.234,-0.696,3.169,3.436,-0.409,O08538,O08538,Angpt1,1,6,6,6,O08538,MOUSE,58088.5,12.6,297,297.1,57.14,57.14,,498,Angiopoietin-1,extracellular space|plasma membrane|microvillus|membrane raft|extracellular exosome|,angiogenesis|patterning of blood vessels|vasculogenesis|in utero embryonic development|negative regulation of protein phosphorylation|sprouting angiogenesis|positive regulation of receptor internalization|negative regulation of cytokine secretion involved in immune response|endocardium morphogenesis|negative regulation of cell adhesion|transmembrane receptor protein tyrosine kinase signaling pathway|activation of transmembrane receptor protein tyrosine kinase activity|endoderm development|positive regulation of endothelial cell migration|positive regulation of phosphatidylinositol 3-kinase signaling|regulation of satellite cell proliferation|hemopoiesis|heparin biosynthetic process|positive regulation of vascular endothelial growth factor receptor signaling pathway|positive regulation of protein ubiquitination|cell-substrate adhesion|regulation of tumor necrosis factor production|positive regulation of peptidyl-serine phosphorylation|protein localization to cell surface|negative regulation of protein import into nucleus|negative regulation of apoptotic process|negative regulation of vascular permeability|regulation of I-kappaB kinase/NF-kappaB signaling|regulation of protein binding|negative regulation of neuron apoptotic process|positive regulation of blood vessel endothelial cell migration|positive regulation of cell adhesion|Tie signaling pathway|positive regulation of peptidyl-tyrosine phosphorylation|positive chemotaxis|positive regulation of protein kinase B signaling|cardiac muscle tissue morphogenesis|vasculogenesis involved in coronary vascular morphogenesis|positive regulation of ERK1 and ERK2 cascade|glomerulus vasculature development|negative regulation of endothelial cell apoptotic process|regulation of macrophage migration inhibitory factor signaling pathway|,receptor binding|vascular endothelial growth factor receptor binding|receptor tyrosine kinase binding|,6,6,1.46E+08,12.60%
-5.784,2.764,1.106,-5.117,-5.105,5.784,9.171,6.746,0.43,0.706,-2.764,-9.171,-2.219,-8.928,-8.566,-1.106,-6.746,2.219,-6.208,-6.04,5.117,-0.43,8.928,6.208,0.324,5.105,-0.706,8.566,6.04,-0.324,D3Z4E2,D3Z4E2,Nrn1,1,11,4,4,D3Z4E2|A0A286YD56|Q8CFV4,MOUSE,17406.3,20.8,298,298.1,56.69,56.69,,158,Neuritin,alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex|,axonogenesis|,,4,11,1.59E+09,20.80%
-5.873,0.41,0.45,-5.303,-5.039,5.873,4.968,6.094,0.602,1.177,-0.41,-4.968,0.152,-3.892,-4.082,-0.45,-6.094,-0.152,-5.608,-4.953,5.303,-0.602,3.892,5.608,0.585,5.039,-1.177,4.082,4.953,-0.585,P34928,P34928,Apoc1,1,17,5,5,P34928,MOUSE,9696.2,32.9,299,299.1,56.17,56.17,,88,Apolipoprotein C-I,endoplasmic reticulum|very-low-density lipoprotein particle|high-density lipoprotein particle|extracellular exosome|,triglyceride metabolic process|cholesterol metabolic process|negative regulation of phosphatidylcholine catabolic process|negative regulation of very-low-density lipoprotein particle clearance|negative regulation of cholesterol transport|cholesterol efflux|phospholipid efflux|plasma lipoprotein particle remodeling|chylomicron remnant clearance|very-low-density lipoprotein particle clearance|lipoprotein metabolic process|negative regulation of fatty acid biosynthetic process|negative regulation of receptor-mediated endocytosis|negative regulation of lipoprotein lipase activity|,phospholipase inhibitor activity|fatty acid binding|,5,17,1.14E+10,32.90%
-4.633,-0.099,0.626,-4.784,-4.279,4.633,5.77,4.883,0.033,0.335,0.099,-5.77,-2.268,-5.72,-5.434,-0.626,-4.883,2.268,-4.513,-4.526,4.784,-0.033,5.72,4.513,0.325,4.279,-0.335,5.434,4.526,-0.325,O09043,O09043,Napsa,1,8,3,3,O09043,MOUSE,45942.9,10,300,300.1,55.47,55.47,,419,Napsin-A,extracellular space|lysosome|extracellular exosome|alveolar lamellar body|,protein catabolic process|membrane protein proteolysis|surfactant homeostasis|,endopeptidase activity|aspartic-type endopeptidase activity|protein binding|peptidase activity|,3,8,2.29E+08,10.00%
-2.179,-0.987,0.773,-1.506,-2.122,2.179,0.686,2.697,0.483,0.106,0.987,-0.686,1.807,-0.246,-0.578,-0.773,-2.697,-1.807,-2.034,-2.556,1.506,-0.483,0.246,2.034,-0.292,2.122,-0.106,0.578,2.556,0.292,P62983,P62983,Rps27a,1,10,6,6,P62983|P0CG50|P0CG49|P62984|A0A0A6YW67|E9QNP0|D3YYZ2,MOUSE,18292.9,32.6,301,301.1,54.91,54.91,,156,Ubiquitin-40S ribosomal protein S27a,nucleoplasm|nucleolus|cytoplasm|cytosol|small ribosomal subunit|membrane|cytosolic small ribosomal subunit|myelin sheath|extracellular exosome|,translation|circadian rhythm|,structural constituent of ribosome|poly(A) RNA binding|metal ion binding|,6,10,87800000,32.60%
-5.281,1.164,0.853,-4.759,-4.208,5.281,5.472,5.439,0.608,0.798,-1.164,-5.472,-0.074,-5.023,-4.897,-0.853,-5.439,0.074,-4.852,-4.531,4.759,-0.608,5.023,4.852,0.199,4.208,-0.798,4.897,4.531,-0.199,Q9EQ21,Q9EQ21,Hamp,1,13,3,2,Q9EQ21,MOUSE,9865.4,45.7,302,302.1,54.27,42.54,,83,Hepcidin,extracellular region|extracellular space|nucleus|,negative regulation of transcription from RNA polymerase II promoter|myeloid cell homeostasis|cellular iron ion homeostasis|JAK-STAT cascade|cellular response to extracellular stimulus|membrane protein proteolysis|negative regulation of iron ion transmembrane transport|defense response to bacterium|positive regulation of macrophage activation|negative regulation of bone resorption|positive regulation of transcription from RNA polymerase II promoter|negative regulation of inflammatory response|defense response to fungus|iron ion homeostasis|cellular response to iron ion|positive regulation of cellular protein catabolic process|,hormone activity|copper ion binding|,3,13,5.05E+08,45.70%
-5.105,,1.748,-4.262,-4.078,5.105,,6.818,0.83,1.095,,,,,,-1.748,-6.818,,-6.107,-5.698,4.262,-0.83,,6.107,0.301,4.078,-1.095,,5.698,-0.301,Q80T19,Q80T19,Hamp2,1,4,3,2,Q5M9M1|Q80T19,MOUSE,9923.4,46.9,302,302.2,41.37,29.64,,83,Hepcidin-2,extracellular region|cell|,cellular iron ion homeostasis|killing of cells of other organism|defense response to bacterium|defense response to fungus|,hormone activity|,2,4,57500000,30.10%
-4.325,2.288,0.8,-4.075,-4.155,4.325,6.194,5.256,0.378,0.302,-2.288,-6.194,-0.716,-5.849,-5.988,-0.8,-5.256,0.716,-4.943,-4.998,4.075,-0.378,5.849,4.943,-0.064,4.155,-0.302,5.988,4.998,0.064,P97464,P97464,Ext1,1,7,6,6,P97464,MOUSE,87047.9,6.7,303,303.1,53.83,53.83,,746,Exostosin-1,Golgi membrane|endoplasmic reticulum|Golgi apparatus|integral component of endoplasmic reticulum membrane|,"ossification|glycosaminoglycan biosynthetic process|protein glycosylation|gastrulation|axon guidance|brain development|endoderm development|mesoderm development|heparan sulfate proteoglycan biosynthetic process|heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process|olfactory bulb development|cellular polysaccharide biosynthetic process|embryonic skeletal joint development|","acetylglucosaminyltransferase activity|glucuronosyltransferase activity|transferase activity, transferring glycosyl groups|protein homodimerization activity|metal ion binding|protein heterodimerization activity|glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity|N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity|",6,7,9.10E+07,6.70%
-5.321,1.026,1.801,-4.754,-5.399,5.321,4.821,6.985,0.224,-0.092,-1.026,-4.821,0.146,-4.628,-5.247,-1.801,-6.985,-0.146,-6.412,-6.958,4.754,-0.224,4.628,6.412,-0.471,5.399,0.092,5.247,6.958,0.471,Q6P069,Q6P069,Sri,1,6,5,5,Q6P069|Q6P069-2,MOUSE,21912.2,28.7,304,304.1,52.92,52.92,,198,Sorcin,intracellular|nucleoplasm|cytoplasm|mitochondrion|endoplasmic reticulum membrane|smooth endoplasmic reticulum|cytosol|plasma membrane|membrane|Z disc|T-tubule|vesicle|sarcoplasmic reticulum membrane|axon terminus|dendritic spine neck|extracellular exosome|chromaffin granule membrane|,proteolysis|calcium ion transport|heart development|negative regulation of heart rate|positive regulation of insulin secretion involved in cellular response to glucose stimulus|cytoplasmic sequestering of transcription factor|positive regulation of release of sequestered calcium ion into cytosol|regulation of calcium ion transport|negative regulation of ryanodine-sensitive calcium-release channel activity|regulation of cardiac muscle cell contraction|regulation of relaxation of muscle|regulation of high voltage-gated calcium channel activity|regulation of cell communication by electrical coupling involved in cardiac conduction|negative regulation of transcription regulatory region DNA binding|,protease binding|calcium-dependent cysteine-type endopeptidase activity|calcium ion binding|protein binding|protein heterodimerization activity|repressing transcription factor binding|,5,6,4.09E+08,28.70%
0.251,1.866,4.355,-0.516,0.044,-0.251,1.636,4.622,-0.435,-0.044,-1.866,-1.636,2.658,-2.199,-1.701,-4.355,-4.622,-2.658,-4.244,-3.823,0.516,0.435,2.199,4.244,0.499,-0.044,0.044,1.701,3.823,-0.499,E9Q0F0,E9Q0F0,Krt78,1,18,3,3,E9Q0F0,MOUSE,114088.5,1.9,305,305.1,52.67,52.67,,1068,Keratin 78,extracellular space|keratin filament|extracellular exosome|,,structural molecule activity|,3,18,2.42E+10,1.90%
-4.415,0.404,0.705,-4.183,-4.194,4.415,1.884,7.639,0.416,0.22,-0.404,-1.884,1.404,-1.297,-1.434,-0.705,-7.639,-1.404,-7.454,-7.469,4.183,-0.416,1.297,7.454,-0.066,4.194,-0.22,1.434,7.469,0.066,A0A140T8P6,A0A140T8P6,Igkv12-46,1,14,3,3,A0A140T8P6,MOUSE,12733.1,40.8,306,306.1,52.03,52.03,,115,Immunoglobulin kappa variable 12-46 (Fragment),,,,3,14,1.07E+09,40.80%
-2.615,-0.517,1.02,-2.541,-2.502,2.615,3.869,3.852,-1.294,-0.411,0.517,-3.869,-0.016,-3.941,-3.916,-1.02,-3.852,0.016,-3.925,-3.899,2.541,1.294,3.941,3.925,0.86,2.502,0.411,3.916,3.899,-0.86,A0A0A6YYE7,A0A0A6YYE7,Igkv4-57,1,5,3,2,A0A0A6YYE7|A0A0B4J1I4|A0A0B4J1I3|A0A0A6YYE5|A0A075B5L8|A0A075B5M4,MOUSE,12803.3,39.3,307,307.1,52.02,31.14,,117,Immunoglobulin kappa variable 4-57 (Fragment),,,,3,5,4.30E+08,39.30%
-3.739,0.129,3.827,-4.574,-3.64,3.739,3.851,7.642,-0.835,0.107,-0.129,-3.851,2.174,-4.02,-3.77,-3.827,-7.642,-2.174,-8.209,-7.548,4.574,0.835,4.02,8.209,1.072,3.64,-0.107,3.77,7.548,-1.072,A0A0B4J1I9,A0A0B4J1I9,Igkv4-55,1,3,2,1,A0A0B4J1I9|P04945,MOUSE,12850.3,27.3,307,307.2,37.9,17.02,,117,Immunoglobulin kappa variable 4-55 (Fragment),,,,1,3,1.05E+08,13.60%
