id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,PlexesSearchedTogether_correct..126.126.127.128.129.130.131..NoBirA_6Combo.multimedian,PlexesSearchedTogether_correct..128.126.127.128.129.130.131..NoBirA_4Combo.multimedian,PlexesSearchedTogether_correct..129.126.127.128.129.130.131..NoBirA_5Combo.multimedian,PlexesSearchedTogether_correct..127.126.127.128.129.130.131..BirA.Cre_3Combo.multimedian,PlexesSearchedTogether_correct..130.126.127.128.129.130.131..BirA.Cre_2Combo.multimedian,PlexesSearchedTogether_correct..131.126.127.128.129.130.131..BirA.Cre_1Combo.multimedian,id.query,id.mapped,id.concat,id.1,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,PlexesSearchedTogether_correct.unique_peptides,PlexesSearchedTogether_correct.numSpectra,PlexesSearchedTogether_correct.totalIntensity,PlexesSearchedTogether_correct.pct_cov
P26618,0.830947352,0.095166667,1.586128215,-0.112333333,0.694044279,-0.41272699,0.57,-0.186,0.07,0.07,0.038,0.009,P26618,Pdgfra,P26618_Pdgfra,P26618,Pdgfra,1,13,8,8,P26618|P26618-2|A0A0J9YV87,MOUSE,123651.1,8.1,281,281.1,83.58,83.58,,1089,Platelet-derived growth factor receptor alpha,nucleus|cytoplasm|cytosol|integral component of plasma membrane|microvillus|external side of plasma membrane|cell surface|membrane|intrinsic component of plasma membrane|protein complex|,luteinization|in utero embryonic development|hematopoietic progenitor cell differentiation|positive regulation of cytosolic calcium ion concentration|estrogen metabolic process|positive regulation of cell proliferation|female gonad development|anatomical structure morphogenesis|organ morphogenesis|response to inorganic substance|negative regulation of platelet activation|positive regulation of phospholipase C activity|cell migration|peptidyl-tyrosine phosphorylation|signal transduction involved in regulation of gene expression|extracellular matrix organization|lung development|adrenal gland development|positive regulation of cell migration|male genitalia development|response to estradiol|Leydig cell differentiation|response to cytokine|cellular response to reactive oxygen species|platelet-derived growth factor receptor-alpha signaling pathway|positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway|wound healing|gliogenesis|odontogenesis of dentin-containing tooth|positive regulation of phosphatidylinositol 3-kinase activity|positive regulation of DNA replication|protein autophosphorylation|platelet-derived growth factor receptor signaling pathway|phosphatidylinositol-mediated signaling|positive regulation of fibroblast proliferation|embryonic digestive tract morphogenesis|embryonic cranial skeleton morphogenesis|skeletal system morphogenesis|inner ear development|regulation of chemotaxis|cardiac myofibril assembly|response to hyperoxia|palate development|face morphogenesis|cell chemotaxis|retina vasculature development in camera-type eye|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to amino acid stimulus|metanephric glomerular capillary formation|regulation of mesenchymal stem cell differentiation|,protein kinase activity|transmembrane receptor protein tyrosine kinase activity|platelet-derived growth factor alpha-receptor activity|vascular endothelial growth factor-activated receptor activity|platelet-derived growth factor receptor binding|ATP binding|protein complex binding|vascular endothelial growth factor binding|protein homodimerization activity|phosphatidylinositol 3-kinase binding|platelet-derived growth factor binding|,8,13,219000000,8.1%
A0A075B5N4,0.666521733,0.1898,3.30582358,0.342166667,0.467108362,0.786496349,0.002,-0.033,,-0.035,1.043,-0.028,A0A075B5N4,NotFound,A0A075B5N4_NotFound,A0A075B5N4,Igkv8-27,1,32,6,2,A0A075B5N4,MOUSE,11090.2,60,282,282.1,82.67,28.56,,100,Immunoglobulin kappa chain variable 8-27,,,,6,32,7230000000,60.0%
A0A140T8P5,0.987463289,0.353166667,0.114300086,-0.014333333,0.974024748,-0.03393844,0.466,0.09,0.525,-0.145,1.211,-0.028,A0A140T8P5,NotFound,A0A140T8P5_NotFound,A0A140T8P5,Igkv8-24,1,13,5,2,A0A140T8P5,MOUSE,13434.9,35.5,282,282.2,70.08,32.79,,121,Immunoglobulin kappa chain variable 8-24 (Fragment),,,,2,13,1890000000,17.3%
A0A140T8M3,0.92359906,0.1758,0.780886627,0.092166667,0.835432444,0.21880274,0.355,-0.114,,-0.169,0.834,-0.027,A0A140T8M3,NotFound,A0A140T8M3_NotFound,A0A140T8M3,Igkv8-30,1,4,5,1,A0A140T8M3,MOUSE,13506,35.5,282,282.3,66.18,12.07,,121,Immunoglobulin kappa chain variable 8-30 (Fragment),,,,1,4,186000000,9.9%
A0A140T8P7,0.537892177,0.3254,5.074640884,-0.939333333,0.310839292,-1.128246948,2.237,-0.459,,0.103,0.092,-0.346,A0A140T8P7,NotFound,A0A140T8P7_NotFound,A0A140T8P7,Igkv8-21,1,1,5,1,A0A140T8P7,MOUSE,13298.8,33.3,282,282.4,63.2,9.09,,120,Immunoglobulin kappa variable 8-21 (Fragment),,,,1,1,13000000,7.5%
A0A140T8M4,0.41556629,-0.080333333,7.089714877,0.977333333,0.195446777,1.45803948,-0.302,0.412,-1.817,-0.259,0.296,1.188,A0A140T8M4,NotFound,A0A140T8M4_NotFound,A0A140T8M4,Igkv8-19,1,13,4,2,A0A140T8M4,MOUSE,11230.2,42.5,282,282.5,64.89,36.51,,101,Immunoglobulin kappa variable 8-19,,,,2,13,1580000000,26.7%
A0A140T8N5,0.354527881,-0.069,8.402747248,0.554166667,0.144452571,1.725749062,-0.368,-0.435,,-0.214,0.488,0.184,A0A140T8N5,NotFound,A0A140T8N5_NotFound,A0A140T8N5,Igkv6-23,1,18,4,3,A0A140T8N5,MOUSE,12901.2,26.9,282,282.6,42.51,37.53,,115,Immunoglobulin kappa variable 6-23 (Fragment),,,,3,18,3810000000,21.7%
P08003,0.625702986,-0.004833333,3.689868351,-0.280333333,0.427575847,-0.850432283,0.631,0.221,-0.446,-0.208,-0.199,-0.028,P08003,Pdia4,P08003_Pdia4,P08003,Pdia4,1,12,8,8,A0A0R4J0Z1|P08003,MOUSE,72323.4,11.7,283,283.1,80.8,80.8,,638,Protein disulfide-isomerase A4,endoplasmic reticulum|endoplasmic reticulum lumen|cell surface|endoplasmic reticulum chaperone complex|melanosome|,protein folding|response to endoplasmic reticulum stress|cell redox homeostasis|chaperone-mediated protein folding|,protein disulfide isomerase activity|poly(A) RNA binding|,8,12,458000000,11.7%
Q61982,0.189842544,0.44,14.74123911,-1.006,0.033564184,-2.742140171,1.23,1.394,0.205,-0.053,-0.155,0.019,Q61982,Notch3,Q61982_Notch3,Q61982,Notch3,1,18,7,7,Q61982,MOUSE,257423.3,3.3,284,284.1,79.46,79.46,,2318,Neurogenic locus notch homolog protein 3,nucleoplasm|cytoplasm|plasma membrane|integral component of plasma membrane|actin cytoskeleton|receptor complex|,"negative regulation of transcription from RNA polymerase II promoter|transcription, DNA-templated|Notch signaling pathway|forebrain development|negative regulation of cell differentiation|negative regulation of neuron differentiation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of smooth muscle cell proliferation|neuron fate commitment|artery morphogenesis|glomerular capillary formation|",calcium ion binding|protein binding|enzyme binding|,7,18,248000000,3.3%
P01645,0.865516972,0.2715,1.268993677,-0.303666667,0.746621741,-0.338466381,-0.962,-0.23,2.462,-0.215,0.574,0,P01645,NotFound,P01645_NotFound,P01645,,1,35,7,6,P01645|P01644|P01646|P01647|A0A140T8M1|P01648|P01643|P01649|A0A075B5L0,MOUSE,12068.2,65.7,285,285.1,79.25,67.02,,108,Ig kappa chain V-V region HP 93G7,,,antigen binding|,8,35,6570000000,65.7%
P01670,0.592453065,0.224666667,4.267218933,-0.354666667,0.374350232,-0.95935156,0.9,0.627,-0.321,0.059,0.188,-0.105,P01670,NotFound,P01670_NotFound,P01670,,1,8,3,1,P01670,MOUSE,12153.4,25.2,285,285.2,35.7,19.59,,111,Ig kappa chain V-III region PC 6684,,,antigen binding|,1,8,413000000,15.3%
P97873,0.629316069,0.323166667,3.650090481,-0.453,0.431510087,-0.842971992,1.475,0.695,-0.521,0.042,0.446,-0.198,P97873,Loxl1,P97873_Loxl1,P97873,Loxl1,1,11,7,7,P97873|A0A0R4J0Q4,MOUSE,67189.7,12.8,286,286.1,79.09,79.09,,607,Lysyl oxidase homolog 1,proteinaceous extracellular matrix|extracellular space|extracellular matrix|,oxidation-reduction process|,"copper ion binding|protein binding|oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor|",7,11,811000000,12.8%
A0A075B5N3,0.581245909,0.016833333,4.420919977,0.701,0.361333312,0.988515521,0.462,0.354,-1.817,-0.278,0.37,1.01,A0A075B5N3,NotFound,A0A075B5N3_NotFound,A0A075B5N3,Igkv8-28,1,22,5,5,A0A075B5N3,MOUSE,11017,59.4,287,287.1,78.96,78.96,,101,Immunoglobulin kappa variable 8-28,,,,5,22,4330000000,59.4%
P16056,0.715522672,-0.0785,2.718347366,0.185,0.534767818,0.658013357,-0.144,0.223,-0.592,0.09,-0.005,-0.043,P16056,NotFound,P16056_NotFound,P16056,Met,1,12,7,7,P16056|F8VQL0,MOUSE,155885.1,6.9,288,288.1,78.71,78.71,,1379,Hepatocyte growth factor receptor,basal plasma membrane|cell surface|membrane|integral component of membrane|,activation of MAPK activity|endothelial cell morphogenesis|liver development|placenta development|synaptic transmission|brain development|muscle organ development|skeletal muscle tissue development|positive regulation of glucose transport|muscle cell migration|myotube differentiation|peptidyl-tyrosine phosphorylation|adult behavior|glucose homeostasis|positive regulation of transcription from RNA polymerase II promoter|protein autophosphorylation|hepatocyte growth factor receptor signaling pathway|branching morphogenesis of an epithelial tube|regulation of synaptic transmission|positive chemotaxis|myoblast proliferation|regulation of excitatory postsynaptic membrane potential|regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling|semaphorin-plexin signaling pathway|negative regulation of hydrogen peroxide-mediated programmed cell death|positive regulation of endothelial cell chemotaxis|,protein kinase activity|hepatocyte growth factor-activated receptor activity|protein binding|ATP binding|protein phosphatase binding|,7,12,207000000,6.9%
P01631,0.189992891,-0.204,14.61026053,0.991333333,0.034591863,2.719426614,-1.07,-0.551,-0.478,-0.157,0.916,0.116,P01631,NotFound,P01631_NotFound,P01631,,1,48,5,5,P01631|A0A140T8M0|A0A0B4J1I0|A0A075B5K8|A0A140T8N1|A0A140T8M9|A0A075B5N0,MOUSE,12386.7,40.7,289,289.1,78.22,78.22,,113,Ig kappa chain V-II region 26-10,,,antigen binding|,7,48,71300000000,40.7%
P97464,0.678082416,-0.107,3.198045668,0.178666667,0.478845525,0.754593342,0.061,-0.24,-0.41,0.072,-0.127,0.002,P97464,Ext1,P97464_Ext1,P97464,Ext1,1,16,7,7,P97464,MOUSE,87047.9,9.5,290,290.1,77.63,77.63,,746,Exostosin-1,Golgi membrane|endoplasmic reticulum|Golgi apparatus|integral component of endoplasmic reticulum membrane|,"ossification|glycosaminoglycan biosynthetic process|protein glycosylation|gastrulation|axon guidance|brain development|endoderm development|mesoderm development|heparan sulfate proteoglycan biosynthetic process|heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process|olfactory bulb development|cellular polysaccharide biosynthetic process|embryonic skeletal joint development|","acetylglucosaminyltransferase activity|glucuronosyltransferase activity|transferase activity, transferring glycosyl groups|protein homodimerization activity|metal ion binding|protein heterodimerization activity|glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity|N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity|",7,16,544000000,9.5%
Q8VI78,0.443636341,0.538166667,6.418930875,-1.173,0.22809035,-1.343275516,0.024,0.156,3.194,0.056,-0.163,-0.038,Q8VI78,Pla1a,Q8VI78_Pla1a,Q8VI78,Pla1a,1,14,7,7,Q8VI78,MOUSE,50838.6,19.9,291,291.1,76.97,76.97,,456,Phospholipase A1 member A,acrosomal membrane|extracellular exosome|,lipid catabolic process|,phosphatidylcholine 1-acylhydrolase activity|,7,14,1480000000,19.9%
Q61171,0.891021159,0.292166667,1.083080083,0.121,0.779277239,0.293127827,-0.029,0.844,-0.12,0.599,-0.276,0.735,Q61171,Prdx2,Q61171_Prdx2,Q61171,Prdx2,1,9,7,7,Q61171,MOUSE,21949.4,39.3,292,292.1,76.73,76.73,,198,Peroxiredoxin-2,mitochondrion|myelin sheath|extracellular exosome|,activation of MAPK activity|respiratory burst involved in inflammatory response|response to oxidative stress|regulation of hydrogen peroxide metabolic process|removal of superoxide radicals|positive regulation of blood coagulation|negative regulation of lipopolysaccharide-mediated signaling pathway|negative regulation of NF-kappaB transcription factor activity|response to lipopolysaccharide|cellular response to oxidative stress|T cell proliferation|hydrogen peroxide metabolic process|hydrogen peroxide catabolic process|regulation of apoptotic process|negative regulation of T cell differentiation|thymus development|homeostasis of number of cells|oxidation-reduction process|negative regulation of reactive oxygen species metabolic process|negative regulation of extrinsic apoptotic signaling pathway|negative regulation of extrinsic apoptotic signaling pathway in absence of ligand|,peroxidase activity|protein binding|thioredoxin peroxidase activity|selenium binding|antioxidant activity|,7,9,725000000,39.3%
Q769J6,0.232324458,0.552833333,12.16384179,-1.224333333,0.060759728,-2.303265514,0.557,0.581,2.357,-0.228,0.076,-0.026,Q769J6,Adamts13,Q769J6_Adamts13,Q769J6,Adamts13,1,16,7,7,Q769J6|A2ALB3,MOUSE,160032.5,7,293,293.1,76.43,76.43,,1426,A disintegrin and metalloproteinase with thrombospondin motifs 13,proteinaceous extracellular matrix|extracellular space|,proteolysis|blood coagulation|response to toxic substance|response to interferon-gamma|response to tumor necrosis factor|peptide catabolic process|response to interleukin-4|,endopeptidase activity|metalloendopeptidase activity|zinc ion binding|,7,16,165000000,7.0%
G3UX19,0.594937809,-0.413166667,4.218765031,0.871,0.378550215,0.951052568,0.406,0.065,-3.017,0.092,-0.11,0.085,G3UX19,NotFound,G3UX19_NotFound,G3UX19,Atf6b,1,16,6,6,G3UX19|A0A0A0MQ69|O35451,MOUSE,77389.6,12.1,294,294.1,75.17,75.17,,709,Cyclic AMP-dependent transcription factor ATF-6 beta,intracellular|nucleus|endoplasmic reticulum membrane|protein-DNA complex|,endoplasmic reticulum unfolded protein response|positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress|,sequence-specific DNA binding transcription factor activity|cAMP response element binding|sequence-specific DNA binding|transcription regulatory region DNA binding|,6,16,370000000,12.1%
A0A075B5S9,0.612514063,0.103,3.927779244,0.392,0.404782824,0.895814836,0.33,-0.116,-0.493,-0.192,1.118,-0.029,A0A075B5S9,NotFound,A0A075B5S9_NotFound,A0A075B5S9,Ighv9-4,1,16,6,5,A0A075B5S9|A0A0B4J1J4|A0A075B5S1,MOUSE,11048.3,60.2,295,295.1,74.36,54.63,,98,Immunoglobulin heavy variable 9-4,,,,7,16,820000000,60.2%
A0A0B4J1J5,0.744835591,0.134833333,2.445388476,-0.284333333,0.569457284,-0.601547368,0.956,0.565,-0.69,-0.256,0.31,-0.076,A0A0B4J1J5,NotFound,A0A0B4J1J5_NotFound,A0A0B4J1J5,Ighv9-3,1,2,3,1,A0A0B4J1J5,MOUSE,13109.7,26.4,295,295.2,35.48,9.76,,117,Immunoglobulin heavy variable V9-3 (Fragment),,,,1,2,13300000,12.8%
Q8CBR6,0.519119874,0.160166667,5.346613037,-0.595666667,0.291970314,-1.154923202,0.885,1.181,-0.692,-0.108,-0.126,-0.179,Q8CBR6,Tsku,Q8CBR6_Tsku,Q8CBR6,Tsku,1,12,4,4,Q8CBR6,MOUSE,38760.8,16.6,296,296.1,74.15,74.15,,354,Tsukushin,extracellular space|,regulation of gene expression|corpus callosum morphogenesis|lateral ventricle development|anterior commissure morphogenesis|negative regulation of Wnt signaling pathway|camera-type eye development|ciliary body morphogenesis|,protein binding|,4,12,207000000,16.6%
O88325,0.830947352,-0.211666667,1.578182173,0.251333333,0.695315295,0.411190188,0.25,0.474,-1.736,-0.197,-0.066,0.005,O88325,Naglu,O88325_Naglu,O88325,Naglu,1,11,6,6,O88325,MOUSE,83165.4,11.5,297,297.1,74.03,74.03,,739,Alpha-N-acetylglucosaminidase,extracellular exosome|,lysosome organization|cerebellar Purkinje cell layer development|middle ear morphogenesis|locomotor rhythm|retinal rod cell development|inner ear receptor cell development|,,6,11,93900000,11.5%
E9QP56,0.768822314,0.163166667,2.273091947,0.264333333,0.592503343,0.565012175,0.307,0.677,-0.891,0.615,0.369,-0.098,E9QP56,Apoc3,E9QP56_Apoc3,E9QP56,Apoc3,1,46,4,4,E9QP56|P33622|A0A0R4J1N3,MOUSE,15162.8,36.4,298,298.1,72.24,72.24,,137,Apolipoprotein C-III,extracellular region|,triglyceride metabolic process|triglyceride mobilization|lipid transport|cholesterol metabolic process|triglyceride catabolic process|lipoprotein metabolic process|,lipid binding|,4,46,37200000000,36.4%
Q9Z1T2,0.434226419,-0.766833333,6.652495718,1.811,0.216147605,1.383411401,0.233,-0.473,-4.777,-0.162,0.526,0.052,Q9Z1T2,Thbs4,Q9Z1T2_Thbs4,Q9Z1T2,Thbs4,1,7,5,4,Q9Z1T2,MOUSE,109046.1,7.5,299,299.1,71.9,53.91,,963,Thrombospondin-4,basement membrane|extracellular space|endoplasmic reticulum|sarcoplasmic reticulum|extracellular matrix|extracellular exosome|,positive regulation of endothelial cell proliferation|response to unfolded protein|negative regulation of angiogenesis|regulation of tissue remodeling|response to endoplasmic reticulum stress|behavioral response to pain|tissue remodeling|positive regulation of peptidyl-tyrosine phosphorylation|myoblast migration|positive regulation of cell division|endothelial cell-cell adhesion|positive regulation of neutrophil chemotaxis|,integrin binding|calcium ion binding|protein binding|growth factor activity|heparin binding|,5,7,1010000000,7.5%
Q9R0G6,0.438943049,-0.1018,6.530287284,0.347833333,0.222316282,1.391464476,-0.281,-0.34,,0.039,0.071,0.002,Q9R0G6,Comp,Q9R0G6_Comp,Q9R0G6,Comp,1,4,4,3,Q9R0G6,MOUSE,84965.2,6.3,299,299.2,56.64,38.65,,755,Cartilage oligomeric matrix protein,proteinaceous extracellular matrix|extracellular space|extracellular exosome|extracellular matrix|,growth plate cartilage development|apoptotic process|cell adhesion|extracellular matrix organization|negative regulation of apoptotic process|limb development|,protease binding|extracellular matrix structural constituent|calcium ion binding|protein binding|collagen binding|heparin binding|heparan sulfate proteoglycan binding|,3,4,30000000,5.0%
