id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Amanda_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Amanda_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Amanda_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Amanda_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Amanda_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Amanda_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase.unique_peptides,Amanda_newDatabase.numSpectra,Amanda_newDatabase.totalIntensity,Amanda_newDatabase.pct_cov
P97333,0.062852687,-0.2415,12.4010436,2.003666667,0.057530168,2.281287851,-2.979,-1.466,0.715,0.891,0.601,0.789,P97333,Nrp1,P97333_Nrp1,P97333,Nrp1,1,5,4,4,P97333,MOUSE,104253.4,5.6,389,389.1,27.62,27.62,,923,Neuropilin-1,extracellular space|early endosome|cytosol|neurofilament|plasma membrane|focal adhesion|integral component of membrane|axon|sorting endosome|,angiogenesis|patterning of blood vessels|neuron migration|sprouting angiogenesis|cell migration involved in sprouting angiogenesis|axon guidance|axonal fasciculation|heart development|motor neuron axon guidance|dendrite development|cell migration|facial nerve structural organization|trigeminal nerve morphogenesis|trigeminal nerve structural organization|vestibulocochlear nerve structural organization|nerve development|branchiomotor neuron axon guidance|gonadotrophin-releasing hormone neuronal migration to the hypothalamus|negative regulation of axon extension|retinal ganglion cell axon guidance|cellular response to hepatocyte growth factor stimulus|endothelial cell chemotaxis|cellular response to vascular endothelial growth factor stimulus|ventral trunk neural crest cell migration|VEGF-activated neuropilin signaling pathway|otic placode formation|negative regulation of neuron apoptotic process|platelet-derived growth factor receptor signaling pathway|vascular endothelial growth factor receptor signaling pathway|hepatocyte growth factor receptor signaling pathway|sympathetic nervous system development|neuron development|regulation of axon extension involved in axon guidance|positive regulation of axon extension involved in axon guidance|negative regulation of axon extension involved in axon guidance|artery morphogenesis|axon extension involved in axon guidance|positive regulation of peptidyl-tyrosine phosphorylation|positive chemotaxis|axonogenesis involved in innervation|dichotomous subdivision of terminal units involved in salivary gland branching|angiogenesis involved in coronary vascular morphogenesis|cell migration involved in coronary vasculogenesis|coronary artery morphogenesis|retina vasculature morphogenesis in camera-type eye|renal artery morphogenesis|sympathetic ganglion development|trigeminal ganglion development|ganglion morphogenesis|positive regulation of ERK1 and ERK2 cascade|semaphorin-plexin signaling pathway|commissural neuron axon guidance|regulation of retinal ganglion cell axon guidance|sensory neuron axon guidance|sympathetic neuron projection extension|sympathetic neuron projection guidance|neural crest cell migration involved in autonomic nervous system development|toxin transport|semaphorin-plexin signaling pathway involved in neuron projection guidance|semaphorin-plexin signaling pathway involved in axon guidance|positive regulation of retinal ganglion cell axon guidance|VEGF-activated neuropilin signaling pathway involved in axon guidance|protein localization to early endosome|facioacoustic ganglion development|negative regulation of extrinsic apoptotic signaling pathway|,vascular endothelial growth factor-activated receptor activity|protein binding|heparin binding|semaphorin receptor activity|growth factor binding|vascular endothelial growth factor binding|metal ion binding|,4,5,17000000,5.6%
Q922Q9,0.005418577,-0.591833333,23.55252574,3.021666667,0.004413137,4.175804589,-1.385,-1.136,-3.787,1.177,0.687,0.893,Q922Q9,Chid1,Q922Q9_Chid1,Q922Q9,Chid1,1,4,4,4,A0A0R4J242|Q922Q9|A0A0R4J058|Q922Q9-2|A0A1B0GSH5,MOUSE,45075.9,8.3,390,390.1,27.55,27.55,,393,Chitinase domain-containing protein 1,extracellular region|extracellular space|nucleus|lysosome|late endosome|trans-Golgi network|membrane|extracellular exosome|,carbohydrate metabolic process|chitin catabolic process|innate immune response|negative regulation of cytokine production involved in inflammatory response|,chitinase activity|chitin binding|oligosaccharide binding|,4,4,206000000,8.3%
Q923X1,0.000261273,-0.460166667,39.28714099,3.346333333,0.000117838,7.671364905,-2.797,-2.145,-1.458,1.458,1.048,1.133,Q923X1,Adgrl4,Q923X1_Adgrl4,Q923X1,Adgrl4,1,2,2,2,Q923X1,MOUSE,84526.8,4.6,391,391.1,27.52,27.52,,739,Adhesion G protein-coupled receptor L4,plasma membrane|integral component of membrane|,G-protein coupled receptor signaling pathway|,G-protein coupled receptor activity|calcium ion binding|,2,2,21000000,4.6%
Q9Z126,0.000148189,-0.6375,46.39848878,3.461,2.29166E-05,9.876742576,-2.478,-2.39,-2.236,1.494,0.825,0.96,Q9Z126,Pf4,Q9Z126_Pf4,Q9Z126,Pf4,1,6,3,3,Q9Z126|A0A0J9YTR7,MOUSE,11471.5,25.7,392,392.1,27.38,27.38,,105,Platelet factor 4,extracellular space|platelet alpha granule|protein complex|,positive regulation of leukocyte chemotaxis|protein complex assembly|inflammatory response|immune response|G-protein coupled receptor signaling pathway|positive regulation of gene expression|positive regulation of macrophage derived foam cell differentiation|negative regulation of angiogenesis|cytokine-mediated signaling pathway|platelet activation|leukocyte chemotaxis|positive regulation of cAMP metabolic process|response to lipopolysaccharide|positive regulation of tumor necrosis factor production|regulation of cell proliferation|positive regulation of cAMP-mediated signaling|negative regulation of MHC class II biosynthetic process|positive regulation of macrophage differentiation|negative regulation of megakaryocyte differentiation|negative regulation of cytolysis|positive regulation of transcription from RNA polymerase II promoter|chemokine-mediated signaling pathway|negative regulation of extrinsic apoptotic signaling pathway in absence of ligand|,chemokine activity|heparin binding|CXCR chemokine receptor binding|CXCR3 chemokine receptor binding|,3,6,86900000,25.7%
P24270,0.007389722,-0.917,22.10661325,3.229333333,0.006156568,3.907879845,-2.932,-0.647,-4.016,0.934,0.445,0.714,P24270,Cat,P24270_Cat,P24270,Cat,1,4,3,3,P24270|A2AL20,MOUSE,60079.5,5.1,393,393.1,27.11,27.11,,527,Catalase,extracellular space|mitochondrion|mitochondrial intermembrane space|lysosome|peroxisome|peroxisomal membrane|endoplasmic reticulum|Golgi apparatus|cytosol|plasma membrane|focal adhesion|membrane|intracellular membrane-bounded organelle|extracellular exosome|,response to reactive oxygen species|osteoblast differentiation|ureteric bud development|response to hypoxia|triglyceride metabolic process|response to oxidative stress|aging|cholesterol metabolic process|aerobic respiration|response to toxic substance|response to light intensity|UV protection|response to ozone|response to lead ion|positive regulation of phosphatidylinositol 3-kinase signaling|response to activity|response to inactivity|hemoglobin metabolic process|negative regulation of NF-kappaB transcription factor activity|response to estradiol|response to insulin|response to vitamin A|response to vitamin E|response to L-ascorbic acid|response to drug|hydrogen peroxide catabolic process|negative regulation of apoptotic process|response to ethanol|response to cadmium ion|positive regulation of NF-kappaB transcription factor activity|protein tetramerization|protein homotetramerization|positive regulation of cell division|response to hyperoxia|response to fatty acid|cellular response to growth factor stimulus|response to phenylpropanoid|,"aminoacylase activity|catalase activity|receptor binding|antioxidant activity|oxidoreductase activity, acting on peroxide as acceptor|enzyme binding|heme binding|protein homodimerization activity|metal ion binding|NADP binding|",3,4,61800000,5.1%
A0A0B4J1I8,0.00021605,-1.090833333,40.78800511,5.212333333,8.34064E-05,8.098394062,-3.328,-2.75,-5.013,0.899,1.901,1.746,A0A0B4J1I8,NotFound,A0A0B4J1I8_NotFound,A0A0B4J1I8,Igkv4-59,1,10,3,3,A0A0B4J1I8|P04944|P04940|P04941|P04942|P04943|A0A0B4J1I5|P70670|Q9JKC6|A0N8I8,MOUSE,12784.1,17.9,394,394.1,27.03,27.03,,117,Immunoglobulin kappa variable 4-59 (Fragment),,,,3,10,2950000000,17.9%
Q0VBK2,0.017086926,-0.607333333,18.26807916,2.066666667,0.0149002,3.206054651,-0.603,-1.235,-3.084,0.577,0.376,0.325,Q0VBK2,Krt80,Q0VBK2_Krt80,Q0VBK2,Krt80,1,2,2,2,Q0VBK2,MOUSE,51173.1,5,395,395.1,26.99,26.99,,452,"Keratin, type II cytoskeletal 80",cytoplasm|intermediate filament|keratin filament|,,structural molecule activity|,2,2,49000000,5.0%
Q61268,0.000167312,-0.4954,43.23254834,4.587666667,4.75056E-05,10.32676467,-3.492,-3.004,,1.583,1.538,0.898,Q61268,Apoc4,Q61268_Apoc4,Q61268,Apoc4,1,6,2,2,Q61268,MOUSE,14459.4,16.1,396,396.1,26.89,26.89,,124,Apolipoprotein C-IV,very-low-density lipoprotein particle|high-density lipoprotein particle|,lipid transport|positive regulation of sequestering of triglyceride|triglyceride homeostasis|,,2,6,1320000000,16.1%
D3Z450,0.000854278,-1.5685,32.3512913,5.407666667,0.00058193,6.032352489,-3.777,-2.676,-6.364,1.071,1.385,0.95,D3Z450,Serpina3i,D3Z450_Serpina3i,D3Z450,Serpina3i,1,24,3,3,D3Z450,MOUSE,45964.2,6.3,397,397.1,26.64,26.64,,408,"Serine (or cysteine) peptidase inhibitor, clade A, member 3I",extracellular space|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,3,24,3.63E+11,6.3%
Q9D0F3,0.002476634,-1.6865,27.15669044,5.527666667,0.001924558,4.885126365,-3.426,-2.67,-7.255,1.189,1.161,0.882,Q9D0F3,Lman1,Q9D0F3_Lman1,Q9D0F3,Lman1,1,3,3,3,Q9D0F3,MOUSE,58073,5.2,398,398.1,26.64,26.64,,517,Protein ERGIC-53,Golgi membrane|endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|membrane|integral component of membrane|sarcomere|ER to Golgi transport vesicle|endoplasmic reticulum-Golgi intermediate compartment membrane|host cell perinuclear region of cytoplasm|extracellular exosome|,ER to Golgi vesicle-mediated transport|endoplasmic reticulum organization|Golgi organization|positive regulation of organelle organization|protein transport|,carbohydrate binding|metal ion binding|,3,3,63800000,5.2%
A0A075B5Q6,0.00026945,-0.381,39.04863225,4.615,0.000124491,8.716310235,-3.641,-2.659,,0.916,1.936,1.543,A0A075B5Q6,NotFound,A0A075B5Q6_NotFound,A0A075B5Q6,Ighv5-9-1,1,6,3,3,A0A075B5Q6|P18526|A0A075B5Q0,MOUSE,13238,28.4,399,399.1,26.42,26.42,,116,Immunoglobulin heavy variable 5-9-1,,,,4,6,288000000,28.4%
Q64339,0.000210213,-0.478,41.10764549,3.7625,7.74882E-05,9.478493133,-2.944,-2.527,,1.04,0.882,1.159,Q64339,Isg15,Q64339_Isg15,Q64339,Isg15,1,2,2,2,Q64339,MOUSE,18068.5,16.7,400,400.1,26.38,26.38,,161,Ubiquitin-like protein ISG15,extracellular region|cytoplasm|,modification-dependent protein catabolic process|negative regulation of protein ubiquitination|ISG15-protein conjugation|regulation of interferon-gamma production|response to type I interferon|defense response to bacterium|negative regulation of viral genome replication|positive regulation of erythrocyte differentiation|defense response to virus|,protein binding|protein tag|,2,2,2280000,16.7%
A0A075B5K2,0.00028606,-0.3556,38.58309016,4.0165,0.000138577,8.55163128,-2.505,-3.026,,1.076,1.785,0.892,A0A075B5K2,NotFound,A0A075B5K2_NotFound,A0A075B5K2,Igkv9-124,1,4,2,2,A0A075B5K2,MOUSE,10533.4,32.6,401,401.1,26.33,26.33,,95,Immunoglobulin kappa chain variable 9-124,,,,2,4,154000000,32.6%
F8WID5,0.519405905,-0.120833333,2.904834812,0.551666667,0.512290755,0.691200105,-1.505,1.387,-1.072,0.324,-0.503,0.644,F8WID5,NotFound,F8WID5_NotFound,F8WID5,Tpm1,1,4,2,2,F8WID5|E9Q454|E9Q450|Q8BP43|E9Q448|P58771-2|Q8BSH3|P58771|B7ZNL3|E9Q452|E9Q455|G5E8R2|E9Q456|G5E8R1|E9Q453|G5E8R0|E9Q5J9|P21107|A0A0R4J1P2|P21107-2|D3Z2H9|D3Z6I8|E9Q7Q3|A2AIM4|P58774-2|P58774|S4R2U0,MOUSE,37469.2,5.5,402,402.1,26.26,26.26,,326,Tropomyosin alpha-1 chain,cytoplasm|muscle thin filament tropomyosin|myofibril|filamentous actin|,in utero embryonic development|,structural constituent of cytoskeleton|,3,4,70700000,5.5%
P70194,0.000261034,-0.5458,39.38079158,3.807833333,0.000115324,8.835490672,-3.189,-2.472,,0.895,1.194,0.843,P70194,Clec4f,P70194_Clec4f,P70194,Clec4f,1,2,2,2,P70194|A0A0R4IZZ5,MOUSE,61667,3.6,403,403.1,26.05,26.05,,548,C-type lectin domain family 4 member F,plasma membrane|integral component of membrane|,endocytosis|NK T cell activation|,galactose binding|glycolipid binding|,2,2,172000000,3.6%
P00974,0.000991453,-0.089333333,31.5716425,-2.087333333,0.000696363,-5.746026736,1.374,0.915,0.574,-1.135,-1.297,-0.967,P00974,NotFound,P00974_NotFound,P00974,,1,5,2,2,P00974,BOVIN,11359,19,404,404.1,25.88,25.88,,100,Pancreatic trypsin inhibitor,,,,2,5,413000000,19.0%
Q61592,0.000210994,-0.5106,41.0768872,3.772333333,7.80389E-05,9.46668714,-2.975,-2.573,,1.182,0.945,0.868,Q61592,Gas6,Q61592_Gas6,Q61592,Gas6,1,3,3,3,Q61592,MOUSE,76548.1,5,405,405.1,25.84,25.84,,674,Growth arrest-specific protein 6,extracellular space|cytoplasm|extracellular exosome|,"neuron migration|positive regulation of protein phosphorylation|positive regulation of cytokine-mediated signaling pathway|positive regulation of glomerular filtration|protein phosphorylation|phagocytosis|signal transduction|enzyme linked receptor protein signaling pathway|blood coagulation|cellular response to starvation|positive regulation of gene expression|negative regulation of tumor necrosis factor-mediated signaling pathway|macrophage cytokine production|peptidyl-serine phosphorylation|fusion of virus membrane with host plasma membrane|viral genome replication|organ regeneration|cell-substrate adhesion|positive regulation of TOR signaling|activation of protein kinase B activity|negative regulation of interferon-gamma production|negative regulation of interleukin-6 production|negative regulation of tumor necrosis factor production|positive regulation of natural killer cell differentiation|positive regulation of peptidyl-serine phosphorylation|negative regulation of protein import into nucleus, translocation|cellular response to interferon-alpha|cellular response to drug|B cell chemotaxis|regulation of growth|negative regulation of apoptotic process|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|apoptotic cell clearance|negative regulation of sequence-specific DNA binding transcription factor activity|protein kinase B signaling|positive regulation of protein kinase activity|negative regulation of transcription, DNA-templated|viral entry into host cell|receptor-mediated virion attachment to host cell|positive regulation of protein export from nucleus|positive regulation of fibroblast proliferation|negative regulation of interleukin-1 secretion|positive regulation of phagocytosis|positive regulation of protein kinase B signaling|positive regulation of protein tyrosine kinase activity|negative regulation of biomineral tissue development|positive regulation of ERK1 and ERK2 cascade|calcium ion transmembrane transport|cellular response to vitamin K|cellular response to glucose stimulus|cellular response to growth factor stimulus|protein targeting to plasma membrane|extracellular matrix assembly|dendritic cell differentiation|hematopoietic stem cell migration to bone marrow|negative regulation of oligodendrocyte apoptotic process|negative regulation of interleukin-6 secretion|negative regulation of fibroblast apoptotic process|negative regulation of endothelial cell apoptotic process|positive regulation of dendritic cell chemotaxis|negative regulation of renal albumin absorption|negative regulation of dendritic cell apoptotic process|","phosphatidylserine binding|receptor binding|voltage-gated calcium channel activity|calcium ion binding|protein tyrosine kinase activator activity|receptor tyrosine kinase binding|cysteine-type endopeptidase inhibitor activity involved in apoptotic process|receptor agonist activity|binding, bridging|",3,3,72100000,5.0%
P08003,0.001058061,-0.5292,31.2205034,3.529666667,0.000755005,6.274646135,-1.858,-3.436,,0.932,0.966,0.75,P08003,Pdia4,P08003_Pdia4,P08003,Pdia4,1,3,3,3,A0A0R4J0Z1|P08003,MOUSE,72323.4,4.8,406,406.1,25.77,25.77,,638,Protein disulfide-isomerase A4,endoplasmic reticulum|endoplasmic reticulum lumen|cell surface|endoplasmic reticulum chaperone complex|melanosome|,protein folding|response to endoplasmic reticulum stress|cell redox homeostasis|chaperone-mediated protein folding|,protein disulfide isomerase activity|poly(A) RNA binding|,3,3,233000000,4.8%
P01662,0.000347515,-1.1435,37.2435472,4.307666667,0.000188645,7.119411577,-2.689,-2.534,-4.669,0.96,1.004,1.067,P01662,NotFound,P01662_NotFound,P01662,,1,2,2,2,P01662|P01663,MOUSE,12155.2,21.6,407,407.1,24.96,24.96,,111,Ig kappa chain V-III region ABPC 22/PC 9245,,,antigen binding|,2,2,40900000,21.6%
H7BWY6,0.005974803,-1.005166667,23.10166081,4.063666667,0.004895916,4.09131814,-2.032,-1.617,-5.462,1.42,0.823,0.837,H7BWY6,Rbp4,H7BWY6_Rbp4,H7BWY6,Rbp4,1,4,3,3,H7BWY6|Q00724,MOUSE,28746.7,12.2,408,408.1,24.92,24.92,,245,Retinol-binding protein 4,extracellular space|protein complex|extracellular exosome|,maintenance of gastrointestinal epithelium|positive regulation of insulin secretion|response to retinoic acid|retinol transport|retinol metabolic process|glucose homeostasis|response to ethanol|,retinol binding|retinol transporter activity|protein heterodimerization activity|,3,4,539000000,12.2%
P01724,0.000165321,-0.9184,43.84830626,4.984333333,4.12258E-05,10.5850752,-4.439,-3.379,,0.946,1.111,1.169,P01724,NotFound,P01724_NotFound,P01724,,1,2,2,2,P01724,MOUSE,13593.1,31,409,409.1,24.8,24.8,,129,Ig lambda-1 chain V regions MOPC 104E/RPC20/J558/S104,,,antigen binding|,2,2,2390000000,31.0%
O35490,0.672532924,0.131,1.766348663,-0.3125,0.665832721,-0.453883386,-0.324,0.961,,1.021,-0.64,-0.363,O35490,Bhmt,O35490_Bhmt,O35490,Bhmt,1,2,2,2,O35490,MOUSE,45476.1,5.8,410,410.1,24.78,24.78,,407,Betaine--homocysteine S-methyltransferase 1,cytoplasm|,amino-acid betaine catabolic process|methionine biosynthetic process|methylation|,zinc ion binding|S-adenosylmethionine-homocysteine S-methyltransferase activity|betaine-homocysteine S-methyltransferase activity|,2,2,815000000,5.8%
P35822,0.000165321,-0.733,44.02697103,4.396666667,3.95642E-05,10.66111813,-3.675,-3.067,,1.158,1.008,0.911,P35822,Ptprk,P35822_Ptprk,P35822,Ptprk,1,3,3,3,A0A1W2P7Y1|P35822|B2RRF0,MOUSE,166179.6,1.8,411,411.1,24.67,24.67,,1457,Receptor-type tyrosine-protein phosphatase kappa,photoreceptor outer segment|cell-cell junction|cell surface|integral component of membrane|axon|dendrite|leading edge membrane|neuronal cell body|,"protein dephosphorylation|cell adhesion|signal transduction|transforming growth factor beta receptor signaling pathway|negative regulation of cell proliferation|negative regulation of keratinocyte proliferation|cell migration|negative regulation of cell migration|protein localization to cell surface|cellular response to reactive oxygen species|cellular response to UV|peptidyl-tyrosine dephosphorylation|negative regulation of cell cycle|negative regulation of transcription, DNA-templated|focal adhesion assembly|",protein tyrosine phosphatase activity|beta-catenin binding|protein kinase binding|gamma-catenin binding|,3,3,129000000,1.8%
A0A075B5N6,0.000158712,-0.6494,44.62118825,4.977666667,3.45049E-05,10.91763099,-3.933,-3.339,,0.931,1.719,1.375,A0A075B5N6,NotFound,A0A075B5N6_NotFound,A0A075B5N6,Igkv8-16,1,5,2,2,A0A075B5N6|A0A0G2JGT0,MOUSE,13623.3,15.8,412,412.1,24.62,24.62,,120,Immunoglobulin kappa variable 8-16,,,,2,5,1150000000,15.8%
P08032,0.064628293,-0.609833333,12.27415044,1.898333333,0.059235895,2.261232947,-2.132,-2.918,0.373,0.772,-0.065,0.311,P08032,Spta1,P08032_Spta1,P08032,Spta1,1,3,3,3,P08032,MOUSE,281001,1.5,413,413.1,24.51,24.51,,2415,"Spectrin alpha chain, erythrocytic 1",spectrin|spectrin-associated cytoskeleton|membrane|cortical cytoskeleton|cuticular plate|,porphyrin-containing compound biosynthetic process|plasma membrane organization|regulation of cell shape|actin cytoskeleton organization|hemopoiesis|positive regulation of protein binding|positive regulation of T cell proliferation|actin filament capping|,actin binding|calcium ion binding|protein heterodimerization activity|,3,3,98300000,1.5%
P02468,0.001424262,-1.026333333,29.81748369,4.062666667,0.001042922,5.452443378,-2.443,-1.943,-4.787,1.203,0.732,1.08,P02468,NotFound,P02468_NotFound,P02468,Lamc1,1,2,2,2,P02468|F8VQJ3,MOUSE,182943.8,1.9,414,414.1,24.37,24.37,,1607,Laminin subunit gamma-1,extracellular region|basement membrane|basal lamina|extracellular matrix|laminin-10 complex|extracellular exosome|basement membrane|extracellular matrix|,protein complex assembly|cell adhesion|cell migration|extracellular matrix disassembly|neuron projection development|hemidesmosome assembly|substrate adhesion-dependent cell spreading|,extracellular matrix structural constituent|protein binding|glycosphingolipid binding|,2,2,42100000,1.9%
Q91V80,0.000175749,-0.6008,42.77805674,4.178666667,5.27466E-05,10.13978883,-3.401,-2.815,,1.231,1.034,0.947,Q91V80,Apof,Q91V80_Apof,Q91V80,Apof,1,2,1,1,A0A0R4J0M4|Q91V80,MOUSE,34701.1,6,415,415.1,24.35,24.35,,315,Apolipoprotein F,low-density lipoprotein particle|high-density lipoprotein particle|,triglyceride metabolic process|cholesterol metabolic process|cholesterol efflux|,,1,2,100000000,6.0%
