id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Amanda_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Amanda_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Amanda_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Amanda_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Amanda_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Amanda_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase.unique_peptides,Amanda_newDatabase.numSpectra,Amanda_newDatabase.totalIntensity,Amanda_newDatabase.pct_cov
P05366,0.174726314,0.39325,16.04816249,-2.587166667,0.024841839,-2.989859474,3.3475,-0.163,1.876,-1.102,-0.793,-0.806,P05366,Saa1,P05366_Saa1,P05366,Saa1,1,17,6,5,P05366|P04918,MOUSE,13884.1,50,257,257.1,79.08,68.17,,122,Serum amyloid A-1 protein,extracellular space|cytosol|cytoplasmic microtubule|high-density lipoprotein particle|extracellular exosome|,acute-phase response|cholesterol metabolic process|positive chemotaxis|cell chemotaxis|,G-protein coupled receptor binding|protein binding|heparin binding|chemoattractant activity|,6,17,1320000000,50.0%
P05367,0.140795444,0.816083333,19.04868596,-3.346833333,0.012448912,-3.548479597,4.6105,1.98,0.878,-0.793,-1.173,-0.606,P05367,Saa2,P05367_Saa2,P05367,Saa2,1,7,5,4,P05367|A0A1B0GQV5,MOUSE,13736,36,257,257.2,54.06,43.15,,122,Serum amyloid A-2 protein,extracellular space|cytosol|cytoplasmic microtubule|high-density lipoprotein particle|extracellular exosome|,acute-phase response|response to stilbenoid|positive chemotaxis|cell chemotaxis|,G-protein coupled receptor binding|protein binding|chemoattractant activity|,4,7,347000000,27.8%
Q9CZT5,0.167167113,0.562083333,16.8083582,-1.202166667,0.020852791,-3.12786887,1.2405,0.451,1.798,0.096,-0.197,-0.016,Q9CZT5,Vasn,Q9CZT5_Vasn,Q9CZT5,Vasn,1,8,7,7,Q9CZT5,MOUSE,73401,12.3,258,258.1,78.48,78.48,,673,Vasorin,extracellular space|mitochondrion|lysosomal membrane|plasma membrane|cell surface|integral component of membrane|extracellular exosome|,negative regulation of epithelial to mesenchymal transition|negative regulation of transforming growth factor beta receptor signaling pathway|cellular response to hypoxia|cellular response to redox state|,protein binding|transforming growth factor beta binding|,7,8,163000000,12.3%
Q80VA0-2,0.331936472,-0.64325,9.220613291,1.4545,0.119657155,1.818914222,-0.6795,-0.203,-3.229,0.156,0.108,-0.012,Q80VA0,Galnt7,Q80VA0-2_Galnt7,Q80VA0-2,Galnt7,1,13,8,8,Q80VA0-2|Q80VA0|Q80VA0-3,MOUSE,76183.4,10.9,259,259.1,77.97,77.97,,657,Isoform 2 of N-acetylgalactosaminyltransferase 7,Golgi membrane|membrane|integral component of membrane|extracellular exosome|,protein O-linked glycosylation|,polypeptide N-acetylgalactosaminyltransferase activity|carbohydrate binding|metal ion binding|,8,13,399000000,10.9%
Q91ZA3,0.045653191,0.63425,27.26730464,-2.077166667,0.001876159,-5.33060156,2.3345,1.428,1.256,-0.019,-0.823,-0.371,Q91ZA3,Pcca,Q91ZA3_Pcca,Q91ZA3,Pcca,1,9,7,7,Q91ZA3,MOUSE,80547.9,11.4,260,260.1,77.09,77.09,,724,"Propionyl-CoA carboxylase alpha chain, mitochondrial",mitochondrion|mitochondrial matrix|,metabolic process|,biotin carboxylase activity|propionyl-CoA carboxylase activity|ATP binding|enzyme binding|metal ion binding|,7,9,61700000,11.4%
Q61171,0.886819929,0.29325,1.000698141,0.1135,0.794200554,0.272946214,-0.0185,0.887,-0.159,0.561,-0.241,0.73,Q61171,Prdx2,Q61171_Prdx2,Q61171,Prdx2,1,9,7,7,Q61171,MOUSE,21949.4,39.3,261,261.1,76.73,76.73,,198,Peroxiredoxin-2,mitochondrion|myelin sheath|extracellular exosome|,activation of MAPK activity|respiratory burst involved in inflammatory response|response to oxidative stress|regulation of hydrogen peroxide metabolic process|removal of superoxide radicals|positive regulation of blood coagulation|negative regulation of lipopolysaccharide-mediated signaling pathway|negative regulation of NF-kappaB transcription factor activity|response to lipopolysaccharide|cellular response to oxidative stress|T cell proliferation|hydrogen peroxide metabolic process|hydrogen peroxide catabolic process|regulation of apoptotic process|negative regulation of T cell differentiation|thymus development|homeostasis of number of cells|oxidation-reduction process|negative regulation of reactive oxygen species metabolic process|negative regulation of extrinsic apoptotic signaling pathway|negative regulation of extrinsic apoptotic signaling pathway in absence of ligand|,peroxidase activity|protein binding|thioredoxin peroxidase activity|selenium binding|antioxidant activity|,7,9,725000000,39.3%
P01843,0.141445692,-0.3637,18.67635096,1.100916667,0.013563286,3.733418277,-0.9195,-1.129,,-0.218,0.272,0.176,P01843,NotFound,P01843_NotFound,P01843,,1,16,4,4,A0A0G2JE99|P01843,MOUSE,11745.8,64.7,262,262.1,76.27,76.27,,105,Ig lambda-1 chain C region,plasma membrane|,,antigen binding|,4,16,6880000000,64.7%
Q02788,0.679041452,0.064583333,3.200028278,-0.199833333,0.478626976,-0.755425128,0.2165,0.462,-0.185,-0.168,-0.081,0.143,Q02788,Col6a2,Q02788_Col6a2,Q02788,Col6a2,1,13,7,7,Q02788|D3Z7D5,MOUSE,111473.4,5.6,263,263.1,75.9,75.9,,1034,Collagen alpha-2(VI) chain,extracellular region|proteinaceous extracellular matrix|collagen trimer|extracellular space|extracellular matrix|sarcolemma|protein complex|extracellular exosome|extracellular vesicle|extracellular matrix|,cell adhesion|response to glucose|protein heterotrimerization|,,7,13,502000000,5.6%
P01631,0.14994666,-0.33725,18.20734348,1.037833333,0.015110041,3.368042408,-1.0325,-0.959,-0.577,-0.199,0.648,0.096,P01631,NotFound,P01631_NotFound,P01631,,1,23,5,5,P01631|A0A140T8M0|A0A0B4J1I0|A0A075B5K8|A0A140T8N1|A0A140T8M9|A0A075B5N0,MOUSE,12386.7,40.7,264,264.1,75.81,75.81,,113,Ig kappa chain V-II region 26-10,,,antigen binding|,5,23,32800000000,40.7%
E9QPU1,0.533851106,0.389916667,5.070065444,-0.4865,0.311166945,-1.107569189,1.3095,0.701,-0.111,-0.331,0.416,0.355,E9QPU1,Vwf,E9QPU1_Vwf,E9QPU1,Vwf,1,11,7,7,E9QPU1|Q8CIZ8,MOUSE,322558.9,2.4,265,265.1,74.77,74.77,,2813,von Willebrand factor,extracellular region|proteinaceous extracellular matrix|endoplasmic reticulum|external side of plasma membrane|extracellular matrix|Weibel-Palade body|extracellular exosome|,liver development|placenta development|cell adhesion|blood coagulation|hemostasis|platelet activation|cell-substrate adhesion|protein homooligomerization|platelet activation|,glycoprotein binding|protease binding|integrin binding|protein binding|collagen binding|immunoglobulin binding|identical protein binding|protein homodimerization activity|protein N-terminus binding|chaperone binding|,7,11,537000000,2.4%
Q91YW3,0.44527584,-0.1493,6.532655144,0.41325,0.222195104,1.393979704,-0.2865,-0.508,,-0.27,0.072,0.246,Q91YW3,Dnajc3,Q91YW3_Dnajc3,Q91YW3,Dnajc3,1,7,7,7,Q91YW3,MOUSE,57919.4,12.6,266,266.1,72.9,72.9,,504,DnaJ homolog subfamily C member 3,cytoplasm|endoplasmic reticulum lumen|smooth endoplasmic reticulum|cytosol|membrane|extracellular exosome|extracellular vesicle|endoplasmic reticulum Sec complex|,negative regulation of protein kinase activity|endoplasmic reticulum unfolded protein response|negative regulation of apoptotic process|proteolysis involved in cellular protein catabolic process|negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation|negative regulation of cyclin-dependent protein kinase activity|,protein binding|chaperone binding|misfolded protein binding|,7,7,176000000,12.6%
E9QP56,0.857108733,0.24175,1.272024496,0.145833333,0.746100877,0.339354775,0.3175,0.778,-0.589,0.662,0.404,-0.122,E9QP56,Apoc3,E9QP56_Apoc3,E9QP56,Apoc3,1,25,4,4,E9QP56|P33622|A0A0R4J1N3,MOUSE,15162.8,36.4,267,267.1,71.64,71.64,,137,Apolipoprotein C-III,extracellular region|,triglyceride metabolic process|triglyceride mobilization|lipid transport|cholesterol metabolic process|triglyceride catabolic process|lipoprotein metabolic process|,lipid binding|,4,25,15000000000,36.4%
P01645,0.32515976,-0.0929,9.536893133,0.795583333,0.111252733,1.940195927,-0.9535,-0.187,,-0.256,0.461,0.471,P01645,NotFound,P01645_NotFound,P01645,,1,15,6,5,P01645|P01644|P01646|P01647|A0A140T8M1|P01648|P01643|P01649|A0A075B5L0,MOUSE,12068.2,58.3,268,268.1,71.3,60.46,,108,Ig kappa chain V-V region HP 93G7,,,antigen binding|,7,15,2590000000,58.3%
P01670,0.293302242,0.335916667,10.81461215,-0.653166667,0.082896994,-2.0791365,1.2185,0.42,0.349,0.159,-0.173,0.042,P01670,NotFound,P01670_NotFound,P01670,,1,3,3,1,P01670,MOUSE,12153.4,25.2,268,268.2,33.31,18.59,,111,Ig kappa chain V-III region PC 6684,,,antigen binding|,1,3,170000000,15.3%
Q8BYB9,0.742574146,0.193416667,2.500996848,-0.478833333,0.562212264,-0.613877581,-0.8265,-0.056,2.181,-0.284,-0.113,0.259,Q8BYB9,Poglut1,Q8BYB9_Poglut1,Q8BYB9,Poglut1,1,7,6,6,Q8BYB9,MOUSE,46892.1,15.5,269,269.1,70.49,70.49,,392,Protein O-glucosyltransferase 1,endoplasmic reticulum lumen|extracellular exosome|,protein O-linked glycosylation|regulation of Notch signaling pathway|cardiovascular system development|,protein xylosyltransferase activity|UDP-glucosyltransferase activity|UDP-xylosyltransferase activity|glucosyltransferase activity|,6,7,512000000,15.5%
G3UX19,0.604460486,-0.242583333,4.130175603,0.491833333,0.386351355,0.935261977,0.2225,-0.034,-1.654,-0.027,-0.099,0.136,G3UX19,NotFound,G3UX19_NotFound,G3UX19,Atf6b,1,8,5,5,G3UX19|A0A0A0MQ69|O35451,MOUSE,77389.6,9.1,270,270.1,69.61,69.61,,709,Cyclic AMP-dependent transcription factor ATF-6 beta,intracellular|nucleus|endoplasmic reticulum membrane|protein-DNA complex|,endoplasmic reticulum unfolded protein response|positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress|,sequence-specific DNA binding transcription factor activity|cAMP response element binding|sequence-specific DNA binding|transcription regulatory region DNA binding|,5,8,236000000,9.1%
Q9QUM0,0.515672747,-0.049416667,5.324251656,0.5495,0.293477516,1.153044319,0.2195,0.109,-1.301,0.478,-0.155,0.353,Q9QUM0,Itga2b,Q9QUM0_Itga2b,Q9QUM0,Itga2b,1,8,7,7,Q9QUM0,MOUSE,113760,8.2,271,271.1,69.19,69.19,,1033,Integrin alpha-IIb,focal adhesion|integrin complex|external side of plasma membrane|cell surface|extracellular exosome|blood microparticle|,positive regulation of leukocyte migration|cell-matrix adhesion|integrin-mediated signaling pathway|platelet aggregation|,identical protein binding|metal ion binding|extracellular matrix binding|fibrinogen binding|,7,8,141000000,8.2%
Q8CBR6,0.330192854,0.33825,9.387558897,-0.947166667,0.115144742,-1.846841766,1.3505,1.421,-0.336,-0.12,-0.124,-0.162,Q8CBR6,Tsku,Q8CBR6_Tsku,Q8CBR6,Tsku,1,7,4,4,Q8CBR6,MOUSE,38760.8,16.6,272,272.1,69.1,69.1,,354,Tsukushin,extracellular space|,regulation of gene expression|corpus callosum morphogenesis|lateral ventricle development|anterior commissure morphogenesis|negative regulation of Wnt signaling pathway|camera-type eye development|ciliary body morphogenesis|,protein binding|,4,7,90600000,16.6%
Q9R182,0.897099471,-0.060083333,0.838185829,0.1195,0.824482453,0.231860205,-0.5885,-0.781,1.01,-0.19,0.183,0.006,Q9R182,Angptl3,Q9R182_Angptl3,Q9R182,Angptl3,1,8,6,6,Q9R182,MOUSE,52770.3,15.3,273,273.1,68.38,68.38,,455,Angiopoietin-related protein 3,extracellular region|extracellular space|early endosome|Golgi apparatus|cell surface|,glycerol metabolic process|fatty acid metabolic process|triglyceride metabolic process|phospholipid metabolic process|cell-matrix adhesion|signal transduction|cholesterol metabolic process|phospholipid catabolic process|response to hormone|negative regulation of phospholipase activity|lipid storage|positive regulation of cell migration|cholesterol homeostasis|positive regulation of angiogenesis|positive regulation of lipid metabolic process|artery morphogenesis|positive regulation of lipid catabolic process|negative regulation of lipoprotein lipase activity|lipid homeostasis|acylglycerol homeostasis|phospholipid homeostasis|triglyceride homeostasis|,enzyme inhibitor activity|phospholipase inhibitor activity|integrin binding|growth factor activity|,6,8,643000000,15.3%
A0A075B5R2,0.886819929,0.1389,1.009207441,0.144416667,0.79264597,0.2776141,0.7775,-0.673,,0.299,-0.151,0.442,A0A075B5R2,NotFound,A0A075B5R2_NotFound,A0A075B5R2,Ighv7-3,1,14,4,4,A0A075B5R2|A0A075B5R3|P01786,MOUSE,13628.3,29.1,274,274.1,67.85,67.85,,120,Immunoglobulin heavy variable 7-3 (Fragment),,,,4,14,689000000,29.1%
Q8BI84,0.888540941,0.03125,0.941909867,0.078833333,0.805024343,0.258020755,-0.2265,-0.231,0.433,-0.179,-0.016,0.407,Q8BI84,Mia3,Q8BI84_Mia3,Q8BI84,Mia3,1,13,8,8,Q8BI84|Q8BI84-2|J3KMH5|Q8BI84-3,MOUSE,214298.7,5,275,275.1,67.49,67.49,,1930,Transport and Golgi organization protein 1 homolog,endoplasmic reticulum membrane|membrane|integral component of membrane|intracellular membrane-bounded organelle|,chondrocyte development|positive regulation of leukocyte migration|exocytosis|negative regulation of cell adhesion|protein transport|collagen fibril organization|negative regulation of cell migration|positive regulation of bone mineralization|wound healing|,,8,13,3080000000,5.0%
E9QPX1,0.509872886,0.187416667,5.446621039,-0.338166667,0.285323732,-1.172958529,0.7225,0.443,-0.096,0.174,-0.045,-0.074,E9QPX1,Col18a1,E9QPX1_Col18a1,E9QPX1,Col18a1,1,9,5,5,E9QPX1|P39061|P39061-1|P39061-2,MOUSE,183320.5,3.4,276,276.1,67.34,67.34,,1774,Collagen alpha-1(XVIII) chain,collagen trimer|basement membrane|extracellular space|extracellular matrix|extracellular exosome|extracellular matrix|,angiogenesis|endothelial cell morphogenesis|cell adhesion|positive regulation of cell proliferation|extracellular matrix organization|positive regulation of cell migration|positive regulation of endothelial cell apoptotic process|,structural molecule activity|identical protein binding|,5,9,1050000000,3.4%
Q9WUU7,0.232730937,-0.117916667,13.07412505,0.617833333,0.04927056,2.458550743,-0.3995,-0.172,-0.709,0.272,0.306,-0.005,Q9WUU7,Ctsz,Q9WUU7_Ctsz,Q9WUU7,Ctsz,1,14,6,6,Q9WUU7,MOUSE,34680.3,18.9,277,277.1,66.77,66.77,,306,Cathepsin Z,extracellular space|lysosome|endoplasmic reticulum|intracellular membrane-bounded organelle|extracellular exosome|,proteolysis involved in cellular protein catabolic process|epithelial tube branching involved in lung morphogenesis|,cysteine-type endopeptidase activity|,6,14,1180000000,18.9%
A0A075B5N4,0.605123924,0.1481,4.077038639,0.38975,0.391107493,0.940267697,0.0125,-0.184,,-0.017,0.959,-0.03,A0A075B5N4,NotFound,A0A075B5N4_NotFound,A0A075B5N4,Igkv8-27,1,16,5,2,A0A075B5N4|A0A140T8P7,MOUSE,11090.2,60,278,278.1,66.55,26.15,,100,Immunoglobulin kappa chain variable 8-27,,,,5,16,2760000000,60.0%
A0A140T8M4,0.390133764,-0.1151,8.002966617,0.723583333,0.158381094,1.663227882,-0.9555,-0.143,,-0.297,0.636,0.184,A0A140T8M4,NotFound,A0A140T8M4_NotFound,A0A140T8M4,Igkv8-19,1,1,4,1,A0A140T8M4,MOUSE,11230.2,42.5,278,278.2,64.78,21.85,,101,Immunoglobulin kappa variable 8-19,,,,1,1,4820000,14.8%
A0A140T8P5,0.723545917,0.1571,2.758721218,0.34975,0.529819426,0.675693655,0.3135,-0.419,,-0.183,1.091,-0.017,A0A140T8P5,NotFound,A0A140T8P5_NotFound,A0A140T8P5,Igkv8-24,1,5,4,2,A0A140T8P5,MOUSE,13434.9,35.5,278,278.3,56.26,32.68,,121,Immunoglobulin kappa chain variable 8-24 (Fragment),,,,2,5,302000000,17.3%
A0A140T8M3,0.679041452,0.0823,3.222977644,0.300916667,0.476104444,0.770989353,0.0235,-0.22,,-0.147,0.787,-0.032,A0A140T8M3,NotFound,A0A140T8M3_NotFound,A0A140T8M3,Igkv8-30,1,2,4,1,A0A140T8M3,MOUSE,13506,35.5,278,278.4,52.23,11.83,,121,Immunoglobulin kappa chain variable 8-30 (Fragment),,,,1,2,69000000,9.9%
A0A075B5N3,0.153374531,-0.0979,17.68197264,1.84725,0.017053076,3.545301677,-1.2145,-1.198,,-0.258,0.956,1.225,A0A075B5N3,NotFound,A0A075B5N3_NotFound,A0A075B5N3,Igkv8-28,1,2,4,2,A0A075B5N3,MOUSE,11017,50.4,278,278.5,48.96,22.85,,101,Immunoglobulin kappa variable 8-28,,,,2,2,145000000,31.6%
A0A140T8N5,0.26283168,-0.2061,11.67749937,0.70025,0.067959483,2.32211125,-0.5135,-0.739,,-0.241,0.288,0.175,A0A140T8N5,NotFound,A0A140T8N5_NotFound,A0A140T8N5,Igkv6-23,1,9,2,2,A0A140T8N5,MOUSE,12901.2,15.6,278,278.6,30.67,30.67,,115,Immunoglobulin kappa variable 6-23 (Fragment),,,,2,9,851000000,15.6%
Q8R0Z6,0.469723424,0.720083333,6.121248673,-1.0035,0.244272812,-1.293245222,0.9235,-0.11,2.852,-0.142,0.762,0.035,Q8R0Z6,Angptl6,Q8R0Z6_Angptl6,Q8R0Z6,Angptl6,1,8,6,6,Q8R0Z6,MOUSE,51493.9,15.7,279,279.1,66.53,66.53,,457,Angiopoietin-related protein 6,secretory granule|extracellular exosome|,angiogenesis|cell differentiation|,,6,8,298000000,15.7%
Q9JHI0,0.44527584,0.28975,6.512441133,-0.372833333,0.22323171,-1.358466146,0.3115,0.222,0.895,0.242,0.126,-0.058,Q9JHI0,Mmp19,Q9JHI0_Mmp19,Q9JHI0,Mmp19,1,5,5,5,Q9JHI0|Q3UW97,MOUSE,59349.2,14.2,280,280.1,66.27,66.27,,527,Matrix metalloproteinase-19,extracellular region|proteinaceous extracellular matrix|plasma membrane|anchored component of membrane|,angiogenesis|ovarian follicle development|ovulation from ovarian follicle|luteolysis|proteolysis|response to hormone|cell differentiation|collagen catabolic process|response to cAMP|,metalloendopeptidase activity|calcium ion binding|zinc ion binding|,5,5,25700000,14.2%
P70428,0.704033794,0.121583333,2.974541944,-0.173166667,0.504133788,-0.710434557,0.3865,0.348,-0.11,0.097,-0.072,0.08,P70428,Ext2,P70428_Ext2,P70428,Ext2,1,11,6,6,P70428|V9GX32|E9Q1M5,MOUSE,82804.6,9,281,281.1,66.25,66.25,,718,Exostosin-2,Golgi membrane|endoplasmic reticulum|endoplasmic reticulum membrane|Golgi apparatus|membrane|integral component of membrane|UDP-N-acetylglucosamine transferase complex|extracellular exosome|,"ossification|mesoderm formation|glycosaminoglycan biosynthetic process|protein glycosylation|heparan sulfate proteoglycan biosynthetic process|heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process|cell differentiation|cellular polysaccharide biosynthetic process|","acetylglucosaminyltransferase activity|glucuronosyltransferase activity|transferase activity, transferring glycosyl groups|heparan sulfate N-acetylglucosaminyltransferase activity|protein homodimerization activity|metal ion binding|protein heterodimerization activity|glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity|N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity|acetylglucosaminyltransferase activity|",6,11,111000000,9.0%
