id,adj.P.Val.xBirACre.over.NoBirA,AveExpr.xBirACre.over.NoBirA,Log.P.Value.xBirACre.over.NoBirA,logFC.xBirACre.over.NoBirA,P.Value.xBirACre.over.NoBirA,t.xBirACre.over.NoBirA,PlexesSearchedTogether_correct..126.126.127.128.129.130.131..NoBirA_6Combo.multimedian,PlexesSearchedTogether_correct..128.126.127.128.129.130.131..NoBirA_4Combo.multimedian,PlexesSearchedTogether_correct..129.126.127.128.129.130.131..NoBirA_5Combo.multimedian,PlexesSearchedTogether_correct..127.126.127.128.129.130.131..BirA.Cre_3Combo.multimedian,PlexesSearchedTogether_correct..130.126.127.128.129.130.131..BirA.Cre_2Combo.multimedian,PlexesSearchedTogether_correct..131.126.127.128.129.130.131..BirA.Cre_1Combo.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,PlexesSearchedTogether_correct.unique_peptides,PlexesSearchedTogether_correct.numSpectra,PlexesSearchedTogether_correct.totalIntensity,PlexesSearchedTogether_correct.pct_cov
P09813,4.01427e-4,-0.9225,36.05710103,4.585,2.47908e-4,6.600061732,-2.683,-2.217,-4.745,1.786,1.498,0.826,P09813,Apoa2,P09813_Apoa2,P09813,Apoa2,1,33,4,4,P09813,MOUSE,11366,43.1,305,305.1,68.65,68.65,,102,Apolipoprotein A-II,extracellular region|extracellular space|cytosol|very-low-density lipoprotein particle|high-density lipoprotein particle|spherical high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|,acute inflammatory response|negative regulation of cytokine secretion involved in immune response|protein folding|fatty acid metabolic process|phosphatidylcholine biosynthetic process|lipid transport|cholesterol metabolic process|phospholipid catabolic process|response to glucose|positive regulation of cholesterol esterification|negative regulation of very-low-density lipoprotein particle remodeling|beta-glucoside transport|protein oxidation|peptidyl-methionine modification|regulation of intestinal cholesterol absorption|organ regeneration|regulation of protein stability|negative regulation of cholesterol transport|cholesterol efflux|phospholipid efflux|triglyceride-rich lipoprotein particle remodeling|low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|high-density lipoprotein particle clearance|lipoprotein metabolic process|response to drug|cholesterol homeostasis|positive regulation of catalytic activity|response to estrogen|reverse cholesterol transport|positive regulation of interleukin-8 biosynthetic process|diacylglycerol catabolic process|negative regulation of lipid catabolic process|positive regulation of lipid catabolic process|response to glucocorticoid|negative regulation of lipase activity|negative regulation of cholesterol import|negative regulation of cholesterol transporter activity|,lipid transporter activity|phospholipid binding|high-density lipoprotein particle binding|lipid binding|cholesterol binding|phosphatidylcholine binding|apolipoprotein receptor binding|protein homodimerization activity|protein heterodimerization activity|lipase inhibitor activity|phosphatidylcholine-sterol O-acyltransferase activator activity|high-density lipoprotein particle receptor binding|cholesterol transporter activity|,4,33,75100000000,43.1%
Q9WUU7,1.0426e-4,-1.0425,48.9482296,4.544333333,1.27402e-5,10.11869758,-3.502,-2.602,-3.84,1.451,1.357,0.881,Q9WUU7,Ctsz,Q9WUU7_Ctsz,Q9WUU7,Ctsz,1,22,6,6,Q9WUU7,MOUSE,34680.3,18.9,307,307.1,68.03,68.03,,306,Cathepsin Z,extracellular space|lysosome|endoplasmic reticulum|intracellular membrane-bounded organelle|extracellular exosome|,proteolysis involved in cellular protein catabolic process|epithelial tube branching involved in lung morphogenesis|,cysteine-type endopeptidase activity|,6,22,1790000000,18.9%
Q04592,1.50949e-4,-0.5595,42.37967421,2.922333333,5.78139e-5,8.127731018,-2.29,-2.038,-1.734,1.058,0.782,0.865,Q04592,Pcsk5,Q04592_Pcsk5,Q04592,Pcsk5,1,15,8,8,Q04592|Q04592-2,MOUSE,220321.6,4.8,310,310.1,67.23,67.23,,1877,Proprotein convertase subtilisin/kexin type 5,extracellular space|endoplasmic reticulum lumen|Golgi apparatus|integral component of membrane|secretory granule|,kidney development|renin secretion into blood stream|signal peptide processing|heart development|embryo implantation|anterior/posterior pattern specification|protein processing|peptide hormone processing|viral life cycle|respiratory tube development|limb morphogenesis|cytokine biosynthetic process|peptide biosynthetic process|embryonic digestive tract development|embryonic skeletal system development|,endopeptidase activity|serine-type endopeptidase activity|peptidase activity|peptide binding|,8,15,768000000,4.8%
O08742,2.59369e-4,-0.784333333,38.57316753,3.422,1.38894e-4,7.130805896,-2.95,-1.566,-2.97,1.028,0.79,0.962,O08742,NotFound,O08742_NotFound,O08742,Gp5,1,11,7,7,O08742,MOUSE,63980.2,10.5,312,312.1,66.65,66.65,,567,Platelet glycoprotein V,integral component of membrane|,cell adhesion|blood coagulation|,,7,11,9600000000,10.5%
Q09200,3.45278e-4,-0.570333333,36.89960914,3.005333333,2.04192e-4,6.724044407,-2.782,-2.043,-1.394,1.045,0.892,0.86,Q09200,B4galnt1,Q09200_B4galnt1,Q09200,B4galnt1,1,18,7,7,Q09200|A0A1W2P6F0,MOUSE,59610.2,12,313,313.1,66.51,66.51,,533,"Beta-1,4 N-acetylgalactosaminyltransferase 1",plasma membrane|integral component of Golgi membrane|,ganglioside biosynthetic process|protein glycosylation|glycosphingolipid metabolic process|spermatogenesis|lipid storage|lipid glycosylation|,(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity|,7,18,269000000,12.0%
A0A075B5K2,2.07088e-4,-0.702,39.99789523,4.231333333,1.00048e-4,7.49183158,-2.26,-2.421,-3.772,1.198,2.181,0.862,A0A075B5K2,NotFound,A0A075B5K2_NotFound,A0A075B5K2,Igkv9-124,1,15,5,5,A0A075B5K2,MOUSE,10533.4,63.1,314,314.1,66.15,66.15,,95,Immunoglobulin kappa chain variable 9-124,,,,5,15,544000000,63.1%
Q6S5C2-2,2.19626e-4,-0.511166667,39.64324102,2.997666667,1.08562e-4,7.400651929,-2.591,-1.671,-1.768,1.209,0.872,0.882,Q6S5C2,Gnptg,Q6S5C2-2_Gnptg,Q6S5C2-2,Gnptg,1,9,5,5,Q6S5C2-2|A0A140T8R4|Q6S5C2|A0A0R4J0H5,MOUSE,35349.5,16.5,315,315.1,66.15,66.15,,307,Isoform 2 of N-acetylglucosamine-1-phosphotransferase subunit gamma,Golgi apparatus|extracellular exosome|,carbohydrate phosphorylation|,protein homodimerization activity|,5,9,560000000,16.5%
Q08879-2,4.70182e-4,-0.823,35.20575604,3.554666667,3.01595e-4,6.330302157,-2.026,-1.951,-3.824,1.089,0.859,0.915,Q08879,Fbln1,Q08879-2_Fbln1,Q08879-2,Fbln1,1,18,7,7,Q08879-2|Q08879,MOUSE,79390.4,10.8,316,316.1,65.28,65.28,,705,Isoform C of Fibulin-1,proteinaceous extracellular matrix|basement membrane|extracellular space|extracellular exosome|elastic fiber|fibrinogen complex|extracellular matrix|,"negative regulation of protein phosphorylation|negative regulation of cell adhesion|embryo implantation|positive regulation of gene expression|positive regulation of peptidase activity|extracellular matrix organization|positive regulation of fibroblast proliferation|negative regulation of ERK1 and ERK2 cascade|blood coagulation, fibrin clot formation|negative regulation of substrate adhesion-dependent cell spreading|negative regulation of transformation of host cell by virus|positive regulation of substrate-dependent cell migration, cell attachment to substrate|negative regulation of cell motility|negative regulation of stem cell proliferation|negative regulation of transforming growth factor-beta secretion|",fibronectin binding|integrin binding|extracellular matrix structural constituent|calcium ion binding|protein binding|protein C-terminus binding|peptidase activator activity|protein complex binding|identical protein binding|fibrinogen binding|,7,18,460000000,10.8%
Q8CG85,1.0426e-4,-0.893833333,47.90384623,3.932333333,1.62037e-5,9.776678855,-2.802,-2.371,-3.407,1,1.04,1.177,Q8CG85,Mamdc2,Q8CG85_Mamdc2,Q8CG85,Mamdc2,1,7,6,6,A0A0R4J0J7|Q8CG85,MOUSE,78406.9,9.3,317,317.1,64.38,64.38,,686,MAM domain-containing protein 2,proteinaceous extracellular matrix|interstitial matrix|endoplasmic reticulum|membrane|,peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan|,glycosaminoglycan binding|,6,7,40700000,9.3%
P62983,0.067644599,-0.579,12.05583556,1.67,0.062289729,2.202072932,-1.687,0.276,-2.831,0.514,-0.005,0.259,P62983,Rps27a,P62983_Rps27a,P62983,Rps27a,1,16,7,7,P62983|P0CG50|P0CG49|P62984|A0A0A6YW67|E9QNP0|D3YYZ2,MOUSE,18292.9,44.8,318,318.1,64.13,64.13,,156,Ubiquitin-40S ribosomal protein S27a,nucleoplasm|nucleolus|cytoplasm|cytosol|small ribosomal subunit|membrane|cytosolic small ribosomal subunit|myelin sheath|extracellular exosome|,translation|circadian rhythm|,structural constituent of ribosome|poly(A) RNA binding|metal ion binding|,7,16,219000000,44.8%
O09043,1.0426e-4,-1.251833333,49.79084722,4.825,1.04934e-5,10.40225792,-4.486,-3.173,-3.334,1.14,1.426,0.916,O09043,Napsa,O09043_Napsa,O09043,Napsa,1,15,4,4,O09043,MOUSE,45942.9,13.6,319,319.1,63.09,63.09,,419,Napsin-A,extracellular space|lysosome|extracellular exosome|alveolar lamellar body|,protein catabolic process|membrane protein proteolysis|surfactant homeostasis|,endopeptidase activity|aspartic-type endopeptidase activity|protein binding|peptidase activity|,4,15,854000000,13.6%
Q02596,1.0426e-4,-1.179666667,47.63487073,4.442666667,1.7239e-5,9.690245778,-3.769,-2.583,-3.851,1.291,0.9,0.934,Q02596,Glycam1,Q02596_Glycam1,Q02596,Glycam1,1,7,4,4,Q02596,MOUSE,16208.6,29.1,320,320.1,62.95,62.95,,151,Glycosylation-dependent cell adhesion molecule 1,extracellular region|plasma membrane|,cell adhesion|,sulfate binding|cell adhesion molecule binding|,4,7,576000000,29.1%
Q62351,1.74821e-4,-1.050833333,41.36186978,4.011666667,7.30824e-5,7.850871737,-3.219,-2.074,-3.877,0.943,1.014,0.908,Q62351,Tfrc,Q62351_Tfrc,Q62351,Tfrc,1,10,7,7,Q62351|Q8C872,MOUSE,86129.2,9.3,322,322.1,61.04,61.04,,763,Transferrin receptor protein 1,extracellular region|extracellular space|mitochondrion|endosome|plasma membrane|coated pit|external side of plasma membrane|cell surface|membrane|integral component of membrane|cytoplasmic membrane-bounded vesicle|melanosome|intracellular membrane-bounded organelle|perinuclear region of cytoplasm|recycling endosome|recycling endosome membrane|extracellular exosome|blood microparticle|extracellular vesicle|HFE-transferrin receptor complex|,response to hypoxia|cellular iron ion homeostasis|receptor-mediated endocytosis|acute-phase response|aging|response to nutrient|response to manganese ion|osteoclast differentiation|cellular response to extracellular stimulus|response to retinoic acid|transferrin transport|iron ion transmembrane transport|cellular response to drug|positive regulation of bone resorption|response to copper ion|cellular response to iron ion|iron ion import|,glycoprotein binding|double-stranded RNA binding|transferrin receptor activity|iron ion transmembrane transporter activity|protein binding|Hsp70 protein binding|transferrin transmembrane transporter activity|identical protein binding|poly(A) RNA binding|chaperone binding|,7,10,310000000,9.3%
A0A075B5K0,1.41391e-4,-0.5465,42.94988213,3.959666667,5.07004e-5,8.286294468,-3.095,-2.192,-2.292,1.267,2.138,0.895,A0A075B5K0,NotFound,A0A075B5K0_NotFound,A0A075B5K0,Igkv14-126,1,37,4,2,A0A075B5K0|P01637,MOUSE,13228.7,41.8,323,323.1,60.63,37.43,,117,Immunoglobulin kappa variable 14-126 (Fragment),,,,5,37,15000000000,41.8%
Q6P542,0.011789794,-0.2235,19.93842502,1.388333333,0.010142792,3.416797116,-1.439,-0.861,-0.453,0.308,0.371,0.733,Q6P542,Abcf1,Q6P542_Abcf1,Q6P542,Abcf1,1,8,6,6,Q6P542,MOUSE,95400.1,6.2,326,326.1,59.23,59.23,,837,ATP-binding cassette sub-family F member 1,nuclear envelope|nucleoplasm|cytoplasm|membrane|polysomal ribosome|,translational initiation|positive regulation of translation|ribosome biogenesis|,ATP binding|translation activator activity|ATPase activity|ribosome binding|poly(A) RNA binding|,6,8,180000000,6.2%
Q9Z2L6,1.11935e-4,-1.249333333,45.20768694,4.726666667,3.01461e-5,8.939643301,-3.266,-2.911,-4.661,1.444,0.984,0.914,Q9Z2L6,Minpp1,Q9Z2L6_Minpp1,Q9Z2L6,Minpp1,1,10,5,5,Q9Z2L6,MOUSE,55164,11.6,327,327.1,58.66,58.66,,481,Multiple inositol polyphosphate phosphatase 1,endoplasmic reticulum lumen|plasma membrane|extracellular exosome|,dephosphorylation|,acid phosphatase activity|bisphosphoglycerate 3-phosphatase activity|inositol hexakisphosphate 2-phosphatase activity|,5,10,79400000,11.6%
Q3UFC6,2.54817e-4,-0.899333333,38.67191722,4.194,1.35771e-4,7.155382225,-2.787,-2.076,-4.126,1.059,0.821,1.713,Q3UFC6,Dsg3,Q3UFC6_Dsg3,Q3UFC6,Dsg3,1,11,6,6,Q3UFC6|O35902|O35902-2,MOUSE,109212.9,8.3,329,329.1,58.28,58.28,,993,Desmoglein-3,plasma membrane|integral component of membrane|extracellular exosome|,homophilic cell adhesion via plasma membrane adhesion molecules|,calcium ion binding|,6,11,368000000,8.3%
A0A140T8P6,7.21107e-4,-1.3725,33.03671567,4.741,4.96968e-4,5.963910067,-3.727,-2.068,-5.434,1.099,1,0.895,A0A140T8P6,NotFound,A0A140T8P6_NotFound,A0A140T8P6,Igkv12-46,1,27,3,3,A0A140T8P6,MOUSE,12733.1,40.8,331,331.1,57.85,57.85,,115,Immunoglobulin kappa variable 12-46 (Fragment),,,,3,27,1850000000,40.8%
Q6T5E4,9.51723e-4,-1.328666667,31.6873127,5.013333333,6.78061e-4,5.746545864,-2.919,-2.632,-5.955,1.489,1.148,0.897,Q6T5E4,Gcnt2,Q6T5E4_Gcnt2,Q6T5E4,Gcnt2,1,7,5,5,Q6T5E4,MOUSE,46854.9,13.2,332,332.1,57.09,57.09,,401,"Glucosaminyl (N-acetyl) transferase 2, I-branching enzyme",membrane|,protein glycosylation|transforming growth factor beta receptor signaling pathway|posttranscriptional regulation of gene expression|positive regulation of epithelial to mesenchymal transition|negative regulation of cell-substrate adhesion|positive regulation of cell migration|positive regulation of heterotypic cell-cell adhesion|maintenance of lens transparency|positive regulation of protein kinase B signaling|positive regulation of ERK1 and ERK2 cascade|,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity|acetylglucosaminyltransferase activity|",5,7,95600000,13.2%
A0A0A6YYE7,0.00398198,-0.831,24.98234711,4.116,0.003175158,4.41486559,-2.68,-1.03,-4.957,0.978,1.584,1.119,A0A0A6YYE7,NotFound,A0A0A6YYE7_NotFound,A0A0A6YYE7,Igkv4-57,1,13,3,3,A0A0A6YYE7|A0A075B5M4|A0A0B4J1I4|A0A0B4J1I3|A0A0A6YYE5|A0A075B5L8,MOUSE,12803.3,39.3,333,333.1,57.01,42.86,,117,Immunoglobulin kappa variable 4-57 (Fragment),,,,4,13,2260000000,39.3%
Q8BM72,1.24337e-4,-0.6455,44.26091283,3.654333333,3.74894e-5,8.660607014,-3.101,-2.278,-2.039,1.401,1.227,0.917,Q8BM72,Hspa13,Q8BM72_Hspa13,Q8BM72,Hspa13,1,12,5,5,Q8BM72|D3Z0Y0|Q8BM72-2,MOUSE,51765.4,10.8,335,335.1,56.35,56.35,,471,Heat shock 70 kDa protein 13,endoplasmic reticulum|extracellular exosome|,,ATP binding|,5,12,198000000,10.8%
Q62178,1.0426e-4,-0.789666667,50.13851627,4.308666667,9.68609e-6,10.52128855,-3.223,-2.507,-3.102,1.557,1.64,0.897,Q62178,Sema4a,Q62178_Sema4a,Q62178,Sema4a,1,9,5,5,Q62178|D3YWV5,MOUSE,84389.1,7.1,336,336.1,55.99,55.99,,760,Semaphorin-4A,plasma membrane|integral component of membrane|,angiogenesis|T cell differentiation involved in immune response|axonogenesis|regulation of cell shape|regulation of endothelial cell migration|negative regulation of angiogenesis|T-helper 1 cell differentiation|semaphorin-plexin signaling pathway|,,5,9,108000000,7.1%
A0A1Y7VJX7,1.54772e-4,-0.575333333,42.14219145,3.874,6.10634e-5,8.062430916,-2.004,-2.303,-3.23,1.444,0.818,1.823,A0A1Y7VJX7,NotFound,A0A1Y7VJX7_NotFound,A0A1Y7VJX7,Ighe,1,9,5,5,A0A1Y7VJX7|P06336,MOUSE,55752.3,13.7,337,337.1,55.96,55.96,,486,Immunoglobulin heavy constant epsilon (Fragment),,,,5,9,334000000,13.7%
Q9D1Q6,0.004860244,-1.7675,24.07229027,5.537,0.003915353,4.242362405,-3.373,-2.417,-7.818,1.13,1.015,0.858,Q9D1Q6,Erp44,Q9D1Q6_Erp44,Q9D1Q6,Erp44,1,10,5,5,Q9D1Q6,MOUSE,47251.5,11,338,338.1,55.78,55.78,,406,Endoplasmic reticulum resident protein 44,endoplasmic reticulum lumen|endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|cell surface|extracellular exosome|,protein folding|response to unfolded protein|glycoprotein metabolic process|response to endoplasmic reticulum stress|cell redox homeostasis|,protein disulfide isomerase activity|protein binding|,5,10,223000000,11.0%
A0A075B680,8.40727e-4,-0.4905,32.26865641,3.483,5.93109e-4,5.687054167,-3.323,-2.266,-1.107,0.922,1.82,1.011,A0A075B680,NotFound,A0A075B680_NotFound,A0A075B680,Ighv1-62-2,1,12,5,3,A0A075B680|A0A0G2JFL3,MOUSE,11338.5,53,339,339.1,54.86,38.72,,100,Immunoglobulin heavy variable 1-62-2,,,,5,12,3010000000,53.0%
Q922Q9,8.50293e-4,-0.560333333,32.21235871,3.118666667,6.00847e-4,5.67518412,-1.443,-1.65,-3.266,1.236,0.72,1.041,Q922Q9,Chid1,Q922Q9_Chid1,Q922Q9,Chid1,1,9,6,6,A0A0R4J242|Q922Q9|A0A0R4J058|Q922Q9-2|A0A1B0GSH5,MOUSE,45075.9,12.2,340,340.1,54.69,54.69,,393,Chitinase domain-containing protein 1,extracellular region|extracellular space|nucleus|lysosome|late endosome|trans-Golgi network|membrane|extracellular exosome|,carbohydrate metabolic process|chitin catabolic process|innate immune response|negative regulation of cytokine production involved in inflammatory response|,chitinase activity|chitin binding|oligosaccharide binding|,6,9,539000000,12.2%
Q9EQ21,1.95315e-4,-0.912333333,40.62972151,4.292666667,8.65023e-5,7.656476581,-2.934,-2.131,-4.111,1.618,1.218,0.866,Q9EQ21,Hamp,Q9EQ21_Hamp,Q9EQ21,Hamp,1,22,3,2,Q9EQ21,MOUSE,9865.4,45.7,341,341.1,54.27,42.54,,83,Hepcidin,extracellular region|extracellular space|nucleus|,negative regulation of transcription from RNA polymerase II promoter|myeloid cell homeostasis|cellular iron ion homeostasis|JAK-STAT cascade|cellular response to extracellular stimulus|membrane protein proteolysis|negative regulation of iron ion transmembrane transport|defense response to bacterium|positive regulation of macrophage activation|negative regulation of bone resorption|positive regulation of transcription from RNA polymerase II promoter|negative regulation of inflammatory response|defense response to fungus|iron ion homeostasis|cellular response to iron ion|positive regulation of cellular protein catabolic process|,hormone activity|copper ion binding|,3,22,774000000,45.7%
E9Q0F0,0.083955845,-0.841333333,11.0902916,2.229333333,0.077798431,2.068362864,-0.828,-0.387,-4.653,0.28,0.197,0.343,E9Q0F0,Krt78,E9Q0F0_Krt78,E9Q0F0,Krt78,1,34,3,3,E9Q0F0,MOUSE,114088.5,1.9,344,344.1,53.5,53.5,,1068,Keratin 78,extracellular space|keratin filament|extracellular exosome|,,structural molecule activity|,3,34,40100000000,1.9%
A0A140T8N3,1.0426e-4,-1.197,54.25699797,4.666666667,3.75232e-6,12.02711663,-3.927,-3.103,-3.561,0.914,1.343,1.152,A0A140T8N3,NotFound,A0A140T8N3_NotFound,A0A140T8N3,Igkv13-84,1,14,4,4,A0A140T8N3|A0A075B666,MOUSE,12788.3,37.3,345,345.1,53.07,53.07,,115,Immunoglobulin kappa chain variable 13-84 (Fragment),,,,4,14,2490000000,37.3%
Q8CAR0,2.88036e-4,-1.269833333,37.96940159,4.511666667,1.5961e-4,6.981955637,-2.813,-2.731,-5.033,1.051,1,0.907,Q8CAR0,Igf1,Q8CAR0_Igf1,Q8CAR0,Igf1,1,15,4,4,Q8CAR0|Q4VJB9|P05017-2|P05017|E9PU89|E9Q138,MOUSE,18872.4,25.4,346,346.1,52.96,52.96,,165,Insulin-like growth factor I,extracellular space|intracellular|insulin-like growth factor ternary complex|,"cell activation|regulation of protein phosphorylation|blood vessel remodeling|nervous system development|cell proliferation|positive regulation of cell proliferation|negative regulation of cell proliferation|response to heat|glial cell differentiation|regulation of gene expression|positive regulation of glycoprotein biosynthetic process|positive regulation of cardiac muscle hypertrophy|phosphatidylinositol 3-kinase signaling|positive regulation of phosphatidylinositol 3-kinase signaling|skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration|muscle hypertrophy|myotube cell development|positive regulation of smooth muscle cell migration|positive regulation of cerebellar granule cell precursor proliferation|water homeostasis|proteoglycan biosynthetic process|lung development|positive regulation of cell migration|mammary gland development|exocrine pancreas development|regulation of establishment or maintenance of cell polarity|positive regulation of protein import into nucleus, translocation|negative regulation of smooth muscle cell apoptotic process|multicellular organism growth|bone mineralization involved in bone maturation|regulation of multicellular organism growth|positive regulation of activated T cell proliferation|positive regulation of tyrosine phosphorylation of Stat5 protein|negative regulation of apoptotic process|positive regulation of DNA binding|positive regulation of MAPK cascade|protein kinase B signaling|positive regulation of insulin-like growth factor receptor signaling pathway|myoblast differentiation|positive regulation of osteoblast differentiation|positive regulation of glycogen biosynthetic process|positive regulation of DNA replication|positive regulation of glycolytic process|positive regulation of mitotic nuclear division|positive regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|positive regulation of glucose import|positive regulation of Ras protein signal transduction|insulin-like growth factor receptor signaling pathway|phosphatidylinositol-mediated signaling|positive regulation of fibroblast proliferation|lung alveolus development|cell development|positive regulation of smooth muscle cell proliferation|branching morphogenesis of an epithelial tube|inner ear development|chondroitin sulfate proteoglycan biosynthetic process|positive regulation of epithelial cell proliferation|positive regulation of protein secretion|positive regulation of peptidyl-tyrosine phosphorylation|protein stabilization|regulation of protein metabolic process|myoblast proliferation|positive regulation of protein kinase B signaling|negative regulation of oocyte development|lung vasculature development|lung lobe morphogenesis|Type I pneumocyte differentiation|Type II pneumocyte differentiation|prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis|prostate gland growth|prostate gland epithelium morphogenesis|prostate gland stromal morphogenesis|negative regulation of androgen receptor signaling pathway|ERK1 and ERK2 cascade|negative regulation of ERK1 and ERK2 cascade|positive regulation of calcineurin-NFAT signaling cascade|extrinsic apoptotic signaling pathway in absence of ligand|positive regulation of trophectodermal cell proliferation|positive regulation of myoblast proliferation|negative regulation of extrinsic apoptotic signaling pathway|",insulin receptor binding|insulin-like growth factor receptor binding|integrin binding|hormone activity|protein binding|growth factor activity|,4,15,1120000000,25.4%
