PlexesSearchedTogether_correct, 126:127, NoBirA_6Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 126:128, NoBirA_6Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 126:129, NoBirA_6Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 126:130, NoBirA_6Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 126:131, NoBirA_6Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 127:126, BirA/Cre_3Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 127:128, BirA/Cre_3Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 127:129, BirA/Cre_3Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 127:130, BirA/Cre_3Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 127:131, BirA/Cre_3Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 128:126, NoBirA_4Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 128:127, NoBirA_4Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 128:129, NoBirA_4Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 128:130, NoBirA_4Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 128:131, NoBirA_4Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 129:126, NoBirA_5Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 129:127, NoBirA_5Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 129:128, NoBirA_5Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 129:130, NoBirA_5Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 129:131, NoBirA_5Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 130:126, BirA/Cre_2Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 130:127, BirA/Cre_2Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 130:128, BirA/Cre_2Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 130:129, BirA/Cre_2Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 130:131, BirA/Cre_2Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 131:126, BirA/Cre_1Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 131:127, BirA/Cre_1Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 131:128, BirA/Cre_1Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 131:129, BirA/Cre_1Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 131:130, BirA/Cre_1Combo:BirA/Cre_2Combo	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	PlexesSearchedTogether_correct unique_peptides	PlexesSearchedTogether_correct numSpectra	PlexesSearchedTogether_correct totalIntensity	PlexesSearchedTogether_correct pct_cov
-3.887	1.212	3.465	-4.384	-3.389	3.887	4.264	7.352	-0.563	0.393	-1.212	-4.264	2.912	-5.033	-3.931	-3.465	-7.352	-2.912	-7.85	-6.854	4.384	0.563	5.033	7.85	0.995	3.389	-0.393	3.931	6.854	-0.995	A0A075B5R7	A0A075B5R7	Ighv14-2	1	3	4	2	A0A075B5R7	MOUSE	13172.7	30.7	350	350.2	40.53	15.98		117	Immunoglobulin heavy variable 14-2 (Fragment)				2	3	1.47e+08	16.2%
-5.196	0.899	0.041	-5.34	-5.049	5.196	3.195	2.504	-1.01	-0.825	-0.899	-3.195	0.268	-4.816	-4.787	-0.041	-2.504	-0.268	-3.603	-3.35	5.34	1.01	4.816	3.603	0.103	5.049	0.825	4.787	3.35	-0.103	P01675	P01675		1	16	4	4	P01675|P01676|P01677|P01678|P01679|A0A075B5L5	MOUSE	11741	36.4	351	351.1	51.39	51.39		107	Ig kappa chain V-VI region XRPC 44			antigen binding|	4	16	3.99e+09	36.4%
-4.515	0.245	1.251	-4.123	-4.193	4.515	5.451	5.031	0.059	0.301	-0.245	-5.451	-0.059	-5.446	-5.15	-1.251	-5.031	0.059	-4.961	-4.523	4.123	-0.059	5.446	4.961	0.262	4.193	-0.301	5.15	4.523	-0.262	Q60805	Q60805	Mertk	1	12	6	6	Q60805	MOUSE	111239.5	4.6	352	352.1	51.09	51.09		994	Tyrosine-protein kinase Mer	photoreceptor outer segment|extracellular space|cytoplasm|integral component of membrane|rhabdomere|	natural killer cell differentiation|phagocytosis|spermatogenesis|peptidyl-tyrosine phosphorylation|platelet activation|secretion by cell|substrate adhesion-dependent cell spreading|apoptotic cell clearance|protein kinase B signaling|positive regulation of phagocytosis|negative regulation of lymphocyte activation|retina development in camera-type eye|vagina development|negative regulation of leukocyte apoptotic process|	transmembrane receptor protein tyrosine kinase activity|ATP binding|	6	12	2.43e+08	4.6%
-2.7	-2.34	3.597	-2.084	-2.405	2.7	0.361	6.246	0.616	0.295	2.34	-0.361	6.952	0.256	-0.091	-3.597	-6.246	-6.952	-5.776	-6.035	2.084	-0.616	-0.256	5.776	-0.321	2.405	-0.295	0.091	6.035	0.321	P35700	P35700	Prdx1	1	5	4	2	P35700	MOUSE	22404.3	16.5	353	353.1	50.7	28.09		199	Peroxiredoxin-1	extracellular space|nucleus|cytoplasm|mitochondrion|melanosome|myelin sheath|extracellular exosome|	response to reactive oxygen species|retina homeostasis|response to oxidative stress|cell proliferation|removal of superoxide radicals|regulation of stress-activated MAPK cascade|erythrocyte homeostasis|natural killer cell mediated cytotoxicity|regulation of NF-kappaB import into nucleus|hydrogen peroxide catabolic process|oxidation-reduction process|	peroxidase activity|protein binding|thioredoxin peroxidase activity|identical protein binding|poly(A) RNA binding|	4	5	46700000	16.5%
-5.994	-2.187	-1.718	-6.141	-6.192	5.994	3.807	4.513	0.277	0.051	2.187	-3.807	1.291	-3.954	-4.005	1.718	-4.513	-1.291	-4.556	-5.438	6.141	-0.277	3.954	4.556	-0.31	6.192	-0.051	4.005	5.438	0.31	O08807	O08807	Prdx4	1	4	4	2	O08807	MOUSE	31280.1	16	353	353.2	44.57	21.96		274	Peroxiredoxin-4	extracellular space|nucleus|cytoplasm|mitochondrion|endoplasmic reticulum|smooth endoplasmic reticulum|cytosol|extracellular exosome|	spermatogenesis|male gonad development|4-hydroxyproline metabolic process|protein maturation by protein folding|extracellular matrix organization|cell redox homeostasis|oxidation-reduction process|reactive oxygen species metabolic process|negative regulation of male germ cell proliferation|	peroxidase activity|protein homodimerization activity|peroxiredoxin activity|	2	4	1.83e+10	9.1%
-4.558	0.903	3.147	-5.089	-4.836	4.558	4.3	7.777	-0.48	-0.246	-0.903	-4.3	1.157	-4.888	-4.991	-3.147	-7.777	-1.157	-8.108	-7.983	5.089	0.48	4.888	8.108	0.222	4.836	0.246	4.991	7.983	-0.222	P01751	P01751	Ighv1-72	1	13	5	5	P01751|P01754|P01753	MOUSE	15590.3	23.7	354	354.1	50.62	50.62		139	Ig heavy chain V region B1-8/186-2				5	13	5.57e+09	23.7%
-4.803	-0.099	1.263	-5.864	-4.949	4.803	4.053	4.4	-1.107	0.101	0.099	-4.053	1.749	-5.142	-4.122	-1.263	-4.4	-1.749	-5.078	-3.994	5.864	1.107	5.142	5.078	1.057	4.949	-0.101	4.122	3.994	-1.057	A0A075B5M3	A0A075B5M3	Igkv4-58	1	17	4	3	A0A075B5M3|P01680|A0A075B5L2	MOUSE	10407.3	40.2	355	355.1	49.99	33.19		97	Immunoglobulin kappa variable 4-58				4	17	3.95e+09	40.2%
-4.437	-2.666	1.585	-4.193	-3.918	4.437	4.302	5.548	-0.612	0.171	2.666	-4.302		-5.3	-3.54	-1.585	-5.548		-5.637	-5.376	4.193	0.612	5.3	5.637	0.391	3.918	-0.171	3.54	5.376	-0.391	A0A075B5M2	A0A075B5M2	Igkv4-61	1	6	2	1	A0A075B5M2|J3QNZ9|L7N239	MOUSE	10267.2	29.7	355	355.2	38.77	21.97		94	Immunoglobulin kappa chain variable 4-61				1	6	1.42e+08	18.0%
-2.956	-1.236	0.919	-5.578	-4.344	2.956	1.483	4.327	-1.918	-1.29	1.236	-1.483	1.479	-4.471	-2.985	-0.919	-4.327	-1.479	-6.854	-4.813	5.578	1.918	4.471	6.854	0.726	4.344	1.29	2.985	4.813	-0.726	A0A075B6D5	A0A075B6D5	Igkv19-93	1	11	5	5	A0A075B6D5	MOUSE	12905.5	42.1	356	356.1	49.96	49.96		114	Immunoglobulin kappa chain variable 19-93				5	11	8.09e+08	42.1%
-4.913	2.124	0.53	-4.791	-4.993	4.913	6.794	6.858	0.065	0.213	-2.124	-6.794	2.102	-6.536	-6.913	-0.53	-6.858	-2.102	-7.082	-6.394	4.791	-0.065	6.536	7.082	-0.128	4.993	-0.213	6.913	6.394	0.128	A0A0A6YXQ0	A0A0A6YXQ0	Ighv8-8	1	21	4	4	A0A0A6YXQ0	MOUSE	13299	26	357	357.1	49.33	49.33		119	Immunoglobulin heavy variable 8-8 (Fragment)				4	21	3.54e+09	26.0%
-3.574	-0.404	-0.032	-2.923	-3.598	3.574	2.936	3.395	0.265	0.166	0.404	-2.936	0.77	-2.294	-2.357	0.032	-3.395	-0.77	-2.669	-3.306	2.923	-0.265	2.294	2.669	0.13	3.598	-0.166	2.357	3.306	-0.13	G5E8D6	G5E8D6	Efemp2	1	15	4	4	G5E8D6|Q9WVJ9|E9Q3N9	MOUSE	53745	8.6	358	358.1	49.21	49.21		462	EGF-containing fibulin-like extracellular matrix protein 2	proteinaceous extracellular matrix|extracellular exosome|extracellular vesicle|		calcium ion binding|	4	15	1.92e+09	8.6%
-4.583	0.569	0.798	-4.239	-4.439	4.583	4.915	4.907	0.262	0.407	-0.569	-4.915	0.408	-4.407	-4.19	-0.798	-4.907	-0.408	-4.939	-4.858	4.239	-0.262	4.407	4.939	0.168	4.439	-0.407	4.19	4.858	-0.168	F8VQD7	F8VQD7	Ptprg	1	11	6	6	F8VQD7|Q05909|D6RD11	MOUSE	162430.7	5.1	359	359.1	48.37	48.37		1442	Receptor-type tyrosine-protein phosphatase gamma	extracellular exosome|	negative regulation of epithelial cell migration|peptidyl-tyrosine dephosphorylation|toxin transport|	protein tyrosine phosphatase activity|identical protein binding|	6	11	3.44e+08	5.1%
-3.295	-0.097	0.094	-2.921	-3.158	3.295	3.128	3.079	0.268	0.371	0.097	-3.128	-0.075	-2.711	-3.061	-0.094	-3.079	0.075	-2.829	-3.089	2.921	-0.268	2.711	2.829	0.084	3.158	-0.371	3.061	3.089	-0.084	P35454	P35454	Oxt	1	8	3	3	P35454|P35455	MOUSE	13934.7	36.8	360	360.1	48.18	48.18		125	Oxytocin-neurophysin 1	extracellular region|extracellular space|cytoplasm|cytosol|secretory granule|terminal bouton|	response to amphetamine|regulation of heart rate|maternal aggressive behavior|positive regulation of cytosolic calcium ion concentration|heart development|female pregnancy|memory|grooming behavior|response to mechanical stimulus|response to sucrose|positive regulation of norepinephrine secretion|response to activity|sleep|response to food|positive regulation of prostaglandin secretion|response to estradiol|response to retinoic acid|response to progesterone|response to prostaglandin E|social behavior|negative regulation of urine volume|positive regulation of renal sodium excretion|response to cocaine|hyperosmotic salinity response|maternal behavior|sperm ejaculation|eating behavior|drinking behavior|response to external biotic stimulus|response to peptide hormone|response to ether|negative regulation of blood pressure|positive regulation of blood pressure|positive regulation of ossification|positive regulation of female receptivity|positive regulation of synaptic transmission|response to glucocorticoid|response to cAMP|response to electrical stimulus|regulation of sensory perception of pain|positive regulation of synapse assembly|male mating behavior|positive regulation of penile erection|positive regulation of hindgut contraction|negative regulation of gastric acid secretion|positive regulation of uterine smooth muscle contraction|	neurohypophyseal hormone activity|oxytocin receptor binding|	3	8	3.2e+07	36.8%
-4.891	0.973	3.146	-4.866	-4.502	4.891	6.212	6.202	-0.485	0.316	-0.973	-6.212	-0.373	-6.249	-5.896	-3.146	-6.202	0.373	-6.119	-5.828	4.866	0.485	6.249	6.119	0.899	4.502	-0.316	5.896	5.828	-0.899	A0A075B5R1	A0A075B5R1	Ighv5-17	1	10	3	2	A0A075B5R1|P18529|P18527	MOUSE	13075.8	35	361	361.1	48.09	33.47		117	Immunoglobulin heavy variable 5-17 (Fragment)				4	10	6.7e+08	35.0%
-3.857	2.778	1.296	-5.03	-3.647	3.857	6.293	4.787	-0.944	0.239	-2.778	-6.293	-1.505	-6.794	-5.93	-1.296	-4.787	1.505	-5.289	-4.424	5.03	0.944	6.794	5.289	1.138	3.647	-0.239	5.93	4.424	-1.138	P18528	P18528		1	5	3	1	P18528	MOUSE	11121.3	35.7	361	361.2	43.71	22.25		98	Ig heavy chain V region 6.96			antigen binding|	1	5	4.6e+08	18.3%
-5.263	0.155	1.451	-5.883	-5.019	5.263	4.882	5.641	-0.517	0.204	-0.155	-4.882	2.457	-5.642	-4.692	-1.451	-5.641	-2.457	-6.464	-5.437	5.883	0.517	5.642	6.464	0.864	5.019	-0.204	4.692	5.437	-0.864	A0A075B5P9	A0A075B5P9	Ighv5-4	1	5	3	1	A0A075B5P9	MOUSE	13135.8	23.9	361	361.3	38.33	16.87		117	Immunoglobulin heavy variable 5-4 (Fragment)				1	5	55400000	9.4%
-3.612	-0.113	3.286	-4.292	-3.846	3.612	3.499	6.655	-0.907	-0.599	0.113	-3.499	-2.203	-3.11	-3.366	-3.286	-6.655	2.203	-7.043	-6.949	4.292	0.907	3.11	7.043	0.308	3.846	0.599	3.366	6.949	-0.308	P18526	P18526		1	6	3	2	P18526|A0A075B5Q0	MOUSE	13072.8	23.9	361	361.4	36.05	19.08		117	Ig heavy chain V region 345			antigen binding|	2	6	2.46e+08	9.4%
						7.242		0.746	0.27		-7.242		-6.496	-6.973							-0.746	6.496		-0.477		-0.27	6.973		0.477	A0A075B5Q4	A0A075B5Q4	Ighv5-12	1	1	3	1	A0A075B5Q4|P18525|A0A075B5Q9	MOUSE	13246	28.2	361	361.5	29.04	7.58		117	Immunoglobulin heavy variable 5-12 (Fragment)				1	1	6370000	13.6%
-3.665	-1.96	1.229	-3.408	-3.525	3.665	1.983	5.397	0.173	-0.004	1.96	-1.983	-0.589	-1.565	-1.796	-1.229	-5.397	0.589	-4.848	-5.087	3.408	-0.173	1.565	4.848	-0.221	3.525	0.004	1.796	5.087	0.221	P10126	P10126	Eef1a1	1	11	4	4	P10126|P62631	MOUSE	50455.3	8.4	362	362.1	47.83	47.83		462	Elongation factor 1-alpha 1	extracellular space|nucleus|nucleolus|cytoplasm|cytosol|plasma membrane|membrane|cortical actin cytoskeleton|ruffle membrane|myelin sheath|extracellular exosome|	translational elongation|cellular response to epidermal growth factor stimulus|	tRNA binding|translation elongation factor activity|GTPase activity|protein binding|GTP binding|protein kinase binding|poly(A) RNA binding|	4	11	5.19e+08	8.4%
-4.997	0.192	-0.96	-4.935	-4.785	4.997	5.32	3.934	0.228	0.296	-0.192	-5.32		-5.155	-5.033	0.96	-3.934		-4.039	-3.825	4.935	-0.228	5.155	4.039	0.084	4.785	-0.296	5.033	3.825	-0.084	P15116	P15116	Cdh2	1	10	4	4	P15116|D3YYT0	MOUSE	100251	6.4	363	363.1	47.34	47.34		906	Cadherin-2	cell-cell junction|adherens junction|cell-cell adherens junction|fascia adherens|focal adhesion|intercalated disc|membrane|integral component of membrane|basolateral plasma membrane|apical plasma membrane|catenin complex|lamellipodium|plasma membrane raft|synapse|extracellular exosome|cortical actin cytoskeleton|	cell adhesion|homophilic cell adhesion via plasma membrane adhesion molecules|heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules|glial cell differentiation|calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules|cell migration|regulation of myelination|regulation of Rho protein signal transduction|positive regulation of MAPK cascade|cell-cell adhesion mediated by cadherin|blood vessel morphogenesis|regulation of axonogenesis|striated muscle cell differentiation|protein heterooligomerization|establishment of protein localization to plasma membrane|negative regulation of canonical Wnt signaling pathway|neuroligin clustering involved in postsynaptic membrane assembly|neuronal stem cell maintenance|regulation of postsynaptic density protein 95 clustering|positive regulation of synaptic vesicle clustering|	calcium ion binding|protein binding|beta-catenin binding|enzyme binding|protein kinase binding|protein phosphatase binding|protein complex binding|alpha-catenin binding|gamma-catenin binding|nitric-oxide synthase binding|	4	10	1.87e+08	6.4%
-4.534	1.885	1.34	-5.19	-4.717	4.534	5.637	5.18	-0.294	-0.118	-1.885	-5.637	0.976	-5.654	-5.755	-1.34	-5.18	-0.976	-5.746	-5.338	5.19	0.294	5.654	5.746	0.245	4.717	0.118	5.755	5.338	-0.245	A0A0B4J1J6	A0A0B4J1J6	Ighv10-1	1	15	4	4	A0A0B4J1J6	MOUSE	13720.5	35.2	364	364.1	47.31	47.31		119	Immunoglobulin heavy variable 10-1 (Fragment)				4	15	1.08e+09	35.2%
-4.412	0.197	0.899	-4.327	-4.274	4.412	4.535	5.71	0.232	0.119	-0.197	-4.535	1.677	-4.346	-4.397	-0.899	-5.71	-1.677	-5.366	-5.461	4.327	-0.232	4.346	5.366	-0.108	4.274	-0.119	4.397	5.461	0.108	P12382	P12382	Pfkl	1	10	5	3	P12382|Q9WUA3-2	MOUSE	86157.1	9.3	365	365.1	46.98	29.73		780	ATP-dependent 6-phosphofructokinase, liver type	cytosol|6-phosphofructokinase complex|membrane|extracellular exosome|	fructose 6-phosphate metabolic process|glycolytic process|response to glucose|fructose 1,6-bisphosphate metabolic process|negative regulation of insulin secretion|carbohydrate phosphorylation|protein oligomerization|protein homotetramerization|	6-phosphofructokinase activity|ATP binding|kinase binding|identical protein binding|metal ion binding|fructose binding|fructose-6-phosphate binding|6-phosphofructokinase activity|	5	10	2.95e+08	9.3%
-4.518	1.295	2.567	-4.363	-4.517	4.518	-0.738	5.332	0.641	0.249	-1.295	0.738	3.579	1.763	1.023	-2.567	-5.332	-3.579	-5.075	-5.119	4.363	-0.641	-1.763	5.075	-0.502	4.517	-0.249	-1.023	5.119	0.502	P47857-3	P47857-3	Pfkm	1	4	3	2	P47857-3|P47857-2|P47857	MOUSE	103523.5	3.6	365	365.2	26.51	14.91		780	Isoform 3 of ATP-dependent 6-phosphofructokinase, muscle type	cytosol|6-phosphofructokinase complex|apical plasma membrane|extracellular exosome|sperm principal piece|	fructose 6-phosphate metabolic process|glycolytic process|positive regulation of insulin secretion|glucose homeostasis|muscle cell cellular homeostasis|carbohydrate phosphorylation|protein oligomerization|glycolytic process through fructose-6-phosphate|	6-phosphofructokinase activity|protein binding|ATP binding|protein C-terminus binding|phosphofructokinase activity|kinase binding|identical protein binding|protein homodimerization activity|metal ion binding|fructose binding|	2	4	9120000	2.6%
								0.378	0.334												-0.378			-0.044		-0.334			0.044	Q8C605	Q8C605	Pfkp	1	1	3	1	Q8C605|Q9WUA3	MOUSE	86686.7	5.1	365	365.3	23.86	6.61		784	ATP-dependent 6-phosphofructokinase	nucleus|cytosol|6-phosphofructokinase complex|membrane|extracellular exosome|	fructose 6-phosphate metabolic process|glycolytic process|carbohydrate phosphorylation|activation of mitophagy in response to mitochondrial depolarization|	6-phosphofructokinase activity|ATP binding|protein complex binding|metal ion binding|	1	1	2660000	1.5%
-6.966			-6.877	-6.767	6.966			0.099	0.113											6.877	-0.099			0.109	6.767	-0.113			-0.109	Q91W90	Q91W90	Txndc5	1	8	3	3	Q91W90|E9PXX7|A0A0R4J1Y7	MOUSE	47099.3	10	366	366.1	46.83	46.83		417	Thioredoxin domain-containing protein 5	endoplasmic reticulum lumen|extracellular exosome|	protein folding|response to endoplasmic reticulum stress|apoptotic cell clearance|cell redox homeostasis|	protein disulfide isomerase activity|	3	8	1.92e+09	10.0%
-4.786	0.506	0.526	-4.83	-4.757	4.786	4.938	5.509	-0.049	0.236	-0.506	-4.938	0.206	-5.265	-4.715	-0.526	-5.509	-0.206	-5.551	-5.202	4.83	0.049	5.265	5.551	0.271	4.757	-0.236	4.715	5.202	-0.271	Q8CF98	Q8CF98	Colec10	1	16	4	4	Q8CF98	MOUSE	30922.6	15.1	367	367.1	46.6	46.6		277	Collectin-10	extracellular region|collagen trimer|nucleus|cytoplasm|cytosol|	defense response|heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules|embryo development|	mannose binding|	4	16	4.76e+08	15.1%
-4.217	-0.87	0.252	-3.955	-4.319	4.217	2.526	3.586	0.542	0.133	0.87	-2.526	0.624	-2.224	-2.668	-0.252	-3.586	-0.624	-3.044	-3.531	3.955	-0.542	2.224	3.044	-0.4	4.319	-0.133	2.668	3.531	0.4	Q9EPL0	Q9EPL0	Xylt2	1	5	5	5	Q9EPL0|F2Z436	MOUSE	97608.3	7.2	368	368.1	46.03	46.03		865	Xylosyltransferase 2	Golgi membrane|endoplasmic reticulum membrane|integral component of membrane|	glycosaminoglycan biosynthetic process|heparan sulfate proteoglycan biosynthetic process|proteoglycan biosynthetic process|chondroitin sulfate biosynthetic process|heparin biosynthetic process|	acetylglucosaminyltransferase activity|protein xylosyltransferase activity|	5	5	27200000	7.2%
-3.49	0.478	0.092	-3.17	-3.213	3.49	3.779	3.604	0.017	0.235	-0.478	-3.779	-0.7	-4.004	-3.75	-0.092	-3.604	0.7	-3.284	-3.278	3.17	-0.017	4.004	3.284	0.335	3.213	-0.235	3.75	3.278	-0.335	P01655	P01655		1	15	3	1	P01655|P01654|P01656|A0A075B5P0|P01659|P01667|P01672|P01669|P01671|P01673	MOUSE	12168.4	51.7	369	369.1	45.96	12.77		112	Ig kappa chain V-III region PC 7132			antigen binding|	4	15	7.12e+08	51.7%
-3.631	0.688		-4.701	-4.072	3.631	4.319		-1	-0.441	-0.688	-4.319		-5.576	-4.878						4.701	1	5.576		0.574	4.072	0.441	4.878		-0.574	P01660	P01660		1	6	3	1	P01660|A0A140T8M6	MOUSE	12213.3	31.5	369	369.2	43.8	17.68		111	Ig kappa chain V-III region PC 3741/TEPC 111			antigen binding|	1	6	1.02e+09	9.9%
-4.036			-6.028	-4.683	4.036			-1.991	-0.647											6.028	1.991			1.344	4.683	0.647			-1.344	P03977	P03977		1	1	3	1	P03977	MOUSE	12156.3	39.6	369	369.3	39.55	6.36		111	Ig kappa chain V-III region 50S10.1			antigen binding|	1	1	1.76e+09	9.9%
-5.435	-0.834	7.418	-4.849	-5	5.435	4.601	12.7	0.476	0.487	0.834	-4.601		-4.164	-4.166	-7.418	-12.7		-12.224	-12.213	4.849	-0.476	4.164	12.224	-0.002	5	-0.487	4.166	12.213	0.002	A0A075B5N9	A0A075B5N9	Igkv3-7	1	3	2	1	A0A075B5N9|P01674	MOUSE	10969.9	29.2	369	369.4	35.71	16.12		99	Immunoglobulin kappa variable 3-7				1	3	1.72e+08	12.1%
-5.851	1.283	-0.084	-6.375	-5.894	5.851	6.353	5.767	-0.523	-0.043	-1.283	-6.353	-0.491	-6.807	-6.245	0.084	-5.767	0.491	-6.29	-5.81	6.375	0.523	6.807	6.29	0.48	5.894	0.043	6.245	5.81	-0.48	P01657	P01657		1	2	2	1	P01657	MOUSE	12063.3	23.4	369	369.5	32.66	13.07		111	Ig kappa chain V-III region PC 2413			antigen binding|	1	2	1.11e+08	8.1%
-3.65	-0.88	-0.938	-3.526	-3.932	3.65	2.274	2.712	0.064	-0.357	0.88	-2.274	-0.058	-2.21	-2.388	0.938	-2.712	0.058	-2.588	-2.994	3.526	-0.064	2.21	2.588	-0.327	3.932	0.357	2.388	2.994	0.327	P01665	P01665		1	3	2	1	P01665|P01664|P01666|P01668|A0A140T8Q0|A0A140T8Q4	MOUSE	12116.1	29.7	369	369.6	29.88	10.29		111	Ig kappa chain V-III region PC 7043			antigen binding|	1	3	1.39e+08	14.4%
-5.291	0.237	-0.15	-4.69	-4.604	5.291	6.179	4.975	0.809	0.923	-0.237	-6.179	-0.877	-5.657	-5.021	0.15	-4.975	0.877	-3.73	-3.436	4.69	-0.809	5.657	3.73	0.207	4.604	-0.923	5.021	3.436	-0.207	A0A075B5M1	A0A075B5M1	Igkv4-63	1	13	4	4	A0A075B5M1	MOUSE	10271.2	41	370	370.1	45.88	45.88		95	Immunoglobulin kappa variable 4-63				4	13	1.13e+09	41.0%
-3.75	0.654	0.855	-3.421	-3.381	3.75	3.702	3.714	0.161	0.22	-0.654	-3.702	0.971	-3.156	-3.2	-0.855	-3.714	-0.971	-3.167	-3.211	3.421	-0.161	3.156	3.167	0.025	3.381	-0.22	3.2	3.211	-0.025	Q8K2I4	Q8K2I4	Manba	1	6	4	4	A0A0R4J092|Q8K2I4|D6RGR1	MOUSE	101513.6	5.6	371	371.1	44.29	44.29		879	Beta-mannosidase	lysosome|intracellular membrane-bounded organelle|	carbohydrate metabolic process|glycoprotein catabolic process|mannan catabolic process|	beta-mannosidase activity|	4	6	59900000	5.6%
-4.055	0.936	0.666	-3.824	-4.051	4.055	4.872	5.942	0.176	0.218	-0.936	-4.872		-4.696	-4.654	-0.666	-5.942		-5.686	-5.855	3.824	-0.176	4.696	5.686	0.011	4.051	-0.218	4.654	5.855	-0.011	Q05144	Q05144	Rac2	1	7	4	4	Q05144|Q3TLP8|P63001|P60764	MOUSE	21839.8	23.9	372	372.1	44.21	44.21		192	Ras-related C3 botulinum toxin substrate 2	nuclear envelope|cytoplasm|cytosol|focal adhesion|membrane|lamellipodium|extracellular exosome|actin filament|	chemotaxis|actin filament organization|G-protein coupled receptor signaling pathway|small GTPase mediated signal transduction|positive regulation of cell proliferation|positive regulation of lamellipodium assembly|regulation of cell-substrate adhesion|cell projection assembly|actin cytoskeleton organization|regulation of T cell proliferation|regulation of mast cell degranulation|bone resorption|regulation of protein kinase activity|regulation of respiratory burst|regulation of mast cell chemotaxis|lymphocyte aggregation|positive regulation of neutrophil chemotaxis|regulation of neutrophil migration|positive regulation of protein targeting to mitochondrion|	GTPase activity|GTP binding|protein kinase regulator activity|	4	7	2.23e+09	23.9%
-5.293	0.32	1.758	-4.041	-4.58	5.293	4.517	7.444	1.243	0.639	-0.32	-4.517	-0.775	-3.011	-4.058	-1.758	-7.444	0.775	-5.858	-6.859	4.041	-1.243	3.011	5.858	-0.558	4.58	-0.639	4.058	6.859	0.558	Q9EQI5	Q9EQI5	Ppbp	1	17	3	3	Q9EQI5	MOUSE	12593.7	20.3	373	373.1	44.12	44.12		113	Chemokine (C-X-C motif) ligand 7, isoform CRA_b	extracellular space|cell|	leukocyte migration involved in inflammatory response|positive regulation of leukocyte chemotaxis|inflammatory response|immune response|G-protein coupled receptor signaling pathway|neutrophil chemotaxis|response to lipopolysaccharide|regulation of cell proliferation|neutrophil degranulation|chemokine-mediated signaling pathway|	chemokine activity|CXCR chemokine receptor binding|	3	17	1.5e+10	20.3%
