"Ilia_newDatabase, 126:127, NoBirA_6:BirA/Cre_3"	"Ilia_newDatabase, 126:128, NoBirA_6:NoBirA_4"	"Ilia_newDatabase, 126:129, NoBirA_6:NoBirA_5"	"Ilia_newDatabase, 126:130, NoBirA_6:BirA/Cre_2"	"Ilia_newDatabase, 126:131, NoBirA_6:BirA/Cre_1"	"Ilia_newDatabase, 127:126, BirA/Cre_3:NoBirA_6"	"Ilia_newDatabase, 127:128, BirA/Cre_3:NoBirA_4"	"Ilia_newDatabase, 127:129, BirA/Cre_3:NoBirA_5"	"Ilia_newDatabase, 127:130, BirA/Cre_3:BirA/Cre_2"	"Ilia_newDatabase, 127:131, BirA/Cre_3:BirA/Cre_1"	"Ilia_newDatabase, 128:126, NoBirA_4:NoBirA_6"	"Ilia_newDatabase, 128:127, NoBirA_4:BirA/Cre_3"	"Ilia_newDatabase, 128:129, NoBirA_4:NoBirA_5"	"Ilia_newDatabase, 128:130, NoBirA_4:BirA/Cre_2"	"Ilia_newDatabase, 128:131, NoBirA_4:BirA/Cre_1"	"Ilia_newDatabase, 129:126, NoBirA_5:NoBirA_6"	"Ilia_newDatabase, 129:127, NoBirA_5:BirA/Cre_3"	"Ilia_newDatabase, 129:128, NoBirA_5:NoBirA_4"	"Ilia_newDatabase, 129:130, NoBirA_5:BirA/Cre_2"	"Ilia_newDatabase, 129:131, NoBirA_5:BirA/Cre_1"	"Ilia_newDatabase, 130:126, BirA/Cre_2:NoBirA_6"	"Ilia_newDatabase, 130:127, BirA/Cre_2:BirA/Cre_3"	"Ilia_newDatabase, 130:128, BirA/Cre_2:NoBirA_4"	"Ilia_newDatabase, 130:129, BirA/Cre_2:NoBirA_5"	"Ilia_newDatabase, 130:131, BirA/Cre_2:BirA/Cre_1"	"Ilia_newDatabase, 131:126, BirA/Cre_1:NoBirA_6"	"Ilia_newDatabase, 131:127, BirA/Cre_1:BirA/Cre_3"	"Ilia_newDatabase, 131:128, BirA/Cre_1:NoBirA_4"	"Ilia_newDatabase, 131:129, BirA/Cre_1:NoBirA_5"	"Ilia_newDatabase, 131:130, BirA/Cre_1:BirA/Cre_2"	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Ilia_newDatabase unique_peptides	Ilia_newDatabase numSpectra	Ilia_newDatabase totalIntensity	Ilia_newDatabase pct_cov
-4.509	-0.032	1.393	-4.205	-4.143	4.509	2.438	6.037	0.324	0.417	0.032	-2.438	1.246	-2.192	-2.392	-1.393	-6.037	-1.246	-5.38	-5.331	4.205	-0.324	2.192	5.38	0.019	4.143	-0.417	2.392	5.331	-0.019	E9QKW2	E9QKW2	Smoc1	1	12	7	7	A0A0R4J1E4|E9QKW2|D3Z3A3|Q8BLY1|Q8BLY1-2	MOUSE	51031.9	18.1	238	238.1	84.98	84.98		452	SPARC-related modular calcium-binding protein 1	basement membrane|	eye development|signal transduction|positive regulation of cell-substrate adhesion|extracellular matrix organization|regulation of osteoblast differentiation|limb development|	calcium ion binding|extracellular matrix binding|	7	12	3.04E+09	18.10%
-5.156	0.809	0.272	-6.035	-5.116	5.156	5.253	4.879	-0.985	0.096	-0.809	-5.253	0.056	-5.802	-5.535	-0.272	-4.879	-0.056	-4.749	-5.005	6.035	0.985	5.802	4.749	0.944	5.116	-0.096	5.535	5.005	-0.944	A0A075B5S2	A0A075B5S2	Ighv7-1	1	16	7	7	A0A075B5S2|P01791|P01794|P01788|P01787|P01790|P01793|P01792|P01789	MOUSE	13815.5	56.1	239	239.1	84.83	84.83		121	Immunoglobulin heavy variable 7-1 (Fragment)				8	16	3.08E+09	56.10%
-7.69	-1.954	0.53	-6.944	-6.241	7.69	6.143	7.476	0.791	1.423	1.954	-6.143	-0.5	-5.405	-4.973	-0.53	-7.476	0.5	-6.587	-5.651	6.944	-0.791	5.405	6.587	0.519	6.241	-1.423	4.973	5.651	-0.519	A0A140T8M2	A0A140T8M2	Igkv12-44	1	20	5	5	A0A140T8M2|P01636	MOUSE	12728.1	43.4	240	240.1	84.6	84.6		115	Immunoglobulin kappa variable 12-44 (Fragment)				5	20	1.02E+10	43.40%
-6.083	-2.849	-0.275	-5.583	-5.324	6.083	4.97	3.919	0.566	0.673	2.849	-4.97	0.247	-3.984	-3.97	0.275	-3.919	-0.247	-3.112	-3.974	5.583	-0.566	3.984	3.112	0.025	5.324	-0.673	3.97	3.974	-0.025	Q8QZR4	Q8QZR4	Oaf	1	8	6	6	Q8QZR4	MOUSE	32151.3	21.9	241	241.1	84.36	84.36		282	Out at first protein homolog	extracellular exosome|			6	8	8.95E+08	21.90%
-5.042	1.639	0.146	-4.794	-4.711	5.042	6.773	5.22	0.174	0.051	-1.639	-6.773	-0.731	-6.433	-6.349	-0.146	-5.22	0.731	-4.652	-4.97	4.794	-0.174	6.433	4.652	0.011	4.711	-0.051	6.349	4.97	-0.011	Q8BI84	Q8BI84	Mia3	1	13	9	9	Q8BI84|Q8BI84-2|J3KMH5|Q8BI84-3	MOUSE	214298.7	5.7	242	242.1	83.76	83.76		1930	Transport and Golgi organization protein 1 homolog	endoplasmic reticulum membrane|membrane|integral component of membrane|intracellular membrane-bounded organelle|	chondrocyte development|positive regulation of leukocyte migration|exocytosis|negative regulation of cell adhesion|protein transport|collagen fibril organization|negative regulation of cell migration|positive regulation of bone mineralization|wound healing|		9	13	5.76E+09	5.70%
-5.357	0.152	2.275	-5.413	-5.441	5.357	4.021	8.199	-0.424	-0.106	-0.152	-4.021	3.046	-4.382	-4.216	-2.275	-8.199	-3.046	-8.258	-8.317	5.413	0.424	4.382	8.258	0.156	5.441	0.106	4.216	8.317	-0.156	P01844	P01844	Iglc2	1	16	5	2	P01844	MOUSE	11425.5	65.3	243	243.1	83.53	37.91		104	Ig lambda-2 chain C region	plasma membrane|			5	16	7.98E+09	65.30%
-3.925	0.603	0.363	-3.626	-3.771	3.925	3.764	4.329	0.363	-0.095	-0.603	-3.764	0.569	-3.528	-3.251	-0.363	-4.329	-0.569	-4.03	-4.089	3.626	-0.363	3.528	4.03	-0.396	3.771	0.095	3.251	4.089	0.396	P01845	P01845	Iglc3	1	5	4	2	P01845	MOUSE	11541.6	61.5	243	243.2	66.64	25.32		104	Ig lambda-3 chain C region	plasma membrane|		antigen binding|	2	5	2.75E+08	37.50%
-5.355	-0.827	0.742	-5.16	-4.838	5.355	3.612	6.188	0.246	0.429	0.827	-3.612	1.306	-3.16	-3.332	-0.742	-6.188	-1.306	-5.952	-5.837	5.16	-0.246	3.16	5.952	0.218	4.838	-0.429	3.332	5.837	-0.218	Q80VA0-2	Q80VA0-2	Galnt7	1	12	10	10	Q80VA0-2|Q80VA0|Q80VA0-3	MOUSE	76183.4	13	244	244.1	83.24	83.24		657	Isoform 2 of N-acetylgalactosaminyltransferase 7	Golgi membrane|membrane|integral component of membrane|extracellular exosome|	protein O-linked glycosylation|	polypeptide N-acetylgalactosaminyltransferase activity|carbohydrate binding|metal ion binding|	10	12	3.99E+08	13.00%
-5.351	-1.008	0.156	-5.308	-4.908	5.351	4.386	4.244	0.071	0.544	1.008	-4.386	0.661	-4.382	-3.824	-0.156	-4.244	-0.661	-4.122	-3.745	5.308	-0.071	4.382	4.122	0.473	4.908	-0.544	3.824	3.745	-0.473	Q8VC49	Q8VC49	Ifi27l2b	1	8	5	5	Q8VC49	MOUSE	27886.1	20.8	245	245.1	82.73	82.73		283	Interferon alpha-inducible protein 27-like protein 2B	integral component of membrane|			5	8	4.16E+09	20.80%
-4.371	1.531	2.288	-4.445	-4.382	4.371	5.951	6.957	-0.071	0.221	-1.531	-5.951	0.809	-5.825	-5.636	-2.288	-6.957	-0.809	-7.008	-6.723	4.445	0.071	5.825	7.008	0.215	4.382	-0.221	5.636	6.723	-0.215	O08689	O08689	Mstn	1	14	7	7	O08689|A0A087WQL8	MOUSE	43662.3	19.9	246	246.1	82.03	82.03		376	Growth/differentiation factor 8	extracellular space|cytoplasm|	"positive regulation of defense response to virus by host|transforming growth factor beta receptor signaling pathway|response to heat|response to gravity|positive regulation of pathway-restricted SMAD protein phosphorylation|skeletal muscle atrophy|negative regulation of muscle hypertrophy|response to muscle activity|ovulation cycle process|response to testosterone|negative regulation of kinase activity|regulation of apoptotic process|skeletal muscle tissue regeneration|regulation of MAPK cascade|response to estrogen|response to ethanol|negative regulation of myoblast differentiation|positive regulation of transcription, DNA-templated|negative regulation of insulin receptor signaling pathway|muscle cell cellular homeostasis|cell development|negative regulation of skeletal muscle tissue growth|response to electrical stimulus|negative regulation of protein kinase B signaling|SMAD protein signal transduction|cellular response to dexamethasone stimulus|activation of mitophagy in response to mitochondrial depolarization|negative regulation of skeletal muscle satellite cell proliferation|negative regulation of satellite cell differentiation|negative regulation of myoblast proliferation|"	receptor binding|cytokine activity|transforming growth factor beta receptor binding|protein binding|growth factor activity|heparin binding|identical protein binding|	7	14	2.55E+08	19.90%
-5.265	0.526	0.727	-5.133	-5.133	5.265	4.581	5.773	-0.127	-0.098	-0.526	-4.581	-0.07	-4.719	-4.578	-0.727	-5.773	0.07	-5.882	-5.793	5.133	0.127	4.719	5.882	0.032	5.133	0.098	4.578	5.793	-0.032	Q91YW3	Q91YW3	Dnajc3	1	10	8	8	Q91YW3	MOUSE	57919.4	14	247	247.1	81.79	81.79		504	DnaJ homolog subfamily C member 3	cytoplasm|endoplasmic reticulum lumen|smooth endoplasmic reticulum|cytosol|membrane|extracellular exosome|extracellular vesicle|endoplasmic reticulum Sec complex|	negative regulation of protein kinase activity|endoplasmic reticulum unfolded protein response|negative regulation of apoptotic process|proteolysis involved in cellular protein catabolic process|negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation|negative regulation of cyclin-dependent protein kinase activity|	protein binding|chaperone binding|misfolded protein binding|	8	10	3.05E+08	14.00%
-3.187	2.105	0.705	-3.003	-3.327	3.187	5.43	4.995	0.31	-0.083	-2.105	-5.43	-0.615	-5.124	-5.659	-0.705	-4.995	0.615	-4.188	-4.628	3.003	-0.31	5.124	4.188	-0.403	3.327	0.083	5.659	4.628	0.403	A0A075B5R2	A0A075B5R2	Ighv7-3	1	19	5	5	A0A075B5R2|A0A075B5R3|P01786	MOUSE	13628.3	41.6	248	248.1	80.93	80.93		120	Immunoglobulin heavy variable 7-3 (Fragment)				5	19	1.28E+09	41.60%
-6.809	-0.594	-0.749	-6.581	-6.103	6.809	5.312	5.255	0.091	0.635	0.594	-5.312	-1.365	-5.634	-4.624	0.749	-5.255	1.365	-5.255	-4.689	6.581	-0.091	5.634	5.255	0.691	6.103	-0.635	4.624	4.689	-0.691	A0A075B5R5	A0A075B5R5	Ighv4-1	1	20	6	6	A0A075B5R5|P01807|P01808|P01812|P01806|P01809|P01810|A0A075B5Q2|A0A075B5P7|A0A0A6YWG4	MOUSE	13044.9	49.1	249	249.1	80.39	74.92		116	Immunoglobulin heavy variable 4-1 (Fragment)				8	20	2.55E+09	49.10%
-3.37	-0.113	3.286	-3.758	-3.663	3.37	3.499	6.655	-0.388	-0.293	0.113	-3.499	-2.203	-3.11	-3.366	-3.286	-6.655	2.203	-7.043	-6.949	3.758	0.388	3.11	7.043	0.095	3.663	0.293	3.366	6.949	-0.095	P18524	P18524		1	2	3	1	P18524	MOUSE	13036.9	23.9	249	249.2	32.57	14.59		117	Ig heavy chain V region RF			antigen binding|	1	2	16100000	9.40%
-3.853	-0.26	-0.195	-3.924	-3.566	3.853	3.224	3.62	-0.008	0.353	0.26	-3.224	0.051	-3.069	-2.861	0.195	-3.62	-0.051	-3.464	-3.257	3.924	0.008	3.069	3.464	0.1	3.566	-0.353	2.861	3.257	-0.1	Q8R0Z6	Q8R0Z6	Angptl6	1	10	7	7	Q8R0Z6	MOUSE	51493.9	17.9	250	250.1	79.74	79.74		457	Angiopoietin-related protein 6	secretory granule|extracellular exosome|	angiogenesis|cell differentiation|		7	10	3.29E+08	17.90%
-5.727	0.399	-0.016	-5.842	-5.638	5.727	4.968	6.554	0.218	0.262	-0.399	-4.968		-4.944	-4.768	0.016	-6.554		-6.307	-6.322	5.842	-0.218	4.944	6.307	-0.01	5.638	-0.262	4.768	6.322	0.01	Q8R357	Q8R357	Olfm1	1	8	6	6	Q8R357|O88998|G3X9Q7|O88998-3|A3KGE4|O88998-2|O88998-4	MOUSE	55769.1	14.2	251	251.1	79.52	79.52		485	Noelin	extracellular space|alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex|synaptic membrane|	atrioventricular valve formation|positive regulation of gene expression|negative regulation of gene expression|positive regulation of epithelial to mesenchymal transition|protein oligomerization|cardiac epithelial to mesenchymal transition|regulation of beta-amyloid formation|negative regulation of beta-amyloid formation|negative regulation of neuron migration|	beta-amyloid binding|protein binding|	6	8	2.46E+08	14.20%
-5.585	1.38	1.009	-5.4	-5.169	5.585	6.966	6.003	0.502	0.722	-1.38	-6.966	1.721	-6.759	-6.506	-1.009	-6.003	-1.721	-5.079	-6.295	5.4	-0.502	6.759	5.079	0.188	5.169	-0.722	6.506	6.295	-0.188	P14847	P14847	Crp	1	10	6	6	P14847	MOUSE	25530.6	30.6	252	252.1	79.33	79.33		225	C-reactive protein	extracellular space|extracellular exosome|	acute-phase response|positive regulation of gene expression|negative regulation of macrophage derived foam cell differentiation|negative regulation of lipid storage|positive regulation of superoxide anion generation|negative regulation of vasodilation|regulation of interleukin-8 secretion|	complement component C1q binding|calcium ion binding|low-density lipoprotein particle binding|low-density lipoprotein particle receptor binding|	6	10	4.36E+08	30.60%
-2.647	1.427	1.865	-2.873	-2.277	2.647	4.365	4.377	-0.27	0.478	-1.427	-4.365	0.872	-4.299	-3.482	-1.865	-4.377	-0.872	-4.603	-3.729	2.873	0.27	4.299	4.603	0.874	2.277	-0.478	3.482	3.729	-0.874	P97873	P97873	Loxl1	1	9	7	7	P97873|A0A0R4J0Q4	MOUSE	67189.7	12.8	253	253.1	79.09	79.09		607	Lysyl oxidase homolog 1	proteinaceous extracellular matrix|extracellular space|extracellular matrix|	oxidation-reduction process|	"copper ion binding|protein binding|oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor|"	7	9	6.56E+08	12.80%
-4.298	0.672	0.487	-3.541	-4.004	4.298	5.357	4.489	0.817	0.273	-0.672	-5.357	0.158	-4.674	-5.066	-0.487	-4.489	-0.158	-3.67	-4.195	3.541	-0.817	4.674	3.67	-0.561	4.004	-0.273	5.066	4.195	0.561	P99024	P99024	Tubb5	1	9	7	4	P99024|Q9CWF2|Q7TMM9|P68372|Q922F4|Q9ERD7|Q9D6F9	MOUSE	50126.4	15.5	254	254.1	78.93	47.71		444	Tubulin beta-5 chain	nucleus|nuclear envelope lumen|cytosol|microtubule|cytoplasmic ribonucleoprotein granule|cell body|tubulin complex|extracellular exosome|	protein folding|microtubule-based process|cellular process|spindle assembly|protein polymerization|	GTPase activity|structural constituent of cytoskeleton|GTP binding|protein domain specific binding|ubiquitin protein ligase binding|protein complex binding|GTPase activating protein binding|MHC class I protein binding|	7	9	2.24E+08	15.50%
-3.493	-0.2	-0.03	-2.647	-3.58	3.493	3.293	3.462	0.845	-0.087	0.2	-3.293	0.169	-2.448	-3.38	0.03	-3.462	-0.169	-2.617	-3.549	2.647	-0.845	2.448	2.617	-0.932	3.58	0.087	3.38	3.549	0.932	A2AQ07	A2AQ07	Tubb1	1	1	4	1	A2AQ07	MOUSE	51124.7	6.8	254	254.2	44.57	13.35		451	Tubulin beta-1 chain	cytoplasm|microtubule|extracellular exosome|	microtubule-based process|metabolic process|spindle assembly|protein polymerization|	GTPase activity|structural constituent of cytoskeleton|GTP binding|	1	1	2340000	2.60%
0.1	2.519	2.073	-0.062	-0.26	-0.1	2.733	3.377	-0.111	0.113	-2.519	-2.733	0.417	-3.013	-2.718	-2.073	-3.377	-0.417	-3.916	-3.378	0.062	0.111	3.013	3.916	0.316	0.26	-0.113	2.718	3.378	-0.316	P05366	P05366	Saa1	1	13	6	5	P05366|P04918	MOUSE	13884.1	50	255	255.1	78.71	66.26		122	Serum amyloid A-1 protein	extracellular space|cytosol|cytoplasmic microtubule|high-density lipoprotein particle|extracellular exosome|	acute-phase response|cholesterol metabolic process|positive chemotaxis|cell chemotaxis|	G-protein coupled receptor binding|protein binding|heparin binding|chemoattractant activity|	6	13	2.01E+09	50.00%
1.652	2.179	4.054	1.317	0.737	-1.652	-0.788	5.161	-0.136	0.094	-2.179	0.788	1.403	0.02	0.704	-4.054	-5.161	-1.403	-5.183	-5.066	-1.317	0.136	-0.02	5.183	0.117	-0.737	-0.094	-0.704	5.066	-0.117	P05367	P05367	Saa2	1	7	4	3	P05367|A0A1B0GQV5	MOUSE	13736	44.2	255	255.2	40.69	28.24		122	Serum amyloid A-2 protein	extracellular space|cytosol|cytoplasmic microtubule|high-density lipoprotein particle|extracellular exosome|	acute-phase response|response to stilbenoid|positive chemotaxis|cell chemotaxis|	G-protein coupled receptor binding|protein binding|chemoattractant activity|	3	7	2.27E+08	36.00%
-4.473	-0.054	3.014	-5.378	-4.196	4.473	4.153	6.374	-1.032	0.204	0.054	-4.153	2.62	-5.026	-3.951	-3.014	-6.374	-2.62	-7.596	-6.39	5.378	1.032	5.026	7.596	1.217	4.196	-0.204	3.951	6.39	-1.217	A0A075B5N4	A0A075B5N4	Igkv8-27	1	16	6	2	A0A075B5N4	MOUSE	11090.2	60	256	256.1	78.69	28.56		100	Immunoglobulin kappa chain variable 8-27				6	16	4.48E+09	60.00%
-3.258	0.055	3.601	-5.474	-3.449	3.258	3.104	6.714	-1.273	0.07	-0.055	-3.104	3.322	-4.745	-3.276	-3.601	-6.714	-3.322	-9.075	-7.051	5.474	1.273	4.745	9.075	1.324	3.449	-0.07	3.276	7.051	-1.324	A0A140T8P5	A0A140T8P5	Igkv8-24	1	8	5	2	A0A140T8P5	MOUSE	13434.9	35.5	256	256.2	63.99	30.66		121	Immunoglobulin kappa chain variable 8-24 (Fragment)				2	8	1.59E+09	17.30%
-4.791	1.184	3.963	-5.346	-5.117	4.791	6.277	6.815	-0.537	-0.411	-1.184	-6.277	2.158	-6.839	-6.645	-3.963	-6.815	-2.158	-7.111	-7.404	5.346	0.537	6.839	7.111	0.097	5.117	0.411	6.645	7.404	-0.097	A0A140T8N7	A0A140T8N7	Igkv6-25	1	8	5	3	A0A140T8N7|A0A140T8N5	MOUSE	12853.2	40	256	256.3	63.03	41.27		115	Immunoglobulin kappa chain variable 6-25 (Fragment)				3	8	2.68E+09	32.10%
-3.571	0.707		-4.503	-3.582	3.571	4.278		-0.931	-0.011	-0.707	-4.278		-5.21	-4.289						4.503	0.931	5.21		0.921	3.582	0.011	4.289		-0.921	A0A140T8M3	A0A140T8M3	Igkv8-30	1	2	5	1	A0A140T8M3	MOUSE	13506	35.5	256	256.4	62.2	12.07		121	Immunoglobulin kappa chain variable 8-30 (Fragment)				1	2	1.17E+08	9.90%
-2.263		5.734	-2.055	-1.576	2.263		7.997	0.209	0.687						-5.734	-7.997		-7.788	-7.31	2.055	-0.209		7.788	0.479	1.576	-0.687		7.31	-0.479	A0A140T8P7	A0A140T8P7	Igkv8-21	1	1	5	1	A0A140T8P7	MOUSE	13298.8	33.3	256	256.5	59.22	9.09		120	Immunoglobulin kappa variable 8-21 (Fragment)				1	1	1.30E+07	7.50%
-4.296	0.349	4.047	-4.765	-5.014	4.296	4.355	6.825	-0.658	-0.886	-0.349	-4.355	2.194	-5.147	-5.688	-4.047	-6.825	-2.194	-7.891	-8.311	4.765	0.658	5.147	7.891	-0.398	5.014	0.886	5.688	8.311	0.398	A0A140T8M4	A0A140T8M4	Igkv8-19	1	6	4	2	A0A140T8M4	MOUSE	11230.2	42.5	256	256.6	59.04	34.64		101	Immunoglobulin kappa variable 8-19				2	6	9.18E+08	26.70%
-4.166	0.372	1.792	-3.769	-3.969	4.166	4.562	5.502	0.425	0.234	-0.372	-4.562	0.623	-3.572	-4.17	-1.792	-5.502	-0.623	-5.561	-5.304	3.769	-0.425	3.572	5.561	-0.206	3.969	-0.234	4.17	5.304	0.206	Q9ET66	Q9ET66	Pi16	1	12	5	5	E9QNE5|Q9ET66|D3Z6T6|Q9ET66-2	MOUSE	53234.3	13.9	257	257.1	78.67	78.67		489	Peptidase inhibitor 16	extracellular space|integral component of membrane|extracellular exosome|	negative regulation of peptidase activity|negative regulation of cell growth involved in cardiac muscle cell development|	peptidase inhibitor activity|	5	12	9.09E+08	13.90%
-3.562	0.251	1.19	-4.219	-4.356	3.562	3.645	4.364	-0.36	-0.542	-0.251	-3.645	1.702	-3.831	-3.705	-1.19	-4.364	-1.702	-4.771	-5.115	4.219	0.36	3.831	4.771	-0.081	4.356	0.542	3.705	5.115	0.081	E9QPU1	E9QPU1	Vwf	1	10	8	8	E9QPU1|Q8CIZ8|Q3TPE1|Q3TD35|Q8CIZ8-2	MOUSE	322558.9	2.8	258	258.1	78.58	78.58		2813	von Willebrand factor	extracellular region|proteinaceous extracellular matrix|endoplasmic reticulum|external side of plasma membrane|extracellular matrix|Weibel-Palade body|extracellular exosome|	liver development|placenta development|cell adhesion|blood coagulation|hemostasis|platelet activation|cell-substrate adhesion|protein homooligomerization|platelet activation|	glycoprotein binding|protease binding|integrin binding|protein binding|collagen binding|immunoglobulin binding|identical protein binding|protein homodimerization activity|protein N-terminus binding|chaperone binding|	9	10	6.48E+08	2.80%
-4.495	1.833	-0.372	-4.255	-4.441	4.495	7.525	4.315	0.326	0.354	-1.833	-7.525	-1.221	-7.355	-7.13	0.372	-4.315	1.221	-3.979	-4.04	4.255	-0.326	7.355	3.979	-0.086	4.441	-0.354	7.13	4.04	0.086	P97464	P97464	Ext1	1	9	7	7	P97464	MOUSE	87047.9	9.5	259	259.1	77.63	77.63		746	Exostosin-1	Golgi membrane|endoplasmic reticulum|Golgi apparatus|integral component of endoplasmic reticulum membrane|	"ossification|glycosaminoglycan biosynthetic process|protein glycosylation|gastrulation|axon guidance|brain development|endoderm development|mesoderm development|heparan sulfate proteoglycan biosynthetic process|heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process|olfactory bulb development|cellular polysaccharide biosynthetic process|embryonic skeletal joint development|"	"acetylglucosaminyltransferase activity|glucuronosyltransferase activity|transferase activity, transferring glycosyl groups|protein homodimerization activity|metal ion binding|protein heterodimerization activity|glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity|N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity|"	7	9	4.53E+08	9.50%
-1.602	1.722	0.769	-0.454	-1.039	1.602	2.879	2.367	1.162	0.677	-1.722	-2.879	-0.906	-1.824	-2.296	-0.769	-2.367	0.906	-0.849	-1.628	0.454	-1.162	1.824	0.849	-0.436	1.039	-0.677	2.296	1.628	0.436	Q91ZA3	Q91ZA3	Pcca	1	10	8	8	Q91ZA3	MOUSE	80547.9	13.1	260	260.1	77.55	77.55		724	"Propionyl-CoA carboxylase alpha chain, mitochondrial"	mitochondrion|mitochondrial matrix|	metabolic process|	biotin carboxylase activity|propionyl-CoA carboxylase activity|ATP binding|enzyme binding|metal ion binding|	8	10	9.80E+07	13.10%
-4.727	-1.82	2.333	-5.146	-4.28	4.727	4.234	6.74	-0.186	0.486	1.82	-4.234	0.653	-4.303	-3.747	-2.333	-6.74	-0.653	-6.269	-6.092	5.146	0.186	4.303	6.269	0.555	4.28	-0.486	3.747	6.092	-0.555	O09159	O09159	Man2b1	1	7	7	7	O09159	MOUSE	115216.7	8.3	261	261.1	75.15	75.15		1013	Lysosomal alpha-mannosidase	lysosome|extracellular exosome|	mannose metabolic process|cellular protein modification process|learning or memory|	alpha-mannosidase activity|mannose binding|zinc ion binding|	7	7	79900000	8.30%
-3.546	0.005	3.37	-3.621	-3.951	3.546	4.079	5.734	-0.658	-1.024	-0.005	-4.079	1.675	-5.171	-5.94	-3.37	-5.734	-1.675	-6.297	-6.999	3.621	0.658	5.171	6.297	-0.393	3.951	1.024	5.94	6.999	0.393	A0A075B5N3	A0A075B5N3	Igkv8-28	1	12	5	5	A0A075B5N3	MOUSE	11017	59.4	262	262.1	75	75		101	Immunoglobulin kappa variable 8-28				5	12	2.45E+09	59.40%
-0.736	3.562	3.916	-0.228	0.051	0.736	5.033	5.077	0.318	0.499	-3.562	-5.033	-0.276	-4.612	-4.62	-3.916	-5.077	0.276	-4.589	-4.707	0.228	-0.318	4.612	4.589	0.279	-0.051	-0.499	4.62	4.707	-0.279	Q61646	Q61646	Hp	1	7	6	6	Q61646	MOUSE	39265.1	18.1	263	263.1	74.99	74.99		347	Haptoglobin	extracellular space|endoplasmic reticulum|Golgi apparatus|haptoglobin-hemoglobin complex|extracellular exosome|blood microparticle|	response to hypoxia|liver development|immune system process|acute-phase response|Notch signaling pathway|spermatogenesis|response to heat|response to X-ray|response to lead ion|positive regulation of cell death|organ regeneration|response to magnesium ion|response to lipopolysaccharide|response to cobalamin|response to L-ascorbic acid|response to drug|response to hydrogen peroxide|defense response to bacterium|negative regulation of oxidoreductase activity|response to glucocorticoid|response to electrical stimulus|response to growth hormone|negative regulation of hydrogen peroxide catabolic process|	antioxidant activity|hemoglobin binding|protein homodimerization activity|	6	7	2.75E+08	18.10%
-4.085	0.826	0.718	-3.42	-3.668	4.085	5.33	5.039	0.217	0.116	-0.826	-5.33	0.35	-4.703	-4.599	-0.718	-5.039	-0.35	-4.119	-4.307	3.42	-0.217	4.703	4.119	-0.111	3.668	-0.116	4.599	4.307	0.111	Q3U367	Q3U367	Aldh9a1	1	6	6	6	Q3U367|Q9JLJ2	MOUSE	56856.5	12.3	264	264.1	74.02	74.02		518	4-trimethylaminobutyraldehyde dehydrogenase	mitochondrion|cytosol|extracellular exosome|	cellular aldehyde metabolic process|carnitine metabolic process|neurotransmitter biosynthetic process|oxidation-reduction process|	"aldehyde dehydrogenase (NAD) activity|oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor|aminobutyraldehyde dehydrogenase activity|4-trimethylammoniobutyraldehyde dehydrogenase activity|"	6	6	4.42E+08	12.30%
-3.952	0.278	0.314	-3.473	-3.596	3.952	3.795	3.485	0.176	0.12	-0.278	-3.795	0.574	-3.646	-3.843	-0.314	-3.485	-0.574	-3.309	-3.461	3.473	-0.176	3.646	3.309	-0.122	3.596	-0.12	3.843	3.461	0.122	P08003	P08003	Pdia4	1	9	7	7	A0A0R4J0Z1|P08003	MOUSE	72323.4	9.5	265	265.1	71.51	71.51		638	Protein disulfide-isomerase A4	endoplasmic reticulum|endoplasmic reticulum lumen|cell surface|endoplasmic reticulum chaperone complex|melanosome|	protein folding|response to endoplasmic reticulum stress|cell redox homeostasis|chaperone-mediated protein folding|	protein disulfide isomerase activity|poly(A) RNA binding|	7	9	2.24E+08	9.50%
