id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Ilia_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Ilia_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Ilia_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Ilia_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Ilia_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Ilia_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Ilia_newDatabase.unique_peptides,Ilia_newDatabase.numSpectra,Ilia_newDatabase.totalIntensity,Ilia_newDatabase.pct_cov
Q99P87,0.760764749,-0.1618,2.386303428,0.182416667,0.577257597,0.594282234,0.027,-0.5695,,-0.15,-0.157,0.0405,Q99P87,Retn,Q99P87_Retn,Q99P87,Retn,1,14,5,5,Q99P87,MOUSE,13119,35.9,274,274.1,67.92,67.92,,114,Resistin,extracellular region|extracellular space|extracellular exosome|,,hormone activity|,5,14,4560000000,35.9%
Q8VI78,0.549465437,0.338416667,5.037866105,-0.697166667,0.313482563,-1.099343107,-0.203,0.1165,2.1475,0.136,-0.131,-0.0355,Q8VI78,Pla1a,Q8VI78_Pla1a,Q8VI78,Pla1a,1,9,6,6,Q8VI78,MOUSE,50838.6,15.5,275,275.1,67.73,67.73,,456,Phospholipase A1 member A,acrosomal membrane|extracellular exosome|,lipid catabolic process|,phosphatidylcholine 1-acylhydrolase activity|,6,9,1400000000,15.5%
A0A075B5S9,0.582508411,0.075916667,4.429747209,0.397833333,0.360599632,0.987572999,0.233,-0.1165,-0.4855,-0.178,1.028,-0.0255,A0A075B5S9,NotFound,A0A075B5S9_NotFound,A0A075B5S9,Ighv9-4,1,11,5,4,A0A075B5S9|A0A0B4J1J4|A0A075B5S1,MOUSE,11048.3,60.2,276,276.1,67.46,47.73,,98,Immunoglobulin heavy variable 9-4,,,,6,11,506000000,60.2%
A0A0B4J1J5,0.947121191,0.048916667,0.427419571,0.087833333,0.906270916,0.122770562,1.027,0.5905,-1.6025,-0.148,0.547,-0.1205,A0A0B4J1J5,NotFound,A0A0B4J1J5_NotFound,A0A0B4J1J5,Ighv9-3,1,1,3,1,A0A0B4J1J5,MOUSE,13109.7,26.4,276,276.2,35.16,9.76,,117,Immunoglobulin heavy variable V9-3 (Fragment),,,,1,1,4330000,12.8%
Q9CZT5,0.747751869,-0.20075,2.51643983,0.437833333,0.560216656,0.616248533,-0.092,0.8155,-1.9825,0.235,-0.279,0.0985,Q9CZT5,Vasn,Q9CZT5_Vasn,Q9CZT5,Vasn,1,7,6,6,Q9CZT5,MOUSE,73401,10.8,277,277.1,66.56,66.56,,673,Vasorin,extracellular space|mitochondrion|lysosomal membrane|plasma membrane|cell surface|integral component of membrane|extracellular exosome|,negative regulation of epithelial to mesenchymal transition|negative regulation of transforming growth factor beta receptor signaling pathway|cellular response to hypoxia|cellular response to redox state|,protein binding|transforming growth factor beta binding|,6,7,142000000,10.8%
Q61982,0.221504253,0.528583333,15.32114171,-1.268166667,0.029368775,-2.82594832,1.471,1.8045,0.2125,0.052,-0.313,-0.0555,Q61982,Notch3,Q61982_Notch3,Q61982,Notch3,1,10,6,6,Q61982,MOUSE,257423.3,2.7,278,278.1,66.15,66.15,,2318,Neurogenic locus notch homolog protein 3,nucleoplasm|cytoplasm|plasma membrane|integral component of plasma membrane|actin cytoskeleton|receptor complex|,"negative regulation of transcription from RNA polymerase II promoter|transcription, DNA-templated|Notch signaling pathway|forebrain development|negative regulation of cell differentiation|negative regulation of neuron differentiation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of smooth muscle cell proliferation|neuron fate commitment|artery morphogenesis|glomerular capillary formation|",calcium ion binding|protein binding|enzyme binding|,6,10,159000000,2.7%
A0A075B5K2,0.859645788,0.307916667,1.175628558,0.1725,0.762846476,0.315706507,1.083,0.1765,-0.5945,0.078,1.18,-0.0755,A0A075B5K2,NotFound,A0A075B5K2_NotFound,A0A075B5K2,Igkv9-124,1,11,5,5,A0A075B5K2,MOUSE,10533.4,63.1,279,279.1,65.74,65.74,,95,Immunoglobulin kappa chain variable 9-124,,,,5,11,390000000,63.1%
A0A075B5M7,0.917768271,0.9276,0.666039564,-0.171916667,0.857819755,-0.188523821,1.292,0.7695,,0.063,2.596,-0.0825,A0A075B5M7,NotFound,A0A075B5M7_NotFound,A0A075B5M7,Igkv5-39,1,16,4,4,A0A075B5M7|A0A0B4J1J1|A0A0B4J1J2,MOUSE,10459.3,52.6,280,280.1,65.62,65.62,,95,Immunoglobulin kappa variable 5-39,,,,4,16,6670000000,52.6%
P26618,0.399101763,0.132916667,8.376636288,-0.432166667,0.145323675,-1.665389815,0.722,0.2475,0.0775,-0.121,-0.154,0.0255,P26618,Pdgfra,P26618_Pdgfra,P26618,Pdgfra,1,6,6,6,P26618|P26618-2|A0A0J9YV87,MOUSE,123651.1,6.3,281,281.1,65.62,65.62,,1089,Platelet-derived growth factor receptor alpha,nucleus|cytoplasm|cytosol|integral component of plasma membrane|microvillus|external side of plasma membrane|cell surface|membrane|intrinsic component of plasma membrane|protein complex|,luteinization|in utero embryonic development|hematopoietic progenitor cell differentiation|positive regulation of cytosolic calcium ion concentration|estrogen metabolic process|positive regulation of cell proliferation|female gonad development|anatomical structure morphogenesis|organ morphogenesis|response to inorganic substance|negative regulation of platelet activation|positive regulation of phospholipase C activity|cell migration|peptidyl-tyrosine phosphorylation|signal transduction involved in regulation of gene expression|extracellular matrix organization|lung development|adrenal gland development|positive regulation of cell migration|male genitalia development|response to estradiol|Leydig cell differentiation|response to cytokine|cellular response to reactive oxygen species|platelet-derived growth factor receptor-alpha signaling pathway|positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway|wound healing|gliogenesis|odontogenesis of dentin-containing tooth|positive regulation of phosphatidylinositol 3-kinase activity|positive regulation of DNA replication|protein autophosphorylation|platelet-derived growth factor receptor signaling pathway|phosphatidylinositol-mediated signaling|positive regulation of fibroblast proliferation|embryonic digestive tract morphogenesis|embryonic cranial skeleton morphogenesis|skeletal system morphogenesis|inner ear development|regulation of chemotaxis|cardiac myofibril assembly|response to hyperoxia|palate development|face morphogenesis|cell chemotaxis|retina vasculature development in camera-type eye|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to amino acid stimulus|metanephric glomerular capillary formation|regulation of mesenchymal stem cell differentiation|,protein kinase activity|transmembrane receptor protein tyrosine kinase activity|platelet-derived growth factor alpha-receptor activity|vascular endothelial growth factor-activated receptor activity|platelet-derived growth factor receptor binding|ATP binding|protein complex binding|vascular endothelial growth factor binding|protein homodimerization activity|phosphatidylinositol 3-kinase binding|platelet-derived growth factor binding|,6,6,134000000,6.3%
P34928,0.279130421,0.0838,11.68911758,0.830916667,0.067777921,2.300311231,-0.641,-0.1885,,0.784,0.481,-0.0165,P34928,Apoc1,P34928_Apoc1,P34928,Apoc1,1,19,5,5,P34928,MOUSE,9696.2,32.9,282,282.1,65.39,65.39,,88,Apolipoprotein C-I,endoplasmic reticulum|very-low-density lipoprotein particle|high-density lipoprotein particle|extracellular exosome|,triglyceride metabolic process|cholesterol metabolic process|negative regulation of phosphatidylcholine catabolic process|negative regulation of very-low-density lipoprotein particle clearance|negative regulation of cholesterol transport|cholesterol efflux|phospholipid efflux|plasma lipoprotein particle remodeling|chylomicron remnant clearance|very-low-density lipoprotein particle clearance|lipoprotein metabolic process|negative regulation of fatty acid biosynthetic process|negative regulation of receptor-mediated endocytosis|negative regulation of lipoprotein lipase activity|,phospholipase inhibitor activity|fatty acid binding|,5,19,16900000000,32.9%
Q9WUB3,0.482514848,-0.402083333,6.365633088,0.597833333,0.230906783,1.329595011,-0.226,-0.1875,-1.6895,-0.135,-0.186,0.0115,Q9WUB3,Pygm,Q9WUB3_Pygm,Q9WUB3,Pygm,1,10,6,6,Q9WUB3|E9PUM3|Q9ET01|Q8CI94|Q3UEJ6,MOUSE,97741,8.3,283,283.1,65.21,65.21,,842,"Glycogen phosphorylase, muscle form",cytoplasm|sarcoplasmic reticulum|Z disc|extracellular exosome|,response to hypoxia|glycogen catabolic process|cellular calcium ion homeostasis|response to cAMP|,drug binding|glycogen phosphorylase activity|AMP binding|pyridoxal phosphate binding|carbohydrate binding|,6,10,97700000,8.3%
E9QP56,0.729414454,0.09475,2.770177416,0.338833333,0.528423664,0.668372651,0.447,0.5045,-1.1755,0.526,0.304,-0.0375,E9QP56,Apoc3,E9QP56_Apoc3,E9QP56,Apoc3,1,21,4,4,E9QP56|P33622|A0A0R4J1N3,MOUSE,15162.8,36.4,284,284.1,63.9,63.9,,137,Apolipoprotein C-III,extracellular region|,triglyceride metabolic process|triglyceride mobilization|lipid transport|cholesterol metabolic process|triglyceride catabolic process|lipoprotein metabolic process|,lipid binding|,4,21,22200000000,36.4%
Q9R100,0.522086579,0.264583333,5.552247297,-0.552166667,0.278467984,-1.18941936,0.259,-0.0985,1.4615,-0.203,-0.243,0.4115,Q9R100,Cdh17,Q9R100_Cdh17,Q9R100,Cdh17,1,5,5,5,Q9R100|A2AKS7,MOUSE,92100.1,7.6,285,285.1,63.57,63.57,,827,Cadherin-17,plasma membrane|integral component of plasma membrane|basolateral plasma membrane|,oligopeptide transport|homophilic cell adhesion via plasma membrane adhesion molecules|calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules|oligopeptide transmembrane transport|,proton-dependent oligopeptide secondary active transmembrane transporter activity|calcium ion binding|protein binding|,5,5,52300000,7.6%
Q62356,0.366645294,0.43875,9.041993706,-0.9525,0.124681101,-1.782040977,0.489,0.1395,2.1165,-0.096,-0.005,-0.0115,Q62356,Fstl1,Q62356_Fstl1,Q62356,Fstl1,1,8,6,6,Q62356,MOUSE,35694.4,19.6,286,286.1,63.06,63.06,,306,Follistatin-related protein 1,extracellular space|extracellular exosome|,response to starvation|,calcium ion binding|protein binding|heparin binding|,6,8,297000000,19.6%
P09813,0.662037385,0.029916667,3.417317117,0.5525,0.455269219,0.797653715,0.708,0.3525,-1.7995,0.657,0.38,-0.1185,P09813,Apoa2,P09813_Apoa2,P09813,Apoa2,1,15,4,4,P09813,MOUSE,11366,43.1,287,287.1,62.19,62.19,,102,Apolipoprotein A-II,extracellular region|extracellular space|cytosol|very-low-density lipoprotein particle|high-density lipoprotein particle|spherical high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|,acute inflammatory response|negative regulation of cytokine secretion involved in immune response|protein folding|fatty acid metabolic process|phosphatidylcholine biosynthetic process|lipid transport|cholesterol metabolic process|phospholipid catabolic process|response to glucose|positive regulation of cholesterol esterification|negative regulation of very-low-density lipoprotein particle remodeling|beta-glucoside transport|protein oxidation|peptidyl-methionine modification|regulation of intestinal cholesterol absorption|organ regeneration|regulation of protein stability|negative regulation of cholesterol transport|cholesterol efflux|phospholipid efflux|triglyceride-rich lipoprotein particle remodeling|low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|high-density lipoprotein particle clearance|lipoprotein metabolic process|response to drug|cholesterol homeostasis|positive regulation of catalytic activity|response to estrogen|reverse cholesterol transport|positive regulation of interleukin-8 biosynthetic process|diacylglycerol catabolic process|negative regulation of lipid catabolic process|positive regulation of lipid catabolic process|response to glucocorticoid|negative regulation of lipase activity|negative regulation of cholesterol import|negative regulation of cholesterol transporter activity|,lipid transporter activity|phospholipid binding|high-density lipoprotein particle binding|lipid binding|cholesterol binding|phosphatidylcholine binding|apolipoprotein receptor binding|protein homodimerization activity|protein heterodimerization activity|lipase inhibitor activity|phosphatidylcholine-sterol O-acyltransferase activator activity|high-density lipoprotein particle receptor binding|cholesterol transporter activity|,4,15,32800000000,43.1%
Q01705,0.785251911,0.215916667,2.098657079,-0.4515,0.616785694,-0.52728892,1.912,0.9335,-1.5205,0.012,0.107,-0.1485,Q01705,Notch1,Q01705_Notch1,Q01705,Notch1,1,7,5,5,Q01705|Q01705-3|Q01705-4|Q01705-2,MOUSE,284808.6,2.6,288,288.1,62.09,62.09,,2531,Neurogenic locus notch homolog protein 1,Golgi membrane|acrosomal vesicle|ruffle|MAML1-RBP-Jkappa- ICN1 complex|extracellular region|nucleus|nucleoplasm|cytoplasm|endoplasmic reticulum|endoplasmic reticulum membrane|cytosol|cytoskeleton|plasma membrane|integral component of plasma membrane|cell surface|lamellipodium|cytoplasmic vesicle|receptor complex|cell periphery|,"negative regulation of transcription from RNA polymerase II promoter|in utero embryonic development|cell fate specification|epithelial to mesenchymal transition|liver development|heart looping|sprouting angiogenesis|osteoblast fate commitment|positive regulation of neuroblast proliferation|inflammatory response to antigenic stimulus|endocardium development|endocardium morphogenesis|atrioventricular node development|coronary vein morphogenesis|aortic valve morphogenesis|atrioventricular valve morphogenesis|pulmonary valve morphogenesis|mitral valve formation|epithelial to mesenchymal transition involved in endocardial cushion formation|endocardial cushion morphogenesis|cardiac chamber formation|cardiac ventricle morphogenesis|cardiac atrium morphogenesis|cardiac right atrium morphogenesis|cardiac left ventricle morphogenesis|cardiac right ventricle formation|ventricular trabecula myocardium morphogenesis|growth involved in heart morphogenesis|regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation|Notch signaling pathway involved in regulation of secondary heart field cardioblast proliferation|cell migration involved in endocardial cushion formation|pericardium morphogenesis|regulation of transcription from RNA polymerase II promoter|transcription from RNA polymerase II promoter|humoral immune response|Notch signaling pathway|positive regulation of transcription of Notch receptor target|spermatogenesis|determination of left/right symmetry|compartment pattern specification|axonogenesis|foregut morphogenesis|endoderm development|heart development|positive regulation of cell proliferation|negative regulation of cell proliferation|epidermis development|regulation of Notch signaling pathway|auditory receptor cell fate commitment|glial cell differentiation|regulation of gene expression|positive regulation of epithelial to mesenchymal transition|negative regulation of cell-substrate adhesion|negative regulation of myotube differentiation|mesenchymal cell development|regulation of somitogenesis|cell differentiation in spinal cord|neural tube development|cell differentiation|neuron differentiation|keratinocyte differentiation|negative regulation of ossification|lung development|embryonic limb morphogenesis|regulation of cell migration|positive regulation of cell migration|positive regulation of BMP signaling pathway|negative regulation of BMP signaling pathway|forebrain development|hair follicle morphogenesis|organ regeneration|response to corticosteroid|response to muramyl dipeptide|response to lipopolysaccharide|embryonic hindlimb morphogenesis|tube formation|skeletal muscle cell differentiation|cellular response to vascular endothelial growth factor stimulus|regulation of cell proliferation|tissue regeneration|positive regulation of apoptotic process|negative regulation of catalytic activity|cell fate commitment|negative regulation of cell differentiation|positive regulation of endothelial cell differentiation|regulation of auditory receptor cell differentiation|negative regulation of auditory receptor cell differentiation|positive regulation of keratinocyte differentiation|negative regulation of myoblast differentiation|negative regulation of neuron differentiation|negative regulation of osteoblast differentiation|positive regulation of Notch signaling pathway|negative regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|negative regulation of calcium ion-dependent exocytosis|positive regulation of JAK-STAT cascade|negative regulation of photoreceptor cell differentiation|somatic stem cell division|neuron fate commitment|astrocyte differentiation|oligodendrocyte differentiation|positive regulation of astrocyte differentiation|negative regulation of oligodendrocyte differentiation|branching morphogenesis of an epithelial tube|regulation of epithelial cell proliferation|positive regulation of epithelial cell proliferation|regulation of neurogenesis|negative regulation of neurogenesis|cardiac muscle tissue morphogenesis|cardiac muscle cell proliferation|positive regulation of cardiac muscle cell proliferation|negative regulation of glial cell proliferation|cilium morphogenesis|cardiac epithelial to mesenchymal transition|cardiac septum morphogenesis|ventricular septum morphogenesis|secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development|negative regulation of cell death|prostate gland epithelium morphogenesis|regulation of epithelial cell proliferation involved in prostate gland development|arterial endothelial cell differentiation|venous endothelial cell differentiation|cardiac vascular smooth muscle cell development|endocardial cell differentiation|vasculogenesis involved in coronary vascular morphogenesis|coronary artery morphogenesis|Notch signaling involved in heart development|regulation of cell adhesion involved in heart morphogenesis|heart trabecula morphogenesis|positive regulation of transcription from RNA polymerase II promoter in response to hypoxia|left/right axis specification|cellular response to follicle-stimulating hormone stimulus|distal tubule development|collecting duct development|glomerular mesangial cell development|interleukin-4 secretion|negative regulation of cell migration involved in sprouting angiogenesis|negative regulation of canonical Wnt signaling pathway|neuronal stem cell maintenance|positive regulation of ephrin receptor signaling pathway|regulation of extracellular matrix assembly|apoptotic process involved in embryonic digit morphogenesis|negative regulation of stem cell differentiation|negative regulation of anoikis|negative regulation of pro-B cell differentiation|negative regulation of endothelial cell chemotaxis|",core promoter binding|RNA polymerase II transcription factor binding transcription activator activity|chromatin binding|sequence-specific DNA binding transcription factor activity|enzyme inhibitor activity|receptor activity|Notch binding|calcium ion binding|protein binding|enzyme binding|chromatin DNA binding|sequence-specific DNA binding|protein heterodimerization activity|,5,7,60300000,2.6%
Q09200,0.272956918,0.342916667,12.36628586,-0.9855,0.057992444,-2.32506973,0.561,0.2185,1.7275,-0.126,-0.281,-0.0425,Q09200,B4galnt1,Q09200_B4galnt1,Q09200,B4galnt1,1,10,7,7,Q09200|A0A1W2P6F0,MOUSE,59610.2,12,289,289.1,60.28,60.28,,533,"Beta-1,4 N-acetylgalactosaminyltransferase 1",plasma membrane|integral component of Golgi membrane|,ganglioside biosynthetic process|protein glycosylation|glycosphingolipid metabolic process|spermatogenesis|lipid storage|lipid glycosylation|,(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity|,7,10,192000000,12.0%
P01887,0.105134073,-0.4472,21.81560511,1.452583333,0.006583237,4.374029114,-1.696,-0.9415,,0.201,0.177,0.0235,P01887,B2m,P01887_B2m,P01887,B2m,1,22,4,4,P01887,MOUSE,13892.8,22.6,290,290.1,59.99,59.99,,119,Beta-2-microglobulin,extracellular space|cytoplasm|Golgi apparatus|plasma membrane|focal adhesion|external side of plasma membrane|membrane|phagocytic vesicle membrane|MHC class I protein complex|extracellular exosome|,"positive regulation of T cell mediated cytotoxicity|response to molecule of bacterial origin|antigen processing and presentation of peptide antigen via MHC class I|antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent|cellular defense response|T cell differentiation in thymus|protein refolding|response to drug|response to cadmium ion|iron ion homeostasis|negative regulation of receptor binding|",glycoprotein binding|protein binding|identical protein binding|,4,22,33500000000,22.6%
