id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Liver_Searched..126.126.127.128.129.130.131..No_BirA_4.multimedian,Liver_Searched..127.126.127.128.129.130.131..No_BirA_5.multimedian,Liver_Searched..129.126.127.128.129.130.131..No_BirA_6.multimedian,Liver_Searched..128.126.127.128.129.130.131..XBirA_2.multimedian,Liver_Searched..130.126.127.128.129.130.131..XBirA_3.multimedian,Liver_Searched..131.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Liver_Searched.unique_peptides,Liver_Searched.numSpectra,Liver_Searched.totalIntensity,Liver_Searched.pct_cov
Q9QUM9,0.709100713,0.057833333,4.388941946,0.100333333,0.364003706,0.97387721,0.013,-0.04,0.05,-0.025,0.268,0.081,Q9QUM9,Psma6,Q9QUM9_Psma6,Q9QUM9,Psma6,1,5,4,4,Q9QUM9|E0CXB1,MOUSE,27828.4,21.5,1934,1934.1,50.67,50.67,,246,Proteasome subunit alpha type-6,"proteasome complex|cytoplasmic mRNA processing body|nucleus|nucleoplasm|cytoplasm|cytosol|proteasome core complex|polysome|nuclear matrix|proteasome core complex, alpha-subunit complex|myofibril|sarcomere|extracellular exosome|",skeletal muscle tissue development|proteasomal ubiquitin-independent protein catabolic process|proteasome-mediated ubiquitin-dependent protein catabolic process|positive regulation of NF-kappaB transcription factor activity|proteolysis involved in cellular protein catabolic process|,RNA binding|endopeptidase activity|threonine-type endopeptidase activity|NF-kappaB binding|,4,5,932000000,21.5%
P16045,0.995757571,0.004333333,0.05043909,0.001333333,0.988453153,0.015020903,-0.083,0.073,0.021,0.074,-0.05,-0.009,P16045,Lgals1,P16045_Lgals1,P16045,Lgals1,1,7,3,3,P16045,MOUSE,15207.9,33.3,1935,1935.1,50.65,50.65,,135,Galectin-1,proteinaceous extracellular matrix|extracellular space|intracellular|nucleus|cytoplasm|cell surface|extracellular exosome|extracellular matrix|,plasma cell differentiation|apoptotic process|heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules|signal transduction|negative regulation of cell-substrate adhesion|negative regulation of neuron projection development|T cell costimulation|multicellular organismal response to stress|positive regulation of erythrocyte aggregation|response to drug|positive regulation of I-kappaB kinase/NF-kappaB signaling|myoblast differentiation|response to axon injury|cellular response to glucose stimulus|cellular response to organic cyclic compound|maintenance of protein location|,glycoprotein binding|signal transducer activity|protein binding|galactose binding|galactoside binding|carbohydrate binding|lactose binding|protein homodimerization activity|laminin binding|poly(A) RNA binding|,3,7,582000000,33.3%
Q9DCD2,0.855039332,-0.040666667,2.313996585,-0.053333333,0.586948966,-0.570517106,0.07,-0.036,-0.076,0.034,-0.153,-0.083,Q9DCD2,Xab2,Q9DCD2_Xab2,Q9DCD2,Xab2,1,4,4,4,Q9DCD2,MOUSE,100784.5,6,1936,1936.1,50.63,50.63,,855,Pre-mRNA-splicing factor SYF1,membrane|catalytic step 2 spliceosome|,"blastocyst development|transcription-coupled nucleotide-excision repair|transcription, DNA-templated|mRNA processing|RNA splicing|",,4,4,160000000,6.0%
Q60715-2,0.000366358,-0.086833333,52.75950429,1.155,5.29724E-06,13.01953549,-0.596,-0.725,-0.672,0.42,0.478,0.574,Q60715,P4ha1,Q60715-2_P4ha1,Q60715-2,P4ha1,1,6,6,6,Q60715-2|E9Q7B0|Q60715,MOUSE,61170.1,15.9,1937,1937.1,50.58,50.58,,534,Isoform 2 of Prolyl 4-hydroxylase subunit alpha-1,mitochondrion|endoplasmic reticulum|endoplasmic reticulum lumen|membrane|procollagen-proline 4-dioxygenase complex|intracellular membrane-bounded organelle|,peptidyl-proline hydroxylation to 4-hydroxy-L-proline|collagen fibril organization|oxidation-reduction process|,"procollagen-proline 4-dioxygenase activity|iron ion binding|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen|L-ascorbic acid binding|procollagen-proline 4-dioxygenase activity|",6,6,124000000,15.9%
Q8K224,0.894042447,-0.060833333,1.688411512,-0.053,0.677889409,-0.434276733,-0.107,0.139,-0.135,0.032,-0.257,-0.037,Q8K224,Nat10,Q8K224_Nat10,Q8K224,Nat10,1,7,7,7,Q8K224,MOUSE,116329.3,10,1938,1938.1,50.58,50.58,,1024,RNA cytidine acetyltransferase,nucleolus|membrane|,metabolic process|,ATP binding|N-acetyltransferase activity|poly(A) RNA binding|,7,7,1970000000,10.0%
P11031,0.774891394,-0.006666667,3.464123172,0.074,0.450388904,0.801408659,-0.139,-0.049,0.057,0.003,-0.014,0.102,P11031,Sub1,P11031_Sub1,P11031,Sub1,1,9,4,4,P11031,MOUSE,14427.2,30.7,1939,1939.1,50.57,50.57,,127,Activated RNA polymerase II transcriptional coactivator p15,nucleus|transcription factor complex|nucleolus|extracellular exosome|,regulation of transcription from RNA polymerase II promoter|transcription from RNA polymerase II promoter|positive regulation of transcription from RNA polymerase II promoter|SMAD protein signal transduction|,RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription|single-stranded DNA binding|transcription coactivator activity|poly(A) RNA binding|,4,9,1760000000,30.7%
Q9JM76,0.744748173,0.013166667,3.907018858,-0.243666667,0.406722421,-0.885857406,-0.266,-0.012,0.683,-0.479,0.022,0.131,Q9JM76,Arpc3,Q9JM76_Arpc3,Q9JM76,Arpc3,1,6,4,4,Q9JM76|H7BWZ3|D3Z2F8|D3Z2F7,MOUSE,20752.5,25.2,1940,1940.1,50.54,50.54,,178,Actin-related protein 2/3 complex subunit 3,cytoplasm|Arp2/3 protein complex|focal adhesion|membrane|lamellipodium|extracellular exosome|,Arp2/3 complex-mediated actin nucleation|,structural constituent of cytoskeleton|actin filament binding|,4,6,2670000000,25.2%
Q4LDD4,0.600763538,0.035,6.32938061,-0.105333333,0.232842331,-1.311553645,0.028,0.123,0.112,-0.023,-0.035,0.005,Q4LDD4,Arap1,Q4LDD4_Arap1,Q4LDD4,Arap1,1,9,6,6,Q4LDD4|Q4LDD4-2|Q4LDD4-3|E9PUB0,MOUSE,163927.4,5.7,1941,1941.1,50.47,50.47,,1452,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",Golgi apparatus|trans-Golgi network|plasma membrane|cytoplasmic vesicle|Golgi cisterna membrane|,"positive regulation of receptor recycling|transforming growth factor beta receptor signaling pathway|SMAD protein import into nucleus|regulation of cell shape|positive regulation of GTPase activity|positive regulation of transcription, DNA-templated|regulation of cellular component movement|positive regulation of filopodium assembly|negative regulation of stress fiber assembly|SMAD protein signal transduction|","sequence-specific DNA binding transcription factor activity|GTPase activator activity|phosphatidylinositol-3,4,5-trisphosphate binding|transcription factor binding|type 1 angiotensin receptor binding|transcription regulatory region DNA binding|metal ion binding|R-SMAD binding|",6,9,819000000,5.7%
O70571,0.096320331,0.132833333,20.24029813,-1.266333333,0.009461722,-3.612132668,1.627,0.348,0.323,-0.486,-0.667,-0.348,O70571,Pdk4,O70571_Pdk4,O70571,Pdk4,1,10,6,6,O70571,MOUSE,46937.9,14.3,1942,1942.1,50.42,50.42,,412,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial",mitochondrion|mitochondrial inner membrane|mitochondrial matrix|,positive regulation of defense response to virus by host|glucose metabolic process|acetyl-CoA biosynthetic process from pyruvate|protein phosphorylation|regulation of pH|insulin receptor signaling pathway|cellular response to starvation|regulation of acetyl-CoA biosynthetic process from pyruvate|regulation of cellular ketone metabolic process|regulation of glucose metabolic process|regulation of fatty acid biosynthetic process|glucose homeostasis|response to starvation|regulation of bone resorption|regulation of fatty acid oxidation|cellular response to fatty acid|reactive oxygen species metabolic process|negative regulation of anoikis|,protein kinase activity|protein serine/threonine/tyrosine kinase activity|pyruvate dehydrogenase (acetyl-transferring) kinase activity|ATP binding|,6,10,751000000,14.3%
Q8VI94,0.469727509,0.051666667,8.895271113,-0.24,0.128965305,-1.734011468,0.013,0.036,0.466,-0.1,-0.081,-0.024,Q8VI94,Oasl1,Q8VI94_Oasl1,Q8VI94,Oasl1,1,9,7,7,Q8VI94|Q9Z2F2,MOUSE,59886.1,18.7,1943,1943.1,50.37,50.37,,511,2'-5'-oligoadenylate synthase-like protein 1,nucleolus|cytoplasm|membrane|,metabolic process|response to virus|negative regulation of viral genome replication|innate immune response|defense response to virus|,DNA binding|double-stranded RNA binding|ATP binding|poly(A) RNA binding|2'-5'-oligoadenylate synthetase activity|,7,9,1220000000,18.7%
Q9D187,0.99327985,-0.002166667,0.125538648,0.004333333,0.97150745,0.037086072,0.16,-0.068,-0.105,0.116,0.035,-0.151,Q9D187,Ciao2b,Q9D187_Ciao2b,Q9D187,Fam96b,1,8,4,4,Q9D187|F8WHV1|A0A1D5RMI0,MOUSE,17780.8,43.5,1944,1944.1,50.35,50.35,,163,Mitotic spindle-associated MMXD complex subunit MIP18,nucleus|nucleoplasm|cytoplasm|spindle|MMXD complex|CIA complex|,chromosome segregation|iron-sulfur cluster assembly|,,4,8,748000000,43.5%
P51163,0.970060845,-0.016,0.420512515,-0.014666667,0.907713404,-0.120433187,0.154,0.048,-0.228,-0.107,-0.014,0.051,P51163,Uros,P51163_Uros,P51163,Uros,1,8,4,4,P51163|Q3TPL3,MOUSE,28902.8,30.9,1945,1945.1,50.29,50.29,,265,Uroporphyrinogen-III synthase,mitochondrion|cytosol|,porphyrin-containing compound biosynthetic process|uroporphyrinogen III biosynthetic process|protoporphyrinogen IX biosynthetic process|heme biosynthetic process|response to antibiotic|cellular response to arsenic-containing substance|cellular response to amine stimulus|,uroporphyrinogen-III synthase activity|cofactor binding|,4,8,916000000,30.9%
Q6GSS7,0.965696166,-0.015333333,0.458372316,-0.034666667,0.899834766,-0.130779685,-0.446,-0.056,0.508,-0.355,0.017,0.24,Q6GSS7,Hist2h2aa1,Q6GSS7_Hist2h2aa1,Q6GSS7,Hist2h2aa1,1,10,4,1,Q6GSS7|Q64523|Q8BFU2|Q8CGP4|Q8R1M2|A0A0N4SV66|P27661|Q64522|Q3UA95,MOUSE,14095.2,35.3,1946,1946.1,50.26,12.39,,130,Histone H2A type 2-A,nucleosome|nucleus|extracellular exosome|,nucleosome assembly|,DNA binding|protein heterodimerization activity|,4,10,5310000000,35.3%
G3UYW1,0.954887447,0.006,0.664423106,-0.014666667,0.858139098,-0.185752646,0.063,-0.023,0,-0.001,-0.009,0.006,G3UYW1,Wdfy3,G3UYW1_Wdfy3,G3UYW1,Wdfy3,1,8,6,6,G3UYW1|A0A1D5RLV7|Q6VNB8|Q6VNB8-2,MOUSE,398912.3,2,1947,1947.1,50.23,50.23,,3526,WD repeat and FYVE domain-containing protein 3,nuclear envelope|cytoplasm|autophagosome|endomembrane system|inclusion body|PML body|extrinsic component of membrane|autophagosome|Atg12-Atg5-Atg16 complex|,endosomal transport|positive regulation of macroautophagy|aggrephagy|,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity|phospholipid binding|1-phosphatidylinositol binding|metal ion binding|",6,8,1200000000,2.0%
Q9CR86,0.913375242,-0.013166667,1.351097303,-0.044333333,0.732639399,-0.356385002,0.147,0.078,-0.198,-0.177,0.032,0.039,Q9CR86,Carhsp1,Q9CR86_Carhsp1,Q9CR86,Carhsp1,1,12,4,4,Q9CR86,MOUSE,16290.2,23.6,1948,1948.1,50.11,50.11,,148,Calcium-regulated heat stable protein 1,cytoplasmic mRNA processing body|cytosol|P granule|extracellular exosome|cytoplasmic exosome (RNase complex)|,"regulation of transcription, DNA-templated|regulation of mRNA stability|",DNA binding|mRNA 3'-UTR binding|protein binding|,4,12,5900000000,23.6%
Q9CQ56,0.707463555,0.011666667,4.437139462,-0.119333333,0.359986367,-0.983382466,0.145,-0.013,0.082,0.154,-0.237,-0.061,Q9CQ56,Use1,Q9CQ56_Use1,Q9CQ56,Use1,1,9,5,5,Q9CQ56|E9Q496|Q9CQ56-2,MOUSE,30821.3,25.1,1949,1949.1,50.1,50.1,,270,Vesicle transport protein USE1,endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|,endoplasmic reticulum organization|protein transport|vesicle-mediated transport|regulation of ER to Golgi vesicle-mediated transport|endoplasmic reticulum tubular network organization|,,5,9,5910000000,25.1%
Q9QWR8,0.002068715,-0.029333333,40.40538342,0.694666667,9.10881E-05,8.313359605,-0.405,-0.406,-0.319,0.297,0.383,0.274,Q9QWR8,Naga,Q9QWR8_Naga,Q9QWR8,Naga,1,8,6,6,Q9QWR8,MOUSE,47747.3,17.3,1950,1950.1,50.04,50.04,,415,Alpha-N-acetylgalactosaminidase,cytoplasm|lysosome|extracellular exosome|,oligosaccharide metabolic process|carbohydrate catabolic process|glycoside catabolic process|glycolipid catabolic process|glycosylceramide catabolic process|,alpha-galactosidase activity|alpha-N-acetylgalactosaminidase activity|protein homodimerization activity|,6,8,1040000000,17.3%
Q8R313,0.956385108,-0.0105,0.640479821,-0.023666667,0.862883209,-0.179542443,-0.026,0.247,-0.217,0.025,-0.004,-0.088,Q8R313,NotFound,Q8R313_NotFound,Q8R313,Exoc6,1,4,4,4,Q3U9D6|Q8R313,MOUSE,93930.9,7.2,1951,1951.1,50.02,50.02,,802,Exocyst complex component 6,exocyst|plasma membrane|,vesicle docking involved in exocytosis|protein transport|erythrocyte differentiation|,protein binding|,4,4,316000000,7.2%
Q91WP0,0.01701319,-0.066833333,29.31863997,0.608333333,0.001169866,5.41580457,-0.396,-0.186,-0.531,0.272,0.165,0.275,Q91WP0,Masp2,Q91WP0_Masp2,Q91WP0,Masp2,1,7,6,6,Q91WP0,MOUSE,76998.6,10.5,1952,1952.1,50.02,50.02,,685,Mannan-binding lectin serine protease 2,extracellular exosome|,"complement activation, lectin pathway|proteolysis|complement activation, classical pathway|",complement component C4b binding|serine-type endopeptidase activity|calcium ion binding|protein binding|peptidase activity|calcium-dependent protein binding|,6,7,1680000000,10.5%
P47915,0.21736368,-0.010666667,15.27753569,0.368666667,0.029665142,2.761154259,-0.22,-0.031,-0.334,0.03,0.391,0.1,P47915,Rpl29,P47915_Rpl29,P47915,Rpl29,1,15,5,5,P47915|F6QL70|W4VSN7|F6YH22,MOUSE,17643.7,30.6,1953,1953.1,49.98,49.98,,160,60S ribosomal protein L29,ribosome|,translation|,structural constituent of ribosome|,5,15,8720000000,30.6%
Q91X72,0.701917801,0.110833333,4.504984026,-0.231,0.354406434,-0.995664717,-0.056,-0.025,0.76,0.047,-0.182,0.121,Q91X72,Hpx,Q91X72_Hpx,Q91X72,Hpx,1,8,5,5,Q91X72,MOUSE,52058.5,10,1954,1954.1,49.97,49.97,,460,Hemopexin,extracellular space|extracellular exosome|blood microparticle|,positive regulation of immunoglobulin production|positive regulation of humoral immune response mediated by circulating immunoglobulin|transport|hemoglobin metabolic process|heme metabolic process|positive regulation of tyrosine phosphorylation of Stat1 protein|regulation of protein metabolic process|positive regulation of response to interferon-gamma|positive regulation of interferon-gamma-mediated signaling pathway|,heme binding|metal ion binding|,5,8,604000000,10.0%
Q3TRM4,0.818423797,-0.050333333,2.814745431,0.078,0.523028623,0.674062133,0.055,-0.012,-0.311,-0.019,-0.01,-0.005,Q3TRM4,Pnpla6,Q3TRM4_Pnpla6,Q3TRM4,Pnpla6,1,6,5,5,Q3TRM4|A0A140LI54|Q3TRM4-3|Q3TRM4-2|A0A140LHU9|Q3TRM4-4,MOUSE,150961.1,6.3,1955,1955.1,49.93,49.93,,1355,Neuropathy target esterase,endoplasmic reticulum|endoplasmic reticulum membrane|membrane|integral component of membrane|,angiogenesis|organ morphogenesis|lipid catabolic process|phosphatidylcholine metabolic process|,lysophospholipase activity|carboxylic ester hydrolase activity|,5,6,753000000,6.3%
O35387,0.494090387,-0.060666667,8.322940341,0.222666667,0.147131603,1.641619929,-0.061,0.001,-0.456,0.077,0.068,0.007,O35387,Hax1,O35387_Hax1,O35387,Hax1,1,9,4,4,O35387|A0A0G2JDP0|A0A0G2JFF9|A0A0G2JE46|A0A0G2JEE6|A0A0G2JGR0,MOUSE,31653.8,17.5,1956,1956.1,49.9,49.9,,280,HCLS1-associated protein X-1,transcription factor complex|cytoplasm|mitochondrion|mitochondrial outer membrane|mitochondrial intermembrane space|endoplasmic reticulum|actin cytoskeleton|cytoplasmic membrane-bounded vesicle|sarcoplasmic reticulum|lamellipodium|nuclear membrane|,cell surface receptor signaling pathway|positive regulation of phosphatidylinositol 3-kinase signaling|regulation of actin filament polymerization|positive regulation of granulocyte differentiation|positive regulation of peptidyl-serine phosphorylation|negative regulation of apoptotic process|positive regulation of transcription from RNA polymerase II promoter|positive regulation of peptidyl-tyrosine phosphorylation|positive regulation of protein kinase B signaling|cellular response to cytokine stimulus|positive regulation of actin cytoskeleton reorganization|,protein binding|interleukin-1 binding|protein N-terminus binding|,4,9,811000000,17.5%
Q8VCH7,0.481746078,-0.067,8.516269618,0.276666667,0.140725577,1.672895404,-0.066,-0.003,-0.547,0.212,0.064,-0.062,Q8VCH7,Rdh10,Q8VCH7_Rdh10,Q8VCH7,Rdh10,1,7,5,5,Q8VCH7,MOUSE,38759.5,18.1,1957,1957.1,49.79,49.79,,341,Retinol dehydrogenase 10,cytoplasm|endoplasmic reticulum membrane|membrane|integral component of membrane|cell body|,metanephros development|in utero embryonic development|retinoic acid biosynthetic process|visual perception|gonad development|organ morphogenesis|neural crest cell development|embryonic camera-type eye development|embryonic forelimb morphogenesis|retinol metabolic process|retinal metabolic process|ear development|nose development|embryonic organ development|embryonic viscerocranium morphogenesis|oxidation-reduction process|primary lung bud formation|bud elongation involved in lung branching|,retinol dehydrogenase activity|NADP-retinol dehydrogenase activity|,5,7,1420000000,18.1%
Q5SV02,0.617494432,0.018666667,5.9924784,0.132,0.251624057,1.254838373,0.045,-0.095,-0.092,0.23,-0.052,0.076,Q5SV02,Rad50,Q5SV02_Rad50,Q5SV02,Rad50,1,5,5,5,Q5SV02|P70388|P70388-2|E9PUJ2|P70388-4|P70388-3,MOUSE,154685.1,4.3,1958,1958.1,49.67,49.67,,1312,DNA repair protein RAD50,"nuclear chromosome, telomeric region|nucleus|nucleoplasm|membrane|Mre11 complex|site of double-strand break|pronucleus|","regulation of mitotic recombination|DNA catabolic process, endonucleolytic|DNA repair|double-strand break repair|DNA recombination|cellular response to DNA damage stimulus|telomere maintenance via telomerase|regulation of mitotic cell cycle|positive regulation of protein autophosphorylation|DNA duplex unwinding|positive regulation of kinase activity|chromosome organization|chromosome organization involved in meiosis|nucleic acid phosphodiester bond hydrolysis|","DNA binding|protein binding, bridging|single-stranded DNA endodeoxyribonuclease activity|ATP-dependent DNA helicase activity|3'-5' exonuclease activity|",5,5,416000000,4.3%
Q8R574,0.846769943,-0.0025,2.398762499,0.163,0.57560393,0.588677198,-0.521,-0.241,0.51,-0.033,-0.107,0.377,Q8R574,Prpsap2,Q8R574_Prpsap2,Q8R574,Prpsap2,1,6,4,3,Q8R574,MOUSE,41279.4,13.5,1959,1959.1,49.67,35.19,,369,Phosphoribosyl pyrophosphate synthase-associated protein 2,ribose phosphate diphosphokinase complex|,nucleotide biosynthetic process|bone development|,magnesium ion binding|ribose phosphate diphosphokinase activity|,4,6,811000000,13.5%
B1AT82,0.811763387,-0.025333333,2.928643965,-0.098666667,0.509489929,-0.697069839,0.176,-0.233,0.129,-0.24,0.029,-0.013,B1AT82,Prpsap1,B1AT82_Prpsap1,B1AT82,Prpsap1,1,3,4,3,B1AT82|Q9D0M1,MOUSE,42809.1,14.5,1959,1959.2,40.78,26.3,,385,"MCG6846, isoform CRA_c",ribose phosphate diphosphokinase complex|,nucleotide biosynthetic process|negative regulation of kinase activity|,magnesium ion binding|ribose phosphate diphosphokinase activity|kinase binding|enzyme regulator activity|,3,3,29100000,10.9%
Q8R093,0.002159674,-0.144166667,40.10601743,1.098333333,9.75884E-05,8.306201174,-0.801,-0.435,-0.844,0.378,0.504,0.333,Q8R093,Upp2,Q8R093_Upp2,Q8R093,Upp2,1,8,5,5,Q8R093|A2APN2|Q8CGR7,MOUSE,38544.7,23.6,1960,1960.1,49.63,49.63,,338,Uridine phosphorylase,cytoplasm|type III intermediate filament|,nucleotide catabolic process|UMP salvage|,uridine phosphorylase activity|,5,8,1030000000,23.6%
